step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,2.287659892626107,0.8125,1.4751598900184035,0.0,437556,450713,13157,444341,444342,444341.5,0.05796127766370773,0.001,0.669921875,1.0,343.0,0.541015625,1.112774527033415,277.0,0.3649866655468941,-0.061120618041604756,0.012539989866005878,0.006645035981879725,5.1943899393081665,0.3747909993389315,1e-06,1.337916612625122,4.0,-3.0,0.462890625,1.0,0.0,0.8750259280204773,3.0,-3.0,0.0,0.0,0.0,1.3409947156906128,11.195025444030762,-3.0125718116760254,-1.1484106998693733e-09,1.0000001192092896,2.675140619277954,-2.693479061126709,-1.1484106998693733e-09,2.675140619277954,-2.693479061126709,103.8037109375,1024.0,1.0,0.00439453125,764.05078125,1973.0,413.0,0.0,41.887585411001055,11.577392229999532,1.3840157500017085,42.86185983400355,120.28827849800291,0.0007786892232673003,0.19703459904511528,0.006513791886420429,0.024115381881955406,8.826208742000745,13.639632457998232
11,,,,,422893,464550,41657,449267,449268,449267.5,0.05226835235953331,0.001,0.595703125,1.0,305.0,0.47265625,1.1226444577480426,242.0,0.3997399835817276,-0.0399087592621424,0.011841741514452282,0.012622065119015338,30.51046586036682,0.3781755246125895,1e-06,1.4837994575500488,4.0,-3.0,0.59423828125,1.0,0.0,0.889561116695404,3.0,-3.0,0.0,0.0,0.0,1.4895840883255005,10.55650806427002,-3.0167696475982666,-6.689700793316433e-09,0.9999999403953552,2.833186626434326,-2.82332444190979,-6.689700793316433e-09,2.833186626434326,-2.82332444190979,106.9189453125,1024.0,1.0,0.00244140625,770.556640625,2048.0,418.0,0.0078125,40.59803060899867,11.992870096000843,1.3373804520015256,43.01190558199596,97.05696409700613,0.0007442005330908231,0.1854045330821513,0.006673568695710708,0.023934463088246958,,
12,,,,,431890,457548,25658,445121,445121,445121.0,0.052487414330244064,0.001,0.578125,1.0,296.0,0.390625,1.2165525060596438,200.0,0.3866679698228836,0.051764155520747104,0.014020568004343658,0.01403939596981824,5.062983214855194,0.3878656596880584,1e-06,1.723830223083496,4.0,-3.0,0.73095703125,1.0,0.0,0.9928730726242065,3.0,-3.0,0.0,0.0,0.0,1.733183741569519,8.813410758972168,-3.0140140056610107,0.0,1.0000001192092896,2.4366533756256104,-2.942277669906616,0.0,2.4366533756256104,-2.942277669906616,107.69921875,1024.0,1.0,0.00341796875,761.677734375,2048.0,399.0,0.00390625,38.39373666499887,11.746827682996809,1.3357413549965713,41.516349258003174,93.10199083499901,0.0007502125012056111,0.17406757401345105,0.006597547455072222,0.023317451467130944,,
13,,,,,424517,453013,28496,442425,442426,442425.75,0.07333693653345108,0.001,0.5859375,1.0,300.0,0.224609375,1.6151457061744965,115.0,0.36417927875601014,-0.02733550338748971,0.001760228922397926,5.4211622447273215e-05,9.10414469242096,0.3782785845963337,1e-06,2.023834705352783,4.0,-3.0,0.8154296875,1.0,0.0,1.2084052562713623,3.0,-3.0,0.0,0.0,0.0,2.0234389305114746,12.179828643798828,-3.0131020545959473,1.390725046235275e-08,1.0,3.4281179904937744,-3.349825143814087,1.390725046235275e-08,3.4281179904937744,-3.349825143814087,102.86083984375,1024.0,3.0,0.00146484375,761.251953125,2048.0,389.0,0.005859375,36.36443953799608,11.817336594998778,1.3877584500005469,42.30060690800019,91.9689050119996,0.0007841759040926906,0.17262229260556672,0.00667758182870164,0.023902658755734826,,
14,,,,,441734,459470,17736,448957,448958,448957.25,0.07294552028179169,0.001,0.501953125,1.0,257.0,0.1484375,1.838906998020406,76.0,0.2862403387984922,-0.03659914405415616,0.0012635732625400828,0.00039509330681833106,2.8417740762233734,0.3821885181204118,1e-06,2.0235164165496826,4.0,-3.0,0.8291015625,1.0,0.0,1.1944149732589722,3.0,-3.0,0.0,0.0,0.0,2.0251753330230713,17.528324127197266,-3.0174598693847656,-7.526675283031636e-09,0.9999998807907104,3.749481201171875,-3.610100030899048,-7.526675283031636e-09,3.749481201171875,-3.610100030899048,110.86767578125,1024.0,10.0,0.00244140625,766.001953125,2048.0,418.0,0.00390625,36.958426686003804,11.87756643499597,1.7380377410008805,42.50328463999904,93.49322614099947,0.0009678191748773855,0.1627715802023448,0.0066139740671277555,0.02366777941552288,,
15,,,,,442786,450049,7263,446346,446347,446346.75,0.07499103993177414,0.001,0.458984375,1.0,235.0,0.14453125,1.7820425572010552,74.0,0.3285238603129983,-0.017007756629027426,0.007616559266352851,-0.005365181088450299,261.61685955524445,0.3672008950138652,1e-06,2.1533451080322266,4.0,-3.0,0.83837890625,1.0,0.0,1.3149663209915161,3.0,-3.0,0.0,0.0,0.0,2.159839630126953,13.390884399414062,-3.02228045463562,-6.337879554507708e-09,1.0000001192092896,3.800311803817749,-3.680377721786499,-6.337879554507708e-09,3.800311803817749,-3.680377721786499,108.15185546875,1024.0,15.0,0.0029296875,763.619140625,2048.0,407.0,0.005859375,39.09116381200147,11.93752159900032,1.377966763000586,43.97629342900473,96.47914684699936,0.0007718028433054493,0.17648779345809823,0.006686237549058171,0.024631238733677757,,
16,,,,,429552,473504,43952,446434,446435,446434.75,0.05269547179341316,0.001,0.470703125,1.0,241.0,0.12890625,1.9108938095862762,66.0,0.3387349627671703,-0.039865948948934075,0.0013225455937396374,3.552572801188416e-05,171.64025622606277,0.36983438835401056,1e-06,2.072200298309326,4.0,-3.0,0.83544921875,1.0,0.0,1.2367510795593262,3.0,-3.0,0.0,0.0,0.0,2.1040232181549072,21.31960678100586,-3.0126566886901855,8.725735689552039e-09,1.0,2.635474681854248,-3.7928662300109863,8.725735689552039e-09,2.635474681854248,-3.7928662300109863,109.29443359375,1024.0,12.0,0.00439453125,762.6484375,2048.0,389.0,0.00390625,41.92048049699952,11.718402178004908,1.3733444799945573,43.66212617999554,98.7784577410057,0.0007690622649752048,0.1872829561820069,0.006562214398635471,0.024450452266538133,,
17,,,,,434526,446715,12189,439137,439137,439137.0,0.0714586079120636,0.001,0.380859375,1.0,195.0,0.12890625,1.7188791273808215,66.0,0.30703047422632096,0.024649794438793775,0.0009151574321872284,2.3213595517107377e-05,483.2991279363632,0.3779227573316063,1e-06,2.246894359588623,4.0,-3.0,0.85546875,1.0,0.0,1.3914257287979126,3.0,-3.0,0.0,0.0,0.0,2.2647452354431152,20.319490432739258,-3.0173306465148926,0.0,1.0000001192092896,3.9729514122009277,-4.4263763427734375,0.0,3.9729514122009277,-4.4263763427734375,101.353515625,1024.0,12.0,0.00390625,756.3359375,2048.0,399.0,0.001953125,36.70270221199462,11.60757941200427,1.3281012899969937,42.042149843000516,91.78431497199927,0.0007560859651982147,0.17681913847722536,0.006608176612312485,0.023934529453792618,,
18,,,,,420247,484701,64454,451834,451835,451834.75,0.05803048610687256,0.001,0.43359375,1.0,222.0,0.115234375,1.9397710855682895,59.0,0.30906936575969063,0.002427404932677746,0.0012471349521850545,0.0001248266995010757,203.53419864177704,0.3850023113069439,1e-06,2.2032923698425293,4.0,-3.0,0.86376953125,1.0,0.0,1.3395227193832397,3.0,-3.0,0.0,0.0,0.0,2.2358858585357666,24.48318099975586,-3.0156848430633545,6.257594886704965e-09,0.9999998807907104,3.6668238639831543,-4.147183895111084,6.257594886704965e-09,3.6668238639831543,-4.147183895111084,104.77685546875,1024.0,16.0,0.00341796875,777.712890625,2048.0,420.0,0.00390625,40.86923793599999,12.233275267004501,1.3199293349971413,42.45595731100184,96.98659761299496,0.0007303164126913331,0.19045888041457149,0.006768666679026182,0.023490865471835577,,
19,,,,,434699,454193,19494,442306,442307,442306.5,0.026958052068948746,0.001,0.431640625,1.0,221.0,0.1015625,2.0615528128088303,52.0,0.2330959612323392,-0.09673461138511137,0.0044090301774802705,0.00670141516235573,941.2710666656494,0.37346713089432465,1e-06,2.2685649394989014,4.0,-3.0,0.8779296875,1.0,0.0,1.390635371208191,3.0,-3.0,0.0,0.0,0.0,2.334355354309082,29.822917938232422,-3.0250084400177,-2.8427846743284135e-09,0.9999997615814209,2.8062262535095215,-3.90633487701416,-2.8427846743284135e-09,2.8062262535095215,-3.90633487701416,104.8349609375,1024.0,17.0,0.00341796875,759.044921875,2048.0,414.0,0.001953125,38.71998435000569,11.853320719004842,1.3476490559987724,42.80900185000064,94.85460999299539,0.0007617167371487714,0.18034291413217243,0.006699721075207374,0.024196457575233827,,
20,2.5311197163537145,0.9375,1.5936197137460113,0.0,442566,455404,12838,448519,448519,448519.0,0.044658113270998,0.001,0.408203125,1.0,209.0,0.115234375,1.8821192526925419,59.0,0.24766156872113546,-0.051235199968020124,0.011481672403169796,0.010203775892296107,221.06990933418274,0.38654464593831317,1e-06,2.3491158485412598,4.0,-3.0,0.87109375,1.0,0.0,1.4780218601226807,3.0,-3.0,0.0,0.0,0.0,2.4008395671844482,30.299976348876953,-3.0299086570739746,7.358510689670084e-09,0.9999998807907104,4.455441474914551,-4.26902961730957,7.358510689670084e-09,4.455441474914551,-4.26902961730957,98.466796875,1024.0,10.0,0.0029296875,777.546875,2048.0,393.0,0.00390625,36.04775673399854,11.877449268999044,1.3272952869956498,42.00292262199946,113.1696980400011,0.0007398211040087765,0.17875511620548715,0.006620371304782542,0.023412008533640415,7.650758292998944,14.160465631000989
21,,,,,426221,471628,45407,444330,444331,444330.25,0.03875423222780228,0.001,0.404296875,1.0,207.0,0.064453125,2.5045413298101655,33.0,0.22960028424859047,-0.07994896632929643,0.010109171878624087,0.012040464953922006,457.23476976156235,0.38685378942205884,1e-06,2.356839179992676,4.0,-3.0,0.88134765625,1.0,0.0,1.4754914045333862,3.0,-3.0,0.0,0.0,0.0,2.4176735877990723,35.876319885253906,-3.0205044746398926,0.0,0.9999998807907104,5.141307830810547,-5.000975608825684,0.0,5.141307830810547,-5.000975608825684,102.39111328125,1024.0,12.0,0.0029296875,765.44140625,2048.0,402.0,0.009765625,39.89640918299847,12.227481087000342,1.3555560739987413,41.55031403400062,95.1316590360002,0.0007626962568937977,0.19025741514184022,0.006879725770977973,0.02337805834399111,,
22,,,,,442171,472336,30165,451159,451160,451159.25,0.0894780382514,0.001,0.435546875,1.0,223.0,0.091796875,2.178228833493816,47.0,0.21776345396234142,0.009268614433465465,0.0011239390390279191,0.00012371410036482098,111.35221648216248,0.3774427268866402,1e-06,2.220766067504883,4.0,-3.0,0.87744140625,1.0,0.0,1.3433246612548828,3.0,-3.0,0.0,0.0,0.0,2.2296857833862305,35.70785140991211,-3.0582685470581055,-9.350061169755008e-09,0.9999998807907104,4.676565647125244,-4.550625324249268,-9.350061169755008e-09,4.676565647125244,-4.550625324249268,101.99658203125,1024.0,20.0,0.00244140625,779.173828125,2048.0,423.0,0.0078125,37.95313601000089,12.08749860899843,1.4147875720009324,43.277014646999305,94.85634452999511,0.0007839734927306336,0.1816904480848723,0.006698022155701358,0.023981008173388503,,
23,,,,,429049,441786,12737,435884,435885,435884.5,0.03384293615818024,0.001,0.341796875,1.0,175.0,0.09765625,1.8708286933869707,50.0,0.18634122995467023,-0.056327939635656514,0.011565275273510608,0.019908795662872604,357.78259789943695,0.37665612694540196,1e-06,2.3294413089752197,4.0,-3.0,0.87158203125,1.0,0.0,1.4578592777252197,3.0,-3.0,0.0,0.0,0.0,2.404909133911133,44.25108337402344,-3.0204553604125977,-9.888940333269147e-09,1.0,4.7455034255981445,-4.572792053222656,-9.888940333269147e-09,4.7455034255981445,-4.572792053222656,96.4384765625,1024.0,18.0,0.00341796875,754.8984375,2048.0,418.0,0.001953125,39.3443815990031,11.771337935999327,1.427789412002312,41.80671635600447,94.45808425699943,0.0008189035237558986,0.19920600690107187,0.0067514088801043206,0.023978093024645562,,
24,,,,,434061,462196,28135,445860,445861,445860.25,0.05678604915738106,0.001,0.396484375,1.0,203.0,0.078125,2.252776065213762,40.0,0.19751880343618064,-0.008421812270735872,0.0011782648648006905,7.533659437944277e-05,104.20771560072899,0.3819909666260175,1e-06,2.428865909576416,4.0,-3.0,0.91650390625,1.0,0.0,1.5123618841171265,3.0,-3.0,0.0,0.0,0.0,2.4770851135253906,40.86219787597656,-3.0194244384765625,-8.74614070056623e-09,1.0000001192092896,2.984004497528076,-4.803926467895508,-8.74614070056623e-09,2.984004497528076,-4.803926467895508,103.92822265625,1024.0,21.0,0.001953125,766.892578125,2048.0,413.0,0.00390625,50.78752239199821,11.71474583199597,1.4100143649993697,42.221179248001135,106.24581532900629,0.000790614528318778,0.2386127106203961,0.006568619781644568,0.023673998325709197,,
25,,,,,440344,468252,27908,452003,452004,452003.5,0.11515699326992035,0.001,0.365234375,1.0,187.0,0.08203125,2.1100665753432883,42.0,0.22943345713429153,0.021885171954636462,0.0010473530674062204,-3.634916311057168e-05,3.4185073375701904,0.3786457745866508,1e-06,2.417748212814331,4.0,-3.0,0.92236328125,1.0,0.0,1.4953851699829102,3.0,-3.0,0.0,0.0,0.0,2.4084744453430176,4.000216484069824,-3.0292768478393555,-4.767486849743818e-09,1.0000001192092896,3.6532325744628906,-5.362789154052734,-4.767486849743818e-09,3.6532325744628906,-5.362789154052734,100.0185546875,1024.0,17.0,0.00048828125,782.80078125,2048.0,399.0,0.00390625,38.065436279001005,11.582460862999142,1.341324621993408,43.21213916400302,94.2976752100003,0.0007418773427602929,0.18583190755133816,0.006406178748062317,0.023900334380155805,,
26,,,,,419778,451938,32160,441495,441496,441495.25,0.06258175522089005,0.001,0.369140625,1.0,189.0,0.103515625,1.8883955453900692,53.0,0.2028692570225946,-0.06782852061863603,0.001290025477546492,0.00018961279043839472,189.85165733098984,0.3740407416660858,1e-06,2.433457851409912,4.0,-3.0,0.9033203125,1.0,0.0,1.5301376581192017,3.0,-3.0,0.0,0.0,0.0,2.48302960395813,42.073368072509766,-3.0359389781951904,1.2755394962482569e-08,0.9999998807907104,4.5002827644348145,-4.378077983856201,1.2755394962482569e-08,4.5002827644348145,-4.378077983856201,100.46728515625,1024.0,22.0,0.00244140625,761.828125,2048.0,425.0,0.00390625,36.03349603500101,11.353036578999308,1.5743760159966769,42.734892972002854,91.79512892500497,0.0008915022392634331,0.17512646488333816,0.006428742199944002,0.024198953993277875,,
27,,,,,420117,442407,22290,436489,436489,436489.0,0.07517018169164658,0.001,0.369140625,1.0,189.0,0.103515625,1.8883955453900692,53.0,0.23709774563709896,-0.07654684190638364,0.0012158488330896943,2.1844780530955176e-05,234.14220321178436,0.3801505201917736,1e-06,2.4232709407806396,4.0,-3.0,0.9140625,1.0,0.0,1.5092082023620605,3.0,-3.0,0.0,0.0,0.0,2.462775707244873,53.90457534790039,-3.0550918579101562,0.0,1.0000001192092896,4.554675579071045,-4.4496941566467285,0.0,4.554675579071045,-4.4496941566467285,96.5390625,1024.0,8.0,0.00146484375,755.978515625,2048.0,389.0,0.009765625,35.58252230499784,11.365827532004914,1.31777865299955,41.523704938001174,89.88278680900112,0.0007547605168741653,0.17997148531701584,0.00650980181173232,0.02378279002334605,,
28,,,,,419417,460513,41096,440271,440272,440271.75,0.03297680616378784,0.001,0.3203125,1.0,164.0,0.072265625,2.1053342804486967,37.0,0.18898889679333258,0.105362461237558,0.00819033851790852,0.004315552690999978,1579.8613923192024,0.3819771895785775,1e-06,2.5552852153778076,4.0,-3.0,0.921875,1.0,0.0,1.6334104537963867,3.0,-3.0,0.0,0.0,0.0,2.644864082336426,58.084049224853516,-3.034128189086914,-6.735048962980272e-09,0.9999999403953552,4.654880046844482,-5.204068183898926,-6.735048962980272e-09,4.654880046844482,-5.204068183898926,97.34912109375,1024.0,20.0,0.001953125,762.556640625,2048.0,393.0,0.00390625,36.05822490299761,11.202444025999284,1.5448082880029688,41.67625664800289,90.58875226599775,0.0008771902171800535,0.18085992899166684,0.006361096314945988,0.023665075403999286,,
29,,,,,428000,466959,38959,445586,445587,445586.75,0.10018105804920197,0.001,0.369140625,1.0,189.0,0.06640625,2.357715743980127,34.0,0.18704021448890368,0.07821311177685857,0.001386260330521812,0.00019181545091366084,3.2891616225242615,0.37701729756353675,1e-06,2.591599941253662,4.0,-3.0,0.9208984375,1.0,0.0,1.670701265335083,3.0,-3.0,0.0,0.0,0.0,2.6084542274475098,55.13540267944336,-3.0241928100585938,9.232581810181273e-09,1.0,4.962845325469971,-4.816839218139648,9.232581810181273e-09,4.962845325469971,-4.816839218139648,103.29443359375,1024.0,19.0,0.00341796875,766.9921875,2048.0,393.0,0.0078125,42.33532612200361,11.392322302999673,1.5629512980012805,42.73091008399933,98.12501680399873,0.0008769062915365418,0.20012255490271008,0.0063917532910256385,0.02397451791598344,,
30,2.6621454620733855,0.975,1.6871454581618308,0.0,417290,473234,55944,450557,450558,450557.25,0.04638047516345978,0.001,0.365234375,1.0,187.0,0.080078125,2.1356440737529505,41.0,0.18038557878425043,-0.006892749378758092,0.0013912108204808206,0.00011217703118863057,1366.8597190976143,0.3650197182499857,1e-06,2.461988925933838,4.0,-3.0,0.91259765625,1.0,0.0,1.549391269683838,3.0,-3.0,0.0,0.0,0.0,2.534229278564453,62.90386199951172,-3.02942156791687,-1.4181511076571951e-08,0.9999999403953552,4.896430015563965,-4.784788608551025,-1.4181511076571951e-08,4.896430015563965,-4.784788608551025,100.87158203125,1024.0,28.0,0.001953125,779.123046875,2048.0,407.0,0.005859375,34.54381986199587,11.55455972100026,1.4307405569998082,44.661144933998,115.51621429599618,0.0007938727858667285,0.1672135917999655,0.0064112605673309325,0.024781059972954603,9.561934780002048,13.673242575998302
