step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
31,,,,,422038,476129,54091,453898,453899,453898.75,0.07218514382839203,0.001,0.328125,1.0,168.0,0.0625,2.29128784747792,32.0,0.19202302925048337,-0.017520034760837595,0.012861518630562651,0.019868246688342733,48.571358025074005,0.37386208604454285,1e-06,2.4734368324279785,4.0,-3.0,0.9169921875,1.0,0.0,1.5564444065093994,3.0,-3.0,0.0,0.0,0.0,2.5230343341827393,65.6495132446289,-3.018481731414795,-2.4457720293469265e-09,1.0,5.557862281799316,-5.451765060424805,-2.4457720293469265e-09,5.557862281799316,-5.451765060424805,97.48193359375,1024.0,11.0,0.001953125,789.0390625,2048.0,416.0,0.00390625,39.09670234099758,11.729922218997672,1.383415675998549,43.940805821999675,96.26569059699978,0.0007619627042366546,0.19583307374161668,0.006460649108968504,0.024201876421778908,,
32,,,,,429275,443717,14442,436513,436514,436513.5,0.04394043982028961,0.001,0.287109375,1.0,147.0,0.048828125,2.4248711305964283,25.0,0.16587973833084108,-0.058391940252234535,0.013670480241610978,0.02689428698831762,275.65043741464615,0.3716183007914054,1e-06,2.638399124145508,4.0,-3.0,0.94482421875,1.0,0.0,1.6935747861862183,3.0,-3.0,0.0,0.0,0.0,2.7204861640930176,68.94436645507812,-3.0256810188293457,-2.4877531146216825e-08,1.0,5.582168102264404,-5.402215480804443,-2.4877531146216825e-08,5.582168102264404,-5.402215480804443,95.8369140625,1024.0,21.0,0.00244140625,756.728515625,2048.0,407.0,0.005859375,44.810981624003034,11.655150949998642,1.3725226000024122,42.46693003199471,100.4079529840019,0.000786071106622368,0.22830829159238122,0.006675137739152765,0.024321659027724634,,
33,,,,,434936,460566,25630,446715,446716,446715.75,0.006074497476220131,0.001,0.30078125,1.0,154.0,0.0625,2.1937410968480306,32.0,0.1740857026269359,-0.015400636971237199,0.012205237721753937,0.018032707852134698,153.14595073461533,0.37714154730287147,1e-06,2.46895694732666,4.0,-3.0,0.9306640625,1.0,0.0,1.5382931232452393,3.0,-3.0,0.0,0.0,0.0,2.5861246585845947,70.75442504882812,-3.029606580734253,-4.374055961875456e-08,0.9999998807907104,3.885917901992798,-5.438600063323975,-4.374055961875456e-08,3.885917901992798,-5.438600063323975,99.47607421875,1024.0,31.0,0.0029296875,773.015625,2048.0,418.0,0.001953125,41.36624836799456,11.747331257996848,1.7060948939979426,42.83751354499691,97.9986838449986,0.0009547989375782825,0.20304745256148943,0.0065742764039531,0.02397358585688825,,
34,,,,,423592,443385,19793,432457,432458,432457.25,0.06548015028238297,0.001,0.234375,1.0,120.0,0.04296875,2.335496832484569,22.0,0.13169049258743012,-0.012653700874320098,0.0015208687005464786,0.00022083889221643664,68.59609419107437,0.37493597828345965,1e-06,2.612009048461914,4.0,-3.0,0.9169921875,1.0,0.0,1.695016860961914,3.0,-3.0,0.0,0.0,0.0,2.671797752380371,76.0003890991211,-3.0153305530548096,-8.735129064518787e-09,1.0000001192092896,4.3489556312561035,-6.05314826965332,-8.735129064518787e-09,4.3489556312561035,-6.05314826965332,95.52978515625,1024.0,31.0,0.00146484375,749.11328125,2048.0,399.0,0.001953125,41.44006890199671,10.900129149005807,1.2916481259962893,41.617276806005975,95.34237692199531,0.0007466912197658204,0.21181256307085133,0.00630127553012801,0.02405860741495603,,
35,,,,,417709,467432,49723,436030,436030,436030.0,-0.0004550553858280182,0.001,0.267578125,1.0,137.0,0.052734375,2.252570548079255,27.0,0.1531161629948123,-0.06429328570335076,0.001207681555413352,8.860019004024598e-05,146.56009060144424,0.3649891299153157,1e-06,2.5110244750976562,4.0,-3.0,0.9189453125,1.0,0.0,1.592079520225525,3.0,-3.0,0.0,0.0,0.0,2.6400206089019775,79.24830627441406,-3.030228853225708,3.124154090983211e-08,1.0000001192092896,5.594216823577881,-5.461087703704834,3.124154090983211e-08,5.594216823577881,-5.461087703704834,99.208984375,1024.0,22.0,0.001953125,752.412109375,2048.0,389.0,0.005859375,29.567684872999962,11.261286897999526,1.3359722189998138,43.21384492100333,85.48238061599841,0.0007659864109119865,0.1455245834875478,0.006456715649152309,0.024776875972412064,,
36,,,,,420324,464901,44577,442067,442067,442067.0,0.097444549202919,0.001,0.27734375,1.0,142.0,0.03515625,2.8087165910587863,18.0,0.16838658061520806,-0.09718121626767619,0.0011446808749841976,7.3597109741089736e-06,2.4280521273612976,0.37683432215836316,1e-06,2.565851926803589,4.0,-3.0,0.93408203125,1.0,0.0,1.6317698955535889,3.0,-3.0,0.0,0.0,0.0,2.5929203033447266,77.44012451171875,-3.0256905555725098,-9.579965265515966e-09,1.0,4.019008636474609,-6.109781265258789,-9.579965265515966e-09,4.019008636474609,-6.109781265258789,99.548828125,1024.0,32.0,0.0009765625,763.86328125,1917.0,416.0,0.0,36.63752619000297,11.322774158004904,1.3251630489976378,42.38362504100223,91.7760541089956,0.000749413012618923,0.17970494903766493,0.006403313388018617,0.02396900528709575,,
37,,,,,425080,440444,15364,433548,433549,433548.25,0.10320799052715302,0.001,0.306640625,1.0,157.0,0.03125,3.132491021535417,16.0,0.12385937917445387,0.05914687245552029,0.0016897832725330123,0.00014763348774847276,88.52200502157211,0.3786254498182967,1e-06,2.684898614883423,4.0,-3.0,0.93505859375,1.0,0.0,1.7498401403427124,3.0,-3.0,0.0,0.0,0.0,2.712862491607666,81.3411865234375,-3.051470994949341,2.02988506003976e-08,1.0,7.490138053894043,-7.4066619873046875,2.02988506003976e-08,7.490138053894043,-7.4066619873046875,93.96337890625,1024.0,32.0,0.00048828125,752.810546875,2048.0,418.0,0.005859375,35.524395663996984,10.96238702100527,1.3180566260052728,41.36404991299787,89.28361759900145,0.0007600403334607353,0.1846027305767445,0.0063213189195235305,0.023852045252747457,,
38,,,,,424176,465861,41685,440623,440624,440623.5,0.1401636004447937,0.001,0.302734375,1.0,155.0,0.041015625,2.716790823923031,21.0,0.1436181665751441,-0.03979496767037902,0.0019561051740311086,7.589251837434231e-05,2.696799635887146,0.3734631592413469,1e-06,2.451105833053589,4.0,-3.0,0.939453125,1.0,0.0,1.5116525888442993,3.0,-3.0,0.0,0.0,0.0,2.4397590160369873,3.997804641723633,-3.036374807357788,-1.1995314075363694e-08,0.9999998807907104,7.27918004989624,-7.316701412200928,-1.1995314075363694e-08,7.27918004989624,-7.316701412200928,99.3798828125,824.0,29.0,0.0,761.212890625,2048.0,393.0,0.0078125,33.20439983699907,11.22125510800106,1.3106004899964319,42.6282474489999,88.47853137900529,0.0007436056463150693,0.16314253346926288,0.006366691238665811,0.02418632202379123,,
39,,,,,427197,460147,32950,443775,443775,443775.0,0.022891812026500702,0.001,0.271484375,1.0,139.0,0.041015625,2.5727509827123995,21.0,0.1482944715768099,-0.06996615137904882,0.012094850760574143,0.022696650370683833,150.78121116757393,0.3664939214644851,1e-06,2.6183266639709473,4.0,-3.0,0.92626953125,1.0,0.0,1.6920573711395264,3.0,-3.0,0.0,0.0,0.0,2.730137586593628,92.00796508789062,-3.055779457092285,1.3633324691397775e-08,0.9999998807907104,4.695807456970215,-6.404683589935303,1.3633324691397775e-08,4.695807456970215,-6.404683589935303,96.18359375,1024.0,18.0,0.00146484375,770.564453125,2048.0,399.0,0.005859375,31.22353424999892,11.679156263999175,1.347998336001183,43.77284702999896,88.1326544889962,0.0007593928995556211,0.15850797145960546,0.006579435673482719,0.02465936962987942,,
40,2.711065915599465,0.975,1.7360659133642913,0.0,451347,475053,23706,461213,461214,461213.5,0.10247346758842468,0.001,0.2421875,1.0,124.0,0.041015625,2.4299715851758235,21.0,0.15502228890545666,0.015709509461885318,0.0012561173807625892,-4.657823865272803e-06,91.9743059873581,0.37946659943572236,1e-06,2.613892078399658,4.0,-3.0,0.93798828125,1.0,0.0,1.6759040355682373,3.0,-3.0,0.0,0.0,0.0,2.6454265117645264,89.92137145996094,-3.055320978164673,-1.9876100765259253e-08,1.0000001192092896,4.240781784057617,-5.887788772583008,-1.9876100765259253e-08,4.240781784057617,-5.887788772583008,95.9619140625,1024.0,25.0,0.00146484375,804.845703125,2048.0,413.0,0.0078125,35.95728815899929,12.176595748998807,1.5876383390059345,44.01301007100119,115.28359222599829,0.0008605766846622739,0.1829608108634778,0.006600303194181657,0.02385717789646291,7.557345921006345,13.886443141003838
41,,,,,415860,449913,34053,434563,434564,434563.75,0.06136332079768181,0.001,0.26953125,1.0,138.0,0.041015625,2.5634797778466227,21.0,0.1651011918272291,0.02482914556666011,0.020376657809330418,0.013752840138741769,58.67644640803337,0.3724977290333835,1e-06,2.6375198364257812,4.0,-3.0,0.93798828125,1.0,0.0,1.6995315551757812,3.0,-3.0,0.0,0.0,0.0,2.712822437286377,93.77371215820312,-3.0337142944335938,-1.4032823791865212e-08,0.9999999403953552,4.5889434814453125,-6.271081447601318,-1.4032823791865212e-08,4.5889434814453125,-6.271081447601318,97.69287109375,1024.0,33.0,0.0009765625,751.064453125,2048.0,421.0,0.005859375,32.28117997999652,11.609900216993992,1.3119704589989851,42.14440870300314,87.4581446749944,0.0007547629427207084,0.16134539537671636,0.006679054693928102,0.024245239451635772,,
42,,,,,424632,455571,30939,440566,440567,440566.25,0.14311005175113678,0.001,0.236328125,1.0,121.0,0.03125,2.75,16.0,0.09211302124734583,-0.07592871806439783,0.0011996129921091527,0.00011505743610729857,2.8222852051258087,0.3663014149815448,1e-06,2.5702250003814697,4.0,-3.0,0.91650390625,1.0,0.0,1.6537209749221802,3.0,-3.0,0.0,0.0,0.0,2.5588157176971436,3.997046947479248,-3.0280253887176514,-2.488627970365087e-09,0.9999999403953552,7.77138614654541,-7.753666400909424,-2.488627970365087e-09,7.77138614654541,-7.753666400909424,95.80322265625,429.0,22.0,0.0,764.677734375,2048.0,389.0,0.00390625,32.37532277099672,11.767945609994058,1.728616577005596,43.48206411099818,89.45779088500421,0.0009809061503267646,0.16500763370452698,0.006677738938238039,0.024673964534844748,,
43,,,,,408617,454414,45797,427763,427764,427763.5,0.06283995509147644,0.001,0.232421875,1.0,119.0,0.0390625,2.4392621835300936,20.0,0.12645178461181267,-0.0049748481750222185,0.0012578369319921226,7.92338682263757e-05,165.54800617694855,0.3782705698368149,1e-06,2.603606700897217,4.0,-3.0,0.927734375,1.0,0.0,1.675872564315796,3.0,-3.0,0.0,0.0,0.0,2.6779322624206543,92.1732177734375,-3.046630620956421,1.978429153837169e-08,1.0,6.539483070373535,-6.423459529876709,1.978429153837169e-08,6.539483070373535,-6.423459529876709,96.4072265625,1024.0,22.0,0.00146484375,739.068359375,2048.0,389.0,0.005859375,34.53459407899936,10.898550395999337,1.2802173250020132,40.83818009200331,87.64802377600427,0.0007482039286907446,0.17491007019276225,0.006369495291206085,0.023867265493668414,,
44,,,,,424057,446412,22355,437842,437843,437842.5,0.15526610612869263,0.001,0.232421875,1.0,119.0,0.03125,2.7271780286589284,16.0,0.14044894046824555,0.012134287088852504,0.001239960537500808,0.0003050740348232372,2.8510271310806274,0.3752398286838939,1e-06,2.7357163429260254,4.0,-3.0,0.9482421875,1.0,0.0,1.7874741554260254,3.0,-3.0,0.0,0.0,0.0,2.723585367202759,3.9979398250579834,-3.057164192199707,-7.569235016546827e-09,1.0000001192092896,5.442028045654297,-7.291113376617432,-7.569235016546827e-09,5.442028045654297,-7.291113376617432,94.4951171875,1024.0,33.0,0.0009765625,760.666015625,2048.0,399.0,0.00390625,41.41237502000149,11.16597994499898,1.350834696997481,42.154429277004965,96.18585000600433,0.0007713017220789901,0.21398868896169762,0.006375568808988952,0.024069402397554465,,
45,,,,,423378,462955,39577,446677,446677,446677.0,0.057687994092702866,0.001,0.248046875,1.0,127.0,0.03515625,2.656229575084871,18.0,0.12921728410067096,-0.05566571220274894,0.0011856028145449536,-2.561052585200917e-07,232.47053742408752,0.3777940287370679,1e-06,2.7306272983551025,4.0,-3.0,0.94189453125,1.0,0.0,1.788732886314392,3.0,-3.0,0.0,0.0,0.0,2.8136117458343506,98.9430923461914,-3.0345242023468018,9.217799856742204e-09,1.0,5.078157424926758,-6.887087821960449,9.217799856742204e-09,5.078157424926758,-6.887087821960449,96.185546875,1024.0,27.0,0.00146484375,776.23046875,2048.0,427.0,0.001953125,36.10611713399703,11.297772817997611,1.3664588510000613,42.71893973999977,91.60071770999639,0.0007647913654609826,0.18329094733687853,0.006323234024808537,0.023909301206464496,,
46,,,,,429694,483281,53587,450667,450668,450667.75,0.06329809129238129,0.001,0.224609375,1.0,115.0,0.046875,2.188987589427283,24.0,0.18232022935990244,0.07432352985051693,0.018122245450285845,0.010049345302519441,91.9861114025116,0.36270827568568126,1e-06,2.6544947624206543,4.0,-3.0,0.92041015625,1.0,0.0,1.7340846061706543,3.0,-3.0,0.0,0.0,0.0,2.7346110343933105,96.96524047851562,-3.0428247451782227,1.2300577445500949e-08,1.0000001192092896,5.774166107177734,-5.632603168487549,1.2300577445500949e-08,5.774166107177734,-5.632603168487549,96.91357421875,1024.0,32.0,0.001953125,783.296875,2048.0,416.0,0.0078125,39.68144613000186,11.402516942005605,1.3890923259968986,44.96435621200362,97.55156634299783,0.0007705745119308507,0.19992768066143954,0.0063253455245053615,0.024943184980511488,,
47,,,,,410155,458687,48532,429274,429275,429274.75,0.10564421117305756,0.001,0.201171875,1.0,103.0,0.03515625,2.3921166824012206,18.0,0.108052766143248,-0.07640735833937752,0.001111578268544941,0.00010728330272709642,60.221833914518356,0.37145491871464353,1e-06,2.7669930458068848,4.0,-3.0,0.935546875,1.0,0.0,1.8314459323883057,3.0,-3.0,0.0,0.0,0.0,2.8017711639404297,98.35462188720703,-3.0192205905914307,-5.080468046259057e-09,1.0,6.76793098449707,-7.528326511383057,-5.080468046259057e-09,6.76793098449707,-7.528326511383057,93.85693359375,1024.0,33.0,0.00048828125,744.5703125,2048.0,399.0,0.005859375,35.43844920900301,11.144392422000237,1.5751525390005554,41.713554975998704,89.97225825799978,0.0009173335602667962,0.18436496500867766,0.006490244547344234,0.024293040166000156,,
48,,,,,410991,462259,51268,440193,440193,440193.0,0.10593456029891968,0.001,0.228515625,1.0,117.0,0.041015625,2.3603873774083293,21.0,0.1246105616291364,-0.021129945215458672,0.004816666472470388,-0.00013357620700844565,158.58765703439713,0.37413922261758975,1e-06,2.65236234664917,4.0,-3.0,0.92236328125,1.0,0.0,1.72999906539917,3.0,-3.0,0.0,0.0,0.0,2.6870148181915283,98.07140350341797,-3.030424118041992,-1.7590830125868706e-08,0.9999999403953552,5.0270094871521,-7.120779514312744,-1.7590830125868706e-08,5.0270094871521,-7.120779514312744,94.875,1024.0,12.0,0.0009765625,764.876953125,2048.0,423.0,0.005859375,34.6379474389978,11.369804075999127,1.3505245959968306,42.532452200997795,90.00769320700056,0.0007670070832548624,0.17826677494543497,0.00645728355289562,0.024155570511683395,,
49,,,,,426870,468374,41504,455654,455655,455654.75,0.06177355349063873,0.001,0.19921875,1.0,102.0,0.03125,2.5248762345905194,16.0,0.15002150425026495,8.223639170248663e-05,0.0013391168960820764,0.00011039473059598447,87.85792151093483,0.3737838025379937,1e-06,2.5657010078430176,4.0,-3.0,0.9375,1.0,0.0,1.628200888633728,3.0,-3.0,0.0,0.0,0.0,2.6497795581817627,101.53065490722656,-3.0121116638183594,4.98421641736968e-08,0.9999997615814209,4.612536907196045,-6.256028175354004,4.98421641736968e-08,4.612536907196045,-6.256028175354004,95.66943359375,1024.0,20.0,0.001953125,794.28125,2048.0,416.0,0.00390625,36.41527213199879,11.764064863993553,1.3545070559994201,44.11398506099795,93.75260385300498,0.0007431652232306478,0.18585763422837015,0.006454483830133206,0.02420362404923791,,
50,2.7465799886733295,0.975,1.771579984202981,0.0,428928,442222,13294,435472,435472,435472.0,0.06751061975955963,0.001,0.21875,1.0,112.0,0.021484375,3.1908961408698624,11.0,0.09506715355174881,-0.10118875492896352,0.0011986961742098043,1.4443509566522802e-05,627.0560575127602,0.3919264381267866,1e-06,2.740995407104492,4.0,-3.0,0.93115234375,1.0,0.0,1.8098433017730713,3.0,-3.0,0.0,0.0,0.0,2.8205254077911377,92.09275817871094,-3.020951509475708,-3.516211677379033e-08,1.0,6.518326759338379,-7.4524431228637695,-3.516211677379033e-08,6.518326759338379,-7.4524431228637695,94.927734375,1024.0,20.0,0.00146484375,755.603515625,2048.0,407.0,0.00390625,34.84487450499728,11.183277315998566,1.2990740799941705,40.14732606900361,109.92910521200247,0.000745785079175108,0.17923211789908688,0.006420204580316626,0.02304816731558149,7.625470241000585,14.722666400004528
51,,,,,412051,444515,32464,432342,432343,432342.5,-0.03245658427476883,0.001,0.216796875,1.0,111.0,0.03515625,2.48327740429189,18.0,0.11952125720147576,-0.010678577669230955,0.008325532806338742,0.0032516104932126056,163.77564376592636,0.38325748244959124,1e-06,2.5949206352233887,4.0,-3.0,0.9228515625,1.0,0.0,1.6720689535140991,3.0,-3.0,0.0,0.0,0.0,2.776050090789795,103.40259552001953,-3.0184226036071777,-1.0039812536888348e-08,0.9999998211860657,2.854097366333008,-6.664490222930908,-1.0039812536888348e-08,2.854097366333008,-6.664490222930908,94.9892578125,1024.0,19.0,0.001953125,749.4296875,1969.0,416.0,0.0,29.21727337699849,10.939623514001141,1.6726364830028615,40.763783356000204,82.6936005910029,0.0009671941128866937,0.1501880011977017,0.006325785409716337,0.023571464380670534,,
52,,,,,432929,450272,17343,438749,438750,438749.25,0.0708589255809784,0.001,0.1953125,1.0,100.0,0.029296875,2.581988897471611,15.0,0.12507721088055906,0.06891101697491932,0.013552481105856213,0.016944916349749636,55.13621711730957,0.3967234327563137,1e-06,2.777981996536255,4.0,-3.0,0.93505859375,1.0,0.0,1.8429234027862549,3.0,-3.0,0.0,0.0,0.0,2.8642752170562744,107.97700500488281,-3.0221147537231445,5.292533966638757e-09,1.0000001192092896,5.737102031707764,-7.854120254516602,5.292533966638757e-09,5.737102031707764,-7.854120254516602,90.09619140625,1024.0,27.0,0.0009765625,766.8359375,2048.0,393.0,0.005859375,28.82023375699646,11.261543232001713,1.3504309839991038,40.01787405900541,81.5522645920064,0.00076947765950546,0.15619283728326636,0.006416844719393659,0.02280224641922773,,
53,,,,,415419,476934,61515,440152,440152,440152.0,0.10647460073232651,0.001,0.216796875,1.0,111.0,0.029296875,2.7202941017470885,15.0,0.10493723042309284,-0.05284158562620481,0.0015698429623929163,0.00011304724960912912,100.29120096564293,0.3806385260964173,1e-06,2.6381189823150635,4.0,-3.0,0.92431640625,1.0,0.0,1.7138025760650635,3.0,-3.0,0.0,0.0,0.0,2.676175117492676,105.61439514160156,-3.0214271545410156,1.0736064481875474e-08,1.0000001192092896,5.5801191329956055,-7.567099571228027,1.0736064481875474e-08,5.5801191329956055,-7.567099571228027,94.380859375,1024.0,24.0,0.00048828125,765.291015625,2048.0,418.0,0.001953125,30.310075100001995,11.267741837000358,1.341462552001758,41.80311249499937,84.81430738800555,0.0007619314191471116,0.15680977536577817,0.0063999151639662875,0.023743566140219382,,
54,,,,,442216,462942,20726,447509,447510,447509.75,0.01028338074684143,0.001,0.1953125,1.0,100.0,0.0390625,2.23606797749979,20.0,0.11736542851694169,-0.008390648771197565,0.007577917987345567,0.0026930002902865397,184.65508615970612,0.3912333353688266,1e-06,2.655256748199463,4.0,-3.0,0.9345703125,1.0,0.0,1.7206865549087524,3.0,-3.0,0.0,0.0,0.0,2.79644513130188,111.50911712646484,-3.027006149291992,-2.028430401423975e-08,1.0,4.316145896911621,-6.030755043029785,-2.028430401423975e-08,4.316145896911621,-6.030755043029785,94.03076171875,1024.0,32.0,0.001953125,780.01171875,1917.0,424.0,0.0,36.39548972800549,11.285068908997346,1.3284407020037179,41.37717472400254,90.7103248400017,0.0007421294742761011,0.18899384514088272,0.006304370412598466,0.023115236441218625,,
55,,,,,425455,469766,44311,446787,446788,446787.75,0.06061446666717529,0.001,0.1953125,1.0,100.0,0.0390625,2.23606797749979,20.0,0.1252323547678609,0.003031934348626002,0.0010559591718183289,0.0001617486568061248,244.1906260251999,0.3645056185962399,1e-06,2.690889835357666,4.0,-3.0,0.94921875,1.0,0.0,1.7416714429855347,3.0,-3.0,0.0,0.0,0.0,2.7790355682373047,104.55896759033203,-3.0193543434143066,-1.877128852356691e-08,1.0,4.356813430786133,-6.645625114440918,-1.877128852356691e-08,4.356813430786133,-6.645625114440918,95.25927734375,1024.0,32.0,0.001953125,777.373046875,2048.0,389.0,0.009765625,37.31233976600197,11.279342998001084,1.4380115980020491,44.3733560910041,94.51251312399836,0.0008046391144352375,0.19125607929633848,0.006311354215732797,0.024829102907926694,,
56,,,,,440254,448930,8676,443830,443831,443830.75,0.10561856627464294,0.001,0.19140625,1.0,98.0,0.03515625,2.3333333333333335,18.0,0.08915767214935401,-0.018755871272678006,0.001195555249758964,0.0001046131073962897,64.5440229177475,0.3660282097860332,1e-06,2.7250261306762695,4.0,-3.0,0.9443359375,1.0,0.0,1.7806901931762695,3.0,-3.0,0.0,0.0,0.0,2.766148090362549,110.36217498779297,-3.0301852226257324,-2.242073549041379e-08,0.9999998807907104,5.319751262664795,-7.530270576477051,-2.242073549041379e-08,5.319751262664795,-7.530270576477051,95.70458984375,1024.0,30.0,0.00048828125,771.15234375,2048.0,399.0,0.0078125,30.021780906994536,11.211567923004623,1.4668009149972931,43.847192380002525,86.66088134899474,0.0008262163645698801,0.15317000712741405,0.006315227101211792,0.02469814922693083,,
57,,,,,419866,456293,36427,435469,435470,435469.75,0.10896636545658112,0.001,0.19140625,1.0,98.0,0.02734375,2.6457513110645907,14.0,0.09357629909083762,-0.05989029610947032,0.0018332224130502034,3.464692417765036e-05,143.1647596359253,0.37768149755663444,1e-06,2.717228889465332,4.0,-3.0,0.94921875,1.0,0.0,1.7680103778839111,3.0,-3.0,0.0,0.0,0.0,2.7593517303466797,111.9505615234375,-3.0342745780944824,-5.200927244430886e-09,0.9999999403953552,5.690385341644287,-7.7606587409973145,-5.200927244430886e-09,5.690385341644287,-7.7606587409973145,91.68310546875,1024.0,23.0,0.00048828125,758.84375,2048.0,399.0,0.005859375,28.403648006002186,11.319864469005552,1.3321086740033934,41.65671511699475,82.81732914799795,0.0007647538514462792,0.15127071320307714,0.006498651438478535,0.023914815619796064,,
58,,,,,422392,452052,29660,438189,438190,438189.5,0.05487518757581711,0.001,0.189453125,1.0,97.0,0.025390625,2.731581677625339,13.0,0.1421798305778668,0.033545131010308475,0.013533793931730605,0.0071630564303506675,52.445347756147385,0.38049529956320516,1e-06,2.779707193374634,4.0,-3.0,0.94140625,1.0,0.0,1.8383009433746338,3.0,-3.0,0.0,0.0,0.0,2.874763250350952,113.95297241210938,-3.027113199234009,6.345996172996138e-09,0.9999997019767761,5.764129638671875,-7.718344211578369,6.345996172996138e-09,5.764129638671875,-7.718344211578369,93.9248046875,1024.0,32.0,0.0009765625,761.9140625,2048.0,418.0,0.00390625,29.159413465000398,11.473697405002895,1.3621794499995303,41.60643478100246,83.72190250999847,0.0007771634475492511,0.15158929425862402,0.006546081892082589,0.023737694981852863,,
59,,,,,437571,470168,32597,450546,450547,450546.75,0.004830202087759972,0.001,0.197265625,1.0,101.0,0.025390625,2.7873339895374523,13.0,0.10481174085890094,-0.09627386558079912,0.0014389698945676847,-7.289823007604648e-05,107.4523015320301,0.37667967081745285,1e-06,2.65537166595459,4.0,-3.0,0.91796875,1.0,0.0,1.7374030351638794,3.0,-3.0,0.0,0.0,0.0,2.803849458694458,116.1561508178711,-3.0215654373168945,2.488044659187949e-09,0.9999997615814209,6.9631266593933105,-6.807669639587402,2.488044659187949e-09,6.9631266593933105,-6.807669639587402,95.82568359375,1024.0,25.0,0.00146484375,784.1484375,2048.0,389.0,0.005859375,34.954983977993834,11.438547127996571,1.3735477730006096,43.30088389199955,91.16312845500215,0.0007621560764785283,0.17811366045520194,0.006347036754785475,0.02402685397908183,,
60,2.7605085564777254,0.975,1.7855085544288158,0.0,435931,447368,11437,441568,441568,441568.0,0.10585661232471466,0.001,0.18359375,1.0,94.0,0.01953125,3.0659419433511785,10.0,0.10524830581813023,-0.06613097178091391,0.0015219006795789405,0.0001668302240181345,81.50759667158127,0.38292836975014727,1e-06,2.6945457458496094,4.0,-3.0,0.935546875,1.0,0.0,1.7589986324310303,3.0,-3.0,0.0,0.0,0.0,2.7384862899780273,118.30613708496094,-3.0346741676330566,-9.954968405168074e-09,1.0000001192092896,6.746535301208496,-8.876483917236328,-9.954968405168074e-09,6.746535301208496,-8.876483917236328,95.798828125,1024.0,30.0,0.00048828125,766.638671875,2048.0,413.0,0.005859375,29.70034021599713,11.326694283998222,1.5355442590007442,41.71825163000176,106.60891562600591,0.0008693702096849999,0.15138096707372795,0.006412768975558817,0.02361938117685258,8.574300227002823,13.646129691005626
61,,,,,425120,444816,19696,435682,435682,435682.0,0.15654414892196655,0.001,0.177734375,1.0,91.0,0.021484375,2.8762349126466136,11.0,0.10563815911782198,-0.05525602284690429,0.001160822810749684,8.220744022200334e-05,2.500005006790161,0.3785412745244879,1e-06,2.7553775310516357,4.0,-3.0,0.93896484375,1.0,0.0,1.8164126873016357,3.0,-3.0,0.0,0.0,0.0,2.743258476257324,3.9961769580841064,-3.0280752182006836,-2.4391468400608574e-08,1.0000001192092896,7.703941345214844,-10.402791023254395,-2.4391468400608574e-08,7.703941345214844,-10.402791023254395,92.859375,518.0,30.0,0.0,758.08203125,2048.0,402.0,0.001953125,35.79522984099458,11.146315292004147,1.3209711759991478,41.62390796900581,90.00417166399711,0.0007579904471605137,0.18822159389720353,0.006395900732646831,0.023884339936585522,,
62,,,,,434229,459453,25224,449740,449741,449740.5,-0.0522741973400116,0.001,0.20703125,1.0,106.0,0.05078125,2.019139192062567,26.0,0.1127613589167595,-0.044408392657836276,0.0012604278104845434,-5.119197133656902e-05,101.87807148694992,0.37985295344814013,1e-06,2.6662611961364746,4.0,-3.0,0.93505859375,1.0,0.0,1.7312023639678955,3.0,-3.0,0.0,0.0,0.0,2.8704819679260254,117.50740051269531,-3.0423059463500977,-1.2179141251067449e-08,1.0000001192092896,4.129450798034668,-5.952155113220215,-1.2179141251067449e-08,4.129450798034668,-5.952155113220215,97.8798828125,1024.0,31.0,0.00244140625,780.51953125,2048.0,393.0,0.0078125,34.36430049499904,11.368109562004975,1.3585163649986498,42.864939755003434,90.05906569099898,0.0007551667934056694,0.17142893022478048,0.00631926053024187,0.02382759599980624,,
