step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_s/testing,timing_s/save_checkpoint
33,,,,,427615,474391,46776,447127,447128,447127.25,0.10457654297351837,0.001,0.0,1.0,0.49975152357170977,0.2210012209912141,0.018648523515245565,-0.0004985831913051204,575.9121246337891,0.37384618519976237,1e-06,1.742192268371582,3.0,-3.0,0.02099609375,1.0,0.0,1.721196174621582,3.0,-3.0,0.0,0.0,0.0,1.7592523097991943,6.8261308670043945,-4.307080268859863,2.078968641683332e-08,1.0,2.6447041034698486,-2.6690001487731934,2.078968641683332e-08,2.6447041034698486,-2.6690001487731934,97.47900390625,1024.0,1.0,0.01513671875,775.81640625,1869.0,399.0,0.0,36.73106219100009,11.168328961000952,1.3639197329976014,43.28976475200034,92.65504064899869,0.024204387426622027,0.0007626015485511123,0.18398925144637562,0.006244491339434665,,
34,,,,,425752,453105,27353,437304,437305,437304.25,0.11287900805473328,0.001,0.0,1.0,0.35095269900971443,0.20184453975826758,0.009472210116780781,-0.005394299562763551,127.02645945549011,0.37785360263494294,1e-06,1.7471439838409424,3.0,-3.0,0.01416015625,1.0,0.0,1.7329838275909424,3.0,-3.0,0.0,0.0,0.0,1.7481037378311157,6.56137228012085,-3.03776216506958,-1.6534624336372872e-08,0.9999999403953552,2.657778739929199,-2.58768367767334,-1.6534624336372872e-08,2.657778739929199,-2.58768367767334,86.51611328125,1024.0,1.0,0.0078125,767.59375,2048.0,413.0,0.0078125,35.26697002099536,11.170016764001048,1.3222426770007587,41.87082761000056,89.73441755800013,0.02393689725745894,0.0007559054576995071,0.19904038164063187,0.006385723877598404,,
35,,,,,431898,455844,23946,444432,444433,444432.75,0.132480651140213,0.001,0.0,1.0,0.28046738163664425,-0.05225139957900833,0.007438715631623977,0.0017251375879979982,245.6062526702881,0.39391336708661956,1e-06,1.6735914945602417,3.0,-3.0,0.02001953125,1.0,0.0,1.6535719633102417,3.0,-3.0,0.0,0.0,0.0,1.6773478984832764,6.7285566329956055,-3.0288145542144775,-3.969099271472487e-09,1.0000001192092896,2.641261100769043,-2.639251708984375,-3.969099271472487e-09,2.641261100769043,-2.639251708984375,90.10302734375,1024.0,1.0,0.00830078125,777.9296875,2048.0,393.0,0.01171875,34.56848094399902,11.247958542997367,1.3503250209978432,40.86667371200019,88.11887046699849,0.0229881088376139,0.000759577810702431,0.18733156458263933,0.0063271431633905055,,
36,,,,,438772,451101,12329,444616,444617,444616.25,0.11498275399208069,0.001,0.0,1.0,0.4260007322882302,0.1211032659484772,0.011650790371277253,-0.06681164278603546,364.944561958313,0.37197514305914886,1e-06,1.8202979564666748,3.0,-3.0,0.0234375,1.0,0.0,1.7968604564666748,3.0,-3.0,0.0,0.0,0.0,1.831747055053711,7.48365592956543,-3.0362703800201416,-1.1750020512124593e-08,1.0000001192092896,2.6302788257598877,-2.6463663578033447,-1.1750020512124593e-08,2.6302788257598877,-2.6463663578033447,91.30908203125,1024.0,1.0,0.01123046875,777.08203125,2048.0,418.0,0.00390625,38.77812468499906,11.222209460996964,1.3673652299985406,43.275326843002404,94.73390313700656,0.024332965137352943,0.0007688457349447645,0.20736854179923667,0.006310053591719243,,
37,,,,,432522,453030,20508,444693,444694,444693.75,0.1605890691280365,0.001,0.00048828125,0.99951171875,0.3021161610320691,-0.07978442013864556,0.008742344368534584,-0.002785147373229378,139.6015321612358,0.383137975573917,1e-06,1.6695475578308105,4.0,-3.0,0.0244140625,1.0,0.0,1.6451334953308105,3.0,-3.0,0.0,0.0,0.0,1.6628791093826294,5.12257194519043,-3.0276033878326416,9.08343356087471e-09,0.9994951486587524,2.72450590133667,-4.294641494750977,9.08343356087471e-09,2.72450590133667,-4.294641494750977,91.86669921875,1024.0,1.0,0.00830078125,776.67578125,2048.0,399.0,0.005859375,33.633848566998495,11.55043959699833,1.3365060409996659,41.99540117700235,88.6156602129995,0.023609169893326783,0.0007513631802783746,0.17876747243850952,0.006493479836965513,,
38,,,,,414419,441439,27020,425942,425943,425942.5,0.1225820928812027,0.001,0.0,1.0,0.5581717508445893,-0.043587781355849335,0.017053835422432582,0.025599177253233,103.76441377401352,0.37704412827789213,1e-06,1.694076657295227,3.0,-3.0,0.021484375,1.0,0.0,1.672592282295227,3.0,-3.0,0.0,0.0,0.0,1.6898242235183716,7.854395866394043,-3.035264492034912,2.0358850161272812e-09,0.9999999403953552,2.796745777130127,-2.7887439727783203,2.0358850161272812e-09,2.796745777130127,-2.7887439727783203,87.8310546875,1024.0,1.0,0.0087890625,744.087890625,2048.0,399.0,0.00390625,40.59993688599934,11.342602532997262,1.2826751980028348,40.844043048004096,94.17216784999619,0.02397274458876732,0.0007528452772397887,0.225708184914216,0.00665735547227458,,
39,,,,,418917,452034,33117,436225,436225,436225.0,0.12830215692520142,0.001,0.0,1.0,0.2744260948772232,-0.024923113298912843,0.011863528279354796,-0.01593380713402439,32.984896421432495,0.3802466902725987,1e-06,1.6936999559402466,3.0,-3.0,0.025390625,1.0,0.0,1.6683093309402466,3.0,-3.0,0.0,0.0,0.0,1.6896737813949585,10.149046897888184,-3.0269203186035156,-5.9992779632978e-09,1.0,2.71923828125,-2.7555205821990967,-5.9992779632978e-09,2.71923828125,-2.7555205821990967,79.482421875,1024.0,1.0,0.00439453125,772.51953125,2048.0,389.0,0.00390625,34.230553460998635,11.45119865599554,1.3079966200020863,41.46301365500403,88.55037947399978,0.023762401086024433,0.0007496112212746211,0.21028721870622089,0.00656266757750905,,
40,1.7994435798376798,0.0625,1.7369435798376798,0.0,405025,456053,51028,426902,426902,426902.0,0.12917624413967133,0.001,0.001953125,0.998046875,0.23046539865177254,-0.06640389078328836,0.0009083959940371329,9.648622672729885e-05,54.314237117767334,0.37378988751755376,1e-06,1.70180082321167,4.0,-3.0,0.0234375,1.0,0.0,1.67836332321167,3.0,-3.0,0.0,0.0,0.0,1.6936922073364258,3.99497389793396,-3.025243043899536,1.2835995377713516e-08,0.9930071830749512,4.349605083465576,-3.6393954753875732,1.2835995377713516e-08,4.349605083465576,-3.6393954753875732,74.296875,1024.0,1.0,0.00244140625,759.49609375,2048.0,413.0,0.009765625,32.826756845999626,11.290448843996273,1.307626779002021,41.27978983399953,108.18486152400146,0.02417404336006831,0.0007657651984542244,0.21573841249999753,0.0066118505207262285,7.793085031000373,13.570693457993912
41,,,,,401888,456215,54327,429435,429436,429435.5,0.13685393333435059,0.001,0.001953125,0.998046875,0.20323653576959824,-0.03076611941776656,0.008721106866342497,-0.003868719215022103,55.61929017305374,0.38173746070024933,1e-06,1.776784062385559,4.0,-3.0,0.03173828125,1.0,0.0,1.745045781135559,3.0,-3.0,0.0,0.0,0.0,1.7720108032226562,6.258416175842285,-5.448154449462891,-8.363157277813116e-09,0.9981021285057068,5.475419998168945,-2.664057731628418,-8.363157277813116e-09,5.475419998168945,-2.664057731628418,71.2705078125,1024.0,1.0,0.00244140625,767.470703125,2048.0,393.0,0.0078125,33.93732754600205,11.283137133999844,1.318695761001436,40.66050908100442,87.294162598002,0.02367090580599672,0.0007676914001063233,0.23250796471685817,0.006568586629423886,,
42,,,,,416510,427715,11205,423165,423166,423165.75,0.15547969937324524,0.001,0.00048828125,0.99951171875,0.21439063788524695,0.10640261824508863,0.005766931973214794,0.00018133728774825743,4.0494900941848755,0.37506302941964764,1e-06,1.6624921560287476,4.0,-3.0,0.03173828125,1.0,0.0,1.6307538747787476,3.0,-3.0,0.0,0.0,0.0,1.6513948440551758,3.9907267093658447,-3.032083511352539,3.196248155035164e-09,0.9992930293083191,4.5526251792907715,-2.8966281414031982,3.196248155035164e-09,4.5526251792907715,-2.8966281414031982,74.59326171875,1024.0,1.0,0.00244140625,751.90234375,1918.0,407.0,0.0,31.937612344998342,10.746638518998225,1.2895125360009843,40.70988855299947,84.79122096700303,0.024050793662412112,0.0007618247317989371,0.20906093819344715,0.006348953405963399,,
43,,,,,422076,448362,26286,430562,430563,430562.25,0.14508038759231567,0.001,0.00341796875,0.99658203125,0.20524870212478885,-0.06777553562203358,0.012906444487804225,0.02309790605469406,38.1934996843338,0.38259673125799326,1e-06,1.8033350706100464,4.0,-3.0,0.02734375,1.0,0.0,1.7759913206100464,3.0,-3.0,0.0,0.0,0.0,1.7933357954025269,3.9921348094940186,-3.0211846828460693,6.4688006062851855e-09,0.9970919489860535,2.924220323562622,-3.3259975910186768,6.4688006062851855e-09,2.924220323562622,-3.3259975910186768,73.71337890625,1024.0,1.0,0.0029296875,767.228515625,2048.0,407.0,0.00390625,39.362057776001166,10.809952013005386,1.3422049060027348,40.661218762004864,92.279129232993,0.023609372838657397,0.0007793326667646402,0.2607363148809404,0.006276648738367905,,
44,,,,,415861,457567,41706,443280,443280,443280.0,0.13341286778450012,0.001,0.00390625,0.99609375,0.15584821735733542,-0.05200085037484251,0.0011817099313765507,0.0002275105865731442,6.789703726768494,0.3945984298878189,1e-06,1.7249428033828735,4.0,-3.0,0.03955078125,1.0,0.0,1.6853920221328735,3.0,-3.0,0.0,0.0,0.0,1.7220146656036377,4.672268867492676,-3.0194060802459717,-1.423210083117965e-08,0.9857890009880066,4.174741268157959,-3.4548733234405518,-1.423210083117965e-08,4.174741268157959,-3.4548733234405518,75.384765625,1024.0,1.0,0.001953125,790.396484375,2048.0,416.0,0.009765625,32.5165729069995,11.625776045999373,1.3221562809994793,40.696525549996295,86.26456654399954,0.022951929677628304,0.0007456665544348264,0.21061593457392738,0.006556677520979614,,
45,,,,,419545,447229,27684,433307,433307,433307.0,0.13362988829612732,0.001,0.0,1.0,0.1633461157245369,-0.033568896431524047,0.0005385363153342543,4.895443697901571e-05,25.8861563205719,0.3936212339538437,1e-06,1.6800944805145264,3.0,-3.0,0.03271484375,1.0,0.0,1.6473796367645264,3.0,-3.0,0.0,0.0,0.0,1.6728473901748657,2.9995625019073486,-3.0270633697509766,-1.1277896394545905e-09,1.0,3.0499987602233887,-3.1085774898529053,-1.1277896394545905e-09,3.0499987602233887,-3.1085774898529053,72.669921875,1024.0,1.0,0.0009765625,773.6328125,2048.0,407.0,0.001953125,31.512854723005148,11.35141152900178,1.3657240120010101,39.812820243001624,84.14488732500467,0.022970330644901667,0.0007879655832937213,0.21174009408851258,0.006549289262002333,,
46,,,,,406170,426232,20062,420229,420230,420229.5,0.1702900230884552,0.001,0.0,1.0,0.33671575102822054,-0.07714023088504161,0.007357362212912578,0.005534121289461577,123.96362841129303,0.37341906120910195,1e-06,1.7498754262924194,3.0,-3.0,0.0322265625,1.0,0.0,1.7176488637924194,3.0,-3.0,0.0,0.0,0.0,1.7390786409378052,2.9988889694213867,-4.515106678009033,6.610991754030238e-09,1.0,2.8294482231140137,-2.744913339614868,6.610991754030238e-09,2.8294482231140137,-2.744913339614868,72.1279296875,1024.0,1.0,0.0029296875,748.6328125,1828.0,389.0,0.0,34.118312544997025,10.83000126999832,1.3203946450012154,40.58285210499889,86.95419073099765,0.024143267015404018,0.0007855199629019472,0.23096922883465132,0.006442908737962423,,
47,,,,,417732,434867,17135,427971,427971,427971.0,0.14067420363426208,0.001,0.00146484375,0.99853515625,0.2118371557444334,0.06705518845202667,0.008343388939725369,-0.004138619155518037,43.77324199676514,0.3829213868793521,1e-06,1.7380224466323853,4.0,-3.0,0.03271484375,1.0,0.0,1.7053076028823853,3.0,-3.0,0.0,0.0,0.0,1.7273508310317993,3.994727849960327,-3.185751438140869,3.2210225597850695e-09,0.9979220032691956,3.0190176963806152,-2.9817605018615723,3.2210225597850695e-09,3.0190176963806152,-2.9817605018615723,74.01953125,1024.0,16.0,0.00244140625,761.861328125,2048.0,399.0,0.00390625,33.69876541799749,10.751088863995392,1.328514813001675,40.36389893400337,86.24794701099745,0.023578641388086678,0.000776054226221914,0.22229910165442432,0.006280267158286071,,
48,,,,,412318,447864,35546,430175,430175,430175.0,0.14907750487327576,0.001,0.00537109375,0.99462890625,0.18247121527534108,-0.0023449777850303158,0.0009555954582475383,8.456395730247786e-05,3.4293310046195984,0.389366809669294,1e-06,1.6896824836730957,4.0,-3.0,0.04052734375,1.0,0.0,1.6491551399230957,3.0,-3.0,0.0,0.0,0.0,1.6815160512924194,3.993317127227783,-3.0281474590301514,-2.252576081218649e-08,0.9758525490760803,4.402801990509033,-4.090893745422363,-2.252576081218649e-08,4.402801990509033,-4.090893745422363,74.08984375,1024.0,5.0,0.00244140625,766.095703125,2048.0,399.0,0.0078125,32.79204789800133,11.203968157002237,1.3308400589958183,39.94426514299994,85.37239646100352,0.023213962424013447,0.0007734294525459512,0.2161125105314581,0.006511285033417933,,
49,,,,,414021,442736,28715,426965,426966,426965.5,0.1504165381193161,0.001,0.0,1.0,0.2031424020949219,0.06431355573503035,0.003609418126870878,-0.0006167964845076312,150.90930044651031,0.3772489199737946,1e-06,1.8521108627319336,4.0,-3.0,0.05126953125,1.0,0.0,1.8008413314819336,3.0,-3.0,0.0,0.0,0.0,1.8410223722457886,3.9943783283233643,-6.165428161621094,-1.4684620630589507e-08,1.0000001192092896,3.246281623840332,-3.185054302215576,-1.4684620630589507e-08,3.246281623840332,-3.185054302215576,71.0322265625,1024.0,1.0,0.0029296875,762.884765625,2048.0,422.0,0.00390625,30.43627973999537,10.820492808998097,1.4824670820016763,40.86176561900356,83.69920830200135,0.023925683467987204,0.0008680250992185998,0.20922143984488892,0.006335695043860743,,
50,1.81080721616745,0.075,1.73580721616745,0.0,404912,435047,30135,417013,417014,417013.75,0.13984300196170807,0.001,0.00537109375,0.99462890625,0.19012992822432093,0.11970946874602564,0.00645283264124633,0.0027946794115060974,3.419519007205963,0.3884018208537897,1e-06,1.8119772672653198,4.0,-3.0,0.0498046875,1.0,0.0,1.7621725797653198,3.0,-3.0,0.0,0.0,0.0,1.804758071899414,3.991553783416748,-3.036257743835449,9.897926922519673e-09,0.9866685271263123,5.674567699432373,-5.650395393371582,9.897926922519673e-09,5.674567699432373,-5.650395393371582,72.26318359375,1024.0,1.0,0.0009765625,742.216796875,2047.0,413.0,0.0,31.43484327299666,10.539875807997305,1.3062101760006044,38.746231758996146,103.70980671000143,0.023228389806688714,0.0007830738051206971,0.2124047655190828,0.00631866203931963,8.214010502000747,13.364703015002306
51,,,,,421188,439276,18088,427978,427979,427978.5,0.1482226401567459,0.001,0.0009765625,0.9990234375,0.14789615930723293,-0.026380786106788685,0.0007933172829715269,0.00010296364540148975,58.104586243629456,0.38633956981049733,1e-06,1.7576649188995361,4.0,-3.0,0.0498046875,1.0,0.0,1.7078602313995361,3.0,-3.0,0.0,0.0,0.0,1.751837968826294,3.9914283752441406,-3.025879383087158,6.967185495199146e-09,0.9972745776176453,5.384848117828369,-5.3154096603393555,6.967185495199146e-09,5.384848117828369,-5.3154096603393555,68.4404296875,1024.0,10.0,0.00146484375,767.455078125,2048.0,393.0,0.00390625,33.67779927900119,10.771509696001885,1.3422762980044354,40.00853557699884,85.89584558799834,0.023370645708253358,0.000784079280854316,0.24027081659604463,0.006292085756645418,,
52,,,,,402543,452277,49734,423200,423201,423200.75,0.14963200688362122,0.001,0.0,1.0,0.3269606412920569,0.04328370300520744,0.0060695209270176876,-0.007517859425206552,8.249198198318481,0.3913504061702473,1e-06,1.8188843727111816,4.0,-3.0,0.03515625,1.0,0.0,1.7837281227111816,3.0,-3.0,0.0,0.0,0.0,1.8106451034545898,3.9966204166412354,-3.0254740715026855,8.634993275968839e-10,0.9999997019767761,3.104043483734131,-6.2244439125061035,8.634993275968839e-10,3.104043483734131,-6.2244439125061035,69.02685546875,1024.0,1.0,0.00341796875,757.537109375,2048.0,407.0,0.005859375,33.45046327599994,10.787518090000958,1.290826720003679,39.04514857399772,84.67899841200415,0.02306538243020465,0.0007625380626119394,0.2366214411850003,0.006372577370196626,,
53,,,,,406420,471172,64752,424623,424624,424623.75,0.13610433042049408,0.001,0.00244140625,0.99755859375,0.19159588676973663,0.005085539329668571,0.0009110070993834786,0.00016625536590771813,309.2568743824959,0.38185629609041816,1e-06,1.8360681533813477,4.0,-3.0,0.0556640625,1.0,0.0,1.7804040908813477,3.0,-3.0,0.0,0.0,0.0,1.8289915323257446,3.9997503757476807,-3.0249013900756836,4.923149443669672e-09,0.9923438429832458,3.6641509532928467,-4.294988632202148,4.923149443669672e-09,3.6641509532928467,-4.294988632202148,72.64208984375,1024.0,15.0,0.0029296875,756.701171875,2048.0,389.0,0.001953125,34.50521486499929,11.152485803999298,1.2956623119971482,40.15599101299449,87.20308287799708,0.02364210139741035,0.0007628296297587854,0.23193508724818204,0.006566098695609523,,
54,,,,,413524,440729,27205,431215,431216,431215.25,0.13799065351486206,0.001,0.00537109375,0.99462890625,0.2452859842571719,-0.08352711247601385,0.015722189933575433,-0.006274965526699816,160.3868350982666,0.3733870558937073,1e-06,1.888413429260254,4.0,-3.0,0.0634765625,1.0,0.0,1.824936866760254,3.0,-3.0,0.0,0.0,0.0,1.8755226135253906,3.994981288909912,-3.031482219696045,-1.8147916946986697e-08,0.9895932078361511,5.848104476928711,-2.9170258045196533,-1.8147916946986697e-08,5.848104476928711,-2.9170258045196533,72.25634765625,1024.0,1.0,0.00341796875,769.9609375,2048.0,424.0,0.005859375,30.719479961997422,10.783179236997967,1.3444216700008838,41.76540841300448,84.71444811600668,0.02421378210360399,0.0007794376880229095,0.20759070395522009,0.006251622152160648,,
55,,,,,424381,469824,45443,438687,438688,438687.75,0.1423826813697815,0.001,0.00244140625,0.99755859375,0.2274656867094595,-0.03787365446573701,0.012373576653270244,-0.005413428481672562,43.86032718420029,0.38111991327971834,1e-06,1.7918156385421753,4.0,-3.0,0.0859375,1.0,0.0,1.7058781385421753,3.0,-3.0,0.0,0.0,0.0,1.7819228172302246,4.325301170349121,-3.0260720252990723,-1.4160650430028454e-08,0.994870126247406,5.7843427658081055,-4.452945232391357,-1.4160650430028454e-08,5.7843427658081055,-4.452945232391357,75.76513671875,1024.0,1.0,0.00244140625,781.046875,2048.0,420.0,0.0078125,33.94535398900189,11.70164812800067,1.302834829002677,41.63108482200187,88.70818641000369,0.02372478193316423,0.0007424613685945625,0.21876658045204128,0.0066685519073650164,,
56,,,,,420137,454667,34530,435972,435973,435972.5,0.1399463564157486,0.001,0.00732421875,0.99267578125,0.12747578656878963,-0.016969087629996497,0.0007782480057232596,9.225320837717375e-05,49.15747433900833,0.3790841910979663,1e-06,1.8179693222045898,4.0,-3.0,0.0751953125,1.0,0.0,1.7427740097045898,3.0,-3.0,0.0,0.0,0.0,1.8068997859954834,3.997380256652832,-4.070058345794678,-7.488149655898724e-09,0.9926263689994812,5.520598888397217,-4.344273567199707,-7.488149655898724e-09,5.520598888397217,-4.344273567199707,79.5986328125,1024.0,1.0,0.00390625,771.91015625,2048.0,399.0,0.00390625,41.61591343500186,11.077523178995762,1.3359002669967595,41.58109754299949,95.71258456699434,0.023843876358600306,0.0007660461766491921,0.25528416147297756,0.006352191467922725,,
57,,,,,414798,455754,40956,436267,436268,436267.5,0.14040912687778473,0.001,0.00439453125,0.99560546875,0.22077162570223727,-0.03205179435939624,0.0006920537481823101,0.030235063676533676,88.4212806224823,0.38023039500217015,1e-06,1.823156714439392,4.0,-3.0,0.083984375,1.0,0.0,1.7391722202301025,3.0,-3.0,0.0,0.0,0.0,1.8147436380386353,8.89413833618164,-3.8478875160217285,3.199536413589499e-09,0.9837229251861572,4.178533554077148,-6.271589279174805,3.199536413589499e-09,4.178533554077148,-6.271589279174805,74.5166015625,1024.0,1.0,0.00244140625,777.568359375,2048.0,399.0,0.005859375,28.056337879999774,11.33584779100056,1.3464935340016382,41.487843969000096,82.33251720599947,0.023774315052691352,0.0007715985800005949,0.18384337776030257,0.006495927264236139,,
58,,,,,404175,431065,26890,417535,417536,417535.75,0.15268251299858093,0.001,0.00830078125,0.99169921875,0.10782920194989336,0.03337252144930452,0.0008327774474829701,6.618791795582573e-05,42.53748482465744,0.3988830067173234,1e-06,1.84930419921875,4.0,-3.0,0.080078125,1.0,0.0,1.769225835800171,3.0,-3.0,0.0,0.0,0.0,1.8333830833435059,3.9968295097351074,-6.55091667175293,-2.3501725010532937e-09,0.980516254901886,3.9748783111572266,-5.040415287017822,-2.3501725010532937e-09,3.9748783111572266,-5.040415287017822,76.08544921875,1024.0,1.0,0.00439453125,739.4140625,2048.0,423.0,0.001953125,33.54374280000047,10.566826793998189,1.358851967001101,37.91648842599534,83.49229159000242,0.022702540097461917,0.000813614143819482,0.21526823896344233,0.006326899429568719,,
59,,,,,420476,438282,17806,427290,427290,427290.0,0.13922028243541718,0.001,0.0029296875,0.9970703125,0.0915899374854884,-0.025759365343089615,0.0006726077969817977,0.00010728386730209292,3.2228965759277344,0.38249955609922803,1e-06,1.9638768434524536,4.0,-3.0,0.0673828125,1.0,0.0,1.8964940309524536,3.0,-3.0,0.0,0.0,0.0,1.955026388168335,3.995149612426758,-3.018484115600586,-9.88617721020546e-09,0.995250940322876,4.367308616638184,-6.044397354125977,-9.88617721020546e-09,4.367308616638184,-6.044397354125977,70.841796875,1024.0,1.0,0.001953125,763.708984375,2048.0,389.0,0.005859375,32.86578074199497,11.32758247700258,1.2998192779996316,40.333635091999895,85.926346319,0.023598513358608846,0.0007605018125860842,0.2265293260593516,0.006627572887852851,,
60,1.8659641418606043,0.0875,1.7784641418606042,0.0,430705,441117,10412,434055,434056,434055.75,0.15235912799835205,0.001,0.01611328125,0.98388671875,0.3111998561769724,0.18492150117332737,0.010244529073437056,-0.019969307603120493,448.65520346164703,0.36376099306975723,1e-06,1.8170970678329468,4.0,-3.0,0.103515625,1.0,0.0,1.7135814428329468,3.0,-3.0,0.0,0.0,0.0,1.7995871305465698,3.997685670852661,-4.997654914855957,-3.83263865089134e-09,0.9755730628967285,5.210384845733643,-5.4819655418396,-3.83263865089134e-09,5.210384845733643,-5.4819655418396,77.75927734375,1024.0,1.0,0.0048828125,770.005859375,2048.0,393.0,0.005859375,34.54275135199714,10.89012817999901,1.300129993003793,43.13099987000169,111.15149416500208,0.024841854917255265,0.0007488266155924631,0.2169075946273313,0.006272309593870724,7.581040633995144,13.592005618003896
61,,,,,416200,441655,25455,429215,429216,429215.5,0.1490229368209839,0.001,0.02099609375,0.97900390625,0.27133756360659994,0.02606067502250274,0.013961183956901853,-0.0035946617388011265,54.89788734912872,0.3707899374696507,1e-06,1.9747644662857056,4.0,-3.0,0.14208984375,1.0,0.0,1.8326746225357056,3.0,-3.0,0.0,0.0,0.0,1.9524043798446655,3.99760103225708,-5.629207611083984,9.332949524321066e-09,0.9683599472045898,4.368687152862549,-4.352127552032471,9.332949524321066e-09,4.368687152862549,-4.352127552032471,76.6376953125,1024.0,1.0,0.00341796875,761.673828125,2048.0,407.0,0.001953125,32.97882512299839,10.829060604002734,1.3569366879964946,41.80231175800145,87.0757609459979,0.024348090736472386,0.000790358624045785,0.21011777414400645,0.006307472938420639,,
62,,,,,419630,458927,39297,440783,440783,440783.0,0.14626912772655487,0.001,0.0712890625,0.9287109375,0.21489337993164856,-0.06720379320904613,0.0032348127405081566,0.002188402284809854,55.457101225852966,0.3697748778790743,1e-06,1.9970210790634155,4.0,-3.0,0.3837890625,1.0,0.0,1.6132320165634155,3.0,-3.0,0.0,0.0,0.0,1.9703876972198486,3.9972808361053467,-8.592540740966797,6.785906281336906e-10,0.9156527519226074,3.4463276863098145,-3.5868990421295166,6.785906281336906e-10,3.4463276863098145,-3.5868990421295166,87.8359375,1024.0,1.0,0.00341796875,773.068359375,2048.0,402.0,0.0078125,29.746249386000272,11.19252263999806,1.3494319899982656,43.119415738998214,85.51281433200347,0.02445614720792216,0.0007653607273864155,0.1653598315952163,0.006348091146889774,,
63,,,,,421222,449603,28381,436421,436422,436421.25,0.14301086962223053,0.001,0.083984375,0.916015625,0.2421442181642713,-0.03386642893872641,0.017048540095605982,0.02994367948398074,48.657579839229584,0.3657331460340618,1e-06,2.3086025714874268,4.0,-3.0,0.537109375,1.0,0.0,1.7714931964874268,3.0,-3.0,0.0,0.0,0.0,2.289609670639038,3.998995065689087,-5.380887031555176,-2.6438597977573863e-09,0.8952208757400513,3.111374855041504,-3.2734551429748535,-2.6438597977573863e-09,3.111374855041504,-3.2734551429748535,90.17822265625,1024.0,4.0,0.00341796875,762.20703125,2048.0,399.0,0.00390625,33.8652470349989,11.06151374399633,1.3386357410054188,43.08668899499753,89.45378809999966,0.02468182346471301,0.0007668254816908084,0.183367609903343,0.006336488967938848,,
64,,,,,419094,462300,43206,436958,436959,436958.5,0.13604721426963806,0.001,0.0625,0.9375,0.15387130218247572,-0.042626468713084856,0.015734894076983134,0.04280280988120164,92.58374726772308,0.3733018191494591,1e-06,2.369119167327881,4.0,-3.0,0.71435546875,1.0,0.0,1.6547635793685913,3.0,-3.0,0.0,0.0,0.0,2.3532180786132812,3.999913454055786,-6.441133499145508,6.00970428976666e-09,0.9368158578872681,3.550933361053467,-3.6402857303619385,6.00970428976666e-09,3.550933361053467,-3.6402857303619385,99.1806640625,1024.0,3.0,0.00439453125,754.25390625,2048.0,399.0,0.001953125,27.753728973999387,11.248704115998407,1.3305021780033712,42.29205388099945,82.73067076399457,0.02419683670245541,0.000761229143044117,0.13663576064630806,0.006435796600820449,,
65,,,,,434674,460726,26052,450869,450870,450869.75,0.12877216935157776,0.001,0.01708984375,0.98291015625,0.2206315726282135,-0.02871909329006749,0.024984740700963282,0.0621075356386662,44.15294551849365,0.3746964337927927,1e-06,2.595628499984741,4.0,-3.0,0.880859375,1.0,0.0,1.7147691249847412,3.0,-3.0,0.0,0.0,0.0,2.591784954071045,6.1852521896362305,-3.032564878463745,3.1363409647156004e-08,0.9740361571311951,3.610130548477173,-3.4802708625793457,3.1363409647156004e-08,3.610130548477173,-3.4802708625793457,106.42529296875,1024.0,16.0,0.00537109375,774.1796875,2034.0,418.0,0.0,33.02525506300299,11.300628938995942,1.38714570600132,43.50566598200385,89.32064977200207,0.024123189669524207,0.0007691499074850995,0.15152049267524162,0.00626601637113376,,
66,,,,,419056,448882,29826,435347,435348,435347.75,0.12833106517791748,0.001,0.0068359375,0.9931640625,0.2097367007156898,-0.012174546706554448,0.012540488879212403,0.03539007700595088,65.55275321006775,0.37548826222156956,1e-06,2.5323567390441895,4.0,-3.0,0.9130859375,1.0,0.0,1.6192708015441895,3.0,-3.0,0.0,0.0,0.0,2.5366103649139404,6.939486980438232,-3.059290885925293,-2.162480505774056e-08,0.9880889058113098,3.0406529903411865,-3.7180397510528564,-2.162480505774056e-08,3.0406529903411865,-3.7180397510528564,104.73974609375,1024.0,16.0,0.00439453125,745.548828125,2048.0,399.0,0.005859375,43.477902188998996,10.98503402499773,1.3347675099939806,41.889272922999226,97.7897822360028,0.024055064556437484,0.0007664950088716323,0.20268756818658132,0.006308195014788597,,
