step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_s/testing,timing_s/save_checkpoint
14,,,,,424550,478798,54248,448400,448401,448400.5,0.10895997285842896,0.001,0.0,1.0,0.32384685799479485,-0.028287306862572827,0.005083211528835818,-0.005271795891879568,326.79523009061813,0.37695773377621267,1e-06,1.3578219413757324,3.0,-3.0,0.00390625,1.0,0.0,1.3539156913757324,3.0,-3.0,0.0,0.0,0.0,1.3467192649841309,4.802689075469971,-4.011412620544434,-6.340721836473051e-10,1.0000001192092896,2.3094587326049805,-2.433009386062622,-6.340721836473051e-10,2.3094587326049805,-2.433009386062622,94.0029296875,1024.0,1.0,0.00634765625,781.779296875,2048.0,389.0,0.0078125,34.80933012999594,11.701880551998329,1.3063360270025441,43.048081368993735,90.97022660099901,0.024000910664123777,0.0007283310494761626,0.1808107820047785,0.006524234781182408,,
15,,,,,426809,453746,26937,437138,437138,437138.0,0.10957184433937073,0.001,0.0,1.0,0.35817327067769805,-0.039109078139580526,0.0017776620004261877,-0.012136546750016037,25.475266218185425,0.37404804752071147,1e-06,1.3007194995880127,3.0,-3.0,0.0087890625,1.0,0.0,1.2919304370880127,3.0,-3.0,0.0,0.0,0.0,1.289516568183899,2.9993600845336914,-3.3016700744628906,-5.650822032521319e-09,0.9999998807907104,2.42179274559021,-2.43021821975708,-5.650822032521319e-09,2.42179274559021,-2.43021821975708,94.931640625,1024.0,1.0,0.00634765625,758.853515625,2048.0,418.0,0.001953125,34.97056764300214,11.454810597002506,1.4084977789971163,42.22727899599704,90.43670753000333,0.02414985599284267,0.0008055223859496979,0.17987124597779108,0.006551026561979573,,
16,,,,,417611,452305,34694,434325,434326,434325.5,0.11363635957241058,0.001,0.0,1.0,0.32636289422710735,0.018776809020588797,0.013036482007009909,0.009394162410899298,4.057121992111206,0.37748868067949043,1e-06,1.4789459705352783,3.0,-3.0,0.00439453125,1.0,0.0,1.4745514392852783,3.0,-3.0,0.0,0.0,0.0,1.4652801752090454,3.0000319480895996,-4.217636585235596,8.046027843988668e-09,0.9999999403953552,2.349788188934326,-2.4008445739746094,8.046027843988668e-09,2.349788188934326,-2.4008445739746094,88.8955078125,1024.0,1.0,0.00341796875,759.396484375,1847.0,389.0,0.0,34.528211616998306,10.923350340999605,1.3615241670049727,41.56314932399982,88.48151276900171,0.023923963320136524,0.0007837003393796661,0.18965500893670317,0.0062875368479398544,,
17,,,,,408747,434746,25999,425003,425003,425003.0,0.10968190431594849,0.001,0.0,1.0,0.3328261056116649,-0.07432315337272095,0.013083904534661477,0.016111164892208762,12.670347332954407,0.37957902822941825,1e-06,1.5985013246536255,3.0,-3.0,0.0087890625,1.0,0.0,1.5897122621536255,3.0,-3.0,0.0,0.0,0.0,1.5902836322784424,2.998401641845703,-3.031862258911133,2.6218476278927483e-08,0.9999999403953552,2.3409154415130615,-2.3005127906799316,2.6218476278927483e-08,2.3409154415130615,-2.3005127906799316,81.841796875,1024.0,1.0,0.001953125,748.2421875,2048.0,407.0,0.001953125,34.41577264799707,10.788825814997836,1.2832393879943993,40.44477885699598,87.02499122599693,0.02379087845085563,0.0007548413705282076,0.2053300041047006,0.006346323328892876,,
18,,,,,428028,450848,22820,438649,438650,438649.5,0.11384671926498413,0.001,0.0,1.0,0.4251517915520175,0.07574588533667527,0.00721279071274631,-0.0009971720735158106,17.014124631881714,0.39131648171558236,1e-06,1.409546136856079,3.0,-3.0,0.01318359375,1.0,0.0,1.396362543106079,3.0,-3.0,0.0,0.0,0.0,1.4021013975143433,2.998732805252075,-3.027738094329834,-1.4621534205616626e-08,0.9999999403953552,2.4215149879455566,-2.4236178398132324,-1.4621534205616626e-08,2.4215149879455566,-2.4236178398132324,85.6064453125,1024.0,1.0,0.00244140625,771.130859375,2048.0,407.0,0.0078125,38.20368732100178,11.091732763001346,1.2830331239965744,40.55293371299922,91.23244575599529,0.023112378854301223,0.0007312405029508608,0.21790583794961146,0.006321523655561756,,
19,,,,,406213,443570,37357,430490,430491,430490.25,0.1190372183918953,0.001,0.0,1.0,0.3220234342433255,0.04831012221181701,0.013349890728994947,-0.01480083948180189,5.384740769863129,0.38780613697517047,1e-06,1.523511528968811,3.0,-3.0,0.00732421875,1.0,0.0,1.516187310218811,3.0,-3.0,0.0,0.0,0.0,1.516279935836792,3.035198926925659,-3.0210766792297363,1.530973037233707e-08,1.0,2.623220920562744,-2.603187322616577,1.530973037233707e-08,2.623220920562744,-2.603187322616577,81.75830078125,1024.0,1.0,0.00341796875,759.04296875,2048.0,393.0,0.005859375,33.79946451399883,10.76836123499379,1.28915166099614,40.15602426300029,86.11264358699555,0.02331993829302771,0.000748653227916393,0.20185895040043256,0.006253545367748625,,
20,1.7006611099466682,0.025,1.675661109946668,0.0,428584,454731,26147,439711,439712,439711.25,0.13575901091098785,0.001,0.0,1.0,0.3719218971914259,-0.022696740315135182,0.012039179219222018,-0.01541344108785591,137.4474293589592,0.38730387326613575,1e-06,1.4415860176086426,3.0,-3.0,0.00830078125,1.0,0.0,1.4332852363586426,3.0,-3.0,0.0,0.0,0.0,1.4303499460220337,3.0028536319732666,-5.275679588317871,1.4939647741130102e-08,0.9999998211860657,2.332627534866333,-2.3668482303619385,1.4939647741130102e-08,2.332627534866333,-2.3668482303619385,86.77587890625,1024.0,1.0,0.0048828125,772.03515625,2048.0,427.0,0.00390625,34.950512831004744,11.150577057000191,1.373999900999479,41.05397577400436,109.93045737099601,0.023341440419141175,0.0007811944207701526,0.1966638691346621,0.006339715584375082,7.258809888997348,14.039556645999255
21,,,,,444810,458824,14014,453122,453123,453122.25,0.13908304274082184,0.001,0.0,1.0,0.24795294925570488,0.2054396238057844,0.0010902300428208564,-0.016045744707474614,606.333158493042,0.3846040545660892,1e-06,1.5893501043319702,3.0,-3.0,0.00830078125,1.0,0.0,1.5810493230819702,3.0,-3.0,0.0,0.0,0.0,1.566238284111023,2.9992995262145996,-10.971195220947266,1.4068262110811247e-08,0.9999999403953552,2.676854372024536,-2.6153602600097656,1.4068262110811247e-08,2.676854372024536,-2.6153602600097656,88.97314453125,1024.0,1.0,0.0087890625,796.03125,2048.0,399.0,0.009765625,36.73896130500361,11.50978949200362,1.3118232859997079,42.73343713900249,92.39878703700379,0.023577211855631944,0.0007237689641149314,0.2016220292563461,0.006350267224796189,,
22,,,,,432450,447977,15527,439131,439132,439131.75,0.11888101696968079,0.001,0.0009765625,0.9990234375,0.3025058590132615,-0.08097621445255034,0.008488701153667,0.006885764189754464,4.944234371185303,0.38469447968559156,1e-06,1.5817971229553223,4.0,-3.0,0.01611328125,1.0,0.0,1.5656838417053223,3.0,-3.0,0.0,0.0,0.0,1.569018006324768,3.997030019760132,-3.7928414344787598,1.3013129462891015e-09,0.9988859295845032,3.4496850967407227,-3.4884042739868164,1.3013129462891015e-09,3.4496850967407227,-3.4884042739868164,91.60693359375,1024.0,1.0,0.00341796875,766.072265625,1995.0,407.0,0.0,34.01888445000077,11.162294785004633,1.2900192169981892,41.253558370000974,87.8259542779997,0.023485866354460237,0.0007344146813559879,0.18132670499064962,0.006354752750743161,,
23,,,,,417613,448920,31307,433872,433873,433872.5,0.13751806318759918,0.001,0.0,1.0,0.2342019484474741,-0.009283794668214074,0.006870275114438143,0.005106984701405023,101.48886823654175,0.38234133021870215,1e-06,1.5881584882736206,3.0,-3.0,0.0107421875,1.0,0.0,1.5774163007736206,3.0,-3.0,0.0,0.0,0.0,1.5714949369430542,2.9999663829803467,-3.0287742614746094,-5.051794982335878e-09,0.9999999403953552,2.5495541095733643,-2.612154483795166,-5.051794982335878e-09,2.5495541095733643,-2.612154483795166,94.3896484375,1024.0,1.0,0.00634765625,753.017578125,2048.0,418.0,0.00390625,43.52979206600139,11.497313217005285,1.3339996009963215,41.04752993299917,97.51517979199707,0.023651838923300722,0.0007686587655338385,0.22518127394341417,0.0066248225094960415,,
24,,,,,435664,454977,19313,442463,442464,442463.75,0.14177992939949036,0.001,0.0,1.0,0.360843465813706,0.013584562006496614,0.012613335904109502,-0.012903076221494215,24.26493263244629,0.37956897464226025,1e-06,1.603378176689148,4.0,-3.0,0.0087890625,1.0,0.0,1.594589114189148,3.0,-3.0,0.0,0.0,0.0,1.5910204648971558,3.9941954612731934,-4.502287864685059,1.0850513376681192e-08,0.9999999403953552,2.6127283573150635,-2.5692219734191895,1.0850513376681192e-08,2.6127283573150635,-2.5692219734191895,87.89208984375,1024.0,1.0,0.0029296875,776.294921875,2048.0,399.0,0.00390625,37.65997079900262,11.564594048999425,1.3333163939969381,42.17084859500028,92.83288275000086,0.023827290142412954,0.0007533478132372076,0.20921857301824204,0.006534204242155106,,
25,,,,,433976,455287,21311,446011,446012,446011.75,0.13237746059894562,0.001,0.001953125,0.998046875,0.29043515945874876,0.03313274710554622,0.0027143988972379556,-0.0054882874929247805,212.87272667884827,0.37295202624129303,1e-06,1.6324721574783325,4.0,-3.0,0.03515625,1.0,0.0,1.5973159074783325,3.0,-3.0,0.0,0.0,0.0,1.6119608879089355,3.998687267303467,-4.42003870010376,1.5331373504068324e-08,0.9959495663642883,3.415539503097534,-3.4876883029937744,1.5331373504068324e-08,3.415539503097534,-3.4876883029937744,93.30615234375,1024.0,1.0,0.0068359375,777.810546875,2048.0,407.0,0.001953125,35.46271652499854,11.710434720997,1.2984586720049265,43.30856069500442,91.88961348900193,0.024275459500228646,0.0007278164039427921,0.18558025508788242,0.00656397209322232,,
26,,,,,406736,448540,41804,426748,426749,426748.75,0.1442614644765854,0.001,0.0009765625,0.9990234375,0.2982440423862687,0.004347372832226342,0.0012031790021614268,3.3062068410047155e-05,55.99420404434204,0.37224181494298364,1e-06,1.662736415863037,3.0,-3.0,0.01513671875,1.0,0.0,1.647599697113037,3.0,-3.0,0.0,0.0,0.0,1.6371335983276367,2.9987051486968994,-5.760716915130615,-1.32723354528963e-09,0.9994345307350159,2.7837350368499756,-3.089413642883301,-1.32723354528963e-09,2.7837350368499756,-3.089413642883301,89.81787109375,1024.0,1.0,0.00537109375,743.67578125,2048.0,416.0,0.00390625,32.659571099997265,11.160379735003517,1.3434521040035179,41.39783207399887,86.67125495200162,0.024251876586632574,0.0007870275566147047,0.17754881079874782,0.006538027196918279,,
27,,,,,437398,464653,27255,451076,451076,451076.0,0.13010148704051971,0.001,0.0009765625,0.9990234375,0.3726718327961862,0.0233475260756677,0.007670195454011264,0.006558083272921067,78.04608052968979,0.3679234026367526,1e-06,1.5305651426315308,3.0,-3.0,0.02001953125,1.0,0.0,1.5105456113815308,3.0,-3.0,0.0,0.0,0.0,1.5175801515579224,2.998875141143799,-4.734637260437012,-3.1938858224833666e-09,0.9953374862670898,3.320335865020752,-3.3025219440460205,-3.1938858224833666e-09,3.320335865020752,-3.3025219440460205,93.310546875,1024.0,1.0,0.00537109375,787.697265625,2048.0,393.0,0.009765625,34.70319365999603,11.651646252001228,1.3503576570001314,44.439728732999356,92.25075321299664,0.02462984548778884,0.0007484091688541019,0.18159703642070138,0.006457695738634525,,
28,,,,,415508,430177,14669,422775,422776,422775.75,0.13768720626831055,0.001,0.0,1.0,0.23627789012555564,0.003098625897629453,0.0016236046981898003,0.0003690493955608482,62.32163280248642,0.3735989384645288,1e-06,1.6772949695587158,3.0,-3.0,0.0029296875,1.0,0.0,1.6743652820587158,3.0,-3.0,0.0,0.0,0.0,1.6646226644515991,2.9988839626312256,-4.1535186767578125,1.0519221937954626e-08,0.9999999403953552,2.5967087745666504,-2.609604597091675,1.0519221937954626e-08,2.5967087745666504,-2.609604597091675,79.32763671875,1024.0,1.0,0.00244140625,746.40625,2048.0,399.0,0.0078125,31.559967576999043,10.814395588997286,1.2977225459981128,40.855551724002,84.62770805700711,0.024159114923219933,0.0007673823214778241,0.19425941646405054,0.006394876946582961,,
29,,,,,420322,450885,30563,431105,431106,431105.25,0.14329703152179718,0.001,0.0,1.0,0.35446714609861374,-0.08995509192604444,0.009972596029221112,0.001388262414522991,151.3848991394043,0.37686093290602807,1e-06,1.6540679931640625,4.0,-3.0,0.02490234375,1.0,0.0,1.6291654109954834,3.0,-3.0,0.0,0.0,0.0,1.6336357593536377,3.9957566261291504,-5.9475836753845215,2.557879241749106e-09,1.0000001192092896,2.5063931941986084,-2.456953763961792,2.557879241749106e-09,2.5063931941986084,-2.456953763961792,93.20947265625,1024.0,1.0,0.0078125,748.79296875,2047.0,389.0,0.0,34.29737525499513,11.056665453994356,1.3287393389982753,41.34870152000076,88.13515638699755,0.023978310122644505,0.0007705423089827109,0.17966806145324937,0.00641181327181376,,
30,1.7937617611140013,0.05,1.7437617611140013,0.0,431366,438385,7019,434482,434483,434482.75,0.1471705287694931,0.001,0.0009765625,0.9990234375,0.4250359518517708,0.10289928890315109,0.025620974132646645,0.03739361697356297,228.5915493965149,0.3754824563403091,1e-06,1.6801751852035522,4.0,-3.0,0.017578125,1.0,0.0,1.6625970602035522,3.0,-3.0,0.0,0.0,0.0,1.6587131023406982,3.992835521697998,-3.622891664505005,6.825099374552224e-10,0.9912497401237488,3.6251378059387207,-3.666414260864258,6.825099374552224e-10,3.6251378059387207,-3.666414260864258,87.33154296875,1024.0,1.0,0.009765625,761.267578125,2048.0,407.0,0.00390625,33.709917766995204,10.773843024995585,1.288804652998806,41.823404478003795,112.12334481300059,0.024065054641412,0.0007415741206059424,0.1884762392272802,0.006199235196906888,10.799054423005146,13.625422696997703
31,,,,,416447,444407,27960,434051,434051,434051.0,0.12627726793289185,0.001,0.001953125,0.998046875,0.3807572898721056,-0.035166806275291104,0.007577767909554366,0.0034704110240844394,86.64938688278198,0.36714898213011443,1e-06,1.786679744720459,3.0,-3.0,0.02490234375,1.0,0.0,1.761777400970459,3.0,-3.0,0.0,0.0,0.0,1.7777378559112549,6.7686662673950195,-5.166792869567871,1.1545017386538348e-08,0.9974921941757202,2.7489826679229736,-2.7166659832000732,1.1545017386538348e-08,2.7489826679229736,-2.7166659832000732,80.0234375,1024.0,1.0,0.0048828125,767.732421875,2048.0,399.0,0.00390625,33.89039164499991,11.016738657002861,1.2911509949990432,42.741383532003965,89.03050162400177,0.02461771976795582,0.0007436631841644433,0.20678995194889138,0.006345301967397184,,
32,,,,,425805,456686,30881,441532,441533,441532.5,0.1348411589860916,0.001,0.0,1.0,0.3446380853139121,0.01289828442004991,0.0012136815830358658,0.02018892967291698,93.54031175374985,0.37136960451901335,1e-06,1.511135458946228,3.0,-3.0,0.017578125,1.0,0.0,1.493557333946228,3.0,-3.0,0.0,0.0,0.0,1.5107684135437012,4.3699445724487305,-3.0580971240997314,-7.357994658008238e-09,1.0000001192092896,2.514608383178711,-2.528268337249756,-7.357994658008238e-09,2.514608383178711,-2.528268337249756,88.0947265625,1024.0,1.0,0.0087890625,774.2734375,2048.0,414.0,0.005859375,34.20298877699679,11.221389370002726,1.5606652670030599,43.01305296300416,90.09834377000516,0.0243544093373671,0.0008836638678936771,0.1895763658670243,0.0063536599061239695,,
