step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,1.5304703634232282,0.025,1.5054703634232283,0.0,420199,445954,25755,435573,435573,435573.0,0.0933823212981224,0.001,0.3734782888953175,0.08434985145244614,0.0009736224830183866,0.00017245615559399345,9.189566373825073,0.36393361243464956,1e-06,1.2662501335144043,3.0,-3.0,0.00341796875,1.0,0.0,1.2628321647644043,3.0,-3.0,0.0,0.0,0.0,1.2627754211425781,3.127711534500122,-3.0162978172302246,-0.04321075603365898,0.5874565839767456,1.7320512533187866,-1.732058048248291,-0.04321075603365898,1.7320512533187866,-1.732058048248291,86.716796875,1024.0,1.0,0.00244140625,764.01171875,2048.0,402.0,0.00390625,45.202600884000276,11.165199035000114,1.4039217099998496,43.24528635899878,140.60870243700083,0.0064083397243401875,0.0008057901373592082,0.254524881664003,0.024820917710119076,25.912556138999207,13.551400846999968
11,,,,,414414,447765,33351,429744,429745,429744.5,0.1172681450843811,0.001,0.4288914789413584,0.04601140240817491,0.0009326400949844513,-0.003945567507140242,8.309000670909882,0.3782421617182025,1e-06,1.3288217782974243,4.0,-3.0,0.00830078125,1.0,0.0,1.3205209970474243,3.0,-3.0,0.0,0.0,0.0,1.3267135620117188,3.9961495399475098,-3.0252137184143066,-0.051209915429353714,0.5827767252922058,1.7320512533187866,-1.7320512533187866,-0.051209915429353714,1.7320512533187866,-1.7320512533187866,82.0947265625,1024.0,1.0,0.0048828125,757.25,2048.0,419.0,0.0078125,36.65865041699908,11.19678222100083,1.2076060039998993,41.05652899599954,90.2171585420001,0.006513627411753281,0.0007025139379328294,0.218037532962583,0.023884266695675886,,
12,,,,,437213,456205,18992,447265,447266,447265.5,0.10908782482147217,0.001,0.31855137310922144,0.02015487812459469,0.000807131656135122,-7.258906480274163e-05,2.331722855567932,0.37459067481044156,1e-06,1.283928394317627,3.0,-3.0,0.0068359375,1.0,0.0,1.277092456817627,3.0,-3.0,0.0,0.0,0.0,1.2787882089614868,2.9999661445617676,-3.024515390396118,-0.030879199504852295,0.5512024760246277,1.7320514917373657,-1.732054352760315,-0.030879199504852295,1.7320514917373657,-1.732054352760315,86.8369140625,1024.0,1.0,0.001953125,786.728515625,2048.0,393.0,0.0078125,37.26263881699924,11.506024458998581,1.2805997209998168,43.22568860000138,93.35962283700064,0.006431316778847565,0.0007157939305623935,0.20952665184264258,0.024161090336724707,,
13,,,,,424375,444016,19641,434864,434865,434864.75,0.11983965337276459,0.001,0.40349663485740794,0.007758269118594712,0.001000564258369007,-0.003982991415404254,339.9973201751709,0.36884142400632897,1e-06,1.3317207098007202,3.0,-3.0,0.00439453125,1.0,0.0,1.3273261785507202,3.0,-3.0,0.0,0.0,0.0,1.3260986804962158,2.9992637634277344,-3.0159859657287598,-0.04196702316403389,0.5715598464012146,1.7320520877838135,-1.732054352760315,-0.04196702316403389,1.7320520877838135,-1.732054352760315,83.45458984375,1024.0,1.0,0.0029296875,765.890625,2048.0,399.0,0.001953125,36.11031006899975,11.027317342999595,1.2174465959997178,42.58654150199982,91.02966187099992,0.006339509780339516,0.0006998995641746761,0.21127642435713515,0.02448263598164706,,
14,,,,,423517,459223,35706,444193,444194,444193.25,0.10938247293233871,0.001,0.3156370105842749,0.014959464098016422,0.0005664899731831004,-9.172352532308045e-05,17.59842139482498,0.37598454395476855,1e-06,1.4000227451324463,3.0,-3.0,0.0078125,1.0,0.0,1.3922102451324463,3.0,-3.0,0.0,0.0,0.0,1.3941534757614136,3.107187271118164,-3.0319063663482666,0.018915995955467224,0.5088492631912231,1.7320514917373657,-1.7320520877838135,0.018915995955467224,1.7320514917373657,-1.7320520877838135,95.32275390625,1024.0,1.0,0.001953125,772.2421875,2048.0,407.0,0.005859375,40.725327329999345,11.137162115001047,1.2032074819999252,42.781872801000645,95.9963063690011,0.006268196395938618,0.0006771869462221258,0.20861140620117377,0.024078412268196694,,
15,,,,,427437,451578,24141,438533,438534,438533.25,0.0974602997303009,0.001,0.34136320278048515,-0.04275728726098614,0.0067668106198506125,0.0037461970902269615,13.796943187713623,0.3687806919815378,1e-06,1.432713508605957,3.0,-3.0,0.01171875,1.0,0.0,1.420994758605957,3.0,-3.0,0.0,0.0,0.0,1.4333781003952026,4.275523662567139,-3.022726058959961,-0.007903799414634705,0.5114552974700928,1.7320517301559448,-1.7320525646209717,-0.007903799414634705,1.7320517301559448,-1.7320525646209717,89.67822265625,1024.0,1.0,0.00390625,766.83203125,2048.0,424.0,0.009765625,36.51120036099928,11.131574996999916,1.2919726140007697,43.015195797999695,92.05670081900098,0.006345912765451603,0.0007365305903262578,0.1987966980523861,0.024522197460511656,,
16,,,,,419198,444613,25415,433006,433007,433006.25,0.11045550554990768,0.001,0.3769838293748243,-0.018032591390822614,0.006167035868981786,-0.002713143476804752,65.31419289112091,0.3813542189586715,1e-06,1.543687105178833,3.0,-3.0,0.00341796875,1.0,0.0,1.540269136428833,3.0,-3.0,0.0,0.0,0.0,1.547364592552185,7.615931510925293,-3.024320125579834,0.019051115959882736,0.4446357190608978,1.7320514917373657,-1.7320547103881836,0.019051115959882736,1.7320514917373657,-1.7320547103881836,85.70556640625,1024.0,1.0,0.00341796875,760.009765625,2048.0,399.0,0.005859375,33.45384320700032,10.890083305001099,1.231454565000604,41.06756604200018,86.74932010399971,0.006287486211227378,0.000710991218371908,0.19059303920809184,0.02371072359925531,,
17,,,,,428473,443300,14827,438380,438380,438380.0,0.10995649546384811,0.001,0.3025007974356413,2.2001455410073203,0.0007149407989345491,-0.029077528250218164,9023.491551756859,0.38733378893200654,1e-06,1.5446550846099854,3.0,-3.0,0.01220703125,1.0,0.0,1.5324480533599854,3.0,-3.0,0.0,0.0,0.0,1.5415431261062622,4.290176868438721,-3.022754192352295,0.006380478851497173,0.4708460569381714,1.7320517301559448,-1.7320513725280762,0.006380478851497173,1.7320517301559448,-1.7320513725280762,87.44921875,1024.0,1.0,0.00341796875,768.76171875,2048.0,389.0,0.00390625,34.26129874799881,11.080055413998707,1.2011267859998043,40.968561243000295,87.6391087209995,0.006318750521236546,0.000684980374332659,0.1913013062714902,0.02336361218748591,,
18,,,,,414330,459770,45440,438952,438953,438952.75,0.11086580157279968,0.001,0.28147927006440504,-0.0514794743092872,0.00045618024679632593,0.0001937927046193571,135.97731465101242,0.38371167887723595,1e-06,1.4620200395584106,3.0,-3.0,0.0078125,1.0,0.0,1.4542075395584106,3.0,-3.0,0.0,0.0,0.0,1.456510066986084,4.835046768188477,-3.0239417552948,-0.0355750136077404,0.5101914405822754,1.7320528030395508,-1.732053279876709,-0.0355750136077404,1.7320528030395508,-1.732053279876709,88.51318359375,1024.0,1.0,0.00439453125,768.81640625,2047.0,399.0,0.0,33.33615869499954,11.171369020999919,1.3297789280004508,41.41611988099976,87.3482069290003,0.006362512264133166,0.0007573588091203728,0.1838982689008387,0.02358802848427294,,
19,,,,,421480,432230,10750,425699,425700,425699.25,0.12270929664373398,0.001,0.3430106147591557,0.04062406186546598,0.0005686385816911102,0.015979251722455956,1.9871819019317627,0.37765325769888397,1e-06,1.5332502126693726,3.0,-3.0,0.009765625,1.0,0.0,1.5234845876693726,3.0,-3.0,0.0,0.0,0.0,1.5298856496810913,4.74241828918457,-3.032235860824585,-0.006611556746065617,0.45026829838752747,1.732051134109497,-1.7320526838302612,-0.006611556746065617,1.732051134109497,-1.7320526838302612,81.98486328125,1024.0,1.0,0.0029296875,749.458984375,1981.0,407.0,0.0,33.399179137999454,10.856952264000938,1.2688277590004873,40.69800586100064,86.31608141400102,0.006375952191600607,0.0007451432901282345,0.1989171206217769,0.023900679799765116,,
20,1.6795572137460113,0.025,1.6545572137460112,0.0,433793,470101,36308,444317,444318,444317.5,0.11228620260953903,0.001,0.4473938713299817,-0.009975454657627591,0.004463197942421739,0.0019370561761614478,29.82630431652069,0.37996524757037814,1e-06,1.5447989702224731,3.0,-3.0,0.00927734375,1.0,0.0,1.5355216264724731,3.0,-3.0,0.0,0.0,0.0,1.5433602333068848,6.329480171203613,-3.0146186351776123,0.0035353931598365307,0.45267006754875183,1.732053279876709,-1.7320513725280762,0.0035353931598365307,1.732053279876709,-1.7320513725280762,89.6025390625,1024.0,1.0,0.00390625,778.205078125,2048.0,416.0,0.01171875,34.94004278600005,11.429105232999063,1.3205916019996948,42.34115356199982,121.22903632199996,0.006430708464667194,0.0007430450083553399,0.19040272681002282,0.023823703523943925,17.583611011999892,13.255763014998593
21,,,,,425961,444076,18115,434726,434726,434726.0,0.10676425695419312,0.001,0.2602282659760837,0.09431469457320354,0.000496279000673957,0.009019958346596406,2.140301436185837,0.37255947976164594,1e-06,1.63243567943573,3.0,-3.0,0.013671875,1.0,0.0,1.61876380443573,3.0,-3.0,0.0,0.0,0.0,1.627779245376587,4.64737606048584,-3.02327823638916,0.0014913976192474365,0.43450620770454407,1.7320514917373657,-1.7320510149002075,0.0014913976192474365,1.7320514917373657,-1.7320510149002075,82.07421875,1024.0,1.0,0.001953125,767.0,2034.0,402.0,0.0,33.62814342799902,10.77194023300035,1.1861350529998163,42.175060311999914,87.85823218199948,0.006194672180293076,0.0006821164670389029,0.20006272564370461,0.024253817526441894,,
22,,,,,434709,452348,17639,443893,443894,443893.25,0.10411249846220016,0.001,0.4161124660167843,0.021002732988563366,0.0037696269664593274,-0.013988709271558264,61.411725997924805,0.3674647690174708,1e-06,1.541683554649353,3.0,-3.0,0.01513671875,1.0,0.0,1.526546835899353,3.0,-3.0,0.0,0.0,0.0,1.5435856580734253,5.607109546661377,-3.02468204498291,-0.013593239709734917,0.4605797231197357,1.7320514917373657,-1.732051134109497,-0.013593239709734917,1.7320514917373657,-1.732051134109497,86.46728515625,1024.0,1.0,0.00537109375,780.51171875,2048.0,389.0,0.00390625,35.163133895999636,11.633769450998443,1.3515140250001423,43.704832785999315,91.95135000200025,0.006552121174966303,0.0007611706333674494,0.1985664166699587,0.024614495031181096,,
23,,,,,419679,463069,43390,442498,442499,442498.75,0.10212807357311249,0.001,0.3402545323535319,0.06378339934012582,0.008569133668882591,0.0057363961146151155,60.65397322177887,0.3733393326112374,1e-06,1.6289525032043457,3.0,-3.0,0.017578125,1.0,0.0,1.6113743782043457,3.0,-3.0,0.0,0.0,0.0,1.6310386657714844,5.321642875671387,-3.0220470428466797,-0.04441561922430992,0.4847399592399597,1.7320513725280762,-1.7320512533187866,-0.04441561922430992,1.7320513725280762,-1.7320512533187866,89.78271484375,1024.0,1.0,0.005859375,774.47265625,2048.0,399.0,0.00390625,37.25100031900001,11.839737195999987,1.2408752030005417,42.88167459700162,93.32391366699994,0.00668913595575128,0.0007010614171229533,0.20258871689462957,0.024227003238428142,,
24,,,,,409222,444768,35546,430185,430186,430185.5,0.11156231164932251,0.001,0.39572409221104216,-0.02707339889769043,0.00043193912175151387,0.025145439636617084,19.46153399348259,0.3715984789098283,1e-06,1.6723357439041138,3.0,-3.0,0.015625,1.0,0.0,1.6567107439041138,3.0,-3.0,0.0,0.0,0.0,1.672022819519043,5.764652252197266,-3.0253350734710693,-0.004684910178184509,0.42385584115982056,1.7320510149002075,-1.7320526838302612,-0.004684910178184509,1.7320510149002075,-1.7320526838302612,90.6943359375,1024.0,1.0,0.0078125,749.51171875,2048.0,402.0,0.0078125,36.016093127000204,11.064351214001363,1.1825953729985486,41.874016636000306,90.23899467900083,0.006429988466604152,0.0006872589690950466,0.1939038727213027,0.02433486056364075,,
25,,,,,412128,451488,39360,432658,432658,432658.0,0.10487513989210129,0.001,0.27445649946558065,-0.08091742815128689,0.000471510798951354,0.010317068169350588,38.55081757903099,0.37527887162044987,1e-06,1.4836409091949463,3.0,-3.0,0.0078125,1.0,0.0,1.4758284091949463,3.0,-3.0,0.0,0.0,0.0,1.491479516029358,6.080962181091309,-3.0349063873291016,-0.015475714579224586,0.4078320264816284,1.732051134109497,-1.7320514917373657,-0.015475714579224586,1.732051134109497,-1.7320514917373657,89.580078125,1024.0,1.0,0.00732421875,755.455078125,2048.0,399.0,0.001953125,34.13788870600001,10.873028800000611,1.2545359029991232,41.666946833998736,88.01766658999986,0.006282692565490879,0.0007249004427279302,0.1860781026163742,0.024076144919311985,,
26,,,,,416850,459763,42913,437391,437392,437391.5,0.11540114134550095,0.001,0.3684974504185134,-0.019865618087351322,0.0024388909925995715,0.006416286893062503,54.13233298063278,0.3816045185103286,1e-06,1.5858262777328491,3.0,-3.0,0.017578125,1.0,0.0,1.5682481527328491,3.0,-3.0,0.0,0.0,0.0,1.5893317461013794,7.054157257080078,-3.027712821960449,-0.028700033202767372,0.4431268870830536,1.7320514917373657,-1.7320514917373657,-0.028700033202767372,1.7320514917373657,-1.7320514917373657,86.3583984375,1024.0,1.0,0.005859375,767.921875,2048.0,419.0,0.001953125,36.21342192599877,11.133828434998577,1.2191205180006364,41.45321992500067,90.10735491500054,0.006363765891083032,0.000696813105650565,0.20475524378328172,0.023693430213550484,,
27,,,,,411253,458758,47505,425149,425149,425149.0,0.10900688171386719,0.001,0.19429434887294111,0.022572882134258617,0.0005008974594288859,-9.297854009266051e-05,20.662250518798828,0.36933837860053065,1e-06,1.8035868406295776,3.0,-3.0,0.00927734375,1.0,0.0,1.7943094968795776,3.0,-3.0,0.0,0.0,0.0,1.8092825412750244,6.7332763671875,-3.0254650115966797,-0.025408858433365822,0.3935229778289795,1.732050895690918,-1.7320513725280762,-0.025408858433365822,1.732050895690918,-1.7320513725280762,77.88671875,1024.0,1.0,0.00537109375,752.482421875,2048.0,393.0,0.0078125,34.881383675001416,10.890030518999993,1.190601353000602,41.56480048799858,88.62846080100098,0.006403655259097395,0.0007001082873302079,0.21867560857491233,0.02444131380292473,,
28,,,,,437144,445511,8367,441615,441616,441615.5,0.11092634499073029,0.001,0.17411191119202252,0.03166135284921218,0.0005277537877253931,9.002695210726634e-05,7.161836385726929,0.37699888045011265,1e-06,1.812367558479309,3.0,-3.0,0.0146484375,1.0,0.0,1.797719120979309,3.0,-3.0,0.0,0.0,0.0,1.8129156827926636,9.078113555908203,-3.026639938354492,-0.0014696272555738688,0.3892001509666443,1.7320510149002075,-1.7320517301559448,-0.0014696272555738688,1.7320510149002075,-1.7320517301559448,77.9267578125,1024.0,1.0,0.00244140625,784.603515625,2048.0,425.0,0.00390625,40.61567123600071,11.150193725999998,1.1481478580008115,42.38329759999942,95.3875221319995,0.006312161668917869,0.0006499703124102367,0.2544937230472368,0.023993325415434592,,
29,,,,,421945,440930,18985,432485,432485,432485.0,0.09970676898956299,0.001,0.21828889332968612,-0.010584599266214103,0.00216951872952732,0.005049892531744639,60.59641885757446,0.3733329864025872,1e-06,1.6548027992248535,3.0,-3.0,0.02099609375,1.0,0.0,1.6338067054748535,3.0,-3.0,0.0,0.0,0.0,1.673898696899414,12.573774337768555,-3.023735284805298,-0.009455380029976368,0.38361719250679016,1.732051134109497,-1.7320525646209717,-0.009455380029976368,1.732051134109497,-1.7320525646209717,79.5078125,1024.0,1.0,0.00634765625,765.189453125,2048.0,399.0,0.0078125,35.83673027400073,10.866794853000101,1.4507734359995084,41.87190845199984,90.12461020099909,0.0062816021671272424,0.0008386264471597329,0.22008407606613398,0.02420425474409508,,
30,1.7856573648750782,0.0375,1.7481573648750781,0.0,412075,468197,56122,436793,436793,436793.0,0.09837482124567032,0.001,0.2618141454954942,0.03228601034109791,0.004412910831160843,-0.005017163212839174,18.272031635046005,0.3740086205540588,1e-06,1.633919596672058,3.0,-3.0,0.01904296875,1.0,0.0,1.614876627922058,3.0,-3.0,0.0,0.0,0.0,1.6531869173049927,9.616228103637695,-3.032452344894409,-0.0005137157277204096,0.362403005361557,1.7320536375045776,-1.7320513725280762,-0.0005137157277204096,1.7320536375045776,-1.7320513725280762,78.412109375,1024.0,1.0,0.00439453125,774.69921875,2048.0,420.0,0.0078125,36.76609243400162,11.088416344000507,1.298337583999455,42.25278811200042,113.31011635100003,0.006346493844910808,0.000743108053471241,0.22894669859517286,0.024183530935706625,7.859332033000101,13.872748329000387
31,,,,,428646,439391,10745,432592,432593,432592.75,0.09092361479997635,0.001,0.28420110465958714,-0.05785577025796686,0.004272786515814785,0.006461244369542588,24.16081202030182,0.38310555292084264,1e-06,1.6943265199661255,3.0,-3.0,0.0185546875,1.0,0.0,1.6757718324661255,3.0,-3.0,0.0,0.0,0.0,1.725886344909668,12.627685546875,-3.0174813270568848,0.0033143707551062107,0.3652607500553131,1.7320520877838135,-1.7320513725280762,0.0033143707551062107,1.7320520877838135,-1.7320513725280762,77.72802734375,1024.0,1.0,0.00634765625,767.1796875,2048.0,413.0,0.0078125,37.73723122499905,11.223282618000667,1.2189072250002937,40.84483870499935,91.11585783199916,0.0064860556597404065,0.0007044195868980083,0.2370622678045258,0.023604671313261345,,
32,,,,,430880,451222,20342,439738,439739,439738.25,0.11938042938709259,0.001,0.3054251017048955,-0.01758206613982717,0.000516928683888788,-0.016385768300945833,2.154297560453415,0.3869586543692477,1e-06,1.711559534072876,3.0,-3.0,0.02783203125,1.0,0.0,1.683727502822876,3.0,-3.0,0.0,0.0,0.0,1.7202670574188232,11.14516830444336,-3.025881290435791,0.0010633096098899841,0.4181731939315796,1.7320520877838135,-1.7320524454116821,0.0010633096098899841,1.7320520877838135,-1.7320524454116821,80.02197265625,1024.0,1.0,0.00341796875,778.841796875,2048.0,393.0,0.005859375,35.01773409599991,11.262154366000686,1.325860618999286,41.17567051400147,88.87434998199933,0.006402760259086335,0.000753778309596269,0.21367260027458226,0.023409193147287885,,
33,,,,,420114,459276,39162,437897,437898,437897.5,0.10402949154376984,0.001,0.2963313714697443,-0.06831318653863051,0.0005753049827662522,-0.01100352327043295,48.47502022981644,0.390608034287333,1e-06,1.7512978315353394,3.0,-3.0,0.02392578125,1.0,0.0,1.7273720502853394,3.0,-3.0,0.0,0.0,0.0,1.769052267074585,11.750532150268555,-3.022507905960083,-0.01860511675477028,0.4146764576435089,1.732050895690918,-1.7320518493652344,-0.01860511675477028,1.732050895690918,-1.7320518493652344,82.1318359375,1024.0,1.0,0.0048828125,773.13671875,2048.0,399.0,0.001953125,46.694948268999724,11.139898154000548,1.3090476260003925,40.57802357200126,99.83713954799896,0.006359877684846652,0.0007473481956396145,0.2776057231549393,0.02316639371770863,,
