step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
34,,,,,414164,435802,21638,424775,424776,424775.25,0.09772887825965881,0.001,0.17716805789885776,-0.05702585397687342,0.00032329393018569263,0.0003029335084647755,20.70628136396408,0.3892728881580161,1e-06,1.6713919639587402,3.0,-3.0,0.0146484375,1.0,0.0,1.6567435264587402,3.0,-3.0,0.0,0.0,0.0,1.6885285377502441,10.727530479431152,-3.022568941116333,-0.005109335761517286,0.32180255651474,1.7320514917373657,-1.7320512533187866,-0.005109335761517286,1.7320514917373657,-1.7320512533187866,83.03369140625,1024.0,1.0,0.0048828125,746.60546875,2048.0,389.0,0.001953125,34.06726830199841,10.971972355999242,1.3973826300007204,39.43708136399982,86.01062332100082,0.006457516272428326,0.000822424699885834,0.20033323906075406,0.02321055744420127,,
35,,,,,403814,436864,33050,425653,425654,425653.5,0.10974312573671341,0.001,0.2672109762871904,-0.004900000349152833,0.016004505654564127,0.023424504061300207,24.152934789657593,0.3878450145744306,1e-06,1.7862238883972168,3.0,-3.0,0.0224609375,1.0,0.0,1.7637629508972168,3.0,-3.0,0.0,0.0,0.0,1.8026920557022095,10.727943420410156,-3.0200066566467285,-0.012072401121258736,0.3374064266681671,1.7320520877838135,-1.7320525646209717,-0.012072401121258736,1.7320520877838135,-1.7320525646209717,76.1455078125,1024.0,1.0,0.00439453125,755.208984375,2048.0,407.0,0.00390625,33.08604415299851,11.562049795000348,1.6658654079983535,39.70050845100013,86.11957925500064,0.006790763963529225,0.0009784163691819482,0.21216346782218531,0.023317386354746367,,
36,,,,,420623,445947,25324,433242,433243,433242.25,0.13491423428058624,0.001,0.23657055984118155,0.025419131233190586,0.0005042561502445356,0.008004852251328234,2.1297793686389923,0.37979857344513673,1e-06,1.7198292016983032,3.0,-3.0,0.033203125,1.0,0.0,1.6866260766983032,3.0,-3.0,0.0,0.0,0.0,1.7250046730041504,11.754579544067383,-3.030118942260742,-0.005294570699334145,0.36761927604675293,1.7320513725280762,-1.7320514917373657,-0.005294570699334145,1.7320513725280762,-1.7320514917373657,73.18994140625,1024.0,1.0,0.001953125,772.986328125,2048.0,399.0,0.00390625,34.29370836599992,11.05660965000061,1.2216239389999828,41.268805855999744,87.95466706600018,0.006380154318975475,0.0007049312128491524,0.22878792449280433,0.023813931960698514,,
37,,,,,393499,450332,56833,418233,418234,418233.75,0.10358584672212601,0.001,0.23070255406843176,-0.022922680697179044,0.0003372741509871236,-0.002348110391251574,36.43946409225464,0.373481725320508,1e-06,1.7310571670532227,3.0,-3.0,0.02587890625,1.0,0.0,1.7051782608032227,3.0,-3.0,0.0,0.0,0.0,1.7564408779144287,13.168838500976562,-3.028221607208252,-0.02814619056880474,0.33669963479042053,1.732051134109497,-1.7320520877838135,-0.02814619056880474,1.732051134109497,-1.7320520877838135,82.92919921875,1024.0,1.0,0.005859375,733.93359375,2048.0,414.0,0.001953125,38.35593492500084,11.236647660000017,1.9693600959999458,40.44448922400079,92.11443962500016,0.006716726985806392,0.0011771886510832433,0.22583702756728924,0.02417576846918786,,
38,,,,,425756,459939,34183,438150,438151,438150.25,0.10517647862434387,0.001,0.18846420366317035,0.009154799859970808,0.0004693116624063502,6.0158392287235074e-05,32.39456406235695,0.37751144525068764,1e-06,1.7429167032241821,3.0,-3.0,0.02783203125,1.0,0.0,1.7150846719741821,3.0,-3.0,0.0,0.0,0.0,1.7581703662872314,13.477657318115234,-3.020042896270752,-0.026556849479675293,0.360228031873703,1.732050895690918,-1.7320526838302612,-0.026556849479675293,1.732050895690918,-1.7320526838302612,81.23095703125,1024.0,3.0,0.00341796875,774.53125,2048.0,399.0,0.01171875,35.213599812999746,11.617841945999317,1.4081630239998049,42.03084615399894,90.38342692200058,0.006628914365562565,0.0008034703985675034,0.21166980129357088,0.02398198229602684,,
39,,,,,405214,462392,57178,433840,433840,433840.0,0.0513230636715889,0.001,0.28149263939723884,-0.04591098835627581,0.00026468434652056675,0.021476237393252287,14.840667724609375,0.37269680038128733,1e-06,1.790627121925354,3.0,-3.0,0.03271484375,1.0,0.0,1.757912278175354,3.0,-3.0,0.0,0.0,0.0,1.86427903175354,14.249589920043945,-3.030790090560913,-0.006500649731606245,0.2566085159778595,1.7320520877838135,-1.7320516109466553,-0.006500649731606245,1.7320520877838135,-1.7320516109466553,79.33984375,1024.0,1.0,0.0087890625,768.00390625,2048.0,422.0,0.005859375,35.01041969299877,10.85321241299971,1.3186823110008845,42.10227437499998,89.40207127699978,0.006254156148003705,0.0007598897698465358,0.21546464780783053,0.024261406494905945,,
40,1.8555474750697614,0.0625,1.7930474750697614,0.0,415423,465195,49772,435439,435439,435439.0,0.019638927653431892,0.001,0.39372440067858533,0.05795857347226862,0.01979784174934672,0.03335396777427001,43.69450044631958,0.37509373114120126,1e-06,1.7250972986221313,3.0,-3.0,0.02685546875,1.0,0.0,1.6982418298721313,3.0,-3.0,0.0,0.0,0.0,1.8291441202163696,16.377506256103516,-3.0393731594085693,-0.014147448353469372,0.34192711114883423,1.732051134109497,-1.7320512533187866,-0.014147448353469372,1.732051134109497,-1.7320512533187866,81.83984375,1024.0,7.0,0.009765625,768.626953125,2048.0,413.0,0.00390625,33.340694410999276,10.961441961999299,1.8177198999983375,42.03259909299959,110.85796635000042,0.00629332809073102,0.0010436133993500453,0.19892066256383512,0.024132311927158333,8.969760355999824,13.642645001000346
41,,,,,433118,455389,22271,444988,444989,444988.5,0.05008745938539505,0.001,0.3317039219726776,0.0282126703411983,0.007920596134399289,0.013025247535740069,34.26216769218445,0.38488609494217524,1e-06,1.7549391984939575,3.0,-3.0,0.03564453125,1.0,0.0,1.719294786453247,3.0,-3.0,0.0,0.0,0.0,1.8233387470245361,18.83051109313965,-3.026792526245117,-0.013893271796405315,0.360341340303421,1.7320513725280762,-1.7320513725280762,-0.013893271796405315,1.7320513725280762,-1.7320513725280762,84.1455078125,1024.0,1.0,0.0068359375,784.97265625,2048.0,393.0,0.00390625,39.150223051001376,11.18480158300008,1.373062659000425,41.88682184599929,93.70352019600068,0.006283758784215817,0.0007714034514377478,0.2271817040039539,0.02353253052944025,,
42,,,,,410921,450063,39142,431237,431238,431237.5,0.09981615841388702,0.001,0.243741685139208,-0.033900913260555984,0.0043914472957238045,0.005411307744186067,16.763920456171036,0.3774058256064304,1e-06,1.7769997119903564,4.0,-3.0,0.03173828125,1.0,0.0,1.7452614307403564,3.0,-3.0,0.0,0.0,0.0,1.808227777481079,19.17619514465332,-3.02020001411438,-0.0011247852817177773,0.26440995931625366,1.732053279876709,-1.7320514917373657,-0.0011247852817177773,1.732053279876709,-1.7320514917373657,76.2275390625,1024.0,1.0,0.0029296875,766.033203125,2048.0,407.0,0.001953125,32.549509899999975,10.849626391000129,1.280860732000292,41.304243184998995,86.08473535300072,0.006289820801182718,0.0007425494837533216,0.20849834031541037,0.02394518286616945,,
43,,,,,407184,436856,29672,423694,423694,423694.0,0.0818929672241211,0.001,0.3570376854789044,0.1347652191761881,0.03451300000389373,0.0572682238838362,32.77563950419426,0.3836902409851343,1e-06,1.8250850439071655,3.0,-3.0,0.029296875,1.0,0.0,1.7957881689071655,3.0,-3.0,0.0,0.0,0.0,1.8769941329956055,19.478364944458008,-3.0290515422821045,-0.049706827849149704,0.3404463529586792,1.732051134109497,-1.7320514917373657,-0.049706827849149704,1.732051134109497,-1.7320514917373657,76.306640625,1024.0,15.0,0.005859375,751.220703125,2048.0,389.0,0.00390625,36.98775189800108,10.847607268999127,1.188571579001291,39.91871214099956,89.07359720100067,0.006400614163169131,0.0007013148516389723,0.23668222822443036,0.023553975357805138,,
44,,,,,417597,456536,38939,435741,435742,435741.25,0.07271859049797058,0.001,0.21108778913815815,-0.01200013665560012,0.0004447369195986539,0.0003011460947997572,23.44700002670288,0.38543064932550797,1e-06,1.821843147277832,4.0,-3.0,0.03271484375,1.0,0.0,1.789128303527832,3.0,-3.0,0.0,0.0,0.0,1.8813973665237427,20.742305755615234,-3.026186466217041,-0.011501481756567955,0.3028968274593353,1.7320513725280762,-1.732053279876709,-0.011501481756567955,1.7320513725280762,-1.732053279876709,80.49462890625,1024.0,1.0,0.005859375,770.5625,2048.0,399.0,0.0078125,46.34038425300059,11.049182565999217,1.3094368130005023,40.915925908000645,99.70423221300007,0.00633930260561699,0.0007512697116697709,0.28110124931302793,0.023474898180973598,,
45,,,,,423550,437921,14371,433066,433067,433066.75,0.02481026202440262,0.001,0.2577220472906317,0.02750616968426454,0.028769936343970976,0.06851155551290893,11.349052667617798,0.38857499372630844,1e-06,1.8007586002349854,3.0,-3.0,0.03173828125,1.0,0.0,1.7690203189849854,3.0,-3.0,0.0,0.0,0.0,1.9051470756530762,21.77069664001465,-3.031832695007324,-0.023567121475934982,0.34008437395095825,1.732051134109497,-1.7320526838302612,-0.023567121475934982,1.732051134109497,-1.7320526838302612,78.64990234375,1024.0,1.0,0.0068359375,767.18359375,2048.0,416.0,0.00390625,32.60439394599962,10.899022252000577,1.3553976089988282,40.37761506099923,85.58819365899944,0.006291768100414415,0.0007824415110365944,0.20241746978736377,0.02330911750959825,,
46,,,,,408859,447485,38626,429941,429942,429941.5,0.012663353234529495,0.001,0.2810802940150787,0.08899121289944341,0.012044667089679119,-0.015424438361182622,71.44907420873642,0.371139575315511,1e-06,1.7193063497543335,3.0,-3.0,0.033203125,1.0,0.0,1.6861032247543335,3.0,-3.0,0.0,0.0,0.0,1.8366737365722656,23.359172821044922,-3.0292234420776367,-0.037156231701374054,0.3520386219024658,1.7320512533187866,-1.732053279876709,-0.037156231701374054,1.7320512533187866,-1.732053279876709,84.7041015625,1024.0,1.0,0.0078125,755.025390625,2048.0,393.0,0.001953125,33.697781999000654,11.170780164000462,1.1900962439995055,41.85515389500142,88.02304387600088,0.0064955233235221895,0.0006920105665535343,0.1942526372770597,0.024337702858994434,,
47,,,,,414151,453275,39124,434022,434023,434022.75,-0.008334973827004433,0.001,0.3240936070937535,0.03777572300670476,0.00017133380631627194,0.13816259447029833,43.77741661667824,0.3801621198538828,1e-06,1.827712893486023,3.0,-3.0,0.0400390625,1.0,0.0,1.787673830986023,3.0,-3.0,0.0,0.0,0.0,1.9606306552886963,22.46481704711914,-3.0288503170013428,-0.010172964073717594,0.2946779131889343,1.7320514917373657,-1.732051134109497,-0.010172964073717594,1.7320514917373657,-1.732051134109497,83.34521484375,1024.0,1.0,0.00830078125,764.35546875,2048.0,399.0,0.00390625,33.916192192999006,10.923620382998706,1.2728219400014495,41.2800111079996,87.51763828399999,0.006292078228041448,0.0007331539302959635,0.1986993584488872,0.023777561837484095,,
48,,,,,427215,469320,42105,443711,443711,443711.0,-0.015689339488744736,0.001,0.3182559590165814,0.08941915789619088,0.019898018966584156,-0.04950399838174538,212.47740894556046,0.39008450038881765,1e-06,1.634905457496643,4.0,-3.0,0.0263671875,1.0,0.0,1.608538269996643,3.0,-3.0,0.0,0.0,0.0,1.786543369293213,23.53485679626465,-3.040125846862793,-0.01709306240081787,0.30412229895591736,1.732050895690918,-1.7320514917373657,-0.01709306240081787,1.732050895690918,-1.7320514917373657,85.2734375,1024.0,1.0,0.00927734375,781.349609375,2048.0,416.0,0.001953125,33.47278611399997,11.565440761998616,1.179071265998573,41.18076421800106,87.5329458870001,0.006516313975762724,0.0006643238876197418,0.191667350629867,0.023202469748327775,,
49,,,,,417465,469828,52363,440315,440316,440315.75,-0.04560958594083786,0.001,0.3353622337182363,0.07610054168229302,0.0069083144859177995,0.03432254839713096,38.22693654894829,0.3803370078041372,1e-06,1.863776683807373,3.0,-3.0,0.03662109375,1.0,0.0,1.827155590057373,3.0,-3.0,0.0,0.0,0.0,2.0360655784606934,23.783832550048828,-3.0246098041534424,-0.0033384356647729874,0.25913193821907043,1.7320528030395508,-1.7320513725280762,-0.0033384356647729874,1.7320528030395508,-1.7320513725280762,87.06005859375,1024.0,1.0,0.01123046875,772.931640625,2048.0,425.0,0.0078125,33.846783625998796,11.642826921999585,1.3032964949998131,41.91997442699903,88.81046814800175,0.006610498785246488,0.0007399783536018262,0.18983159538751646,0.02380108730325853,,
50,1.8463808074593544,0.0625,1.7838808074593544,0.0,419751,441058,21307,434659,434660,434659.25,-0.10677098482847214,0.001,0.25058370485002623,-0.0016973194734450302,0.00027061330158552473,0.01656316042883567,47.52397918701172,0.37396125886610526,1e-06,1.7851312160491943,3.0,-3.0,0.02978515625,1.0,0.0,1.7553460597991943,3.0,-3.0,0.0,0.0,0.0,2.0264241695404053,26.251155853271484,-3.0584001541137695,-0.016286110505461693,0.2446763664484024,1.732051134109497,-1.7320513725280762,-0.016286110505461693,1.732051134109497,-1.7320513725280762,84.51416015625,1024.0,1.0,0.01318359375,764.4296875,2048.0,402.0,0.005859375,35.29928749300052,11.058352054000352,1.2676706049987843,42.013296226999955,110.37297370399938,0.0063603570233466515,0.0007291174667275483,0.20394192155877472,0.024164501403685736,7.267620901000555,13.341455899999346
51,,,,,420187,445890,25703,433587,433588,433587.25,-0.08987359702587128,0.001,0.2508925339539668,0.06820882306367691,0.013189678488873011,0.0568021077272728,212.2989022731781,0.3771638256371049,1e-06,1.7995809316635132,3.0,-3.0,0.03271484375,1.0,0.0,1.7668659687042236,3.0,-3.0,0.0,0.0,0.0,2.022512197494507,27.664087295532227,-3.0380454063415527,-0.014240330085158348,0.25783178210258484,1.7320510149002075,-1.7320517301559448,-0.014240330085158348,1.7320510149002075,-1.7320517301559448,84.95751953125,1024.0,1.0,0.01123046875,761.892578125,2048.0,393.0,0.00390625,32.93569869900057,10.86147734699989,1.196634444000665,41.57303675900039,86.66967876499984,0.00626256730738732,0.0006899617343456623,0.18929323995218525,0.02397039855242537,,
52,,,,,421007,437882,16875,429681,429682,429681.75,-0.2137793004512787,0.001,0.41448113661525504,-0.049282914925632734,0.007765795226857465,-0.13426796879619068,31.07311876118183,0.3785333231143521,1e-06,1.8626031875610352,3.0,-3.0,0.03125,1.0,0.0,1.8313531875610352,3.0,-3.0,0.0,0.0,0.0,2.216320514678955,30.735416412353516,-3.0291941165924072,0.01327488198876381,0.23664049804210663,1.7320528030395508,-1.7320513725280762,0.01327488198876381,1.7320528030395508,-1.7320513725280762,84.95263671875,1024.0,1.0,0.01513671875,754.26953125,2048.0,407.0,0.00390625,33.07089343900043,11.027966436999122,1.84291194600155,41.08871704500052,87.1281513490012,0.006416357244052792,0.0010722540263820549,0.19008117712075565,0.02390648255656688,,
53,,,,,424534,456516,31982,446432,446432,446432.0,-0.10178665816783905,0.001,0.4379025895388857,0.03804769809357822,0.000659659840992742,-0.12286445286055471,320.09831047058105,0.373755886648407,1e-06,1.818812608718872,3.0,-3.0,0.03857421875,1.0,0.0,1.780238389968872,3.0,-3.0,0.0,0.0,0.0,2.0589706897735596,25.960567474365234,-3.024484872817993,-0.004739506635814905,0.2483081817626953,1.732051134109497,-1.7320514917373657,-0.004739506635814905,1.732051134109497,-1.7320514917373657,84.591796875,1024.0,1.0,0.01318359375,787.345703125,2048.0,399.0,0.0078125,35.42636290700102,11.180246678999538,1.278909869999552,43.30485855100051,91.29456687199854,0.006260890056604107,0.0007161840269064225,0.20448825302464166,0.024250534544454982,,
54,,,,,422252,447516,25264,434843,434844,434843.25,-0.024455226957798004,0.001,0.3781442928748826,-0.024959656689316035,0.0073855618131347,0.027236840663681504,22.776782631874084,0.3693093065852435,1e-06,1.7717394828796387,3.0,-3.0,0.04150390625,1.0,0.0,1.7302355766296387,3.0,-3.0,0.0,0.0,0.0,1.9415286779403687,23.939590454101562,-3.0269455909729004,0.002023426815867424,0.22772231698036194,1.7320514917373657,-1.732050895690918,0.002023426815867424,1.7320514917373657,-1.732050895690918,85.99267578125,1024.0,1.0,0.01025390625,763.310546875,2048.0,389.0,0.001953125,36.42068089500026,11.036969557999328,1.2187268280013086,42.57928938999976,91.35838877099923,0.0063453724750236595,0.0007006702001245901,0.2068029100350358,0.024479677096286855,,
55,,,,,416879,450779,33900,432990,432991,432990.25,-0.03801663964986801,0.001,0.46161988512452307,0.14266563020646572,0.015849680268478675,0.05786979261612377,347.231463432312,0.37385686230929255,1e-06,1.7305644750595093,4.0,-3.0,0.033203125,1.0,0.0,1.6973613500595093,3.0,-3.0,0.0,0.0,0.0,1.9079701900482178,27.60529899597168,-3.0304410457611084,-0.01822049543261528,0.39830464124679565,1.732051134109497,-1.7320512533187866,-0.01822049543261528,1.732051134109497,-1.7320512533187866,84.01220703125,1024.0,1.0,0.01025390625,761.671875,2048.0,418.0,0.005859375,35.557986465000795,10.806363626001257,1.2180148589995952,41.87697710700013,89.56309160399906,0.006239380462955723,0.0007032576709288461,0.20666399196197072,0.02417893769374722,,
56,,,,,427027,447811,20784,437659,437660,437659.5,0.0054009100422263145,0.001,0.3224530837809046,0.04869879122513036,0.00020998877783616384,0.004421752593710456,98.45350819826126,0.36633623834978496,1e-06,1.8990617990493774,4.0,-3.0,0.04052734375,1.0,0.0,1.8585344552993774,3.0,-3.0,0.0,0.0,0.0,2.016584634780884,25.04950523376465,-3.0212366580963135,-0.015905113890767097,0.28972771763801575,1.732050895690918,-1.732050895690918,-0.015905113890767097,1.732050895690918,-1.732050895690918,86.4619140625,1024.0,1.0,0.0078125,768.341796875,2048.0,413.0,0.001953125,34.70938244299941,11.233460527999341,1.5842402530015534,43.281646852999984,90.9234078540012,0.006416780926724624,0.000904950225575792,0.19601625559370328,0.024723356200996426,,
57,,,,,407747,458466,50719,434940,434941,434940.75,-0.07312866300344467,0.001,0.5015911994309261,0.01843170138429208,0.016899019727635935,-0.01751210449407969,95.90274429321289,0.38648700174629314,1e-06,1.7557120323181152,3.0,-3.0,0.03173828125,1.0,0.0,1.7239737510681152,3.0,-3.0,0.0,0.0,0.0,1.9680845737457275,26.253978729248047,-3.026590347290039,0.0019732769578695297,0.2940460741519928,1.732050895690918,-1.7320512533187866,0.0019732769578695297,1.732050895690918,-1.7320512533187866,88.90771484375,1024.0,16.0,0.01318359375,760.5859375,2048.0,407.0,0.005859375,33.635340766999434,10.867373122000572,1.267435605999708,40.71786734200032,86.59264636599983,0.006246467548741163,0.0007285104959696856,0.18472532178731366,0.023404261006815478,,
58,,,,,429469,450598,21129,436934,436935,436934.5,-0.13016292452812195,0.001,0.5397069856524468,-0.023044802279522023,0.0007352939302412172,0.03626257024673881,20.38867747783661,0.3882304390803191,1e-06,1.8504801988601685,4.0,-3.0,0.0400390625,1.0,0.0,1.8104411363601685,3.0,-3.0,0.0,0.0,0.0,2.1064326763153076,28.075191497802734,-3.0473310947418213,-0.0016675941878929734,0.21334904432296753,1.7320513725280762,-1.7320518493652344,-0.0016675941878929734,1.7320513725280762,-1.7320518493652344,85.9072265625,1024.0,1.0,0.01220703125,767.48046875,2048.0,413.0,0.00390625,33.852296813000066,11.430191840998305,1.2089216370004578,40.69425716600017,87.32908862000113,0.006539991601142908,0.0006917064439867176,0.19241037645647938,0.023283957415814138,,
59,,,,,422602,454752,32150,440290,440291,440290.5,-0.14152729511260986,0.001,0.5124093036167323,-0.032879375111466894,0.034754920449146694,-0.08759581423943624,541.4601690471172,0.3913996317877622,1e-06,1.8277052640914917,3.0,-3.0,0.03955078125,1.0,0.0,1.7881544828414917,3.0,-3.0,0.0,0.0,0.0,2.100229024887085,28.543081283569336,-3.025480270385742,0.017964962869882584,0.2595018148422241,1.732051968574524,-1.7320526838302612,0.017964962869882584,1.732051968574524,-1.7320526838302612,91.8466796875,1024.0,1.0,0.01611328125,768.095703125,2048.0,389.0,0.0078125,36.02109829499932,11.137466107000364,1.3207706890007103,40.743439634001334,89.32478910699865,0.0063239305112195035,0.0007499427588153221,0.1914976889932022,0.02313440764336349,,
60,1.8176308065652846,0.0625,1.7551308065652846,0.0,429202,450296,21094,439616,439617,439616.5,-0.07239419221878052,0.001,0.3690150409679988,-0.02900312111737078,0.00023774786727856202,-0.08843470647178915,188.06919872760773,0.387228886562861,1e-06,1.829452395439148,3.0,-3.0,0.03759765625,1.0,0.0,1.791854739189148,3.0,-3.0,0.0,0.0,0.0,2.0349364280700684,23.817176818847656,-3.0258231163024902,-0.011212502606213093,0.282470166683197,1.7320512533187866,-1.7320513725280762,-0.011212502606213093,1.7320512533187866,-1.7320513725280762,90.8505859375,1024.0,7.0,0.01318359375,767.775390625,2048.0,393.0,0.00390625,35.256905967999046,11.190138370999193,1.4147981790010817,41.12965848299973,112.92287634700006,0.006363579603472114,0.0008045638522445596,0.18949009452762544,0.023389510222546088,9.717568312000367,14.096552847999192
61,,,,,426619,452241,25622,444132,444133,444132.5,-0.1768171191215515,0.001,0.7113988752765902,0.024340528561251944,0.00019773069452012665,-0.17485332765851314,63.95406684279442,0.3860155746579277,1e-06,1.780180811882019,3.0,-3.0,0.04296875,1.0,0.0,1.737212061882019,3.0,-3.0,0.0,0.0,0.0,2.094663619995117,23.643543243408203,-3.0256152153015137,-0.0038424201775342226,0.16510716080665588,1.732050895690918,-1.7320523262023926,-0.0038424201775342226,1.732050895690918,-1.7320523262023926,95.3115234375,1024.0,1.0,0.02001953125,772.134765625,2048.0,420.0,0.00390625,35.36349328200049,11.141037949999372,1.2318245979986386,41.67635780600176,89.52663864500028,0.006271235470270343,0.0006933880080824071,0.18116729311775986,0.023459416844073426,,
62,,,,,438175,457393,19218,448468,448469,448468.5,-0.17176005244255066,0.001,0.6524124743356821,-0.007610807856244426,0.009321862971597922,0.06901118203706809,39.27689239382744,0.37224325151797333,1e-06,1.8481922149658203,3.0,-3.0,0.05419921875,1.0,0.0,1.7939929962158203,3.0,-3.0,0.0,0.0,0.0,2.1489531993865967,21.51019859313965,-3.0344667434692383,-0.0003680399968288839,0.19878217577934265,1.7320523262023926,-1.7320513725280762,-0.0003680399968288839,1.7320523262023926,-1.7320513725280762,103.6279296875,1024.0,16.0,0.0224609375,772.287109375,2048.0,399.0,0.00390625,34.35473574899879,11.205546621000394,1.3023927690010169,43.66587383499791,90.62847386700014,0.006246562813776438,0.000726022434686615,0.16187502119869382,0.02434166158548366,,
63,,,,,422459,450755,28296,433049,433049,433049.0,-0.07040609419345856,0.001,0.5878773839878184,0.010266232225278924,0.00673989098556506,0.01020487457157872,75.94746780395508,0.3776913616445883,1e-06,1.893523097038269,3.0,-3.0,0.025390625,1.0,0.0,1.868132472038269,3.0,-3.0,0.0,0.0,0.0,2.098679304122925,24.479400634765625,-3.02459454536438,0.002120041288435459,0.2342240810394287,1.7320512533187866,-1.7320526838302612,0.002120041288435459,1.7320512533187866,-1.7320526838302612,86.77734375,1024.0,11.0,0.013671875,759.021484375,2048.0,416.0,0.005859375,30.84367638600088,11.520106723997742,1.3091250780016708,41.485545761999674,85.27904924900213,0.0066505792208259,0.0007557603631469365,0.173552084098587,0.02394968338571367,,
64,,,,,425437,450746,25309,434202,434202,434202.0,-0.06886172294616699,0.001,0.5301277959911987,-0.029602488936406785,0.04324790507209776,-0.03892924734878009,24.506936967372894,0.3807357654230646,1e-06,1.9629095792770386,3.0,-3.0,0.0439453125,1.0,0.0,1.9189642667770386,3.0,-3.0,0.0,0.0,0.0,2.167335033416748,23.229917526245117,-3.0262999534606934,0.004406740423291922,0.2826293408870697,1.732050895690918,-1.7320517301559448,0.004406740423291922,1.732050895690918,-1.7320517301559448,89.544921875,1024.0,1.0,0.013671875,758.505859375,2048.0,399.0,0.005859375,32.938648112998635,10.87563936099832,1.2690639489992463,41.238592426998366,86.42521801299881,0.006261854713358253,0.0007306875308032012,0.17961179637161992,0.02374389824724343,,
65,,,,,431876,448099,16223,439843,439844,439843.5,-0.0642310306429863,0.001,0.4436775666886362,0.01148437138582612,0.00021747565338516543,-0.0766404946590573,150.36198437213898,0.37401550207750933,1e-06,1.7759240865707397,4.0,-3.0,0.0546875,1.0,0.0,1.7212365865707397,3.0,-3.0,0.0,0.0,0.0,1.9716050624847412,18.507633209228516,-3.0372753143310547,-0.009173020720481873,0.21683508157730103,1.732050895690918,-1.7320514917373657,-0.009173020720481873,1.732050895690918,-1.7320514917373657,95.0888671875,1024.0,1.0,0.01513671875,763.98046875,2048.0,414.0,0.00390625,31.623030922000908,11.126987140996789,1.3317512489993533,42.53538450700216,86.70941068600223,0.006324401259196049,0.0007569460779796412,0.1623842361791545,0.02417643122326587,,
66,,,,,439918,448374,8456,444724,444725,444724.75,-0.038330238312482834,0.001,0.46166287374993165,0.04637300223112106,0.004493107982367898,-0.000558789781644009,72.15830999612808,0.38620523274542606,1e-06,1.768837809562683,4.0,-3.0,0.05859375,1.0,0.0,1.710244059562683,3.0,-3.0,0.0,0.0,0.0,1.9404561519622803,19.95665168762207,-3.028181314468384,-0.027847295626997948,0.3019544780254364,1.732050895690918,-1.7320523262023926,-0.027847295626997948,1.732050895690918,-1.7320523262023926,89.82763671875,1024.0,1.0,0.0146484375,778.775390625,2048.0,416.0,0.00390625,36.85826480799733,11.195212973998423,1.534893172000011,41.70392460899893,91.38968761500291,0.006293338168158183,0.0008628332311165564,0.20035258936655667,0.023443671961701554,,
67,,,,,420090,444349,24259,431653,431654,431653.25,-0.020847365260124207,0.001,0.4360680057635081,0.013913529025840348,0.025151732028461993,0.024112450473004518,47.77194166183472,0.38185994858131217,1e-06,1.87631094455719,3.0,-3.0,0.07666015625,1.0,0.0,1.79965078830719,3.0,-3.0,0.0,0.0,0.0,2.027442455291748,21.02389144897461,-3.038306713104248,-0.026394100859761238,0.29934045672416687,1.7320512533187866,-1.7320526838302612,-0.026394100859761238,1.7320512533187866,-1.7320526838302612,88.08251953125,1024.0,16.0,0.0126953125,754.990234375,2048.0,399.0,0.001953125,33.950199868999334,10.817945967999549,1.1901562540006125,40.868903678001516,86.91177342899755,0.006265414408439847,0.0006893011080077658,0.18820131528939224,0.023669984923084395,,
68,,,,,425986,431296,5310,428496,428496,428496.0,0.048959702253341675,0.001,0.2501203304777543,0.0483829976990819,0.0008186190156266093,0.0031701796867613058,27.335693895816803,0.36778934416261355,1e-06,1.8621935844421387,4.0,-3.0,0.05615234375,1.0,0.0,1.8060412406921387,3.0,-3.0,0.0,0.0,0.0,1.9494786262512207,20.791976928710938,-3.024289131164551,-0.01455868873745203,0.32979851961135864,1.7320514917373657,-1.732053279876709,-0.01455868873745203,1.7320514917373657,-1.732053279876709,79.455078125,1024.0,1.0,0.00830078125,757.451171875,2048.0,393.0,0.00390625,41.46969686600278,11.220056576999923,1.1884545649991196,42.118632575002266,96.07094837099794,0.006546185131833158,0.0006933871990631882,0.25484683799564156,0.0245735272762186,,
