model_size,method,seed,step,train_format,train_correctness,val_format,val_correctness,pi_correctness,w_correctness,active_groups_correctness,pi_format,w_format,active_groups_format
3B,rdgdpo_positive,0,89,0.970703125,1.944070935,,,0.080078125,1.000000000,41.000000000,0.029296875,1.653279569,15.000000000
3B,rdgdpo_positive,0,90,0.969726562,1.936536551,1.000000000,1.724099860,0.082031250,1.000000000,42.000000000,0.019531250,2.049390153,10.000000000
3B,rdgdpo_positive,0,91,0.977050781,1.977123857,,,0.078125000,1.000000000,40.000000000,0.019531250,2.000000000,10.000000000
3B,rdgdpo_positive,0,92,0.985351562,1.919265628,,,0.074218750,1.000000000,38.000000000,0.015625000,2.179449472,8.000000000
3B,rdgdpo_positive,0,93,0.975097656,1.941130996,,,0.078125000,1.000000000,40.000000000,0.019531250,2.000000000,10.000000000
3B,rdgdpo_positive,0,94,0.970214844,1.985092163,,,0.099609375,1.000000000,51.000000000,0.017578125,2.380476143,9.000000000
3B,rdgdpo_positive,0,95,0.973144531,1.978215933,,,0.068359375,1.000000000,35.000000000,0.025390625,1.640825308,13.000000000
3B,rdgdpo_positive,0,96,0.979980469,1.938566804,,,0.093750000,1.000000000,48.000000000,0.027343750,1.851640200,14.000000000
3B,rdgdpo_positive,0,97,0.985351562,1.968685985,,,0.085937500,1.000000000,44.000000000,0.019531250,2.097617696,10.000000000
3B,rdgdpo_positive,0,98,0.971191406,1.892916441,,,0.076171875,1.000000000,39.000000000,0.017578125,2.081665999,9.000000000
3B,rdgdpo_positive,0,99,0.968261719,1.976735592,,,0.068359375,1.000000000,35.000000000,0.017578125,1.972026594,9.000000000
3B,rdgdpo_positive,0,100,0.980468750,1.901985645,1.000000000,1.785126331,0.066406250,1.000000000,34.000000000,0.011718750,2.380476143,6.000000000
3B,rdgdpo_positive,1,0,,,0.112500000,1.121260820,,,,,,
3B,rdgdpo_positive,1,1,0.064453125,-0.474029988,,,0.785156250,1.000000000,402.000000000,0.154296875,2.255794227,79.000000000
3B,rdgdpo_positive,1,2,0.054687500,-0.721498013,,,0.751953125,1.000000000,385.000000000,0.150390625,2.236067977,77.000000000
3B,rdgdpo_positive,1,3,0.112792969,-0.261959553,,,0.728515625,1.000000000,373.000000000,0.273437500,1.632263984,140.000000000
3B,rdgdpo_positive,1,4,0.214355469,0.218600243,,,0.673828125,1.000000000,345.000000000,0.382812500,1.326726830,196.000000000
3B,rdgdpo_positive,1,5,0.401855469,0.760826766,,,0.593750000,1.000000000,304.000000000,0.416015625,1.194667337,213.000000000
3B,rdgdpo_positive,1,6,0.444824219,1.021517634,,,0.533203125,1.000000000,273.000000000,0.441406250,1.099074430,226.000000000
3B,rdgdpo_positive,1,7,0.585449219,1.137129545,,,0.515625000,1.000000000,264.000000000,0.400390625,1.134814909,205.000000000
3B,rdgdpo_positive,1,8,0.670898438,1.302153587,,,0.513671875,1.000000000,263.000000000,0.365234375,1.185924581,187.000000000
3B,rdgdpo_positive,1,9,0.762695312,1.272750378,,,0.488281250,1.000000000,250.000000000,0.289062500,1.299688112,148.000000000
3B,rdgdpo_positive,1,10,0.821777344,1.370197773,0.925000000,1.756116381,0.425781250,1.000000000,218.000000000,0.179687500,1.539339215,92.000000000
3B,rdgdpo_positive,1,11,0.839843750,1.454567313,,,0.453125000,1.000000000,232.000000000,0.171875000,1.623688282,88.000000000
3B,rdgdpo_positive,1,12,0.886230469,1.571767330,,,0.347656250,1.000000000,178.000000000,0.099609375,1.868206648,51.000000000
3B,rdgdpo_positive,1,13,0.877929688,1.504184842,,,0.392578125,1.000000000,201.000000000,0.125000000,1.772180860,64.000000000
3B,rdgdpo_positive,1,14,0.891601562,1.580691695,,,0.339843750,1.000000000,174.000000000,0.082031250,2.035400978,42.000000000
3B,rdgdpo_positive,1,15,0.890625000,1.661120176,,,0.292968750,1.000000000,150.000000000,0.093750000,1.767766953,48.000000000
3B,rdgdpo_positive,1,16,0.936035156,1.602919579,,,0.359375000,1.000000000,184.000000000,0.076171875,2.172083957,39.000000000
3B,rdgdpo_positive,1,17,0.905273438,1.688616872,,,0.292968750,1.000000000,150.000000000,0.062500000,2.165063509,32.000000000
3B,rdgdpo_positive,1,18,0.909667969,1.621200085,,,0.328125000,1.000000000,168.000000000,0.105468750,1.763834207,54.000000000
3B,rdgdpo_positive,1,19,0.928710938,1.591992736,,,0.267578125,1.000000000,137.000000000,0.072265625,1.924240812,37.000000000
3B,rdgdpo_positive,1,20,0.929199219,1.699078679,0.950000000,1.706056859,0.296875000,1.000000000,152.000000000,0.082031250,1.902379462,42.000000000
3B,rdgdpo_positive,1,21,0.951171875,1.717491150,,,0.242187500,1.000000000,124.000000000,0.046875000,2.273030283,24.000000000
3B,rdgdpo_positive,1,22,0.941406250,1.761516094,,,0.265625000,1.000000000,136.000000000,0.060546875,2.094539752,31.000000000
3B,rdgdpo_positive,1,23,0.949218750,1.734485030,,,0.277343750,1.000000000,142.000000000,0.074218750,1.933091334,38.000000000
3B,rdgdpo_positive,1,24,0.952636719,1.725501776,,,0.246093750,1.000000000,126.000000000,0.048828125,2.244994432,25.000000000
3B,rdgdpo_positive,1,25,0.955078125,1.806675792,,,0.240234375,1.000000000,123.000000000,0.064453125,1.930614598,33.000000000
3B,rdgdpo_positive,1,26,0.948730469,1.783603191,,,0.267578125,1.000000000,137.000000000,0.056640625,2.173508208,29.000000000
3B,rdgdpo_positive,1,27,0.937011719,1.671762943,,,0.267578125,1.000000000,137.000000000,0.058593750,2.136976057,30.000000000
3B,rdgdpo_positive,1,28,0.923828125,1.603721142,,,0.269531250,1.000000000,138.000000000,0.054687500,2.220038610,28.000000000
3B,rdgdpo_positive,1,29,0.956542969,1.810653448,,,0.238281250,1.000000000,122.000000000,0.044921875,2.303116981,23.000000000
3B,rdgdpo_positive,1,30,0.934082031,1.722752810,0.975000000,1.769099443,0.205078125,1.000000000,105.000000000,0.042968750,2.184657244,22.000000000
3B,rdgdpo_positive,1,31,0.947753906,1.816812158,,,0.210937500,1.000000000,108.000000000,0.037109375,2.384158243,19.000000000
3B,rdgdpo_positive,1,32,0.959960938,1.794723272,,,0.216796875,1.000000000,111.000000000,0.050781250,2.066211695,26.000000000
3B,rdgdpo_positive,1,33,0.962890625,1.781954646,,,0.179687500,1.000000000,92.000000000,0.035156250,2.260776661,18.000000000
3B,rdgdpo_positive,1,34,0.951171875,1.803503036,,,0.232421875,1.000000000,119.000000000,0.041015625,2.380476143,21.000000000
3B,rdgdpo_positive,1,35,0.954589844,1.805493712,,,0.228515625,1.000000000,117.000000000,0.041015625,2.360387377,21.000000000
3B,rdgdpo_positive,1,36,0.953613281,1.823544979,,,0.173828125,1.000000000,89.000000000,0.027343750,2.521337514,14.000000000
3B,rdgdpo_positive,1,37,0.945800781,1.692073941,,,0.199218750,1.000000000,102.000000000,0.039062500,2.258317958,20.000000000
3B,rdgdpo_positive,1,38,0.952636719,1.920591354,,,0.226562500,1.000000000,116.000000000,0.031250000,2.692582404,16.000000000
3B,rdgdpo_positive,1,39,0.942871094,1.637294054,,,0.222656250,1.000000000,114.000000000,0.044921875,2.226324716,23.000000000
3B,rdgdpo_positive,1,40,0.961914062,1.850373745,0.975000000,1.719900726,0.201171875,1.000000000,103.000000000,0.046875000,2.071633816,24.000000000
3B,rdgdpo_positive,1,41,0.964355469,1.931133270,,,0.189453125,1.000000000,97.000000000,0.023437500,2.843120352,12.000000000
3B,rdgdpo_positive,1,42,0.964355469,1.790775537,,,0.173828125,1.000000000,89.000000000,0.027343750,2.521337514,14.000000000
3B,rdgdpo_positive,1,43,0.955566406,1.841468334,,,0.179687500,1.000000000,92.000000000,0.039062500,2.144761059,20.000000000
3B,rdgdpo_positive,1,44,0.961914062,1.819613218,,,0.164062500,1.000000000,84.000000000,0.027343750,2.449489743,14.000000000
3B,rdgdpo_positive,1,45,0.960937500,1.847644925,,,0.156250000,1.000000000,80.000000000,0.031250000,2.236067977,16.000000000
3B,rdgdpo_positive,1,46,0.954101562,1.953801036,,,0.142578125,1.000000000,73.000000000,0.021484375,2.576114057,11.000000000
3B,rdgdpo_positive,1,47,0.970214844,1.860419035,,,0.189453125,1.000000000,97.000000000,0.027343750,2.632217968,14.000000000
3B,rdgdpo_positive,1,48,0.958007812,1.856260180,,,0.162109375,1.000000000,83.000000000,0.027343750,2.434865793,14.000000000
3B,rdgdpo_positive,1,49,0.962890625,1.855730057,,,0.183593750,1.000000000,94.000000000,0.019531250,3.065941943,10.000000000
3B,rdgdpo_positive,1,50,0.955078125,1.854184270,0.975000000,1.755014361,0.162109375,1.000000000,83.000000000,0.033203125,2.209604702,17.000000000
3B,rdgdpo_positive,1,51,0.959960938,1.902262211,,,0.134765625,1.000000000,69.000000000,0.027343750,2.220038610,14.000000000
3B,rdgdpo_positive,1,52,0.968750000,1.902960300,,,0.152343750,1.000000000,78.000000000,0.031250000,2.207940217,16.000000000
3B,rdgdpo_positive,1,53,0.962890625,1.825226784,,,0.125000000,1.000000000,64.000000000,0.017578125,2.666666667,9.000000000
3B,rdgdpo_positive,1,54,0.956054688,1.806988716,,,0.169921875,1.000000000,87.000000000,0.029296875,2.408318916,15.000000000
3B,rdgdpo_positive,1,55,0.962890625,1.880948305,,,0.136718750,1.000000000,70.000000000,0.027343750,2.236067977,14.000000000
3B,rdgdpo_positive,1,56,0.962890625,1.948059797,,,0.146484375,1.000000000,75.000000000,0.035156250,2.041241452,18.000000000
3B,rdgdpo_positive,1,57,0.947753906,1.792875409,,,0.126953125,1.000000000,65.000000000,0.046875000,1.645701472,24.000000000
3B,rdgdpo_positive,1,58,0.971191406,1.990532398,,,0.115234375,1.000000000,59.000000000,0.023437500,2.217355783,12.000000000
3B,rdgdpo_positive,1,59,0.966796875,1.928408623,,,0.113281250,1.000000000,58.000000000,0.023437500,2.198484326,12.000000000
3B,rdgdpo_positive,1,60,0.966796875,1.976654053,0.975000000,1.743683193,0.109375000,1.000000000,56.000000000,0.019531250,2.366431913,10.000000000
3B,rdgdpo_positive,1,61,0.973632812,1.893929124,,,0.148437500,1.000000000,76.000000000,0.039062500,1.949358869,20.000000000
3B,rdgdpo_positive,1,62,0.958496094,1.922540426,,,0.109375000,1.000000000,56.000000000,0.017578125,2.494438258,9.000000000
3B,rdgdpo_positive,1,63,0.965820312,1.790293455,,,0.113281250,1.000000000,58.000000000,0.029296875,1.966384161,15.000000000
3B,rdgdpo_positive,1,64,0.959960938,1.835733533,,,0.117187500,1.000000000,60.000000000,0.023437500,2.236067977,12.000000000
3B,rdgdpo_positive,1,65,0.976074219,1.819140434,,,0.136718750,1.000000000,70.000000000,0.019531250,2.645751311,10.000000000
3B,rdgdpo_positive,1,66,0.969726562,1.963018894,,,0.097656250,1.000000000,50.000000000,0.023437500,2.041241452,12.000000000
3B,rdgdpo_positive,1,67,0.979492188,1.982308030,,,0.117187500,1.000000000,60.000000000,0.029296875,2.000000000,15.000000000
3B,rdgdpo_positive,1,68,0.976074219,2.006522179,,,0.076171875,1.000000000,39.000000000,0.019531250,1.974841766,10.000000000
3B,rdgdpo_positive,1,69,0.961914062,1.825075388,,,0.119140625,1.000000000,61.000000000,0.019531250,2.469817807,10.000000000
3B,rdgdpo_positive,1,70,0.950195312,1.933611512,0.975000000,1.708415336,0.111328125,1.000000000,57.000000000,0.019531250,2.387467277,10.000000000
3B,rdgdpo_positive,1,71,0.959472656,1.914371490,,,0.109375000,1.000000000,56.000000000,0.027343750,2.000000000,14.000000000
3B,rdgdpo_positive,1,72,0.973144531,2.040152788,,,0.097656250,1.000000000,50.000000000,0.013671875,2.672612419,7.000000000
3B,rdgdpo_positive,1,73,0.968750000,1.914752007,,,0.089843750,1.000000000,46.000000000,0.015625000,2.397915762,8.000000000
3B,rdgdpo_positive,1,74,0.975097656,1.847616196,,,0.119140625,1.000000000,61.000000000,0.019531250,2.469817807,10.000000000
3B,rdgdpo_positive,1,75,0.973144531,1.879631519,,,0.087890625,1.000000000,45.000000000,0.019531250,2.121320344,10.000000000
3B,rdgdpo_positive,1,76,0.973144531,1.941710711,,,0.093750000,1.000000000,48.000000000,0.013671875,2.618614683,7.000000000
3B,rdgdpo_positive,1,77,0.968750000,1.990127921,,,0.074218750,1.000000000,38.000000000,0.017578125,2.054804668,9.000000000
3B,rdgdpo_positive,1,78,0.982910156,2.070876122,,,0.066406250,1.000000000,34.000000000,0.013671875,2.203892660,7.000000000
3B,rdgdpo_positive,1,79,0.979003906,1.932042003,,,0.064453125,1.000000000,33.000000000,0.013671875,2.171240593,7.000000000
3B,rdgdpo_positive,1,80,0.968750000,1.806374431,0.987500000,1.748147479,0.070312500,1.000000000,36.000000000,0.017578125,2.000000000,9.000000000
3B,rdgdpo_positive,1,81,0.982910156,2.029440165,,,0.066406250,1.000000000,34.000000000,0.009765625,2.607680962,5.000000000
3B,rdgdpo_positive,1,82,0.971191406,1.936357260,,,0.080078125,1.000000000,41.000000000,0.015625000,2.263846285,8.000000000
3B,rdgdpo_positive,1,83,0.977050781,1.877187729,,,0.076171875,1.000000000,39.000000000,0.015625000,2.207940217,8.000000000
3B,rdgdpo_positive,1,84,0.964843750,1.977590322,,,0.072265625,1.000000000,37.000000000,0.021484375,1.834021909,11.000000000
3B,rdgdpo_positive,1,85,0.976074219,1.916302681,,,0.082031250,1.000000000,42.000000000,0.017578125,2.160246899,9.000000000
3B,rdgdpo_positive,1,86,0.969726562,2.018125296,,,0.078125000,1.000000000,40.000000000,0.021484375,1.906925178,11.000000000
3B,rdgdpo_positive,1,87,0.971191406,1.937018514,,,0.097656250,1.000000000,50.000000000,0.017578125,2.357022604,9.000000000
3B,rdgdpo_positive,1,88,0.978027344,1.979690552,,,0.076171875,1.000000000,39.000000000,0.017578125,2.081665999,9.000000000
3B,rdgdpo_positive,1,89,0.984863281,1.975692272,,,0.064453125,1.000000000,33.000000000,0.009765625,2.569046516,5.000000000
3B,rdgdpo_positive,1,90,0.984863281,1.877035856,1.000000000,1.747314146,0.083984375,1.000000000,43.000000000,0.015625000,2.318404624,8.000000000
3B,rdgdpo_positive,1,91,0.978027344,1.968117118,,,0.046875000,1.000000000,24.000000000,0.019531250,1.549193338,10.000000000
3B,rdgdpo_positive,1,92,0.975097656,1.999255657,,,0.042968750,1.000000000,22.000000000,0.015625000,1.658312395,8.000000000
3B,rdgdpo_positive,1,93,0.980957031,1.956642866,,,0.064453125,1.000000000,33.000000000,0.013671875,2.171240593,7.000000000
3B,rdgdpo_positive,1,94,0.979492188,1.984104156,,,0.076171875,1.000000000,39.000000000,0.017578125,2.081665999,9.000000000
3B,rdgdpo_positive,1,95,0.973632812,1.923814774,,,0.052734375,1.000000000,27.000000000,0.019531250,1.643167673,10.000000000
3B,rdgdpo_positive,1,96,0.975585938,1.869499087,,,0.074218750,1.000000000,38.000000000,0.017578125,2.054804668,9.000000000
3B,rdgdpo_positive,1,97,0.975585938,1.968501329,,,0.068359375,1.000000000,35.000000000,0.015625000,2.091650066,8.000000000
3B,rdgdpo_positive,1,98,0.983398438,1.986289024,,,0.076171875,1.000000000,39.000000000,0.005859375,3.605551275,3.000000000
3B,rdgdpo_positive,1,99,0.974609375,1.930785179,,,0.044921875,1.000000000,23.000000000,0.011718750,1.957890021,6.000000000
3B,rdgdpo_positive,1,100,0.977050781,2.005221844,1.000000000,1.725885574,0.060546875,1.000000000,31.000000000,0.009765625,2.489979920,5.000000000
3B,rdgdpo_positive,2,0,,,0.087500000,0.974207249,,,,,,
3B,rdgdpo_positive,2,1,0.045898438,-0.569843948,,,0.779296875,1.000000000,399.000000000,0.132812500,2.422322658,68.000000000
3B,rdgdpo_positive,2,2,0.060546875,-0.647659659,,,0.751953125,1.000000000,385.000000000,0.152343750,2.221687970,78.000000000
3B,rdgdpo_positive,2,3,0.089355469,-0.215149567,,,0.748046875,1.000000000,383.000000000,0.228515625,1.809282806,117.000000000
3B,rdgdpo_positive,2,4,0.223144531,0.549494982,,,0.683593750,1.000000000,350.000000000,0.375000000,1.350154312,192.000000000
3B,rdgdpo_positive,2,5,0.333984375,0.711483538,,,0.558593750,1.000000000,286.000000000,0.425781250,1.145393647,218.000000000
3B,rdgdpo_positive,2,6,0.552734375,1.052528977,,,0.576171875,1.000000000,295.000000000,0.455078125,1.125208612,233.000000000
3B,rdgdpo_positive,2,7,0.622070312,1.096142888,,,0.511718750,1.000000000,262.000000000,0.380859375,1.159133186,195.000000000
3B,rdgdpo_positive,2,8,0.743652344,1.294469237,,,0.437500000,1.000000000,224.000000000,0.298828125,1.209980284,153.000000000
3B,rdgdpo_positive,2,9,0.805664062,1.320819020,,,0.496093750,1.000000000,254.000000000,0.267578125,1.361622047,137.000000000
3B,rdgdpo_positive,2,10,0.860839844,1.516212225,0.950000000,1.733497336,0.445312500,1.000000000,228.000000000,0.164062500,1.647508942,84.000000000
3B,rdgdpo_positive,2,11,0.845703125,1.379182935,,,0.402343750,1.000000000,206.000000000,0.146484375,1.657307053,75.000000000
3B,rdgdpo_positive,2,12,0.877441406,1.458260179,,,0.439453125,1.000000000,225.000000000,0.123046875,1.889822365,63.000000000
3B,rdgdpo_positive,2,13,0.885742188,1.630249500,,,0.361328125,1.000000000,185.000000000,0.093750000,1.963203165,48.000000000
3B,rdgdpo_positive,2,14,0.886230469,1.561487079,,,0.347656250,1.000000000,178.000000000,0.097656250,1.886796226,50.000000000
3B,rdgdpo_positive,2,15,0.900878906,1.710084438,,,0.310546875,1.000000000,159.000000000,0.074218750,2.045534289,38.000000000
3B,rdgdpo_positive,2,16,0.903808594,1.622207642,,,0.335937500,1.000000000,172.000000000,0.083984375,2.000000000,43.000000000
3B,rdgdpo_positive,2,17,0.916503906,1.601397514,,,0.306640625,1.000000000,157.000000000,0.076171875,2.006400016,39.000000000
3B,rdgdpo_positive,2,18,0.920410156,1.558538914,,,0.335937500,1.000000000,172.000000000,0.060546875,2.355501453,31.000000000
3B,rdgdpo_positive,2,19,0.926269531,1.713202357,,,0.302734375,1.000000000,155.000000000,0.056640625,2.311888316,29.000000000
3B,rdgdpo_positive,2,20,0.934082031,1.706303716,0.950000000,1.795848527,0.283203125,1.000000000,145.000000000,0.039062500,2.692582404,20.000000000
3B,rdgdpo_positive,2,21,0.937011719,1.690593719,,,0.287109375,1.000000000,147.000000000,0.054687500,2.291287847,28.000000000
3B,rdgdpo_positive,2,22,0.930664062,1.614592552,,,0.316406250,1.000000000,162.000000000,0.046875000,2.598076211,24.000000000
3B,rdgdpo_positive,2,23,0.910644531,1.705830455,,,0.279296875,1.000000000,143.000000000,0.062500000,2.113941816,32.000000000
3B,rdgdpo_positive,2,24,0.948242188,1.719919682,,,0.298828125,1.000000000,153.000000000,0.042968750,2.637147219,22.000000000
3B,rdgdpo_positive,2,25,0.954589844,1.628876209,,,0.318359375,1.000000000,163.000000000,0.033203125,3.096487574,17.000000000
3B,rdgdpo_positive,2,26,0.947265625,1.755621552,,,0.255859375,1.000000000,131.000000000,0.042968750,2.440193733,22.000000000
3B,rdgdpo_positive,2,27,0.945312500,1.761682272,,,0.228515625,1.000000000,117.000000000,0.044921875,2.255428235,23.000000000
3B,rdgdpo_positive,2,28,0.939941406,1.841283679,,,0.267578125,1.000000000,137.000000000,0.041015625,2.554174920,21.000000000
3B,rdgdpo_positive,2,29,0.943847656,1.821394324,,,0.269531250,1.000000000,138.000000000,0.039062500,2.626785107,20.000000000
3B,rdgdpo_positive,2,30,0.939453125,1.693376541,0.975000000,1.744836621,0.265625000,1.000000000,136.000000000,0.039062500,2.607680962,20.000000000
3B,rdgdpo_positive,2,31,0.938476562,1.770626664,,,0.234375000,1.000000000,120.000000000,0.039062500,2.449489743,20.000000000
3B,rdgdpo_positive,2,32,0.955078125,1.875663161,,,0.265625000,1.000000000,136.000000000,0.042968750,2.486326242,22.000000000
3B,rdgdpo_positive,2,33,0.947753906,1.663970351,,,0.214843750,1.000000000,110.000000000,0.033203125,2.543735095,17.000000000
3B,rdgdpo_positive,2,34,0.944335938,1.826776743,,,0.169921875,1.000000000,87.000000000,0.042968750,1.988603896,22.000000000
3B,rdgdpo_positive,2,35,0.955566406,1.702614784,,,0.210937500,1.000000000,108.000000000,0.033203125,2.520504151,17.000000000
3B,rdgdpo_positive,2,36,0.948730469,1.780938268,,,0.230468750,1.000000000,118.000000000,0.056640625,2.017167697,29.000000000
3B,rdgdpo_positive,2,37,0.954589844,1.867660522,,,0.218750000,1.000000000,112.000000000,0.037109375,2.427907915,19.000000000
3B,rdgdpo_positive,2,38,0.958984375,1.708005905,,,0.214843750,1.000000000,110.000000000,0.027343750,2.803059553,14.000000000
3B,rdgdpo_positive,2,39,0.949707031,1.827729702,,,0.216796875,1.000000000,111.000000000,0.035156250,2.483277404,18.000000000
3B,rdgdpo_positive,2,40,0.954101562,1.853343129,0.975000000,1.755551324,0.187500000,1.000000000,96.000000000,0.033203125,2.376354103,17.000000000
3B,rdgdpo_positive,2,41,0.958007812,1.819767714,,,0.134765625,1.000000000,69.000000000,0.021484375,2.504541330,11.000000000
3B,rdgdpo_positive,2,42,0.936035156,1.803027153,,,0.201171875,1.000000000,103.000000000,0.044921875,2.116190178,23.000000000
3B,rdgdpo_positive,2,43,0.957519531,1.845160961,,,0.136718750,1.000000000,70.000000000,0.025390625,2.320477404,13.000000000
3B,rdgdpo_positive,2,44,0.964355469,1.893118620,,,0.181640625,1.000000000,93.000000000,0.029296875,2.489979920,15.000000000
3B,rdgdpo_positive,2,45,0.960449219,1.862349510,,,0.158203125,1.000000000,81.000000000,0.041015625,1.963961012,21.000000000
3B,rdgdpo_positive,2,46,0.941894531,1.865450382,,,0.171875000,1.000000000,88.000000000,0.039062500,2.097617696,20.000000000
3B,rdgdpo_positive,2,47,0.964843750,1.946902871,,,0.173828125,1.000000000,89.000000000,0.017578125,3.144660377,9.000000000
3B,rdgdpo_positive,2,48,0.947265625,1.858571529,,,0.179687500,1.000000000,92.000000000,0.035156250,2.260776661,18.000000000
3B,rdgdpo_positive,2,49,0.956542969,1.755819321,,,0.134765625,1.000000000,69.000000000,0.044921875,1.732050808,23.000000000
3B,rdgdpo_positive,2,50,0.961425781,1.882711172,0.975000000,1.736150725,0.183593750,1.000000000,94.000000000,0.042968750,2.067057637,22.000000000
3B,rdgdpo_positive,2,51,0.952636719,1.807626963,,,0.177734375,1.000000000,91.000000000,0.019531250,3.016620626,10.000000000
3B,rdgdpo_positive,2,52,0.956054688,1.931054115,,,0.150390625,1.000000000,77.000000000,0.023437500,2.533114026,12.000000000
3B,rdgdpo_positive,2,53,0.949218750,1.815757871,,,0.144531250,1.000000000,74.000000000,0.035156250,2.027587510,18.000000000
3B,rdgdpo_positive,2,54,0.968261719,1.828966260,,,0.138671875,1.000000000,71.000000000,0.031250000,2.106537443,16.000000000
3B,rdgdpo_positive,2,55,0.967773438,1.817916393,,,0.140625000,1.000000000,72.000000000,0.029296875,2.190890230,15.000000000
3B,rdgdpo_positive,2,56,0.964843750,1.940759420,,,0.156250000,1.000000000,80.000000000,0.037109375,2.051956704,19.000000000
3B,rdgdpo_positive,2,57,0.965820312,1.918764114,,,0.134765625,1.000000000,69.000000000,0.025390625,2.303842943,13.000000000
3B,rdgdpo_positive,2,58,0.961425781,1.964496732,,,0.121093750,1.000000000,62.000000000,0.011718750,3.214550254,6.000000000
3B,rdgdpo_positive,2,59,0.959960938,1.843379021,,,0.136718750,1.000000000,70.000000000,0.033203125,2.029198625,17.000000000
3B,rdgdpo_positive,2,60,0.967285156,1.849943995,0.975000000,1.701183193,0.140625000,1.000000000,72.000000000,0.019531250,2.683281573,10.000000000
3B,rdgdpo_positive,2,61,0.959960938,1.879405618,,,0.125000000,1.000000000,64.000000000,0.033203125,1.940285000,17.000000000
3B,rdgdpo_positive,2,62,0.961425781,1.919268131,,,0.109375000,1.000000000,56.000000000,0.029296875,1.932183566,15.000000000
3B,rdgdpo_positive,2,63,0.971679688,1.991461754,,,0.123046875,1.000000000,63.000000000,0.011718750,3.240370349,6.000000000
3B,rdgdpo_positive,2,64,0.969726562,1.860991359,,,0.134765625,1.000000000,69.000000000,0.021484375,2.504541330,11.000000000
3B,rdgdpo_positive,2,65,0.970214844,1.966606498,,,0.113281250,1.000000000,58.000000000,0.015625000,2.692582404,8.000000000
3B,rdgdpo_positive,2,66,0.969238281,1.921351194,,,0.105468750,1.000000000,54.000000000,0.021484375,2.215646838,11.000000000
3B,rdgdpo_positive,2,67,0.968750000,1.936907649,,,0.117187500,1.000000000,60.000000000,0.027343750,2.070196678,14.000000000
3B,rdgdpo_positive,2,68,0.952636719,1.907338619,,,0.091796875,1.000000000,47.000000000,0.027343750,1.832250763,14.000000000
3B,rdgdpo_positive,2,69,0.968750000,1.868938208,,,0.095703125,1.000000000,49.000000000,0.011718750,2.857738033,6.000000000
3B,rdgdpo_positive,2,70,0.953613281,2.012689352,0.987500000,1.762790336,0.085937500,1.000000000,44.000000000,0.029296875,1.712697677,15.000000000
3B,rdgdpo_positive,2,71,0.955078125,1.870962858,,,0.097656250,1.000000000,50.000000000,0.033203125,1.714985851,17.000000000
3B,rdgdpo_positive,2,72,0.981933594,2.004465342,,,0.093750000,1.000000000,48.000000000,0.013671875,2.618614683,7.000000000
3B,rdgdpo_positive,2,73,0.945312500,1.906512976,,,0.078125000,1.000000000,40.000000000,0.027343750,1.690308509,14.000000000
3B,rdgdpo_positive,2,74,0.976074219,2.028861761,,,0.083984375,1.000000000,43.000000000,0.017578125,2.185812841,9.000000000
3B,rdgdpo_positive,2,75,0.969726562,1.920701146,,,0.126953125,1.000000000,65.000000000,0.029296875,2.081665999,15.000000000
3B,rdgdpo_positive,2,76,0.977050781,1.976888180,,,0.091796875,1.000000000,47.000000000,0.013671875,2.591193878,7.000000000
3B,rdgdpo_positive,2,77,0.962402344,1.900682449,,,0.097656250,1.000000000,50.000000000,0.017578125,2.357022604,9.000000000
3B,rdgdpo_positive,2,78,0.959472656,1.953445554,,,0.074218750,1.000000000,38.000000000,0.017578125,2.054804668,9.000000000
3B,rdgdpo_positive,2,79,0.970703125,1.993932962,,,0.074218750,1.000000000,38.000000000,0.023437500,1.779513042,12.000000000
3B,rdgdpo_positive,2,80,0.961914062,1.974873781,0.987500000,1.790537586,0.076171875,1.000000000,39.000000000,0.023437500,1.802775638,12.000000000
3B,rdgdpo_positive,2,81,0.972167969,1.891130567,,,0.097656250,1.000000000,50.000000000,0.023437500,2.041241452,12.000000000
3B,rdgdpo_positive,2,82,0.965332031,1.986289978,,,0.070312500,1.000000000,36.000000000,0.013671875,2.267786838,7.000000000
3B,rdgdpo_positive,2,83,0.973632812,1.938876390,,,0.080078125,1.000000000,41.000000000,0.017578125,2.134374746,9.000000000
3B,rdgdpo_positive,2,84,0.976074219,1.928124666,,,0.085937500,1.000000000,44.000000000,0.029296875,1.712697677,15.000000000
3B,rdgdpo_positive,2,85,0.977050781,2.056072474,,,0.052734375,1.000000000,27.000000000,0.013671875,1.963961012,7.000000000
3B,rdgdpo_positive,2,86,0.960449219,1.801259041,,,0.078125000,1.000000000,40.000000000,0.023437500,1.825741858,12.000000000
3B,rdgdpo_positive,2,87,0.965332031,1.921531200,,,0.078125000,1.000000000,40.000000000,0.015625000,2.236067977,8.000000000
3B,rdgdpo_positive,2,88,0.972656250,1.973333001,,,0.097656250,1.000000000,50.000000000,0.011718750,2.886751346,6.000000000
3B,rdgdpo_positive,2,89,0.963867188,1.963523388,,,0.068359375,1.000000000,35.000000000,0.015625000,2.091650066,8.000000000
3B,rdgdpo_positive,2,90,0.962402344,1.943696141,0.987500000,1.820483474,0.062500000,1.000000000,32.000000000,0.027343750,1.511857892,14.000000000
3B,rdgdpo_positive,2,91,0.981445312,2.025171280,,,0.058593750,1.000000000,30.000000000,0.009765625,2.449489743,5.000000000
