step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/update_actor,timing_per_token_ms/ref,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
10,2.6714681144803762,0.925,1.7464681144803762,0.0,459725,472466,12741,465355,465355,465355.0,0.07254792749881744,0.001,0.0224609375,0.9775390625,0.35733591485768557,0.031171360227745026,0.001496763850809657,0.0003647171531326876,20.195326387882233,0.40776933521765646,1e-06,2.2852015495300293,4.0,-3.0,0.8369140625,1.0,0.0,1.4482877254486084,3.0,-3.0,0.0,0.0,0.0,2.2770018577575684,4.001760005950928,-3.027413845062256,6.584070622039917e-09,0.968008816242218,3.4362235069274902,-3.3408572673797607,6.584070622039917e-09,3.4362235069274902,-3.3408572673797607,144.845703125,1024.0,32.0,0.0048828125,764.05078125,1973.0,413.0,0.0,66.99536533499486,21.69138805498369,1.4278674300003331,79.30826003299444,212.48432837901055,0.0007670850372298208,0.04260632207293058,0.01165314010539464,0.22584432968472262,16.48081512300996,26.471787404007046
11,,,,,436185,482325,46140,465093,465093,465093.0,0.0746929943561554,0.001,0.015625,0.984375,0.3615736076908727,-0.002860337015121214,0.0018349042558486784,0.0004995074113169046,16.84470921754837,0.4121076749515062,1e-06,2.177450180053711,4.0,-3.0,0.83447265625,1.0,0.0,1.342977523803711,3.0,-3.0,0.0,0.0,0.0,2.168708562850952,4.00327730178833,-3.0254130363464355,-1.0378951920131385e-08,0.9736847877502441,3.675172805786133,-3.6250691413879395,-1.0378951920131385e-08,3.675172805786133,-3.6250691413879395,137.828125,1024.0,24.0,0.0009765625,770.556640625,2048.0,418.0,0.0078125,68.09956722101197,21.038640835002298,1.386699649010552,78.45320203600568,169.07528477799497,0.0007453883680309917,0.0421707067382253,0.011308835456028309,0.24125512704417004,,
12,,,,,445239,475052,29813,461599,461600,461599.5,0.06922881305217743,0.001,0.0126953125,0.9873046875,0.375537927262485,-0.01288454448513221,0.018579172356112394,0.022749748107571577,22.338155031204224,0.41248279291416096,1e-06,2.2980198860168457,4.0,-3.0,0.876953125,1.0,0.0,1.4210667610168457,3.0,-3.0,0.0,0.0,0.0,2.295539379119873,8.147481918334961,-3.0224032402038574,-1.874845168003958e-08,0.981070339679718,3.751534938812256,-3.705911159515381,-1.874845168003958e-08,3.751534938812256,-3.705911159515381,139.8837890625,1024.0,29.0,0.00341796875,761.677734375,2048.0,399.0,0.00390625,65.62931123998715,20.98271262398339,1.4890744329895824,77.7240547479887,165.92873852001503,0.0008064753281738728,0.04209496259635718,0.011364133098055451,0.22908703248367138,,
13,,,,,435590,467948,32358,456067,456067,456067.0,0.08007194846868515,0.001,0.00732421875,0.99267578125,0.2826512561690423,0.01269128942681897,0.0021655553155728886,2.9195301214067805e-05,4.321521103382111,0.41006884019397444,1e-06,2.4338297843933105,4.0,-3.0,0.87890625,1.0,0.0,1.554923415184021,3.0,-3.0,0.0,0.0,0.0,2.4237401485443115,4.000884056091309,-3.028517246246338,1.4728116504159061e-08,0.9857854843139648,3.318190813064575,-4.139651775360107,1.4728116504159061e-08,3.318190813064575,-4.139651775360107,129.50390625,1024.0,22.0,0.00048828125,761.251953125,2048.0,389.0,0.005859375,59.313126806984656,20.470813336025458,1.4630130639998242,77.2501622090058,158.6105756649922,0.000801972661911421,0.042345840747634554,0.011221384871096493,0.2236340859310796,,
14,,,,,454671,474912,20241,462261,462262,462261.75,0.0827815979719162,0.001,0.00927734375,0.99072265625,0.31903814477846026,-0.02430628865113249,0.009095833895116812,0.012098288307355709,4.3442063331604,0.4103005915032456,1e-06,2.3755478858947754,4.0,-3.0,0.8720703125,1.0,0.0,1.5034775733947754,3.0,-3.0,0.0,0.0,0.0,2.368669033050537,4.930817604064941,-3.0254392623901367,-3.484301069889284e-09,0.9863026142120361,3.949777126312256,-3.918492078781128,-3.484301069889284e-09,3.949777126312256,-3.918492078781128,136.85302734375,1024.0,20.0,0.00146484375,766.001953125,2048.0,418.0,0.00390625,55.67119051498594,20.892350137990434,1.629291380988434,78.22495682901354,156.52117860299768,0.0008811519561095169,0.04230555352514757,0.011298982739752118,0.1986305967888179,,
15,,,,,456202,464609,8407,461083,461083,461083.0,0.08703100681304932,0.001,0.00537109375,0.99462890625,0.2770014447160065,0.06941081368131563,0.002254770679428475,0.00025422356975468574,3.4376293420791626,0.405019195723659,1e-06,2.5468239784240723,4.0,-3.0,0.88671875,1.0,0.0,1.6601052284240723,3.0,-3.0,0.0,0.0,0.0,2.535553455352783,4.000986099243164,-3.033989191055298,1.2187879150360459e-08,0.992251455783844,2.9301681518554688,-4.359950065612793,1.2187879150360459e-08,2.9301681518554688,-4.359950065612793,136.93359375,1024.0,41.0,0.00048828125,763.619140625,2048.0,407.0,0.005859375,56.30929035099689,21.014378041989403,1.4291176620172337,79.05160492798313,158.28884378401563,0.0007748700678713126,0.04286191690432262,0.011394032116771494,0.20078908269503953,,
16,,,,,444637,487660,43023,460744,460745,460744.25,0.08914854377508163,0.001,0.00634765625,0.99365234375,0.29261841950938106,-0.03243718441808596,0.0026595570052450057,0.0002799192072444612,3.871394395828247,0.4038986727724453,1e-06,2.4821434020996094,4.0,-3.0,0.8974609375,1.0,0.0,1.584682583808899,3.0,-3.0,0.0,0.0,0.0,2.4704575538635254,4.001246452331543,-3.0270042419433594,2.5840915185426638e-08,0.9905290603637695,4.54185676574707,-4.4971723556518555,2.5840915185426638e-08,4.54185676574707,-4.4971723556518555,137.24267578125,1024.0,20.0,0.00048828125,762.6484375,2048.0,389.0,0.00390625,57.69778392801527,20.86382525600493,1.3963937399967108,79.21947452699533,159.2803310250165,0.0007576837583956343,0.04298451609922171,0.011320719279733242,0.20527686376142593,,
17,,,,,452276,459910,7634,454685,454686,454685.75,0.089800626039505,0.001,0.00732421875,0.99267578125,0.25795676838606596,-0.08528124114855018,0.0020992147128708893,0.00016152851708284288,4.455208122730255,0.4029221962521237,1e-06,2.5409770011901855,4.0,-3.0,0.916015625,1.0,0.0,1.624961495399475,3.0,-3.0,0.0,0.0,0.0,2.5297489166259766,4.001758575439453,-3.0319602489471436,-1.583759612344693e-08,0.9847090244293213,2.994145393371582,-4.437814712524414,-1.583759612344693e-08,2.994145393371582,-4.437814712524414,131.72216796875,1024.0,20.0,0.0009765625,756.3359375,2048.0,399.0,0.001953125,62.23713930899976,20.57894724200014,1.8774065350007731,78.3726205790008,163.15547937399242,0.001032254988748148,0.043091641083430034,0.01131492863037831,0.2307070149758857,,
18,,,,,438508,498749,60241,470584,470584,470584.0,0.09727751463651657,0.001,0.00390625,0.99609375,0.2528870305977762,-0.0374360770219937,0.0021595881516986992,0.0003207223107892787,4.020332217216492,0.41228375547069873,1e-06,2.4774930477142334,4.0,-3.0,0.91796875,1.0,0.0,1.5595240592956543,3.0,-3.0,0.0,0.0,0.0,2.464756488800049,4.003349304199219,-3.0278570652008057,1.0538565575757275e-09,0.9948890805244446,2.9972691535949707,-4.613796234130859,1.0538565575757275e-09,2.9972691535949707,-4.613796234130859,141.396484375,1024.0,36.0,0.00146484375,777.712890625,2048.0,420.0,0.00390625,65.60154664400034,21.827869525004644,1.518254477006849,79.37790930600022,168.42123967199586,0.0008065799501294396,0.04216989384785725,0.011596160050599172,0.2265403226880321,,
19,,,,,450569,473504,22935,460543,460543,460543.0,0.09507305920124054,0.001,0.00244140625,0.99755859375,0.24007948767393827,0.0019536313047865406,0.002439930038235616,0.00012903079368697945,3.1736515164375305,0.41097017076211256,1e-06,2.6290738582611084,4.0,-3.0,0.93115234375,1.0,0.0,1.697921633720398,3.0,-3.0,0.0,0.0,0.0,2.6193888187408447,7.218296051025391,-3.027175188064575,-1.5277461073992527e-08,0.9963114857673645,3.6240344047546387,-4.556558132171631,-1.5277461073992527e-08,3.6240344047546387,-4.556558132171631,140.453125,1024.0,43.0,0.001953125,759.044921875,2048.0,414.0,0.001953125,65.34412025799975,21.362204675999237,1.593624725996051,77.8418792480079,166.24702271897695,0.0008650792249562207,0.042255489307191675,0.011596205281591098,0.22716695495188477,,
20,2.685488677769899,0.95,1.7354886770248412,0.0,460277,469214,8937,465488,465489,465488.5,0.09768196195363998,0.001,0.00537109375,0.99462890625,0.22934301244094968,-0.04726670845411718,0.0023328082097577862,1.2924300222039165e-05,15.302950203418732,0.413961855152032,1e-06,2.6160404682159424,4.0,-3.0,0.9169921875,1.0,0.0,1.6990482807159424,3.0,-3.0,0.0,0.0,0.0,2.607882022857666,8.967942237854004,-3.023381471633911,2.1738586042374664e-08,0.990580141544342,2.9973511695861816,-4.894168853759766,2.1738586042374664e-08,2.9973511695861816,-4.894168853759766,131.6103515625,1024.0,34.0,0.00146484375,777.546875,2048.0,393.0,0.00390625,57.24515919497935,21.69492750399513,1.4724209630221594,78.15274394099833,202.24853220701334,0.0007907934154238824,0.04197350951795712,0.011651698970004164,0.2123825182162788,14.534772085986333,29.047463193011936
21,,,,,446725,491578,44853,462794,462795,462794.5,0.1049928069114685,0.001,0.00732421875,0.99267578125,0.22422743029892445,0.10241642838809639,0.0021985288458381547,2.8499376696800027e-05,3.1811790466308594,0.4139801667376282,1e-06,2.6290218830108643,4.0,-3.0,0.93603515625,1.0,0.0,1.6929866075515747,3.0,-3.0,0.0,0.0,0.0,2.615511417388916,4.003195285797119,-3.0229671001434326,-2.367756213317307e-09,0.9882173538208008,3.344994068145752,-4.9843878746032715,-2.367756213317307e-09,3.344994068145752,-4.9843878746032715,138.4541015625,1024.0,41.0,0.0029296875,765.44140625,2048.0,402.0,0.009765625,59.60678261399153,21.262954349978827,1.4005224170105066,77.66945668798871,160.0466980850033,0.000756557401292856,0.04195677384237967,0.011486174938325124,0.21021316085821934,,
22,,,,,458629,492285,33656,468719,468720,468719.75,0.10748054087162018,0.001,0.00341796875,0.99658203125,0.21721206326037645,-0.036424843143322505,0.002751488475041697,7.250428825500421e-05,3.643050491809845,0.41252599442313537,1e-06,2.5265204906463623,4.0,-3.0,0.92529296875,1.0,0.0,1.6012276411056519,3.0,-3.0,0.0,0.0,0.0,2.5130929946899414,4.00609827041626,-3.04429292678833,3.4985812025212226e-09,0.9934081435203552,4.807361602783203,-4.790435791015625,3.4985812025212226e-09,4.807361602783203,-4.790435791015625,136.29443359375,1024.0,34.0,0.00048828125,779.173828125,2048.0,423.0,0.0078125,63.31974357497529,21.176287589012645,1.6777288589801174,78.96111907300656,165.2303794719919,0.0008948464722150695,0.042115314680577554,0.011294748935271368,0.22684597402286127,,
23,,,,,444619,461516,16897,453925,453926,453925.25,0.10620276629924774,0.001,0.00390625,0.99609375,0.18520100181922317,-0.0009497897408436984,0.0031385875881824177,6.949312933102192e-05,32.52228784561157,0.4120620338181323,1e-06,2.6451053619384766,4.0,-3.0,0.91845703125,1.0,0.0,1.7266484498977661,3.0,-3.0,0.0,0.0,0.0,2.6374669075012207,12.323162078857422,-3.025367498397827,-2.6254697971239693e-08,0.9913300275802612,3.3344497680664062,-4.963129997253418,-2.6254697971239693e-08,3.3344497680664062,-4.963129997253418,131.67431640625,1024.0,33.0,0.001953125,754.8984375,2048.0,418.0,0.001953125,64.24226204698789,20.73004677699646,1.3206676309928298,76.69406493799761,163.08377099901554,0.000727359642910826,0.04223936922323533,0.011417103794620622,0.238226351738568,,
24,,,,,446561,483569,37008,464918,464919,464918.25,0.11186432838439941,0.001,0.00341796875,0.99658203125,0.19947790261358023,-0.062321489240275696,0.0015631407950422727,-2.5654224373283796e-05,3.132603347301483,0.4052944532034411,1e-06,2.7033534049987793,4.0,-3.0,0.95263671875,1.0,0.0,1.7507164478302002,3.0,-3.0,0.0,0.0,0.0,2.688626527786255,4.001924991607666,-3.0308752059936523,-1.3512835295159675e-08,0.9950220584869385,4.273177146911621,-5.51811408996582,-1.3512835295159675e-08,4.273177146911621,-5.51811408996582,141.15087890625,1024.0,33.0,0.00146484375,766.892578125,2048.0,413.0,0.00390625,59.53068773201085,21.00568861400825,1.4307224329968449,80.57657067698892,162.6503720660112,0.000769340864225509,0.04332835432734084,0.01129536677362539,0.2059336707244466,,
25,,,,,457452,488925,31473,470615,470616,470615.25,0.11050193011760712,0.001,0.00244140625,0.99755859375,0.21063618994120395,-0.019263876206947094,0.002710722707861075,0.0001694490400206467,3.3217514157295227,0.4073272695292591,1e-06,2.587660551071167,4.0,-3.0,0.94580078125,1.0,0.0,1.6418598890304565,3.0,-3.0,0.0,0.0,0.0,2.573112964630127,4.001173496246338,-3.0180273056030273,4.807896747394125e-09,0.9957497119903564,3.5807971954345703,-5.3843231201171875,4.807896747394125e-09,3.5807971954345703,-5.3843231201171875,136.36962890625,1024.0,38.0,0.00048828125,782.80078125,2048.0,399.0,0.00390625,61.36063808601466,21.438752923015272,1.3695350210182369,80.2247073460021,164.49301815000945,0.000727523715507645,0.04261692929946602,0.011388683708727709,0.21970617142350882,,
26,,,,,437492,469250,31758,459786,459787,459786.25,0.11230165511369705,0.001,0.00341796875,0.99658203125,0.19050695338556844,0.047750630626274694,0.0027986108024995173,8.749926236041281e-05,3.3179726004600525,0.41041789059109135,1e-06,2.692516326904297,4.0,-3.0,0.93603515625,1.0,0.0,1.7564812898635864,3.0,-3.0,0.0,0.0,0.0,2.677877426147461,3.999755382537842,-3.0202887058258057,1.4004861270677793e-08,0.9952030181884766,2.593086004257202,-5.1729736328125,1.4004861270677793e-08,2.593086004257202,-5.1729736328125,136.19189453125,1024.0,36.0,0.0009765625,761.828125,2048.0,425.0,0.00390625,57.82163344899891,20.761521603999427,1.3505589659907855,78.71907977000228,158.7545470749901,0.0007343406669897075,0.04280199754233749,0.011288681210018475,0.2073046972045809,,
27,,,,,436163,458624,22461,452606,452607,452606.75,0.11613208800554276,0.001,0.00146484375,0.99853515625,0.18727401923388243,0.012569833605084568,0.0031041956317494623,1.2549340908662998e-05,3.348616361618042,0.4084871282236428,1e-06,2.770009756088257,4.0,-3.0,0.9560546875,1.0,0.0,1.813955307006836,3.0,-3.0,0.0,0.0,0.0,2.7558653354644775,4.000544548034668,-3.0224874019622803,1.2105392244166069e-08,0.9985734224319458,4.486248970031738,-5.634353160858154,1.2105392244166069e-08,4.486248970031738,-5.634353160858154,128.01904296875,1024.0,38.0,0.00048828125,755.978515625,2048.0,389.0,0.009765625,56.81172783501097,20.81125906901434,1.426072573987767,77.63035954599036,156.77662672899896,0.0007876995725250271,0.042879585614880006,0.011495221331218735,0.21668730556523866,,
28,,,,,434509,478432,43923,456762,456763,456762.25,0.12196797877550125,0.001,0.00634765625,0.99365234375,0.18664641329087317,-0.02839614899130538,0.0029922680296294857,-1.8341314898862038e-05,2.990720510482788,0.40655115152503374,1e-06,2.777400255203247,4.0,-3.0,0.94140625,1.0,0.0,1.8359942436218262,3.0,-3.0,0.0,0.0,0.0,2.7623305320739746,4.001637935638428,-3.033313512802124,-9.201291284455237e-09,0.9901481866836548,5.228514194488525,-5.1714301109313965,-9.201291284455237e-09,5.228514194488525,-5.1714301109313965,129.55712890625,1024.0,42.0,0.00048828125,762.556640625,2048.0,393.0,0.00390625,58.2112485349935,20.57303795599728,1.4156731219845824,77.95302571202046,158.2540759750118,0.00077484135454746,0.04266608378429942,0.011260255174326075,0.21938940325927608,,
29,,,,,443575,482296,38721,462847,462848,462847.25,0.12004361301660538,0.001,0.00048828125,0.99951171875,0.1871167517477466,0.027563304309883425,0.0030410953932591984,0.00020929165478469992,2.9051420092582703,0.4140152294371225,1e-06,2.76712703704834,4.0,-3.0,0.94775390625,1.0,0.0,1.8193732500076294,3.0,-3.0,0.0,0.0,0.0,2.751999616622925,4.001413345336914,-3.0207436084747314,-1.0441206121925006e-08,0.9977047443389893,5.217072010040283,-5.1017351150512695,-1.0441206121925006e-08,5.217072010040283,-5.1017351150512695,137.00634765625,1024.0,40.0,0.00244140625,766.9921875,2048.0,393.0,0.0078125,68.03300239599776,21.522523622988956,1.3616356679995079,77.62556187302107,168.65331416699337,0.0007354670833625499,0.04192828296647602,0.011625068325991434,0.24246496618184518,,
30,2.863588086143136,0.975,1.8885880820453167,0.0,433557,492394,58837,467821,467822,467821.25,0.11648561805486679,0.001,0.0048828125,0.9951171875,0.179632582468912,0.06747315845859703,0.002449496831104625,8.673581965013e-05,90.0981674194336,0.4074276240101554,1e-06,2.636178493499756,4.0,-3.0,0.9365234375,1.0,0.0,1.6996549367904663,3.0,-3.0,0.0,0.0,0.0,2.6296515464782715,12.764472961425781,-3.0148022174835205,-2.2142988831408417e-10,0.9959039092063904,5.218553066253662,-5.110555648803711,-2.2142988831408417e-10,5.218553066253662,-5.110555648803711,134.59033203125,1024.0,28.0,0.00146484375,779.123046875,2048.0,407.0,0.005859375,62.97214264399372,21.013743190997047,1.3796232739987317,79.70686660899082,205.34239888499724,0.0007372598369562797,0.042594723203034715,0.011229579241535654,0.22845709689049787,14.121560734987725,26.044381417013938
31,,,,,439282,492345,53063,469343,469344,469343.5,0.12539078295230865,0.001,0.00390625,0.99609375,0.18389860853072135,-0.047303455145729166,0.0017736245485608496,-0.00014183501943696155,3.11300790309906,0.4087138868266146,1e-06,2.741424083709717,4.0,-3.0,0.9404296875,1.0,0.0,1.8009941577911377,3.0,-3.0,0.0,0.0,0.0,2.726064443588257,4.001487731933594,-3.01027250289917,-2.3814315852632717e-08,0.9905400276184082,3.1022422313690186,-6.212869644165039,-2.3814315852632717e-08,3.1022422313690186,-6.212869644165039,127.6474609375,954.0,36.0,0.0,789.0390625,2048.0,416.0,0.00390625,55.63450896900031,21.333039552002447,1.4032202170055825,79.81092940000235,158.28123054499156,0.0007474377598739423,0.04251200314908076,0.01136323372540711,0.21281494659592654,,
32,,,,,445327,460358,15031,452480,452481,452480.25,0.12491779029369354,0.001,0.00390625,0.99609375,0.17725498012958035,-0.016041869958562237,0.003049957291823962,0.0002686346476454468,3.5495938062667847,0.4150342537633686,1e-06,2.845181465148926,4.0,-3.0,0.95751953125,1.0,0.0,1.8876620531082153,3.0,-3.0,0.0,0.0,0.0,2.829878568649292,4.0029401779174805,-3.0182993412017822,4.692467303613057e-09,0.9938956499099731,5.702975749969482,-5.694847106933594,4.692467303613057e-09,5.702975749969482,-5.694847106933594,127.02197265625,569.0,20.0,0.0,756.728515625,2048.0,407.0,0.005859375,48.986872023000615,20.248278663988458,1.4299249780015089,76.01502156100469,146.77631423898856,0.0007900482827711866,0.041999082590347694,0.011187382578570257,0.18830892486382622,,
