step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,1.6029703633859753,0.025,1.5779703633859754,0.0,417638,441950,24312,433063,433064,433063.25,0.11244435608386993,0.001,0.00048828125,0.99951171875,0.3318284259274088,-0.002532354588138646,0.0016110455868203707,-6.0109771107692784e-05,3.313417911529541,0.3726841718645045,1e-06,1.2041263580322266,3.0,-3.0,0.00634765625,1.0,0.0,1.1977787017822266,3.0,-3.0,0.0,0.0,0.0,1.197678804397583,2.9997520446777344,-3.244317054748535,4.371180306605993e-09,0.9998030662536621,3.0269551277160645,-2.3063552379608154,4.371180306605993e-09,3.0269551277160645,-2.3063552379608154,81.81494140625,1024.0,1.0,0.001953125,764.01171875,2048.0,402.0,0.00390625,33.585579390999555,10.955349101001048,1.311185803000626,41.978957032000835,110.72037117999935,0.006324335475823132,0.0007569251160197882,0.20044271138179579,0.024233733197172026,8.225096026000756,14.56570328899943
11,,,,,412578,446138,33560,428919,428920,428919.75,0.12311133742332458,0.001,0.0,1.0,0.32320478345666614,-0.07873808619167123,0.0010312999241120582,-1.0145374419932653e-06,3.0928595066070557,0.37264030563943057,1e-06,1.355623722076416,3.0,-3.0,0.0107421875,1.0,0.0,1.344881534576416,3.0,-3.0,0.0,0.0,0.0,1.3488733768463135,3.0001420974731445,-3.0171217918395996,4.443471812720645e-09,1.0000001192092896,2.362234115600586,-2.3284661769866943,4.443471812720645e-09,2.362234115600586,-2.3284661769866943,80.48388671875,1024.0,1.0,0.0029296875,757.25,2048.0,419.0,0.0078125,34.77062591200047,10.748857074000625,1.281692282000222,41.595221269999456,88.49777214200003,0.006265074687048466,0.0007470466689865773,0.210947127130215,0.024244174621242936,,
12,,,,,437919,458840,20921,447098,447099,447098.5,0.11796684563159943,0.001,0.0,1.0,0.2689009999235471,-0.006952912748480837,0.0009392879612278194,-1.9415310816839337e-06,50.74871212244034,0.3729468703885096,1e-06,1.2832435369491577,3.0,-3.0,0.009765625,1.0,0.0,1.2734779119491577,3.0,-3.0,0.0,0.0,0.0,1.2673497200012207,3.0012989044189453,-6.660262107849121,2.6181448120610185e-08,1.0000001192092896,2.444164991378784,-2.3935978412628174,2.6181448120610185e-08,2.444164991378784,-2.3935978412628174,86.5107421875,1024.0,1.0,0.00439453125,786.728515625,2048.0,393.0,0.0078125,40.66592202299944,11.303525723000348,1.4114496729998791,43.39349259899973,96.88387859300019,0.006320489625328841,0.0007892274705684984,0.2295253368044941,0.024263944409900574,,
13,,,,,421091,442075,20984,434382,434382,434382.0,0.12550076842308044,0.001,0.0,1.0,0.32906648024384466,0.03740982072693961,0.00411709766610459,0.0008864766847247145,26.890964448451996,0.38175699932455276,1e-06,1.3309752941131592,3.0,-3.0,0.0068359375,1.0,0.0,1.3241393566131592,3.0,-3.0,0.0,0.0,0.0,1.3147785663604736,2.998760461807251,-6.406935691833496,-4.334267611483256e-09,1.0000001192092896,2.530940532684326,-2.488953113555908,-4.334267611483256e-09,2.530940532684326,-2.488953113555908,82.51171875,1024.0,1.0,0.00341796875,765.890625,2048.0,399.0,0.001953125,34.08504023400019,10.892016588999468,1.2959297409997816,41.13399368099999,87.5178248659995,0.006268685505499461,0.0007458468243388203,0.20170572500355174,0.023673859460682067,,
14,,,,,423965,459377,35412,445579,445579,445579.0,0.1270228624343872,0.001,0.0,1.0,0.41990727769831815,-0.03666171431541443,0.018510501032384732,-0.01252598355980202,30.257493436336517,0.381265539706033,1e-06,1.416671633720398,3.0,-3.0,0.0087890625,1.0,0.0,1.407882571220398,3.0,-3.0,0.0,0.0,0.0,1.3920472860336304,3.0017409324645996,-10.044829368591309,0.0,1.0,2.3177473545074463,-2.3063204288482666,0.0,2.3177473545074463,-2.3063204288482666,98.029296875,1024.0,1.0,0.00830078125,772.2421875,2048.0,407.0,0.005859375,36.552689739000925,11.210377901001266,1.3139490300000034,42.33974090599986,91.53032092499961,0.006289781330022995,0.0007372144053018676,0.18206794912933058,0.0237554625027211,,
15,,,,,423172,450880,27708,435757,435758,435757.5,0.1277838498353958,0.001,0.0,1.0,0.2701600469648838,-0.01836225960869342,0.0008968596307871242,-3.27821622704505e-05,3.3144949674606323,0.38577429814640574,1e-06,1.4543564319610596,3.0,-3.0,0.01220703125,1.0,0.0,1.4421494007110596,3.0,-3.0,0.0,0.0,0.0,1.4430828094482422,2.999593734741211,-8.109420776367188,-7.217855202412693e-09,1.0000001192092896,2.5043089389801025,-2.508415460586548,-7.217855202412693e-09,2.5043089389801025,-2.508415460586548,84.2568359375,1024.0,1.0,0.0029296875,766.83203125,2048.0,424.0,0.009765625,35.89695246500014,11.16689568899892,1.392892469999424,40.88919177099888,89.73566572600066,0.006406599822721881,0.0007991213404241029,0.20802832940228874,0.023458685031811775,,
16,,,,,416263,444744,28481,430393,430394,430393.5,0.13275942206382751,0.001,0.0,1.0,0.3158692671307202,0.08644713416438678,0.008646577175160677,-0.012730500448610812,949.2558984160423,0.382664693974378,1e-06,1.527180790901184,3.0,-3.0,0.0048828125,1.0,0.0,1.522297978401184,3.0,-3.0,0.0,0.0,0.0,1.5026376247406006,3.0004422664642334,-6.874812602996826,2.0705675396470724e-08,1.0000001192092896,2.702012538909912,-2.651771306991577,2.0705675396470724e-08,2.702012538909912,-2.651771306991577,80.6025390625,1024.0,1.0,0.00439453125,760.009765625,2048.0,399.0,0.005859375,33.96509867799978,10.951029095000195,1.317764346000331,40.68184960600047,87.04614441900048,0.006361056274665042,0.0007654415935651509,0.20575680408786226,0.0236306133840314,,
17,,,,,427287,444212,16925,437318,437319,437318.75,0.15026509761810303,0.001,0.00146484375,0.99853515625,0.29913773507841174,0.06584401224409381,0.0035769503841537142,0.003849986268160559,20.92443495988846,0.3817713062392602,1e-06,1.5264739990234375,3.0,-3.0,0.01318359375,1.0,0.0,1.5132904052734375,3.0,-3.0,0.0,0.0,0.0,1.5108457803726196,3.0007848739624023,-6.028738021850586,0.0,0.9974892735481262,2.5267460346221924,-2.585162878036499,0.0,2.5267460346221924,-2.585162878036499,85.37646484375,1024.0,1.0,0.00634765625,768.76171875,2048.0,389.0,0.00390625,37.25581113000044,11.350353165998968,1.3821996860006038,41.48027015600019,91.57868215499911,0.006488604230895066,0.0007901557422364144,0.21307176470252065,0.023712835406668586,,
18,,,,,411737,457413,45676,437406,437406,437406.0,0.152062326669693,0.001,0.0,1.0,0.3128054941008831,0.04132516881258323,0.01105248632214578,-0.016708294203234456,95.24278497695923,0.3835819531093859,1e-06,1.5209119319915771,3.0,-3.0,0.0087890625,1.0,0.0,1.5121228694915771,3.0,-3.0,0.0,0.0,0.0,1.4864435195922852,2.9987571239471436,-8.755802154541016,9.412119972296296e-09,0.9999999403953552,2.4948134422302246,-2.4639673233032227,9.412119972296296e-09,2.4948134422302246,-2.4639673233032227,85.4921875,1024.0,1.0,0.00634765625,768.81640625,2047.0,399.0,0.0,34.546728618001,11.21193107399995,1.3557295680002426,41.70802906100107,88.92549064100058,0.006408194602954663,0.0007748690964460036,0.19731065874303777,0.023838281288437443,,
19,,,,,420708,432828,12120,427277,427277,427277.0,0.13805051147937775,0.001,0.0,1.0,0.32279736921191216,0.03032662883509017,0.001985542702771324,0.001239929299767287,63.04932779073715,0.3800143599918135,1e-06,1.6286052465438843,3.0,-3.0,0.00830078125,1.0,0.0,1.6203044652938843,3.0,-3.0,0.0,0.0,0.0,1.5941193103790283,2.999647378921509,-12.74295425415039,2.369186802297918e-08,1.0000001192092896,2.587489604949951,-2.5609054565429688,2.369186802297918e-08,2.587489604949951,-2.5609054565429688,85.06640625,1024.0,1.0,0.0048828125,749.458984375,1981.0,407.0,0.0,36.66252358899874,11.236198373000661,1.3404034200011665,40.596783945000425,89.96744389099877,0.00657430564540138,0.0007842707541016522,0.2104429190717198,0.023753199882629084,,
20,1.7151253977790475,0.0375,1.6776253977790474,0.0,436687,466866,30179,445444,445444,445444.0,0.12871062755584717,0.001,0.0,1.0,0.34062024566034477,-0.018949309736490248,0.0008374203277829414,0.00014377796857540187,19.344458281993866,0.38080317465438906,1e-06,1.5347623825073242,3.0,-3.0,0.00732421875,1.0,0.0,1.5274381637573242,3.0,-3.0,0.0,0.0,0.0,1.515279769897461,2.999192476272583,-10.234785079956055,9.089761832115073e-09,1.0000001192092896,2.5440163612365723,-2.4759814739227295,9.089761832115073e-09,2.5440163612365723,-2.4759814739227295,91.802734375,1024.0,1.0,0.00341796875,778.205078125,2048.0,416.0,0.01171875,35.579079925999395,11.577700998001092,1.3397170360003656,42.3606415610011,112.85787711900048,0.006497843162104042,0.0007518998100773417,0.1892383460949269,0.023774392269848232,8.166208413000277,13.736219643000368
21,,,,,425984,445387,19403,435003,435004,435003.5,0.13804636895656586,0.001,0.0,1.0,0.2506987838385006,0.00419795389364784,0.005117694878329833,0.001579046869301237,37.586149752140045,0.37536536006505833,1e-06,1.6358277797698975,3.0,-3.0,0.01513671875,1.0,0.0,1.6206910610198975,3.0,-3.0,0.0,0.0,0.0,1.6117316484451294,2.9989025592803955,-11.092495918273926,-7.214642661068638e-09,1.0,2.8963112831115723,-2.850803852081299,-7.214642661068638e-09,2.8963112831115723,-2.850803852081299,82.6162109375,1024.0,1.0,0.00537109375,767.0,2034.0,402.0,0.0,36.42639235599927,11.38958705100049,1.3229930800007423,41.87855145899994,91.12423797099837,0.006545687018035769,0.000760334732939357,0.21528855161408095,0.024067939372326853,,
22,,,,,430768,451360,20592,443943,443944,443943.25,0.14776836335659027,0.001,0.0,1.0,0.37334964090380174,-0.031892388673691915,0.01694148878370219,0.05138710845181024,36.32344824075699,0.3792065089414252,1e-06,1.5475759506225586,3.0,-3.0,0.01220703125,1.0,0.0,1.5353689193725586,3.0,-3.0,0.0,0.0,0.0,1.5245953798294067,3.0000791549682617,-7.007626533508301,7.918371736082008e-09,1.0,2.497199535369873,-2.502828359603882,7.918371736082008e-09,2.497199535369873,-2.502828359603882,86.56494140625,1024.0,1.0,0.0048828125,780.51171875,2048.0,389.0,0.00390625,33.81985633699878,11.650326588998723,1.37239350299933,42.383276847998786,89.33146404200124,0.006560707133737659,0.0007728428706818551,0.19076546993258753,0.02386750831778543,,
23,,,,,416838,457046,40208,439114,439114,439114.0,0.13615770637989044,0.001,0.0,1.0,0.2552853078934653,0.1731183771044016,0.0019255286415814068,-0.020343734605532893,402.5075151324272,0.3663849896526055,1e-06,1.6155953407287598,3.0,-3.0,0.01708984375,1.0,0.0,1.5985054969787598,3.0,-3.0,0.0,0.0,0.0,1.598508358001709,2.999539613723755,-6.468783378601074,1.7916106376247853e-09,1.0,2.5797805786132812,-2.547959089279175,1.7916106376247853e-09,2.5797805786132812,-2.547959089279175,83.171875,1024.0,1.0,0.00439453125,774.47265625,2048.0,399.0,0.00390625,35.4532883819993,11.403378667999277,1.3845419900007983,43.35586020899973,91.71506583299924,0.006492265486866325,0.0007882588519159024,0.2081373777827312,0.024683715509525847,,
24,,,,,404662,438954,34292,425420,425421,425420.5,0.12591654062271118,0.001,0.0,1.0,0.2027757521076449,0.06684841094377997,0.0009448525479769912,-6.9763038231156255e-06,36.0387521982193,0.37030260164700285,1e-06,1.6819360256195068,3.0,-3.0,0.015625,1.0,0.0,1.6663110256195068,3.0,-3.0,0.0,0.0,0.0,1.6687488555908203,3.0003299713134766,-3.2105536460876465,-4.192729363694525e-08,1.0000001192092896,2.6903064250946045,-2.6729564666748047,-4.192729363694525e-08,2.6903064250946045,-2.6729564666748047,81.3876953125,1024.0,1.0,0.00439453125,749.51171875,2048.0,402.0,0.0078125,40.09555878100036,10.992368702998647,1.306499611999243,41.502041222000116,94.02904979099912,0.00645970792603944,0.0007677695433102324,0.24055122197358061,0.02438883482460302,,
25,,,,,409845,443421,33576,429236,429237,429236.25,0.14656507968902588,0.001,0.0,1.0,0.25440085320068256,-0.09196380199032969,0.018928487550251054,-0.014345214453831951,158.9090052843094,0.37671848519131346,1e-06,1.5166208744049072,3.0,-3.0,0.0107421875,1.0,0.0,1.5058789253234863,3.0,-3.0,0.0,0.0,0.0,1.4858901500701904,2.998396396636963,-4.939963340759277,-4.9432675730543e-09,1.0000001192092896,2.6227262020111084,-2.5792574882507324,-4.9432675730543e-09,2.6227262020111084,-2.5792574882507324,82.89697265625,1024.0,1.0,0.0068359375,755.455078125,2048.0,399.0,0.001953125,34.56546087300012,10.859192592999534,1.28505773300094,41.18050994499936,88.00981836499886,0.006324717794104956,0.0007484559685959307,0.20359810377975368,0.023984757779078162,,
26,,,,,414362,458655,44293,435905,435906,435905.25,0.15059879422187805,0.001,0.0,1.0,0.3297172710299492,-0.02584126845717297,0.003463537324153419,0.008934914111445582,47.64359110593796,0.390064433212517,1e-06,1.6033563613891602,3.0,-3.0,0.021484375,1.0,0.0,1.5818721055984497,3.0,-3.0,0.0,0.0,0.0,1.5702980756759644,2.9987246990203857,-8.640689849853516,9.998913697017997e-09,1.0000001192092896,2.750631332397461,-2.7039670944213867,9.998913697017997e-09,2.750631332397461,-2.7039670944213867,83.45556640625,1024.0,1.0,0.005859375,767.921875,2048.0,419.0,0.001953125,34.5096941060001,11.392162267000458,1.3904171240010328,40.66165244900003,88.0548587760004,0.006533622998920326,0.0007974308201157435,0.20190907929579913,0.023320235560939005,,
27,,,,,412949,455748,42799,425851,425852,425851.5,0.15235348045825958,0.001,0.0,1.0,0.30795705061534356,0.026870978723183787,0.0075324848394616156,0.011361837649458502,33.74732953310013,0.3826942109955042,1e-06,1.7736214399337769,3.0,-3.0,0.0107421875,1.0,0.0,1.7628792524337769,3.0,-3.0,0.0,0.0,0.0,1.7440050840377808,3.0007684230804443,-7.180196762084961,-3.158507766443108e-08,1.0,2.8903183937072754,-2.8492608070373535,-3.158507766443108e-08,2.8903183937072754,-2.8492608070373535,79.2587890625,1024.0,1.0,0.005859375,752.482421875,2048.0,393.0,0.0078125,34.5327039090007,11.39035333800166,1.317188740000347,40.21208068699889,87.57158395700026,0.00668681062412699,0.0007732676414198066,0.2127419814258123,0.02360686805553044,,
28,,,,,437110,445180,8070,442047,442048,442047.5,0.13908307254314423,0.001,0.0,1.0,0.19986295417465014,-0.1386175186469637,0.0068106560160983995,-0.00267594066902128,112.40455543994904,0.38844028536404573,1e-06,1.7878361940383911,3.0,-3.0,0.0126953125,1.0,0.0,1.7751408815383911,3.0,-3.0,0.0,0.0,0.0,1.768216609954834,2.9987173080444336,-9.660327911376953,-7.566873350128844e-09,1.0000001192092896,2.643777847290039,-2.663224220275879,-7.566873350128844e-09,2.643777847290039,-2.663224220275879,78.7705078125,1024.0,1.0,0.00244140625,784.603515625,2048.0,425.0,0.00390625,32.530115700999886,11.15779909199955,1.273686173999522,41.18294041700028,86.25601465200089,0.0063102941946281505,0.0007203333205139278,0.20164711385303855,0.02329101534167724,,
29,,,,,421998,442967,20969,433956,433957,433956.5,0.15991882979869843,0.001,0.0,1.0,0.31573673052092394,0.07065166287745038,0.010645307720794032,-0.004708113772358047,66.08440774679184,0.3809827725374342,1e-06,1.6641219854354858,3.0,-3.0,0.01806640625,1.0,0.0,1.6460555791854858,3.0,-3.0,0.0,0.0,0.0,1.6348357200622559,2.998751163482666,-12.444381713867188,0.0,1.0,2.783097505569458,-2.7395567893981934,0.0,2.783097505569458,-2.7395567893981934,82.3818359375,1024.0,1.0,0.0048828125,765.189453125,2048.0,399.0,0.0078125,33.848299084000246,11.32264476599994,1.3936064749996149,41.224440856,87.91252907699891,0.0065229146043439485,0.000802849176702973,0.20062055669223347,0.023749178118083265,,
30,1.7867287933826446,0.0375,1.7492287933826447,0.0,411262,465695,54433,435255,435256,435255.75,0.14749646186828613,0.001,0.0,1.0,0.16275094499190648,0.010132227512076496,0.0008562579731612156,7.432244122658933e-05,41.309188425540924,0.37323015552257605,1e-06,1.6464871168136597,3.0,-3.0,0.01806640625,1.0,0.0,1.6284207105636597,3.0,-3.0,0.0,0.0,0.0,1.6267815828323364,2.999741554260254,-7.585438251495361,-2.371233520648275e-08,1.0,2.670431137084961,-2.6550228595733643,-2.371233520648275e-08,2.670431137084961,-2.6550228595733643,75.40966796875,1024.0,1.0,0.00341796875,774.69921875,2048.0,420.0,0.0078125,33.64914839700032,11.300564584998938,1.4684169419997488,42.18900812599895,111.28541975200096,0.0064907612277373345,0.0008434219088431047,0.21787986452256436,0.02423230946747915,7.307687104001161,15.265439000999322
31,,,,,428044,438812,10768,431457,431458,431457.5,0.15944607555866241,0.001,0.0,1.0,0.2121266738644668,-0.026277070648835173,0.0016716937264261236,-0.003344021898686021,51.335142850875854,0.38262719179931703,1e-06,1.6969190835952759,3.0,-3.0,0.01611328125,1.0,0.0,1.6808058023452759,3.0,-3.0,0.0,0.0,0.0,1.6621874570846558,3.000493288040161,-9.994650840759277,1.5787063878391905e-09,1.0,2.953824520111084,-2.9162254333496094,1.5787063878391905e-09,2.953824520111084,-2.9162254333496094,75.5107421875,1024.0,1.0,0.0048828125,767.1796875,2048.0,413.0,0.0078125,35.26891994399921,11.517800358000386,1.3137490849985625,40.790605104999486,88.99434607100011,0.006673774565281856,0.0007612274007280917,0.22806228382240218,0.023635355223283572,,
32,,,,,434481,451554,17073,440249,440249,440249.0,0.1793336421251297,0.001,0.0,1.0,0.26182092790459766,-0.08611407638617775,0.0006172741313689742,-5.526067101966654e-05,106.35570424795151,0.37705411822647283,1e-06,1.696507453918457,3.0,-3.0,0.021484375,1.0,0.0,1.675023078918457,3.0,-3.0,0.0,0.0,0.0,1.6458240747451782,3.001213312149048,-9.194868087768555,-2.3541836924323434e-08,0.9999999403953552,2.7997453212738037,-2.7680320739746094,-2.3541836924323434e-08,2.7997453212738037,-2.7680320739746094,81.01953125,1024.0,1.0,0.0068359375,778.841796875,2048.0,393.0,0.005859375,34.824096682001255,11.652724829000363,1.6073365020001802,42.291401885000596,90.48229292599899,0.0066171216907933705,0.0009127428466618778,0.20987474496167768,0.024015614961647044,,
