step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
33,,,,,418812,457778,38966,436845,436846,436845.25,0.1636705994606018,0.001,0.0,1.0,0.28934440598020267,0.08323655449303574,0.001934835055024074,0.003958036465613484,25.030950248241425,0.37154863933444676,1e-06,1.7548762559890747,3.0,-3.0,0.0205078125,1.0,0.0,1.7343684434890747,3.0,-3.0,0.0,0.0,0.0,1.716931700706482,2.9987685680389404,-9.495403289794922,-2.828510226038361e-08,1.0,2.9114224910736084,-2.8474748134613037,-2.828510226038361e-08,2.9114224910736084,-2.8474748134613037,80.07666015625,1024.0,1.0,0.0048828125,773.13671875,2048.0,399.0,0.001953125,33.97304016199996,11.236996944000566,1.5524275670013594,42.55279115099984,89.42968462499994,0.006430765210335105,0.0008884310674096602,0.20715647336231738,0.024352325652505,,
34,,,,,418033,436882,18849,426214,426215,426214.75,0.1733667552471161,0.001,0.0,1.0,0.2680664822973054,-0.05719116339781161,0.015528532744642219,-0.01850039043943227,65.72716045379639,0.3732966358464812,1e-06,1.6952123641967773,3.0,-3.0,0.00927734375,1.0,0.0,1.6859350204467773,3.0,-3.0,0.0,0.0,0.0,1.6364511251449585,2.999627113342285,-9.561227798461914,-3.1939038080963655e-08,1.0,2.918729782104492,-2.9749464988708496,-3.1939038080963655e-08,2.918729782104492,-2.9749464988708496,85.84521484375,1024.0,1.0,0.0078125,746.60546875,2048.0,389.0,0.001953125,32.844597842999065,10.885717750999902,1.6349878080000053,41.24689584099906,86.7186868630015,0.006385113226958888,0.0009590164394826817,0.18681764987969504,0.024193728537667374,,
35,,,,,405092,434551,29459,426493,426494,426493.25,0.1844889372587204,0.001,0.0009765625,0.9990234375,0.28883578728086184,-0.0023765889927744865,0.0011547084660768242,0.024616735253281213,55.29570960998535,0.3802997382304508,1e-06,1.7646852731704712,3.0,-3.0,0.01220703125,1.0,0.0,1.7524782419204712,3.0,-3.0,0.0,0.0,0.0,1.7074997425079346,2.9983344078063965,-11.635250091552734,0.0,0.9989829063415527,3.8882250785827637,-3.8340823650360107,0.0,3.8882250785827637,-3.8340823650360107,77.78564453125,1024.0,1.0,0.0068359375,755.208984375,2048.0,407.0,0.00390625,33.23839420299919,11.025835787000688,1.6030112369990093,40.57004392700037,86.5457611640013,0.006463077544017805,0.0009396463115178313,0.20864627100843783,0.023781175860931193,,
36,,,,,416648,447562,30914,433388,433388,433388.0,0.15997575223445892,0.001,0.0,1.0,0.1884414477473391,0.013131550546469433,0.0007358270772134087,-9.073994689450566e-05,46.0014511346817,0.3750425617961765,1e-06,1.6795343160629272,3.0,-3.0,0.021484375,1.0,0.0,1.6580499410629272,3.0,-3.0,0.0,0.0,0.0,1.6608573198318481,3.0001871585845947,-9.744962692260742,-5.678594483526922e-09,1.0,2.809455156326294,-2.752864360809326,-5.678594483526922e-09,2.809455156326294,-2.752864360809326,73.474609375,1024.0,1.0,0.00244140625,772.986328125,2048.0,399.0,0.00390625,34.864716804000636,11.379496116000155,1.3432612440010416,41.78590542699931,89.48866847700083,0.006564265805698448,0.000774860658348317,0.2316961960977208,0.02410421229187201,,
37,,,,,390123,455245,65122,420289,420290,420289.5,0.1933647096157074,0.001,0.00146484375,0.99853515625,0.283448808087871,-0.05366951008809024,0.010406098264301646,-0.0010874354364769432,164.13669300079346,0.37774793417890895,1e-06,1.737369179725647,3.0,-3.0,0.01806640625,1.0,0.0,1.719302773475647,3.0,-3.0,0.0,0.0,0.0,1.6602574586868286,2.9991183280944824,-10.17795467376709,3.427747419237903e-09,0.9989387392997742,2.897183418273926,-2.7975144386291504,3.427747419237903e-09,2.897183418273926,-2.7975144386291504,86.9443359375,1024.0,1.0,0.0107421875,733.93359375,2048.0,414.0,0.001953125,35.953213521999714,10.816607224000109,1.4276088339993294,40.19059488399944,88.50254840900016,0.006434021801639172,0.0008491818341877024,0.20191401602812342,0.023906494739934878,,
38,,,,,422897,455793,32896,437779,437780,437779.75,0.15786784887313843,0.001,0.0,1.0,0.2783758078926596,0.14644846564223027,0.01203289397606819,0.017036848857593403,80.79844570159912,0.37597192170746724,1e-06,1.7076555490493774,3.0,-3.0,0.01904296875,1.0,0.0,1.6886125802993774,3.0,-3.0,0.0,0.0,0.0,1.6643786430358887,2.9987921714782715,-10.188624382019043,-1.48072603067817e-08,1.0,2.9309754371643066,-2.935861825942993,-1.48072603067817e-08,2.9309754371643066,-2.935861825942993,80.50732421875,1024.0,1.0,0.00634765625,774.53125,2048.0,399.0,0.01171875,35.602139937000175,11.22915445199942,1.3514041409998754,42.13006382899948,90.42231460900075,0.006412559313215961,0.0007717374667283465,0.21592889292754186,0.024058938215506476,,
39,,,,,401806,459378,57572,432026,432027,432026.25,0.15710526704788208,0.001,0.00048828125,0.99951171875,0.3972631976779165,0.08857732275822039,0.01987686722162019,-0.006539752857046049,106.22142100334167,0.37751292636140005,1e-06,1.8015918731689453,4.0,-3.0,0.01513671875,1.0,0.0,1.7864551544189453,3.0,-3.0,0.0,0.0,0.0,1.768165111541748,4.001186847686768,-7.3512163162231445,5.111393974743805e-09,0.9994460344314575,5.158190727233887,-3.172973394393921,5.111393974743805e-09,5.158190727233887,-3.172973394393921,75.79736328125,1024.0,1.0,0.0048828125,768.00390625,2048.0,422.0,0.005859375,33.27757734899933,11.044697544000883,1.3508882459991582,41.37223573099982,87.15285185299945,0.006391219019678134,0.0007817165311130737,0.21437179819367871,0.02394081131123388,,
40,1.7704787921160459,0.0375,1.732978792116046,0.0,414095,463574,49479,434501,434502,434501.25,0.15418049693107605,0.001,0.0,1.0,0.27402459746547814,0.06921229018540732,0.017219961606817127,0.0024081418217472925,61.75547152757645,0.3815225470768971,1e-06,1.6960293054580688,3.0,-3.0,0.0205078125,1.0,0.0,1.6755214929580688,3.0,-3.0,0.0,0.0,0.0,1.6565923690795898,2.9987223148345947,-9.063880920410156,-2.6819307663572545e-08,1.0000001192092896,2.9319088459014893,-2.839470624923706,-2.6819307663572545e-08,2.9319088459014893,-2.839470624923706,80.00830078125,1024.0,16.0,0.0078125,768.626953125,2048.0,413.0,0.00390625,33.78978127699884,10.900006672000018,1.4320193940002355,41.173414441000205,109.60931955300111,0.006271562321167095,0.0008239443465353871,0.20621506116308022,0.02369004372311944,8.589161472000342,13.617656479000289
41,,,,,433055,456118,23063,444796,444797,444796.25,0.17173202335834503,0.001,0.0009765625,0.9990234375,0.28014261089265347,0.06245234837794366,0.000803941385432457,0.0011453589214397652,60.12882459163666,0.3784848036434204,1e-06,1.7253241539001465,4.0,-3.0,0.02880859375,1.0,0.0,1.6965155601501465,3.0,-3.0,0.0,0.0,0.0,1.6761387586593628,3.997021198272705,-7.102745532989502,6.40374464566662e-09,0.9984553456306458,3.6496613025665283,-3.610623598098755,6.40374464566662e-09,3.6496613025665283,-3.610623598098755,83.77001953125,1024.0,1.0,0.00927734375,784.97265625,2048.0,393.0,0.00390625,37.3530335989999,11.239476677999846,1.4331531220013858,42.56313752400092,92.70252593300029,0.006317205168658597,0.0008055110188099528,0.21772450381496902,0.02392282844336082,,
42,,,,,416769,449069,32300,433421,433422,433421.25,0.15953820943832397,0.001,0.0,1.0,0.34005607112443875,0.09635017413113799,0.008980231376231782,-0.009571239544389496,194.72548127174377,0.38580952354403575,1e-06,1.758470892906189,3.0,-3.0,0.02685546875,1.0,0.0,1.731615424156189,3.0,-3.0,0.0,0.0,0.0,1.718241572380066,3.0007245540618896,-6.27455997467041,5.923981749589302e-09,0.9999999403953552,3.012827157974243,-2.9574344158172607,5.923981749589302e-09,3.012827157974243,-2.9574344158172607,80.49267578125,1024.0,1.0,0.00830078125,766.033203125,2048.0,407.0,0.001953125,33.09812684799908,10.9980861490003,1.3860022219996608,40.63971797299928,86.23110248099874,0.006343762649501092,0.0007994544695256986,0.2007784508732178,0.02344123527226646,,
43,,,,,406197,434216,28019,423016,423017,423016.75,0.1615860015153885,0.001,0.0,1.0,0.4559789043185966,0.0047238487750291824,0.0028357856915265855,0.0027872952753601305,31.36630266904831,0.38003294855017244,1e-06,1.7881051301956177,3.0,-3.0,0.02392578125,1.0,0.0,1.7641793489456177,3.0,-3.0,0.0,0.0,0.0,1.7571454048156738,2.9984142780303955,-6.843379974365234,1.9872483658645024e-09,1.0,3.4800643920898438,-3.409367561340332,1.9872483658645024e-09,3.4800643920898438,-3.409367561340332,74.98388671875,1024.0,1.0,0.00537109375,751.220703125,2048.0,389.0,0.00390625,34.274543427000026,11.470446109000477,1.3516905140004383,40.21522465800081,87.43075497599966,0.006778955034877743,0.0007988398296287548,0.2231895096407433,0.023766922147882327,,
44,,,,,413619,455734,42115,435296,435296,435296.0,0.17351125180721283,0.001,0.0,1.0,0.30884882358127624,-0.07776305066614315,0.0017179677258887939,0.00963735270080837,50.98072695732117,0.37814637795520595,1e-06,1.779171347618103,3.0,-3.0,0.021484375,1.0,0.0,1.757686972618103,3.0,-3.0,0.0,0.0,0.0,1.7466490268707275,2.99886155128479,-6.4272003173828125,-1.4971339723501842e-08,1.0000001192092896,2.812652111053467,-2.7373228073120117,-1.4971339723501842e-08,2.812652111053467,-2.7373228073120117,79.625,1024.0,1.0,0.0068359375,770.5625,2048.0,399.0,0.0078125,33.42731524200099,11.3411218250003,1.3416605309994338,41.63567961000081,87.84766524000042,0.006513453962935738,0.0007705449458526117,0.20498500810685455,0.023912280155343035,,
45,,,,,417179,441159,23980,431386,431386,431386.0,0.14729925990104675,0.001,0.0,1.0,0.318178295490465,-0.10560589150658675,0.002839220151404983,0.0007536659478708836,28.311848402023315,0.37402378553586824,1e-06,1.8061585426330566,3.0,-3.0,0.02734375,1.0,0.0,1.7788147926330566,3.0,-3.0,0.0,0.0,0.0,1.7753463983535767,2.998701810836792,-6.459468841552734,1.2653707415211102e-08,0.9999999403953552,3.1557717323303223,-3.2049741744995117,1.2653707415211102e-08,3.1557717323303223,-3.2049741744995117,75.3671875,1024.0,1.0,0.0048828125,767.18359375,2048.0,416.0,0.00390625,30.834535171001335,11.4014340979993,1.377323945000171,41.68607901799987,85.3941779050001,0.00660744327470021,0.0007981969425295276,0.19976764260263122,0.024158224315346276,,
46,,,,,412666,448738,36072,431491,431492,431491.5,0.18067379295825958,0.001,0.0,1.0,0.6405468484194115,0.001334162172058533,0.022584679709137256,0.03615317808503435,77.80459594726562,0.37426560468795683,1e-06,1.7243705987930298,3.0,-3.0,0.025390625,1.0,0.0,1.6989799737930298,3.0,-3.0,0.0,0.0,0.0,1.6712050437927246,2.998453378677368,-7.610786437988281,-8.152786001858203e-09,1.0,2.7356934547424316,-2.5855114459991455,-8.152786001858203e-09,2.7356934547424316,-2.5855114459991455,87.7314453125,1024.0,1.0,0.01220703125,755.025390625,2048.0,393.0,0.001953125,33.17795501200089,11.242323645001306,1.31894327199916,41.64861452700097,87.49534117000076,0.006513641430364971,0.0007641768563222915,0.1846564055567355,0.024130611221194954,,
47,,,,,420080,449739,29659,437313,437314,437313.5,0.19282664358615875,0.001,0.0,1.0,0.6024882431452473,0.0479107941656063,0.05130296969048989,0.05671364203696309,92.61832904815674,0.3711050460217014,1e-06,1.817307949066162,3.0,-3.0,0.0341796875,1.0,0.0,1.783128261566162,3.0,-3.0,0.0,0.0,0.0,1.7592942714691162,2.9993414878845215,-6.441934585571289,8.96335805578019e-09,1.0,2.870258331298828,-2.8800857067108154,8.96335805578019e-09,2.870258331298828,-2.8800857067108154,89.7724609375,1024.0,1.0,0.01611328125,764.35546875,2048.0,399.0,0.00390625,33.37238896300005,11.255654465001498,1.4194811629986361,42.63409477800087,88.79732535400035,0.006434545506256667,0.0008114780146271703,0.1815157079149763,0.024372729619598337,,
48,,,,,428555,472034,43479,446853,446854,446853.25,0.18074102699756622,0.001,0.0,1.0,0.7343147477755944,0.06712531633675098,0.0704188644575576,-0.05402510514686583,446.358678817749,0.37247069869514876,1e-06,1.641014575958252,3.0,-3.0,0.0244140625,1.0,0.0,1.616600513458252,3.0,-3.0,0.0,0.0,0.0,1.585243582725525,2.9985599517822266,-6.331891059875488,1.8257502176766138e-08,0.9999998807907104,2.867811679840088,-2.7806239128112793,1.8257502176766138e-08,2.867811679840088,-2.7806239128112793,91.41064453125,1024.0,1.0,0.017578125,781.349609375,2048.0,416.0,0.001953125,34.51500581399887,11.479664935999608,1.3859358790014085,43.46818758500012,90.9591137389998,0.006422502765728798,0.0007753864825876328,0.184366167299643,0.02431905082093513,,
49,,,,,418049,469524,51475,443987,443987,443987.0,0.16499489545822144,0.001,0.0,1.0,0.7002809193105467,-0.08154745341744274,0.004578954987077703,0.053372571401034234,60.06577128171921,0.38153657636705685,1e-06,1.8400324583053589,3.0,-3.0,0.03173828125,1.0,0.0,1.8082941770553589,3.0,-3.0,0.0,0.0,0.0,1.7930481433868408,2.998901605606079,-6.1045989990234375,5.060329044681566e-09,1.0000001192092896,3.061037540435791,-3.0503172874450684,5.060329044681566e-09,3.061037540435791,-3.0503172874450684,94.23046875,1024.0,1.0,0.0185546875,772.931640625,2048.0,425.0,0.0078125,38.015710198000306,11.415387322998868,1.745083223999245,42.157286382000166,93.43723740799942,0.006427771152645724,0.0009826206758301735,0.19698892238734977,0.023737905829450054,,
50,1.8165502220392227,0.0625,1.7540502220392227,0.0,419030,445572,26542,435341,435341,435341.0,0.16094067692756653,0.001,0.0,1.0,0.5983161863737873,0.12930697810536781,0.01270663011486509,0.03110018522865435,95.51726269721985,0.38869256255634294,1e-06,1.708975076675415,3.0,-3.0,0.02099609375,1.0,0.0,1.687978982925415,3.0,-3.0,0.0,0.0,0.0,1.6749858856201172,2.9996883869171143,-5.349466323852539,2.7772919519719608e-09,1.000000238418579,2.955866813659668,-2.90572190284729,2.7772919519719608e-09,2.955866813659668,-2.90572190284729,85.845703125,1024.0,1.0,0.01416015625,764.4296875,2048.0,402.0,0.005859375,34.26813392100121,10.975381231999563,1.4366220020001492,40.52660137699968,110.59842677799861,0.00630274958710503,0.0008249981060824441,0.19491350943622282,0.02327290639808775,9.01073806200111,14.271457894999912
51,,,,,428806,453820,25014,440711,440712,440711.75,0.17600804567337036,0.001,0.0,1.0,0.7165816249626298,-0.011756100151087008,0.03535602908889433,0.04255193632050049,179.93284606933594,0.38664719044082596,1e-06,1.7558923959732056,3.0,-3.0,0.02978515625,1.0,0.0,1.7261072397232056,3.0,-3.0,0.0,0.0,0.0,1.7097622156143188,3.60819673538208,-4.286309242248535,1.2056863285536679e-09,1.000000238418579,3.01874041557312,-2.9583539962768555,1.2056863285536679e-09,3.01874041557312,-2.9583539962768555,98.87255859375,1024.0,1.0,0.025390625,761.892578125,2048.0,393.0,0.00390625,35.80446225000014,11.39279394300138,1.4082412699990527,41.275085993000175,89.99369212400052,0.006462724185934105,0.0007988448628831956,0.17682001792672336,0.02341387879549398,,
52,,,,,422052,442353,20301,435505,435506,435505.5,0.14956232905387878,0.001,0.0,1.0,0.9840180459914023,0.05970964689963851,0.032386611965444775,0.11582309731815697,248.46527862548828,0.3748488226112621,1e-06,1.8565751314163208,3.0,-3.0,0.02685546875,1.0,0.0,1.8297196626663208,3.0,-3.0,0.0,0.0,0.0,1.8371409177780151,3.727013111114502,-5.077733993530273,-9.900369413173848e-09,1.0,2.9021618366241455,-2.872366428375244,-9.900369413173848e-09,2.9021618366241455,-2.872366428375244,96.3271484375,1024.0,4.0,0.02734375,754.26953125,2048.0,407.0,0.00390625,35.30515224199917,11.17040977400029,1.4068127479986288,42.060849767000036,90.05067300700102,0.0064123241692701305,0.000807574616163647,0.17896142622086175,0.024144844190831134,,
53,,,,,436607,473605,36998,459778,459779,459778.25,0.12216809391975403,0.001,0.0,1.0,1.3163289264926026,0.028302123349520467,0.05692232860770497,-0.05025373318529737,543.6146926879883,0.37418353956423106,1e-06,1.7799487113952637,3.0,-3.0,0.02978515625,1.0,0.0,1.7501635551452637,3.0,-3.0,0.0,0.0,0.0,1.7809510231018066,5.754499912261963,-3.156207799911499,0.0,1.0000001192092896,3.0469374656677246,-3.0638957023620605,0.0,3.0469374656677246,-3.0638957023620605,110.65869140625,1024.0,1.0,0.0390625,787.345703125,2048.0,399.0,0.0078125,41.399130002000675,11.633267850000266,1.3781723040010547,44.6007676370009,99.11229558299965,0.006325477472020624,0.0007493679311717413,0.18267357664729877,0.02425123830727144,,
54,,,,,430434,459071,28637,445510,445511,445510.75,0.11723261326551437,0.001,0.0,1.0,1.0579703208059072,-0.1595797037705779,0.01806512412149459,0.06719786016739514,209.52518558502197,0.3749133912696344,1e-06,1.7169854640960693,3.0,-3.0,0.03271484375,1.0,0.0,1.6842706203460693,3.0,-3.0,0.0,0.0,0.0,1.732513189315796,5.929562568664551,-4.642421722412109,-3.1245285470049566e-08,0.9999998211860657,3.150045394897461,-3.097653388977051,-3.1245285470049566e-08,3.150045394897461,-3.097653388977051,106.82763671875,1024.0,16.0,0.03125,763.310546875,2048.0,389.0,0.001953125,33.31855598999937,11.29589232699982,1.3415979540004628,43.037558439998975,89.11081123900112,0.0063387316282490485,0.0007528426384775579,0.15229042471306897,0.024150684601886137,,
55,,,,,422242,462033,39791,442637,442638,442637.25,0.12254194915294647,0.001,0.0,1.0,1.0478101670742035,0.06831590780154026,0.02618347574316431,0.042211908760267154,417.3328285217285,0.38401370641945487,1e-06,1.739205241203308,3.0,-3.0,0.02783203125,1.0,0.0,1.711373209953308,3.0,-3.0,0.0,0.0,0.0,1.7500743865966797,6.661081790924072,-3.138216495513916,4.6360582039994824e-09,1.0,2.892127275466919,-2.9301633834838867,4.6360582039994824e-09,2.892127275466919,-2.9301633834838867,102.85400390625,1024.0,1.0,0.03076171875,761.671875,2048.0,418.0,0.005859375,36.16519144199992,11.665594451000288,1.3925329779995081,41.7690162910003,91.10591528499936,0.006588687718329336,0.000786497847842397,0.1716878703126109,0.0235909970811315,,
56,,,,,434315,461709,27394,450107,450108,450107.25,0.07607324421405792,0.001,0.0,1.0,1.0944201395876947,0.09784010145813227,0.02866397432479707,-0.055549589972689585,412.5222930908203,0.3812622995700573,1e-06,1.869837999343872,3.0,-3.0,0.02880859375,1.0,0.0,1.841029405593872,3.0,-3.0,0.0,0.0,0.0,1.9109547138214111,5.692032337188721,-3.0240957736968994,3.01321811946309e-08,1.0,2.766822576522827,-2.88474702835083,3.01321811946309e-08,2.766822576522827,-2.88474702835083,110.77392578125,1024.0,1.0,0.03564453125,768.341796875,2048.0,413.0,0.001953125,37.365029258000504,11.814108178999959,1.3403743880007823,42.778083654999136,93.40122141900065,0.006561829530073088,0.0007444750045687902,0.16470160341172285,0.02375993924503501,,
57,,,,,419039,465640,46601,442074,442075,442074.75,0.11356435716152191,0.001,0.0,1.0,0.9158038648466269,0.05730604939162731,0.03563004152965732,0.0010776171329780482,310.5425910949707,0.3776577236611716,1e-06,1.7319855690002441,3.0,-3.0,0.02734375,1.0,0.0,1.7046418190002441,3.0,-3.0,0.0,0.0,0.0,1.7586973905563354,5.785244941711426,-4.748876571655273,9.273261269981958e-09,1.0000001192092896,2.9043688774108887,-2.8369035720825195,9.273261269981958e-09,2.9043688774108887,-2.8369035720825195,102.84130859375,1024.0,1.0,0.02734375,760.5859375,2048.0,407.0,0.005859375,34.53449680400081,11.215486281000267,1.3469070030005241,42.4102025659995,89.60961811200104,0.006342528204223531,0.0007616964116365638,0.16396667349099944,0.023983615082064456,,
58,,,,,426540,458393,31853,443051,443051,443051.0,0.0718749612569809,0.001,0.0,1.0,0.9558601006865501,-0.01508103449208041,0.06757920172531158,0.03944797510121134,302.3553237915039,0.3794465582370961,1e-06,1.813962697982788,3.0,-3.0,0.033203125,1.0,0.0,1.780759572982788,3.0,-3.0,0.0,0.0,0.0,1.8663442134857178,7.7832136154174805,-4.173076629638672,-1.1573301428313698e-08,0.9999998211860657,2.8958797454833984,-2.9304885864257812,-1.1573301428313698e-08,2.8958797454833984,-2.9304885864257812,97.853515625,1024.0,1.0,0.02978515625,767.48046875,2048.0,413.0,0.00390625,33.395061177998286,11.71995466699991,1.3186886870007584,42.26045246400099,88.80773108199901,0.006613208562332503,0.0007440953112625626,0.1666386957246277,0.023846268524391655,,
59,,,,,428008,471327,43319,447667,447668,447667.25,0.05158286169171333,0.001,0.0,1.0,1.1340907535205285,0.16608119768400986,0.08520526751914682,-0.029044813572303003,942.735221862793,0.3805745073810689,1e-06,1.7640913724899292,3.0,-3.0,0.03173828125,1.0,0.0,1.7323530912399292,3.0,-3.0,0.0,0.0,0.0,1.8358373641967773,7.756131172180176,-3.0430169105529785,0.0,1.0000001192092896,2.9785423278808594,-2.838393449783325,0.0,2.9785423278808594,-2.838393449783325,106.25439453125,1024.0,1.0,0.03369140625,768.095703125,2048.0,389.0,0.0078125,35.99102935399969,11.861127202000716,1.3894048550009757,42.65170769299948,91.99626417999934,0.006623852427221735,0.0007759138372312112,0.1653931103676764,0.023818867525488785,,
60,1.8098537921905518,0.0625,1.7473537921905518,0.0,434666,470199,35533,448264,448265,448264.5,0.03497284650802612,0.001,0.0,1.0,0.9442963350949616,0.06920028314122866,0.03251343131254042,0.2461850080335039,238.88466358184814,0.37640353312865177,1e-06,1.790122389793396,3.0,-3.0,0.02685546875,1.0,0.0,1.763266921043396,3.0,-3.0,0.0,0.0,0.0,1.8788894414901733,8.366947174072266,-3.0438387393951416,1.2170850993697968e-08,1.0,2.8565263748168945,-2.814763069152832,1.2170850993697968e-08,2.8565263748168945,-2.814763069152832,107.7412109375,1024.0,1.0,0.0341796875,767.775390625,2048.0,393.0,0.00390625,36.5003980700003,11.400211012,1.4693202190010197,43.178771884000525,115.37481185399884,0.006357971137576141,0.0008194493535630302,0.16541915428680332,0.024081079298048653,8.944286216001274,13.76380034199974
61,,,,,440079,469342,29263,454850,454851,454850.25,-0.046022895723581314,0.001,0.0,1.0,1.331800863327038,0.1751307700910876,0.10197561592494528,0.049743195292971755,401.4508819580078,0.3716244167318887,1e-06,1.7027275562286377,3.0,-3.0,0.03125,1.0,0.0,1.6714775562286377,3.0,-3.0,0.0,0.0,0.0,1.8804492950439453,9.904035568237305,-3.0297396183013916,-3.486712429889849e-08,1.0,2.8869903087615967,-3.0037407875061035,-3.486712429889849e-08,2.8869903087615967,-3.0037407875061035,116.24462890625,1024.0,3.0,0.04345703125,772.134765625,2048.0,420.0,0.00390625,37.73911955699805,11.7406786069987,1.3372584659991844,44.38666410300357,95.31975861200226,0.006453046143757588,0.0007349993025172485,0.1585217712385823,0.024396306313453475,,
62,,,,,441208,459041,17833,452332,452333,452332.5,-0.014726359397172928,0.001,0.0,1.0,1.0139102198299952,-0.11831482904381119,0.03750842316640046,-0.06283985561162808,714.3409729003906,0.36524717497539916,1e-06,1.7906625270843506,3.0,-3.0,0.04052734375,1.0,0.0,1.7501351833343506,3.0,-3.0,0.0,0.0,0.0,1.9306138753890991,9.73867416381836,-3.04081392288208,-4.289075761221284e-09,1.0,3.2243080139160156,-3.2267422676086426,-4.289075761221284e-09,3.2243080139160156,-3.2267422676086426,111.1748046875,1024.0,16.0,0.033203125,772.287109375,2048.0,399.0,0.00390625,39.8786842590016,11.759689520000393,1.4598551349990885,44.89882452299935,98.14968267299992,0.0064994719150184834,0.0008068484660062501,0.17514772212170096,0.024815166123923964,,
63,,,,,422720,462578,39858,438947,438948,438947.25,0.01368032768368721,0.001,0.0,1.0,0.8599702020486196,-0.02961135928829511,0.03705729052502041,0.02159527488868965,220.00966453552246,0.3722014280842249,1e-06,1.8416600227355957,3.0,-3.0,0.0224609375,1.0,0.0,1.8191990852355957,3.0,-3.0,0.0,0.0,0.0,1.9609131813049316,9.169755935668945,-3.0350866317749023,2.0616605311829517e-08,0.9999998211860657,3.0347115993499756,-3.1508851051330566,2.0616605311829517e-08,3.0347115993499756,-3.1508851051330566,98.29736328125,1024.0,1.0,0.02880859375,759.021484375,2048.0,416.0,0.005859375,34.60368897200169,11.174197954998817,1.3491962299995066,42.69097165399944,89.9484573760019,0.006364203190132082,0.0007684273167217169,0.17188998709473155,0.024314408880565627,,
64,,,,,428904,456027,27123,438501,438502,438501.75,0.028536731377243996,0.001,0.0,1.0,0.8455031480126339,-0.030450145713984966,0.131212435470059,-0.16769355134551758,903.63861733675,0.37822234056434284,1e-06,1.8744802474975586,3.0,-3.0,0.03076171875,1.0,0.0,1.8437185287475586,3.0,-3.0,0.0,0.0,0.0,1.9753830432891846,8.811441421508789,-3.037085771560669,2.738544324643044e-08,1.0000001192092896,3.248918056488037,-3.1552696228027344,2.738544324643044e-08,3.248918056488037,-3.1552696228027344,97.94287109375,1024.0,15.0,0.02490234375,758.505859375,2048.0,399.0,0.005859375,33.02228537400151,11.236511792001693,1.3339763209987723,41.95579456099949,87.65581177400236,0.0064061955237360475,0.0007605307852242165,0.16462824297687045,0.02391996985245754,,
65,,,,,433634,451162,17528,443065,443065,443065.0,0.04558638855814934,0.001,0.0,1.0,0.7567581395650732,0.14046361772664662,0.026460449665921322,-0.05782052344072546,300.64455795288086,0.3791951323717644,1e-06,1.6927707195281982,3.0,-3.0,0.0283203125,1.0,0.0,1.6644504070281982,3.0,-3.0,0.0,0.0,0.0,1.7752773761749268,9.339505195617676,-3.084272861480713,3.057225583802392e-08,0.9999999403953552,2.9586949348449707,-3.1323511600494385,3.057225583802392e-08,2.9586949348449707,-3.1323511600494385,101.380859375,1024.0,3.0,0.02734375,763.98046875,2048.0,414.0,0.00390625,39.08123890800198,11.263350576002267,1.4036005130001286,42.321548591000465,94.18241052699886,0.006355360148060819,0.0007919834070622418,0.18822720879651098,0.02387998859704584,,
66,,,,,440092,451572,11480,446707,446708,446707.75,0.06886296719312668,0.001,0.0,1.0,0.8432720810795824,-0.02666647907656928,0.03919888466286162,0.07243278511250537,145.2888560295105,0.3876648371464848,1e-06,1.6669749021530151,3.0,-3.0,0.0390625,1.0,0.0,1.6279124021530151,3.0,-3.0,0.0,0.0,0.0,1.7231475114822388,6.520634651184082,-3.0469613075256348,1.2722350284377626e-08,1.0,2.831946849822998,-2.611806631088257,1.2722350284377626e-08,2.831946849822998,-2.611806631088257,93.70068359375,1024.0,1.0,0.02001953125,778.775390625,2048.0,416.0,0.00390625,44.24366579600246,11.288576724997256,1.3111412669968558,41.72932447199855,98.67488634300025,0.006317652159044284,0.0007337802327119106,0.23055704196479637,0.02335381716121925,,
