model_size,method,seed,step,val_format,val_correctness,train_format,train_correctness,train_length,response_tokens,step_seconds,grad_norm,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format
1.5B,grpo,0,42,,,0.85791015625,1.4249895811080933,0.0,109.41064453125,89.46292476804228,2.1840538680553436,,,,,,
1.5B,grpo,0,43,,,0.86328125,1.5976858139038086,0.0,109.51025390625,91.48084563901648,69.43516719341278,,,,,,
1.5B,grpo,0,44,,,0.85302734375,1.5054031610488892,0.0,107.12255859375,91.07347909605596,24.785269618034363,,,,,,
1.5B,grpo,0,45,,,0.86083984375,1.4644696712493896,0.0,111.232421875,91.83556873700581,2.1607913970947266,,,,,,
1.5B,grpo,0,46,,,0.88037109375,1.519919991493225,0.0,110.0732421875,90.07312544202432,1.996802657842636,,,,,,
1.5B,grpo,0,47,,,0.89306640625,1.5564290285110474,0.0,109.19775390625,90.98782093898626,21.677876234054565,,,,,,
1.5B,grpo,0,48,,,0.8330078125,1.4323253631591797,0.0,110.0595703125,90.7200070520048,48.6391207575798,,,,,,
1.5B,grpo,0,49,,,0.8525390625,1.6275120973587036,0.0,106.72802734375,89.7581866629771,80.54003039002419,,,,,,
1.5B,grpo,0,50,0.925,1.629289354942739,0.88427734375,1.5246925354003906,0.0,109.47607421875,96.94991531100823,52.4334317445755,,,,,,
1.5B,grpo,0,51,,,0.86962890625,1.5851768255233765,0.0,109.7568359375,92.54562738101231,30.71489906311035,,,,,,
1.5B,grpo,0,52,,,0.88232421875,1.5792603492736816,0.0,106.48974609375,90.17995264905039,22.388962030410767,,,,,,
1.5B,grpo,0,53,,,0.88720703125,1.6238136291503906,0.0,110.662109375,91.37053620099323,6.9126405119895935,,,,,,
1.5B,grpo,0,54,,,0.876953125,1.661262035369873,0.0,108.537109375,91.74752096697921,54.41171061992645,,,,,,
1.5B,grpo,0,55,,,0.8408203125,1.5536959171295166,0.0,114.12451171875,93.1606196030043,21.346621364355087,,,,,,
1.5B,grpo,0,56,,,0.8623046875,1.5668878555297852,0.0,114.490234375,91.39108585997019,32.204490423202515,,,,,,
1.5B,grpo,0,57,,,0.87451171875,1.5251343250274658,0.0,113.09130859375,93.5056154729682,18.134721517562866,,,,,,
1.5B,grpo,0,58,,,0.86572265625,1.5979714393615723,0.0,113.736328125,91.05503552401206,34.128351628780365,,,,,,
1.5B,grpo,0,59,,,0.88671875,1.7181035280227661,0.0,110.00537109375,92.29366362001747,1.9733663499355316,,,,,,
1.5B,grpo,0,60,0.925,1.592916558496654,0.857421875,1.5246409177780151,0.0,108.87646484375,98.76085968699772,3.1829704642295837,,,,,,
1.5B,grpo,0,61,,,0.87451171875,1.7399652004241943,0.0,110.67138671875,90.6475932180183,116.9598488509655,,,,,,
1.5B,grpo,0,62,,,0.857421875,1.5155847072601318,0.0,111.0849609375,93.37942864198703,9.7924143075943,,,,,,
1.5B,grpo,0,63,,,0.8837890625,1.7154473066329956,0.0,110.17236328125,90.7107252930291,22.42084774374962,,,,,,
1.5B,grpo,0,64,,,0.86572265625,1.5658382177352905,0.0,111.8671875,91.39823572995374,23.26207035779953,,,,,,
1.5B,grpo,0,65,,,0.896484375,1.7576484680175781,0.0,108.10791015625,90.16983483900549,2.783155620098114,,,,,,
1.5B,grpo,0,66,,,0.884765625,1.6415660381317139,0.0,107.2060546875,88.25404626003001,9.96688848733902,,,,,,
1.5B,grpo,0,67,,,0.865234375,1.610581874847412,0.0,111.32421875,91.30755273299292,52.66787075996399,,,,,,
1.5B,grpo,0,68,,,0.873046875,1.5460094213485718,0.0,109.5087890625,91.79886483598966,7.778970658779144,,,,,,
1.5B,grpo,0,69,,,0.8642578125,1.6175254583358765,0.0,103.35498046875,90.05402451602276,24.51202329993248,,,,,,
1.5B,grpo,0,70,0.925,1.6099701343104242,0.89111328125,1.727769136428833,0.0,108.7646484375,95.03620099404361,29.35283625125885,,,,,,
1.5B,grpo,0,71,,,0.8779296875,1.7113827466964722,0.0,111.2880859375,88.83100833499338,8.279254257678986,,,,,,
1.5B,grpo,0,72,,,0.8662109375,1.5946199893951416,0.0,111.34619140625,91.68912534299307,47.99488788843155,,,,,,
1.5B,grpo,0,73,,,0.89599609375,1.677419662475586,0.0,112.3076171875,91.36374733800767,23.826826691627502,,,,,,
1.5B,grpo,0,74,,,0.845703125,1.6125097274780273,0.0,109.56005859375,92.95013730600476,38.762080669403076,,,,,,
1.5B,grpo,0,75,,,0.86328125,1.6910258531570435,0.0,109.17041015625,90.02634444698924,35.47897970676422,,,,,,
1.5B,grpo,0,76,,,0.88427734375,1.6682910919189453,0.0,111.07373046875,91.69050870096544,25.654096633195877,,,,,,
1.5B,grpo,0,77,,,0.888671875,1.7726091146469116,0.0,112.720703125,92.63204563298495,26.094030499458313,,,,,,
1.5B,grpo,0,78,,,0.91259765625,1.762520670890808,0.0,107.47705078125,85.32980787596898,12.276377201080322,,,,,,
1.5B,grpo,0,79,,,0.88916015625,1.7965518236160278,0.0,112.35791015625,93.55202032899251,16.169873297214508,,,,,,
1.5B,grpo,0,80,0.925,1.658545308932662,0.88623046875,1.6867876052856445,0.0,113.85986328125,97.60473677399568,21.667008936405182,,,,,,
1.5B,grpo,0,81,,,0.87109375,1.6227301359176636,0.0,109.4658203125,90.40095588599797,2.304899424314499,,,,,,
1.5B,grpo,0,82,,,0.85302734375,1.6862353086471558,0.0,109.1630859375,89.46440453402465,22.264569103717804,,,,,,
1.5B,grpo,0,83,,,0.87890625,1.5400803089141846,0.0,104.29345703125,89.70386793400394,22.97530835866928,,,,,,
1.5B,grpo,0,84,,,0.8818359375,1.6788523197174072,0.0,109.56982421875,91.29339602100663,23.1299087703228,,,,,,
1.5B,grpo,0,85,,,0.884765625,1.6578623056411743,0.0,107.1103515625,90.57542441302212,20.570653975009918,,,,,,
1.5B,grpo,0,86,,,0.87646484375,1.702337384223938,0.0,110.93310546875,92.76012627402088,24.997013568878174,,,,,,
1.5B,grpo,0,87,,,0.89013671875,1.744386076927185,0.0,108.52197265625,92.21048585302196,2.1348298490047455,,,,,,
1.5B,grpo,0,88,,,0.87451171875,1.7293596267700195,0.0,104.775390625,83.68559727002867,2.063458949327469,,,,,,
1.5B,grpo,0,89,,,0.896484375,1.645188331604004,0.0,111.70263671875,89.45485529495636,22.144249379634857,,,,,,
1.5B,grpo,0,90,0.9375,1.7350837713107468,0.89453125,1.6707614660263062,0.0,108.02392578125,98.15033520403085,2.041808098554611,,,,,,
1.5B,grpo,0,91,,,0.8857421875,1.7370845079421997,0.0,107.63818359375,88.01992777601117,14.825404435396194,,,,,,
1.5B,grpo,0,92,,,0.88037109375,1.6464377641677856,0.0,104.76904296875,92.34352282702457,2.348396956920624,,,,,,
1.5B,grpo,0,93,,,0.900390625,1.7069382667541504,0.0,108.173828125,93.35269766603597,9.195408880710602,,,,,,
1.5B,grpo,0,94,,,0.90234375,1.7594542503356934,0.0,108.77294921875,93.51800623495365,2.1331624686717987,,,,,,
1.5B,grpo,0,95,,,0.89306640625,1.7664483785629272,0.0,107.0263671875,91.32378061598865,14.55566257238388,,,,,,
1.5B,grpo,0,96,,,0.9140625,1.748260498046875,0.0,110.4267578125,89.9343985360465,20.48000431060791,,,,,,
1.5B,grpo,0,97,,,0.92333984375,1.7307217121124268,0.0,112.064453125,89.10715015698224,51.09288728237152,,,,,,
1.5B,grpo,0,98,,,0.90625,1.6523810625076294,0.0,111.64208984375,90.7774638410192,15.612509429454803,,,,,,
1.5B,grpo,0,99,,,0.904296875,1.7455540895462036,0.0,108.69091796875,83.14574612496654,26.487914085388184,,,,,,
1.5B,grpo,0,100,0.9625,1.7240123411640524,0.91162109375,1.6729987859725952,0.0,110.14794921875,114.66869898099685,9.577005207538605,,,,,,
1.5B,grpo,1,0,0.025,-2.54375,,,,,,,,,,,,
1.5B,grpo,1,1,,,0.001953125,-2.450601100921631,0.0,120.4599609375,94.37588986899937,112.81656384468079,,,,,,
1.5B,grpo,1,2,,,0.0107421875,-2.4840216636657715,0.0,125.53466796875,95.36511829000665,52.69633036851883,,,,,,
1.5B,grpo,1,3,,,0.00830078125,-2.3771796226501465,0.0,116.57177734375,88.32379590498749,2781.5255250930786,,,,,,
1.5B,grpo,1,4,,,0.0068359375,-2.2143516540527344,0.0,115.90380859375,90.4205155269592,57.52639603614807,,,,,,
1.5B,grpo,1,5,,,0.0078125,-2.321920156478882,0.0,113.3359375,86.58928182697855,62.771488189697266,,,,,,
1.5B,grpo,1,6,,,0.01220703125,-2.0597753524780273,0.0,116.16845703125,89.70571954996558,43.95458722114563,,,,,,
1.5B,grpo,1,7,,,0.0126953125,-1.851767659187317,0.0,117.25927734375,88.15377596195322,35.23786836862564,,,,,,
1.5B,grpo,1,8,,,0.0126953125,-1.5094432830810547,0.0,111.98046875,90.34850234299665,301.55383735895157,,,,,,
1.5B,grpo,1,9,,,0.01904296875,-0.9691377878189087,0.0,109.365234375,87.28310144599527,4.287100553512573,,,,,,
1.5B,grpo,1,10,0.075,0.9498453631997108,0.01708984375,-0.38142919540405273,0.0,99.64599609375,101.70176615100354,60.32142400741577,,,,,,
1.5B,grpo,1,11,,,0.0224609375,-0.11210333555936813,0.0,98.33642578125,84.4978139459854,43.25858235359192,,,,,,
1.5B,grpo,1,12,,,0.01953125,0.4340704381465912,0.0,95.79736328125,86.2145060870098,79.55963671207428,,,,,,
1.5B,grpo,1,13,,,0.0078125,0.7922110557556152,0.0,92.5341796875,85.02818367799046,29.93727207183838,,,,,,
1.5B,grpo,1,14,,,0.00439453125,0.9220926761627197,0.0,90.8818359375,89.22194662003312,3.4732733368873596,,,,,,
1.5B,grpo,1,15,,,0.00927734375,1.126453161239624,0.0,90.85986328125,85.19661102397367,35.873370945453644,,,,,,
1.5B,grpo,1,16,,,0.00537109375,1.1263344287872314,0.0,87.60107421875,86.00850733998232,6.394395649433136,,,,,,
1.5B,grpo,1,17,,,0.01123046875,1.3049194812774658,0.0,82.59326171875,84.75561288301833,171.36064338684082,,,,,,
1.5B,grpo,1,18,,,0.00927734375,1.1616833209991455,0.0,94.21875,88.91842343797907,115.51800733804703,,,,,,
1.5B,grpo,1,19,,,0.0107421875,1.2755404710769653,0.0,82.97216796875,81.52216583298286,14.980111062526703,,,,,,
1.5B,grpo,1,20,0.05,1.5716013150289654,0.005859375,1.4529668092727661,0.0,86.44677734375,89.60767296899576,16.631671726703644,,,,,,
1.5B,grpo,1,21,,,0.00732421875,1.3356218338012695,0.0,85.6298828125,83.10178508103127,22.132441580295563,,,,,,
1.5B,grpo,1,22,,,0.009765625,1.4453706741333008,0.0,87.794921875,85.28504419903038,74.52718389034271,,,,,,
1.5B,grpo,1,23,,,0.009765625,1.3779832124710083,0.0,88.279296875,85.30589709902415,37.29493659734726,,,,,,
1.5B,grpo,1,24,,,0.01171875,1.3505066633224487,0.0,88.73291015625,86.61611177603481,117.29195326566696,,,,,,
1.5B,grpo,1,25,,,0.0107421875,1.4694201946258545,0.0,79.4189453125,82.38793243299006,63.47202318906784,,,,,,
1.5B,grpo,1,26,,,0.01171875,1.5368911027908325,0.0,79.2158203125,83.41664312005742,2.517762005329132,,,,,,
1.5B,grpo,1,27,,,0.03125,1.3899948596954346,0.0,80.82470703125,85.38806875498267,24.47182261943817,,,,,,
1.5B,grpo,1,28,,,0.02490234375,1.3001536130905151,0.0,88.19091796875,88.1824903949746,24.332573652267456,,,,,,
1.5B,grpo,1,29,,,0.02783203125,1.526949405670166,0.0,80.38232421875,84.8628224649583,31.37663584947586,,,,,,
1.5B,grpo,1,30,0.0625,1.602863491512835,0.03515625,1.4128696918487549,0.0,84.380859375,93.89669669402065,12.000742435455322,,,,,,
1.5B,grpo,1,31,,,0.0498046875,1.5442719459533691,0.0,80.54931640625,80.24463237903547,49.76302886009216,,,,,,
1.5B,grpo,1,32,,,0.0458984375,1.47199285030365,0.0,81.93994140625,88.0192876990186,2.5340821743011475,,,,,,
1.5B,grpo,1,33,,,0.05859375,1.504929780960083,0.0,86.69970703125,84.23983905697241,102.95910787582397,,,,,,
1.5B,grpo,1,34,,,0.0791015625,1.4853582382202148,0.0,90.15087890625,86.79411568900105,2.769550383090973,,,,,,
1.5B,grpo,1,35,,,0.11572265625,1.4814822673797607,0.0,88.50634765625,85.52732075395761,24.67536163330078,,,,,,
1.5B,grpo,1,36,,,0.1484375,1.5163390636444092,0.0,89.05859375,86.03050284204073,43.54558223485947,,,,,,
1.5B,grpo,1,37,,,0.2568359375,1.4016040563583374,0.0,95.55078125,86.28857262898237,3.5753530263900757,,,,,,
1.5B,grpo,1,38,,,0.302734375,1.5199443101882935,0.0,92.5458984375,90.3410372879589,51.07934296131134,,,,,,
1.5B,grpo,1,39,,,0.4384765625,1.3293554782867432,0.0,103.13623046875,89.55847960500978,3.042899191379547,,,,,,
1.5B,grpo,1,40,0.8375,1.5280356075614692,0.5810546875,1.5049943923950195,0.0,104.57958984375,97.17701236903667,31.809042274951935,,,,,,
1.5B,grpo,1,41,,,0.70751953125,1.5436267852783203,0.0,100.92578125,86.3347766000079,19.588626444339752,,,,,,
1.5B,grpo,1,42,,,0.77392578125,1.367955207824707,0.0,109.91259765625,91.49289604101796,55.94032746553421,,,,,,
1.5B,grpo,1,43,,,0.80712890625,1.3834947347640991,0.0,114.31884765625,89.03426405403297,43.77565282583237,,,,,,
1.5B,grpo,1,44,,,0.81494140625,1.403090000152588,0.0,111.06005859375,89.33292894996703,18.349182903766632,,,,,,
1.5B,grpo,1,45,,,0.82568359375,1.4598461389541626,0.0,109.54150390625,88.68788576102816,51.743350356817245,,,,,,
1.5B,grpo,1,46,,,0.84912109375,1.5446691513061523,0.0,108.66748046875,89.57415039802436,47.98609808087349,,,,,,
1.5B,grpo,1,47,,,0.86279296875,1.5151575803756714,0.0,111.71337890625,89.50112546200398,4.2999754548072815,,,,,,
1.5B,grpo,1,48,,,0.85888671875,1.527480959892273,0.0,104.34814453125,89.07962144498015,24.937402844429016,,,,,,
1.5B,grpo,1,49,,,0.85693359375,1.5183333158493042,0.0,114.57275390625,91.04519191099098,33.95491546392441,,,,,,
1.5B,grpo,1,50,0.9125,1.631318576261401,0.8623046875,1.6004348993301392,0.0,109.57275390625,95.46621852600947,21.817470282316208,,,,,,
1.5B,grpo,1,51,,,0.8740234375,1.611980676651001,0.0,110.3505859375,88.99958274600795,24.779621690511703,,,,,,
1.5B,grpo,1,52,,,0.869140625,1.5505166053771973,0.0,108.77001953125,89.50335182796698,28.17319756746292,,,,,,
1.5B,grpo,1,53,,,0.85302734375,1.5507009029388428,0.0,109.7763671875,87.71377230202779,2.154510408639908,,,,,,
1.5B,grpo,1,54,,,0.86328125,1.5257329940795898,0.0,113.291015625,88.65950871404493,22.086652636528015,,,,,,
1.5B,grpo,1,55,,,0.85888671875,1.6085790395736694,0.0,108.69091796875,90.7119209850207,2.277325689792633,,,,,,
1.5B,grpo,1,56,,,0.869140625,1.6191082000732422,0.0,110.5625,90.20293047500309,46.944894671440125,,,,,,
1.5B,grpo,1,57,,,0.853515625,1.493183970451355,0.0,105.955078125,88.88235201104544,2.3458182215690613,,,,,,
1.5B,grpo,1,58,,,0.87451171875,1.6896783113479614,0.0,108.19775390625,87.26960662502097,15.32557600736618,,,,,,
1.5B,grpo,1,59,,,0.84765625,1.6104553937911987,0.0,108.37646484375,88.14066289004404,9.623031556606293,,,,,,
1.5B,grpo,1,60,0.9125,1.7157818220555783,0.87841796875,1.7007546424865723,0.0,109.87158203125,104.41454257402802,17.14996725320816,,,,,,
1.5B,grpo,1,61,,,0.89990234375,1.6202962398529053,0.0,109.61279296875,89.25900998094585,2.6274916529655457,,,,,,
1.5B,grpo,1,62,,,0.86083984375,1.5923519134521484,0.0,110.0302734375,86.8630534139811,42.65340647101402,,,,,,
1.5B,grpo,1,63,,,0.86328125,1.5112800598144531,0.0,109.51953125,88.51055120001547,29.296549558639526,,,,,,
1.5B,grpo,1,64,,,0.8447265625,1.5404329299926758,0.0,109.2333984375,90.5327285240055,16.852401614189148,,,,,,
1.5B,grpo,1,65,,,0.87255859375,1.4917950630187988,0.0,114.20361328125,90.48228333698353,26.95405125617981,,,,,,
1.5B,grpo,1,66,,,0.8603515625,1.7193588018417358,0.0,104.7607421875,87.21735827997327,28.991043388843536,,,,,,
1.5B,grpo,1,67,,,0.8984375,1.7081810235977173,0.0,106.51123046875,86.81241905898787,7.842899203300476,,,,,,
1.5B,grpo,1,68,,,0.8916015625,1.7369811534881592,0.0,106.0693359375,87.8685306099942,39.394386142492294,,,,,,
1.5B,grpo,1,69,,,0.8623046875,1.5550223588943481,0.0,115.3759765625,91.63242677500239,42.202937096357346,,,,,,
1.5B,grpo,1,70,0.925,1.7161633156239986,0.8837890625,1.7020272016525269,0.0,108.55126953125,94.84310047701001,16.58966827392578,,,,,,
1.5B,grpo,1,71,,,0.869140625,1.6771141290664673,0.0,112.12939453125,88.34055820602225,90.34325540065765,,,,,,
1.5B,grpo,1,72,,,0.904296875,1.774550437927246,0.0,105.3837890625,86.21201537700836,31.545071482658386,,,,,,
1.5B,grpo,1,73,,,0.86083984375,1.6491847038269043,0.0,107.80712890625,89.31451173004461,36.46460956335068,,,,,,
1.5B,grpo,1,74,,,0.8779296875,1.6202828884124756,0.0,112.9228515625,92.17589698499069,48.12105643749237,,,,,,
1.5B,grpo,1,75,,,0.8720703125,1.5933340787887573,0.0,107.71826171875,86.08101632096805,23.23240602016449,,,,,,
1.5B,grpo,1,76,,,0.89111328125,1.6822831630706787,0.0,110.626953125,88.88959003600758,26.961255133152008,,,,,,
1.5B,grpo,1,77,,,0.8837890625,1.7337417602539062,0.0,109.38818359375,88.53626829595305,16.0389606654644,,,,,,
1.5B,grpo,1,78,,,0.88818359375,1.7542439699172974,0.0,107.49560546875,88.60772735899081,15.74775618314743,,,,,,
1.5B,grpo,1,79,,,0.88623046875,1.6783580780029297,0.0,111.33740234375,91.2040810000035,37.27331471443176,,,,,,
1.5B,grpo,1,80,0.9375,1.748663317412138,0.8623046875,1.5696498155593872,0.0,110.623046875,96.22280720400158,24.133099734783173,,,,,,
1.5B,grpo,1,81,,,0.9033203125,1.7512317895889282,0.0,106.2822265625,88.01693928800523,55.19284290075302,,,,,,
1.5B,grpo,1,82,,,0.8974609375,1.689599871635437,0.0,107.361328125,88.68031801201869,21.682467699050903,,,,,,
1.5B,grpo,1,83,,,0.8857421875,1.6360082626342773,0.0,110.529296875,88.07643469900358,22.320323079824448,,,,,,
1.5B,grpo,1,84,,,0.88134765625,1.7145092487335205,0.0,109.6689453125,88.59416631201748,35.1253576874733,,,,,,
1.5B,grpo,1,85,,,0.88623046875,1.704385757446289,0.0,109.0263671875,88.78233610099414,2.0971145033836365,,,,,,
1.5B,grpo,1,86,,,0.88330078125,1.7155994176864624,0.0,106.80078125,85.3153745449963,35.689462780952454,,,,,,
1.5B,grpo,1,87,,,0.892578125,1.691447138786316,0.0,106.64501953125,85.93017534603132,17.497130870819092,,,,,,
1.5B,grpo,1,88,,,0.8876953125,1.7756115198135376,0.0,111.95703125,90.92877701000543,23.982824623584747,,,,,,
1.5B,grpo,1,89,,,0.89208984375,1.713895320892334,0.0,107.302734375,88.46769934002077,17.830510675907135,,,,,,
1.5B,grpo,1,90,0.9375,1.6880383156239986,0.89892578125,1.6401863098144531,0.0,110.75537109375,95.95237517700298,23.277831077575684,,,,,,
1.5B,grpo,1,91,,,0.89892578125,1.730454683303833,0.0,104.56640625,86.59272116201464,12.997666776180267,,,,,,
1.5B,grpo,1,92,,,0.88818359375,1.7946335077285767,0.0,102.11962890625,82.29949866200332,7.522867262363434,,,,,,
1.5B,grpo,1,93,,,0.89208984375,1.692763090133667,0.0,108.240234375,90.61921646096744,15.980820119380951,,,,,,
1.5B,grpo,1,94,,,0.89990234375,1.722899317741394,0.0,103.314453125,87.14714029704919,2.121657431125641,,,,,,
1.5B,grpo,1,95,,,0.88916015625,1.6675527095794678,0.0,104.04150390625,88.19456916605122,24.62988317012787,,,,,,
1.5B,grpo,1,96,,,0.89208984375,1.6259113550186157,0.0,112.470703125,90.19262873899424,23.954867750406265,,,,,,
1.5B,grpo,1,97,,,0.91259765625,1.7221888303756714,0.0,105.39599609375,86.35422878398094,24.60368514060974,,,,,,
1.5B,grpo,1,98,,,0.9111328125,1.6644436120986938,0.0,108.70751953125,90.75725171202794,2.3070567846298218,,,,,,
1.5B,grpo,1,99,,,0.89599609375,1.6741584539413452,0.0,110.859375,90.13274934602669,14.164911150932312,,,,,,
1.5B,grpo,1,100,0.975,1.7413418866693973,0.92236328125,1.8049945831298828,0.0,104.3603515625,108.50937621603953,40.433643221855164,,,,,,
1.5B,grpo,2,0,0.025,-2.54375,,,,,,,,,,,,
1.5B,grpo,2,1,,,0.0048828125,-2.440371036529541,0.0,123.24072265625,94.70531092002057,109.81326794624329,,,,,,
1.5B,grpo,2,2,,,0.00537109375,-2.410172462463379,0.0,115.240234375,96.62338900699979,61.99465352296829,,,,,,
1.5B,grpo,2,3,,,0.00830078125,-2.338743209838867,0.0,115.27587890625,91.29823621601099,217.13721072673798,,,,,,
1.5B,grpo,2,4,,,0.01171875,-2.247323989868164,0.0,111.35595703125,89.78340398101136,28.21041190624237,,,,,,
1.5B,grpo,2,5,,,0.0107421875,-2.1439366340637207,0.0,125.8173828125,93.87332880601753,149.96840500831604,,,,,,
1.5B,grpo,2,6,,,0.01025390625,-2.1901206970214844,0.0,119.6650390625,92.22277539101196,25.728406310081482,,,,,,
1.5B,grpo,2,7,,,0.01318359375,-1.8209164142608643,0.0,113.8916015625,88.70850351802073,40.961437344551086,,,,,,
1.5B,grpo,2,8,,,0.01318359375,-1.1671276092529297,0.0,104.0302734375,91.50431892799679,4.428834617137909,,,,,,
1.5B,grpo,2,9,,,0.017578125,-0.9260280728340149,0.0,106.37255859375,91.47904276195914,90.62930274009705,,,,,,
1.5B,grpo,2,10,0.0875,1.0185953637585043,0.0244140625,-0.4860149323940277,0.0,100.32177734375,106.75433884200174,74.70210784673691,,,,,,
1.5B,grpo,2,11,,,0.02734375,-0.13659575581550598,0.0,98.51171875,88.57392513903324,287.5220482945442,,,,,,
