step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/adv,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
63,,,,,430934,459706,28772,444195,444196,444195.75,0.07864892482757568,0.001,0.345703125,1.0,177.0,0.07421875,1.0,38.0,0.3187035118540128,0.032344009292622405,0.0011863358551636339,-0.002091449297101159,33.53378468751907,0.3884304915588889,1e-06,2.5615732669830322,4.0,-3.0,0.8798828125,1.0,0.0,1.6816902160644531,3.0,-3.0,0.0,0.0,0.0,2.5561423301696777,6.24853515625,-3.0090556144714355,-0.02857668325304985,0.768664538860321,1.4999991655349731,-1.4999996423721313,-0.02857668325304985,1.4999991655349731,-1.4999996423721313,105.36279296875,1024.0,15.0,0.001953125,762.20703125,2048.0,399.0,0.00390625,35.54743343700102,11.549929419001273,1.3982828210027947,41.34458430900122,89.93664158499814,0.1647369507190141,0.000786974448203745,0.006500472718954016,0.02326934932909715,,
64,,,,,423915,468293,44378,442179,442179,442179.0,0.07871882617473602,0.001,0.2890625,1.0,148.0,0.052734375,1.0,27.0,0.2883595496416092,-0.015067806839942932,0.001131239275370414,0.00011777716457193795,14.990930944681168,0.3854593156460327,1e-06,2.476180076599121,4.0,-3.0,0.8662109375,1.0,0.0,1.609968900680542,3.0,-3.0,0.0,0.0,0.0,2.469167709350586,3.9971323013305664,-3.019174575805664,-0.020906781777739525,0.7796890735626221,1.4999995231628418,-1.4999996423721313,-0.020906781777739525,1.4999995231628418,-1.4999996423721313,109.376953125,1024.0,10.0,0.001953125,754.25390625,2048.0,399.0,0.001953125,36.66590054699918,11.584440582999378,1.5338890250022814,41.516475555003126,91.3956589499976,0.1636841330824413,0.0008672330803827644,0.006549632944463315,0.023472663533887366,,
65,,,,,434859,460425,25566,451025,451026,451025.5,0.07987484335899353,0.001,0.341796875,1.0,175.0,0.068359375,1.0,35.0,0.28287242160689446,-0.006916444898853379,0.0013326775346462045,-6.929570915212201e-05,11.123812049627304,0.38455192127607163,1e-06,2.6104934215545654,4.0,-3.0,0.896484375,1.0,0.0,1.7140088081359863,3.0,-3.0,0.0,0.0,0.0,2.604531764984131,5.368518829345703,-3.014171600341797,-0.007946481928229332,0.77335125207901,1.4999994039535522,-1.4999996423721313,-0.007946481928229332,1.4999994039535522,-1.4999996423721313,106.7294921875,1024.0,14.0,0.0009765625,774.1796875,2034.0,418.0,0.0,35.44116180000128,11.329720698002347,1.66450298899872,42.41688466599953,90.95228355200015,0.16214126414801439,0.0009226213312765686,0.006279977904798258,0.02351135615724584,,
66,,,,,421454,449315,27861,436367,436368,436367.75,0.07873426377773285,0.001,0.33203125,1.0,170.0,0.056640625,1.0,29.0,0.3299564535419146,0.04658114481717348,0.0019134559338757147,0.0007609437058514837,11.133906245231628,0.38142824321664887,1e-06,2.5177204608917236,4.0,-3.0,0.88330078125,1.0,0.0,1.634419560432434,3.0,-3.0,0.0,0.0,0.0,2.5121994018554688,6.210243225097656,-3.012927293777466,-0.01698457822203636,0.7668309807777405,1.4999995231628418,-1.4999996423721313,-0.01698457822203636,1.4999995231628418,-1.4999996423721313,106.73193359375,1024.0,18.0,0.00244140625,745.548828125,2048.0,399.0,0.005859375,36.48292813599983,11.193350818000908,1.4704098519978288,41.348985368000285,90.61684553500163,0.16690346697653488,0.00084241436952996,0.0064127967855099905,0.02368929954608257,,
67,,,,,434129,470997,36868,447527,447528,447527.75,0.08068805932998657,0.001,0.333984375,1.0,171.0,0.064453125,1.0,33.0,0.3513697222355873,0.0002269633640084536,0.0009912325242053598,-3.61209862486219e-05,20.301959216594696,0.3827900070624702,1e-06,2.494816303253174,4.0,-3.0,0.86474609375,1.0,0.0,1.6300703287124634,3.0,-3.0,0.0,0.0,0.0,2.489274740219116,5.0616912841796875,-3.0112521648406982,-0.0005672880215570331,0.7704130411148071,1.4999990463256836,-1.4999996423721313,-0.0005672880215570331,1.4999990463256836,-1.4999996423721313,107.75146484375,1024.0,11.0,0.00146484375,766.326171875,2048.0,389.0,0.009765625,35.8064062409976,11.331556807999732,1.713402153000061,42.33801130400025,91.3036141190023,0.1622585532615729,0.0009571485527992738,0.006330086127619869,0.023651053651980378,,
68,,,,,439726,477383,37657,455809,455810,455809.75,0.08098602294921875,0.001,0.33984375,1.0,174.0,0.052734375,1.0,27.0,0.2759951208868334,0.005525850187686663,0.0010696692718944,-1.3966479649928758e-05,2.094738006591797,0.39441619406953754,1e-06,2.4552698135375977,4.0,-3.0,0.87548828125,1.0,0.0,1.5797816514968872,3.0,-3.0,0.0,0.0,0.0,2.4481606483459473,3.9972681999206543,-3.0094001293182373,0.00027543160831555724,0.7556489706039429,1.4999995231628418,-1.499999761581421,0.00027543160831555724,1.4999995231628418,-1.499999761581421,105.92919921875,958.0,18.0,0.0,784.32421875,2048.0,414.0,0.001953125,35.1323338780021,11.657064263999928,1.8375550969976757,41.84339756100235,90.61622952000107,0.16194269406250536,0.0010078520133661444,0.0063936018613028394,0.022950034285687367,,
69,,,,,433965,452533,18568,442083,442084,442083.5,0.08221910893917084,0.001,0.29296875,1.0,150.0,0.0703125,1.0,36.0,0.3520427092909813,0.0477358284794415,0.0010630005572844917,3.9132720363947256e-05,28.63828733563423,0.3878398272600696,1e-06,2.4889893531799316,4.0,-3.0,0.8564453125,1.0,0.0,1.6325440406799316,3.0,-3.0,0.0,0.0,0.0,2.4801712036132812,3.99733567237854,-3.0087053775787354,-0.03324805945158005,0.786547839641571,1.4999995231628418,-1.4999996423721313,-0.03324805945158005,1.4999995231628418,-1.4999996423721313,106.1533203125,1024.0,10.0,0.00244140625,757.291015625,2048.0,419.0,0.005859375,38.77835985800266,11.609357068002282,1.4277323360001901,41.200084282001626,93.1244092320012,0.17837167946018279,0.0008073883870355884,0.006565138185434585,0.023298813618921325,,
70,2.6167883206158877,0.925,1.6917883150279522,0.0,438341,469522,31181,452128,452129,452128.5,0.08126714825630188,0.001,0.3046875,1.0,156.0,0.0703125,1.0,36.0,0.2931663115819295,0.010495172936740953,0.0008764952886849642,9.677484534525623e-05,9.698811739683151,0.3783304053931647,1e-06,2.623084783554077,4.0,-3.0,0.88232421875,1.0,0.0,1.7407608032226562,3.0,-3.0,0.0,0.0,0.0,2.6161067485809326,3.9973201751708984,-3.0181140899658203,-0.031690943986177444,0.7736186385154724,1.4999992847442627,-1.4999995231628418,-0.031690943986177444,1.4999992847442627,-1.4999995231628418,106.6494140625,1024.0,16.0,0.00048828125,776.4140625,2048.0,413.0,0.009765625,35.234342117997585,11.475347710002097,1.4121458189983969,43.24218497900074,113.88928147899787,0.16131611001839402,0.0007808321190758804,0.006345180468606877,0.023910340190344527,8.619351855002606,13.787752012001874
71,,,,,431262,465007,33745,446399,446400,446399.25,0.07883778214454651,0.001,0.296875,1.0,152.0,0.05078125,1.0,26.0,0.4129348799586296,0.03194724035759767,0.0015194254694506526,0.000392821463568301,27.98054128885269,0.38311930900601526,1e-06,2.58978009223938,4.0,-3.0,0.875,1.0,0.0,1.7147797346115112,3.0,-3.0,0.0,0.0,0.0,2.5825486183166504,3.9978039264678955,-3.0118706226348877,-0.02920583449304104,0.7776604890823364,1.4999994039535522,-1.4999996423721313,-0.02920583449304104,1.4999994039535522,-1.4999996423721313,112.39697265625,1024.0,6.0,0.00390625,759.4765625,2048.0,399.0,0.005859375,40.48047984400182,11.251368666002236,1.785872319000191,42.20544936499937,96.22390684299899,0.175857577225679,0.0010001541887672252,0.0063011803144843075,0.02363660409655671,,
72,,,,,425491,461471,35980,445019,445019,445019.0,0.08021556586027145,0.001,0.3359375,1.0,172.0,0.07421875,1.0,38.0,0.279663489262263,0.012660297487551967,0.001268592682511856,8.851470392983174e-05,2.081191807985306,0.3895233729811812,1e-06,2.4558815956115723,4.0,-3.0,0.86083984375,1.0,0.0,1.5950417518615723,3.0,-3.0,0.0,0.0,0.0,2.4487032890319824,3.997593402862549,-3.011349678039551,-0.005418933462351561,0.752939760684967,1.4999995231628418,-1.4999996423721313,-0.005418933462351561,1.4999995231628418,-1.4999996423721313,108.76171875,1024.0,13.0,0.001953125,760.416015625,2048.0,402.0,0.001953125,36.39081641200028,11.37282277900158,1.8071724969995557,41.309259199002554,90.99047300799793,0.16337506919153952,0.0010152221011909355,0.00638895349355959,0.023206458150664664,,
73,,,,,435644,458828,23184,448343,448344,448343.75,0.08245258778333664,0.001,0.3359375,1.0,172.0,0.0546875,1.0,28.0,0.40157505770524343,-0.12809770215923588,0.011230914995151883,-0.00465512045077503,14.151398241519928,0.38382458181349083,1e-06,2.5538012981414795,4.0,-3.0,0.89453125,1.0,0.0,1.65926992893219,3.0,-3.0,0.0,0.0,0.0,2.549185037612915,3.9973645210266113,-3.0085606575012207,0.00617073941975832,0.770003616809845,1.4999992847442627,-1.4999996423721313,0.00617073941975832,1.4999992847442627,-1.4999996423721313,106.82177734375,1024.0,10.0,0.00244140625,768.849609375,2048.0,407.0,0.005859375,35.77501624899742,11.256106941000326,1.5024263490013254,42.26974812800108,90.90335986099672,0.16352723280963846,0.0008377647446860391,0.006276493728863359,0.023569943892382286,,
74,,,,,432065,483920,51855,450908,450909,450908.25,0.07696627825498581,0.001,0.314453125,1.0,161.0,0.05859375,1.0,30.0,0.3473983455088831,0.03696567607262442,0.0013320226008222708,-0.005322071180759644,12.449437022209167,0.37640465521048394,1e-06,2.466628313064575,4.0,-3.0,0.84375,1.0,0.0,1.622878074645996,3.0,-3.0,0.0,0.0,0.0,2.4615347385406494,4.835998058319092,-3.0056393146514893,-0.008227858692407608,0.7685734629631042,1.4999996423721313,-1.4999996423721313,-0.008227858692407608,1.4999996423721313,-1.4999996423721313,105.33642578125,1024.0,13.0,0.0009765625,775.34375,2048.0,389.0,0.0078125,35.544475924001745,11.378419283999392,1.4525934519988368,43.35171320600057,91.83213298199917,0.1647644773025497,0.0008053708553784704,0.00630861116646202,0.02403577291278246,,
75,,,,,432300,452191,19891,444632,444633,444632.25,0.0825144350528717,0.001,0.306640625,1.0,157.0,0.076171875,1.0,39.0,0.29294708987762186,0.04798937829789417,0.0009086783212641703,-0.00015248257966896776,19.524710208177567,0.3810080761225783,1e-06,2.52418851852417,4.0,-3.0,0.85888671875,1.0,0.0,1.6653019189834595,3.0,-3.0,0.0,0.0,0.0,2.517904043197632,3.9972951412200928,-3.0120432376861572,-0.016230683773756027,0.7627058625221252,1.4999983310699463,-1.4999996423721313,-0.016230683773756027,1.4999983310699463,-1.4999996423721313,103.93603515625,1024.0,9.0,0.00146484375,764.486328125,2048.0,413.0,0.0078125,37.51947494699925,11.15247565699974,1.506657075999101,42.25050409300093,92.53863002000071,0.17626279566007513,0.0008471366370742905,0.006270617829115938,0.023755870212406393,,
76,,,,,434987,457405,22418,450195,450196,450195.5,0.0804261565208435,0.001,0.3125,1.0,160.0,0.0625,1.0,32.0,0.29022657246358935,0.04054230447077463,0.0009619157363270079,9.131401871385489e-05,13.34859848022461,0.3855427391050507,1e-06,2.525773763656616,4.0,-3.0,0.8828125,1.0,0.0,1.6429613828659058,3.0,-3.0,0.0,0.0,0.0,2.520324945449829,3.9978272914886475,-3.0160109996795654,0.014198742806911469,0.7637113928794861,1.4999994039535522,-1.4999996423721313,0.014198742806911469,1.4999994039535522,-1.4999996423721313,106.7509765625,1024.0,18.0,0.00146484375,772.537109375,2047.0,422.0,0.0,32.03209728999718,11.287162303000514,1.457286077999015,42.249949285000184,87.15159288200084,0.14651549811091627,0.000809251801716707,0.006267922659711455,0.02346200111118402,,
77,,,,,438584,450209,11625,446178,446179,446178.5,0.08015760779380798,0.001,0.31640625,1.0,162.0,0.056640625,1.0,29.0,0.28426561047953947,-0.008348929921105024,0.001208933278722989,0.0003283235177326377,2.1811932027339935,0.37860120969893796,1e-06,2.6301932334899902,4.0,-3.0,0.88330078125,1.0,0.0,1.7468923330307007,3.0,-3.0,0.0,0.0,0.0,2.623095750808716,3.997195243835449,-3.0106167793273926,-0.019331740215420723,0.7634137272834778,1.4999995231628418,-1.4999996423721313,-0.019331740215420723,1.4999995231628418,-1.4999996423721313,107.2470703125,1024.0,16.0,0.00048828125,764.1953125,2048.0,407.0,0.00390625,36.88658577399838,11.223064306999731,1.3801932240021415,42.634149954999884,92.25663377099772,0.1679395824751112,0.000773341400360025,0.006288438543654463,0.023888505359962373,,
78,,,,,433978,452601,18623,441414,441414,441414.0,0.08374553918838501,0.001,0.318359375,1.0,163.0,0.06640625,1.0,34.0,0.29910388539234795,-0.052722838893532756,0.001068786723772064,-0.000105763223109534,25.910190522670746,0.38311577938394126,1e-06,2.6850602626800537,4.0,-3.0,0.90771484375,1.0,0.0,1.7773454189300537,3.0,-3.0,0.0,0.0,0.0,2.678241729736328,3.997738838195801,-3.014070987701416,-0.022289961576461792,0.7731840014457703,1.4999994039535522,-1.4999996423721313,-0.022289961576461792,1.4999994039535522,-1.4999996423721313,105.990234375,1024.0,21.0,0.00146484375,756.146484375,2048.0,416.0,0.00390625,32.17993805000151,11.358620888000587,2.1848633709996648,41.67463622300056,87.51927805299783,0.14824818973778497,0.0012374230150151925,0.006433088261813506,0.023602919381238794,,
79,,,,,442623,456312,13689,446894,446895,446894.75,0.07878861576318741,0.001,0.28125,1.0,144.0,0.052734375,1.0,27.0,0.31868850539127985,0.012509245316808422,0.0011349731522689885,8.492916361622823e-05,2.091267168521881,0.38554601467243005,1e-06,2.6367835998535156,4.0,-3.0,0.88720703125,1.0,0.0,1.7495765686035156,3.0,-3.0,0.0,0.0,0.0,2.6296844482421875,3.997098445892334,-3.0175421237945557,-0.011052996851503849,0.7605328559875488,1.4999990463256836,-1.4999996423721313,-0.011052996851503849,1.4999990463256836,-1.4999996423721313,108.30810546875,583.0,19.0,0.0,764.533203125,2048.0,425.0,0.00390625,30.936028493000777,11.30706786799783,1.419546013999934,41.95922335499927,85.74196691200268,0.1394677027838549,0.0007941165196055302,0.006325352819650393,0.023472653994592276,,
80,2.6158954609185456,0.925,1.6908954568207264,0.0,441401,463752,22351,450009,450010,450009.25,0.07846150547266006,0.001,0.34375,1.0,176.0,0.07421875,1.0,38.0,0.3041977156554499,0.04577162468265141,0.0012615747945082763,0.000126679745012699,12.878409266471863,0.3838829056640745,1e-06,2.577824592590332,4.0,-3.0,0.87939453125,1.0,0.0,1.6984302997589111,3.0,-3.0,0.0,0.0,0.0,2.5705249309539795,3.9979641437530518,-3.0139434337615967,-0.044044867157936096,0.7714940905570984,1.4999996423721313,-1.4999996423721313,-0.044044867157936096,1.4999996423721313,-1.4999996423721313,110.55517578125,1024.0,8.0,0.001953125,768.369140625,2048.0,407.0,0.0078125,36.75141345999873,11.466704720998678,1.4644619089995103,42.4218875459992,114.10482830500041,0.16231737661040793,0.000813573225994527,0.006370260567420935,0.023567230865809533,8.50355065000258,13.362888718998875
81,,,,,441561,456011,14450,449050,449051,449050.5,0.07878615707159042,0.001,0.30078125,1.0,154.0,0.083984375,1.0,43.0,0.3149667992707222,0.016554635160812927,0.0016091091092675924,0.00017228130878544517,12.187604784965515,0.3897366513789487,1e-06,2.4915525913238525,4.0,-3.0,0.8662109375,1.0,0.0,1.625341534614563,3.0,-3.0,0.0,0.0,0.0,2.4853765964508057,4.471982002258301,-3.010807752609253,-0.020380647853016853,0.7697499394416809,1.4999992847442627,-1.499999761581421,-0.020380647853016853,1.4999992847442627,-1.499999761581421,109.2568359375,1024.0,13.0,0.001953125,767.794921875,2048.0,399.0,0.00390625,37.42517458600196,11.37757996000073,1.472049269999843,41.69655215899911,92.07801121800003,0.16725736995326182,0.0008195343675153703,0.006334243008303482,0.02321373217433179,,
82,,,,,435603,469540,33937,447229,447230,447229.5,0.08387593924999237,0.001,0.2890625,1.0,148.0,0.05078125,1.0,26.0,0.42869658370812735,0.08447981470574935,0.0014230017666704952,-0.00014396535055614853,23.857253313064575,0.3805437343845197,1e-06,2.5803542137145996,4.0,-3.0,0.86376953125,1.0,0.0,1.7165846824645996,3.0,-3.0,0.0,0.0,0.0,2.5736188888549805,3.99755859375,-3.0130536556243896,-0.042968858033418655,0.8059573173522949,1.4999994039535522,-1.4999996423721313,-0.042968858033418655,1.4999994039535522,-1.4999996423721313,108.9970703125,1024.0,13.0,0.0029296875,764.498046875,1969.0,393.0,0.0,39.326261738999165,11.672280535000027,1.4599860859998444,42.510392604002845,95.08631645300193,0.1761724070627936,0.0008161280092211295,0.0065247711381964,0.023763186800067327,,
83,,,,,432296,473450,41154,451622,451623,451622.75,0.08857908099889755,0.001,0.27734375,1.0,142.0,0.04296875,1.0,22.0,0.28573576336906803,-0.05180532518293588,0.0010217424132861197,0.00016500132209506363,24.868089616298676,0.3737756169848559,1e-06,2.450195550918579,4.0,-3.0,0.8818359375,1.0,0.0,1.5683597326278687,3.0,-3.0,0.0,0.0,0.0,2.4435510635375977,5.479517936706543,-3.01045823097229,-0.0012448825873434544,0.7773652672767639,1.4999994039535522,-1.4999996423721313,-0.0012448825873434544,1.4999994039535522,-1.4999996423721313,101.86279296875,1024.0,13.0,0.001953125,780.212890625,2048.0,389.0,0.00390625,37.349963386001036,11.535131881999405,1.4288993879999907,43.71748394599854,94.14676685800077,0.17903776519426234,0.0007909806292973454,0.006385380210584722,0.02420022239025743,,
84,,,,,436062,463594,27532,448792,448793,448792.5,0.08246394991874695,0.001,0.302734375,1.0,155.0,0.052734375,1.0,27.0,0.2990815271933874,0.0034148550669973097,0.0017219148168805987,0.00022045413043514372,14.975527822971344,0.3858114394304787,1e-06,2.5659539699554443,4.0,-3.0,0.88330078125,1.0,0.0,1.6826530694961548,3.0,-3.0,0.0,0.0,0.0,2.5592103004455566,3.9968488216400146,-3.0097391605377197,-0.010219993069767952,0.7631967067718506,1.4999995231628418,-1.4999996423721313,-0.010219993069767952,1.4999995231628418,-1.4999996423721313,107.2900390625,1024.0,10.0,0.001953125,769.2578125,2048.0,413.0,0.0078125,37.09719074599707,11.308473412002058,1.9678250750002917,42.165203336997365,92.65361421600028,0.1688307957311112,0.0010961775625708383,0.006299388588268553,0.0234881394725833,,
85,,,,,435126,458409,23283,447902,447903,447902.25,0.08438467234373093,0.001,0.28125,1.0,144.0,0.0390625,1.0,20.0,0.32882932261113196,0.007294031616766006,0.0013149534652550374,1.2222678642795091e-05,13.07497262954712,0.37887648494814663,1e-06,2.5789527893066406,4.0,-3.0,0.89306640625,1.0,0.0,1.6858861446380615,3.0,-3.0,0.0,0.0,0.0,2.5721001625061035,4.012512683868408,-3.007917642593384,-0.005892930086702108,0.7739739418029785,1.4999992847442627,-1.4999996423721313,-0.005892930086702108,1.4999992847442627,-1.4999996423721313,103.93994140625,1024.0,22.0,0.0009765625,770.869140625,2048.0,407.0,0.005859375,36.390255981001246,11.439244567998685,1.515199125999061,42.771796067998366,92.25494745000105,0.17095141134219283,0.0008457197558167329,0.00638490014729703,0.023873398753856655,,
86,,,,,448606,464340,15734,458463,458463,458463.0,0.07710927724838257,0.001,0.29296875,1.0,150.0,0.06640625,1.0,34.0,0.3430207299609338,-0.0066750807267042895,0.0012736416096994353,1.4145639030879642e-06,22.41754776239395,0.38899412342936135,1e-06,2.565394639968872,4.0,-3.0,0.869140625,1.0,0.0,1.6962538957595825,3.0,-3.0,0.0,0.0,0.0,2.561292886734009,4.13049840927124,-3.01693058013916,0.0006594954174943268,0.7730532884597778,1.499998927116394,-1.4999996423721313,0.0006594954174943268,1.499998927116394,-1.4999996423721313,110.625,1024.0,8.0,0.00244140625,784.810546875,2048.0,422.0,0.005859375,35.98170397099966,11.773702086000412,1.4854788669981644,42.72321536600066,92.06940719100021,0.15881754930702535,0.0008100320347542574,0.0064202029858464104,0.023296981090077423,,
87,,,,,427823,490878,63055,455222,455223,455222.75,0.08507272601127625,0.001,0.318359375,1.0,163.0,0.078125,1.0,40.0,0.33901703261560007,0.026314261294300516,0.0009586126214989852,5.5627126717046206e-05,22.363419473171234,0.3886926751662908,1e-06,2.6138572692871094,4.0,-3.0,0.88134765625,1.0,0.0,1.7325093746185303,3.0,-3.0,0.0,0.0,0.0,2.6084117889404297,3.9981606006622314,-3.016066551208496,-0.0075339036993682384,0.7660491466522217,1.499998688697815,-1.4999996423721313,-0.0075339036993682384,1.499998688697815,-1.4999996423721313,108.17724609375,1024.0,19.0,0.00341796875,780.9296875,2048.0,389.0,0.00390625,37.70723096599977,11.709387466999033,1.489522649000719,42.395404904000316,93.4056279159995,0.17019969110843194,0.000818018568382577,0.006430581219303645,0.023282780190577203,,
88,,,,,425591,451471,25880,438407,438408,438407.5,0.07909084111452103,0.001,0.283203125,1.0,145.0,0.046875,1.0,24.0,0.3143782780638763,-0.0069843178581712505,0.0009876011068367266,0.007366192061421576,26.7419054210186,0.3808807535914504,1e-06,2.596980094909668,4.0,-3.0,0.869140625,1.0,0.0,1.727839708328247,3.0,-3.0,0.0,0.0,0.0,2.591951608657837,4.616013050079346,-3.022239923477173,-0.02370009571313858,0.784205973148346,1.4999995231628418,-1.4999996423721313,-0.02370009571313858,1.4999995231628418,-1.4999996423721313,106.4345703125,1024.0,19.0,0.0029296875,749.830078125,2048.0,393.0,0.00390625,36.87826383099673,11.137729592999676,1.4457714750024024,41.59811771499881,91.15390667799875,0.16918342140489742,0.0008244449940993268,0.006351242618454107,0.023721148540455404,,
89,,,,,429422,466736,37314,445013,445014,445013.75,0.08276510238647461,0.001,0.291015625,1.0,149.0,0.076171875,1.0,39.0,0.40894037581259207,0.02494527621855659,0.010108147527188844,-0.0046366104640671235,11.530601292848587,0.37127570200793486,1e-06,2.524296283721924,4.0,-3.0,0.8896484375,1.0,0.0,1.6346476078033447,3.0,-3.0,0.0,0.0,0.0,2.5174789428710938,3.996917486190796,-3.0187206268310547,-0.014440027996897697,0.7747011780738831,1.4999995231628418,-1.4999996423721313,-0.014440027996897697,1.4999995231628418,-1.4999996423721313,110.35498046875,1024.0,19.0,0.00146484375,758.8125,2034.0,402.0,0.0,38.529824102999555,11.182687107000675,1.4569968520008842,43.334295388998726,94.62474819600175,0.17048066698376402,0.0008185122661945189,0.006282214373713551,0.024344357555805145,,
90,2.665716891363263,0.925,1.7407168872654437,0.0,422041,473966,51925,447801,447802,447801.5,0.0812961608171463,0.001,0.291015625,1.0,149.0,0.044921875,1.0,23.0,0.3229401548360956,0.04461145397789519,0.0008526452654442782,0.0001277640333149787,9.251090317964554,0.37700872929927076,1e-06,2.5718283653259277,4.0,-3.0,0.8896484375,1.0,0.0,1.6821800470352173,3.0,-3.0,0.0,0.0,0.0,2.565612316131592,5.215837478637695,-3.010422945022583,-0.006773052271455526,0.7623152136802673,1.4999995231628418,-1.4999996423721313,-0.006773052271455526,1.4999995231628418,-1.4999996423721313,108.5283203125,1024.0,13.0,0.0029296875,766.083984375,2048.0,399.0,0.01171875,41.34169291899889,11.338339074998657,1.6285375210027269,42.94217366700104,119.2920998970003,0.18600097594323417,0.0009091849407621049,0.006330002844451536,0.02397388891450846,8.342735631998949,13.584071339999355
91,,,,,434130,450661,16531,444035,444036,444035.75,0.0801418274641037,0.001,0.283203125,1.0,145.0,0.052734375,1.0,27.0,0.27648468414942423,0.05125171014418205,0.0011768259767753382,-0.0001017052227325621,15.463849395513535,0.3876046817199918,1e-06,2.5672082901000977,4.0,-3.0,0.87841796875,1.0,0.0,1.6887904405593872,3.0,-3.0,0.0,0.0,0.0,2.5605740547180176,4.695681095123291,-3.7029151916503906,-0.014824883081018925,0.7836000919342041,1.4999995231628418,-1.4999996423721313,-0.014824883081018925,1.4999995231628418,-1.4999996423721313,105.95068359375,1024.0,16.0,0.00146484375,761.306640625,2048.0,423.0,0.00390625,30.90494657799718,11.715213524999854,1.3682911170035368,41.41708724199998,85.52703890799967,0.14242764118586448,0.0007703721586626396,0.006595872925209205,0.023318554441843917,,
92,,,,,437208,459887,22679,447648,447648,447648.0,0.08377737551927567,0.001,0.271484375,1.0,139.0,0.05078125,1.0,26.0,0.33757931570852956,-0.00576255134036464,0.0010172583438801549,0.000107463805820331,8.232789188623428,0.3703643451938498,1e-06,2.553313732147217,4.0,-3.0,0.87646484375,1.0,0.0,1.6768490076065063,3.0,-3.0,0.0,0.0,0.0,2.5462257862091064,3.998873472213745,-3.0198936462402344,-0.01844540424644947,0.7686905860900879,1.4999991655349731,-1.4999996423721313,-0.01844540424644947,1.4999991655349731,-1.4999996423721313,106.271484375,1024.0,3.0,0.0009765625,768.041015625,1973.0,407.0,0.0,37.50659006600108,11.740171764999104,1.5579702299983182,43.67731040700164,94.58154944999842,0.1723299979140297,0.0008700866696591509,0.006556586740585854,0.024392664776231348,,
93,,,,,440290,478066,37776,456258,456259,456258.75,0.08425962924957275,0.001,0.2890625,1.0,148.0,0.072265625,1.0,37.0,0.3027914656746772,-0.05192520271145528,0.001267031719532585,0.0001420674902140989,13.844378292560577,0.3908767419809229,1e-06,2.625856399536133,4.0,-3.0,0.875,1.0,0.0,1.7508565187454224,3.0,-3.0,0.0,0.0,0.0,2.6183204650878906,4.469795227050781,-3.0204548835754395,-0.0073914905078709126,0.766606330871582,1.4999995231628418,-1.4999995231628418,-0.0073914905078709126,1.4999995231628418,-1.4999995231628418,107.23974609375,1024.0,14.0,0.00146484375,783.890625,2048.0,399.0,0.00390625,34.49917318700318,11.558128656997724,1.4111697360021935,42.26745850299994,89.8385190730005,0.15708074684352644,0.0007732288619134392,0.006333099725209502,0.02315980707383691,,
94,,,,,427683,457508,29825,447165,447166,447165.75,0.085853710770607,0.001,0.30078125,1.0,154.0,0.064453125,1.0,33.0,0.28261428975289865,-0.046915790584358956,0.001199095141923716,-5.141618872115824e-05,8.034234046936035,0.3818057649137314,1e-06,2.6254382133483887,4.0,-3.0,0.888671875,1.0,0.0,1.7367663383483887,3.0,-3.0,0.0,0.0,0.0,2.61902117729187,4.710873603820801,-3.0181045532226562,-0.01295712310820818,0.7680396437644958,1.4999992847442627,-1.4999996423721313,-0.01295712310820818,1.4999992847442627,-1.4999996423721313,104.54248046875,1024.0,14.0,0.0009765625,768.828125,2048.0,402.0,0.009765625,37.94846471100027,11.189567421999527,1.5149227900001279,42.34018074400228,93.08741928699965,0.17724396533911374,0.0008469581972680867,0.006255827633265477,0.023671413085641222,,
