step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/update_actor,timing_per_token_ms/ref,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
10,1.3734213693067432,0.025,1.348421369306743,0.0,427598,444033,16435,437822,437823,437822.5,0.09823018312454224,0.001,0.724609375,1.0,371.0,0.025390625,1.0,13.0,0.4541401405419622,0.054209306104374785,0.006192923556747181,0.00041994561651595826,19.649654269218445,0.3886210428414522,1e-06,0.03491135686635971,4.0,-3.0,0.0068359375,1.0,0.0,0.02807541936635971,3.0,-3.0,0.0,0.0,0.0,0.03300539404153824,4.000985145568848,-3.0087268352508545,-0.044686365872621536,0.7525945901870728,1.4999996423721313,-1.4999996423721313,-0.044686365872621536,1.4999996423721313,-1.4999996423721313,91.1103515625,1024.0,1.0,0.00390625,764.01171875,2048.0,402.0,0.00390625,39.10477872999763,11.655206431998522,1.3489647309979773,40.776032993002445,126.91379333799705,0.0007702691907096925,0.0232834270697614,0.006655212119065673,0.20957146923265288,17.366443357001117,16.557798542002274
11,,,,,418439,446145,27706,430861,430861,430861.0,0.14572975039482117,0.001,0.630859375,1.0,323.0,0.029296875,1.0,15.0,0.4647857365863664,-0.022690920990758708,0.005472298667882569,0.0015796978742790607,39.964813590049744,0.37254411621488553,1e-06,0.5099647045135498,4.0,-3.0,0.0087890625,1.0,0.0,0.5011756420135498,3.0,-3.0,0.0,0.0,0.0,0.5094432830810547,4.0561723709106445,-3.0109944343566895,0.00780007429420948,0.7251291275024414,1.4999995231628418,-1.4999996423721313,0.00780007429420948,1.4999995231628418,-1.4999996423721313,84.275390625,1024.0,1.0,0.00244140625,757.25,2048.0,419.0,0.0078125,35.98551305000001,10.85926190399914,1.4117549369984772,41.774067566002486,90.12442359000124,0.0008191475539666373,0.024238714786208596,0.006300907893728569,0.20849563750028974,,
12,,,,,442601,462238,19637,450738,450739,450738.75,0.11089612543582916,0.001,0.623046875,1.0,319.0,0.017578125,1.0,9.0,0.410615935921669,0.07441970102128483,0.004761742173521329,0.007952178263475352,73.9200553894043,0.3706963678901036,1e-06,0.7428620457649231,3.0,-3.0,0.00537109375,1.0,0.0,0.7374909520149231,3.0,-3.0,0.0,0.0,0.0,0.7388997077941895,3.001573085784912,-3.253420352935791,-0.02372041903436184,0.7393506765365601,1.4999995231628418,-1.4999996423721313,-0.02372041903436184,1.4999995231628418,-1.4999996423721313,93.62060546875,1024.0,1.0,0.001953125,786.728515625,2048.0,393.0,0.0078125,39.50468978000572,11.352323469000112,1.4596712049969938,44.02620458500314,96.45676646599895,0.0008095993549461821,0.024418914828713497,0.00629650960173721,0.20603796792450893,,
13,,,,,426515,446574,20059,437857,437857,437857.0,0.12387222051620483,0.001,0.533203125,1.0,273.0,0.01171875,1.0,6.0,0.3552288757315997,-0.03351472488379684,0.0020507895066563427,0.010722171778038971,37.10010647773743,0.36898343746475465,1e-06,0.8920730948448181,4.0,-3.0,0.00439453125,1.0,0.0,0.8876785635948181,3.0,-3.0,0.0,0.0,0.0,0.8894519209861755,5.346291542053223,-3.0139753818511963,0.0026885117404162884,0.7386907339096069,1.4999995231628418,-1.4999996423721313,0.0026885117404162884,1.4999995231628418,-1.4999996423721313,89.298828125,1024.0,1.0,0.00341796875,765.890625,2048.0,399.0,0.001953125,38.9270674809959,11.771825158997672,1.653436126995075,42.925809511005355,95.41442429199378,0.0009440502989532399,0.024509034634027406,0.006721272675209984,0.2128511377758355,,
14,,,,,428095,463879,35784,450442,450442,450442.0,0.1097237691283226,0.001,0.544921875,1.0,279.0,0.009765625,1.0,5.0,0.4287928303082784,-0.003012403682805598,0.0016608373591831575,6.0391067624247326e-05,14.047379434108734,0.37095058222779353,1e-06,1.0634742975234985,3.0,-3.0,0.00390625,1.0,0.0,1.0595680475234985,3.0,-3.0,0.0,0.0,0.0,1.0603306293487549,3.0014405250549316,-3.016853094100952,0.008324015885591507,0.7256766557693481,1.4999995231628418,-1.4999996423721313,0.008324015885591507,1.4999995231628418,-1.4999996423721313,107.52734375,1024.0,1.0,0.00732421875,772.2421875,2048.0,407.0,0.005859375,46.052217377997295,11.39814164100244,1.4144798810011707,43.97623370999645,102.95696417299769,0.0007850510615135637,0.024407267589388007,0.006326087288153879,0.20912294010424898,,
15,,,,,427249,456201,28952,441332,441332,441332.0,0.09947168827056885,0.001,0.5,1.0,256.0,0.015625,1.0,8.0,0.42091156645067807,0.03722654514271637,0.0011198567346958764,7.338879562478818e-05,135.15273702144623,0.37783953561512773,1e-06,1.1699748039245605,4.0,-3.0,0.00537109375,1.0,0.0,1.1646037101745605,3.0,-3.0,0.0,0.0,0.0,1.1709719896316528,5.920639991760254,-3.0162367820739746,0.03422556817531586,0.7343641519546509,1.4999995231628418,-1.4999995231628418,0.03422556817531586,1.4999995231628418,-1.4999995231628418,95.14453125,1024.0,1.0,0.00537109375,766.83203125,2048.0,424.0,0.009765625,38.64655638900149,11.692508677995647,1.445802749003633,42.24718959299935,94.13637015099812,0.000818999499811725,0.023931637402793898,0.006623419941220922,0.19833393064109645,,
16,,,,,422626,446625,23999,435372,435373,435372.25,0.1021169126033783,0.001,0.482421875,1.0,247.0,0.015625,1.0,8.0,0.44090528388818107,0.1298333067446947,0.0015724980563391,-0.013310636219466687,738.5216861367226,0.3803444163555368,1e-06,1.236372709274292,4.0,-3.0,0.00439453125,1.0,0.0,1.231978178024292,3.0,-3.0,0.0,0.0,0.0,1.2342338562011719,3.9981772899627686,-3.0193421840667725,0.0029261717572808266,0.7087728381156921,1.4999995231628418,-1.4999995231628418,0.0029261717572808266,1.4999995231628418,-1.4999995231628418,90.32666015625,1024.0,1.0,0.00439453125,760.009765625,2048.0,399.0,0.005859375,36.44323762699787,11.347907285002293,1.4109560129945748,41.39762511400477,90.70150713899784,0.0008102009332212692,0.023771396267220045,0.006516209568364941,0.19700218730301733,,
17,,,,,429921,445625,15704,441126,441126,441126.0,0.1027621403336525,0.001,0.4296875,1.0,220.0,0.013671875,1.0,7.0,0.4281777277075011,0.06902636621340082,0.001399066558123791,-0.0074651558955745965,197.53504359722137,0.37343899439546924,1e-06,1.3178915977478027,4.0,-3.0,0.00537109375,1.0,0.0,1.3125205039978027,3.0,-3.0,0.0,0.0,0.0,1.3111060857772827,4.000698566436768,-4.727898597717285,-0.014024345204234123,0.72120201587677,1.4999995231628418,-1.4999995231628418,-0.014024345204234123,1.4999995231628418,-1.4999995231628418,92.8125,1024.0,1.0,0.00341796875,768.76171875,2048.0,389.0,0.00390625,34.781384896006784,11.211835943999176,1.3642062979997718,42.70015905999753,90.16669461999845,0.0007731386825984933,0.024199525226351163,0.0063541006107093985,0.18298287508421077,,
18,,,,,414794,462947,48153,439982,439983,439982.25,0.10385886579751968,0.001,0.46875,1.0,240.0,0.0078125,1.0,4.0,0.3520588514705499,0.06137172547945132,0.0011313493926233301,0.00019978966665803454,54.68973755836487,0.3690899495122459,1e-06,1.3377455472946167,3.0,-3.0,0.00537109375,1.0,0.0,1.3323744535446167,3.0,-3.0,0.0,0.0,0.0,1.3287017345428467,2.9996132850646973,-3.016418933868408,-0.06370960921049118,0.7171013355255127,1.4999994039535522,-1.4999996423721313,-0.06370960921049118,1.4999994039535522,-1.4999996423721313,90.52392578125,1024.0,1.0,0.00390625,768.81640625,2047.0,399.0,0.0,34.73943715199857,11.356835938000586,1.388001772997086,43.09129386299901,90.67512794399954,0.0007886691866530332,0.024484677429032084,0.006453008012255373,0.18738267977754594,,
19,,,,,423043,437349,14306,430125,430126,430125.75,0.09053876996040344,0.001,0.435546875,1.0,223.0,0.013671875,1.0,7.0,0.33797474924860327,-0.012496965198681272,0.0012702789751748587,0.009654966698596173,94.96664047241211,0.3723323591004303,1e-06,1.3280586004257202,3.0,-3.0,0.0048828125,1.0,0.0,1.3231757879257202,3.0,-3.0,0.0,0.0,0.0,1.3240444660186768,3.7507596015930176,-4.380697250366211,0.006225863005965948,0.7230026125907898,1.4999995231628418,-1.4999996423721313,0.006225863005965948,1.4999995231628418,-1.4999996423721313,90.63037109375,1024.0,1.0,0.00341796875,749.458984375,1981.0,407.0,0.0,36.107721579995996,10.857394077000208,1.3732395800034283,41.69091515400214,90.12564859099803,0.0007981616887639419,0.024231817761434966,0.006310592935321943,0.19453438416902014,,
20,1.5557977419346571,0.025,1.530797741934657,0.0,436344,468254,31910,445489,445490,445489.75,0.11205209046602249,0.001,0.470703125,1.0,241.0,0.01171875,1.0,6.0,0.3266072239606611,-0.016118482431216587,0.0011015897447754059,0.0001572089309892392,9.475092828273773,0.38115823046167574,1e-06,1.2683970928192139,4.0,-3.0,0.00634765625,1.0,0.0,1.2620494365692139,3.0,-3.0,0.0,0.0,0.0,1.2632689476013184,3.998582363128662,-3.0149691104888916,0.026356860995292664,0.6769387125968933,1.4999995231628418,-1.4999995231628418,0.026356860995292664,1.4999995231628418,-1.4999995231628418,91.89208984375,1024.0,1.0,0.0029296875,778.205078125,2048.0,416.0,0.01171875,37.396316323000065,11.313541949995852,1.398816690001695,42.337688514002366,128.19145787099842,0.0007849881450705066,0.02375906994156564,0.0063489350484471595,0.19871046692526403,19.026635606001946,16.614809136997792
21,,,,,432493,446761,14268,438518,438519,438518.75,0.08599314093589783,0.001,0.44921875,1.0,230.0,0.017578125,1.0,9.0,0.35954045348109737,-0.05238747810043635,0.003828510702137024,-0.0011466331173822606,94.22354888916016,0.3829503193999834,1e-06,1.369331955909729,4.0,-3.0,0.00537109375,1.0,0.0,1.363960862159729,3.0,-3.0,0.0,0.0,0.0,1.3691074848175049,5.078039646148682,-3.0168750286102295,0.02587321028113365,0.6769707202911377,1.4999995231628418,-1.4999996423721313,0.02587321028113365,1.4999995231628418,-1.4999996423721313,89.48193359375,1024.0,1.0,0.00634765625,767.0,2034.0,402.0,0.0,37.91645037599665,11.178862544998992,1.3880064569966635,41.39606585500587,91.98703365300025,0.0007913039391113057,0.023599940626829453,0.006373081279306182,0.20690089095758815,,
22,,,,,431511,454837,23326,444146,444147,444146.5,0.09510202705860138,0.001,0.4140625,1.0,212.0,0.021484375,1.0,11.0,0.40302055714459256,0.07704221650733259,0.0012023477626418502,0.0001351225481153835,11.796880722045898,0.3850759663692327,1e-06,1.2294706106185913,4.0,-3.0,0.00927734375,1.0,0.0,1.2201932668685913,3.0,-3.0,0.0,0.0,0.0,1.2264912128448486,3.9932057857513428,-3.0177180767059326,0.019373789429664612,0.7107080221176147,1.4999995231628418,-1.4999996423721313,0.019373789429664612,1.4999995231628418,-1.4999996423721313,86.9619140625,1024.0,1.0,0.00244140625,780.51171875,2048.0,389.0,0.00390625,35.42631577900465,11.211278850998497,1.3916172469980665,41.791951469000196,89.92367364800157,0.0007833098127521361,0.02352374243014422,0.006310574805271738,0.1989147310975118,,
23,,,,,419463,459008,39545,441388,441388,441388.0,0.09621945023536682,0.001,0.43359375,1.0,222.0,0.0234375,1.0,12.0,0.3518347378459669,0.068470275570308,0.0008154865466959534,0.00033498283540857007,78.41222459077835,0.37045830468387764,1e-06,1.3167873620986938,4.0,-3.0,0.0087890625,1.0,0.0,1.3079982995986938,3.0,-3.0,0.0,0.0,0.0,1.3139557838439941,3.998335599899292,-3.015359401702881,0.008317272178828716,0.7007559537887573,1.4999995231628418,-1.4999995231628418,0.008317272178828716,1.4999995231628418,-1.4999995231628418,87.61328125,1024.0,1.0,0.00341796875,774.47265625,2048.0,399.0,0.00390625,41.15055418400152,11.202186015005282,1.3892447550024372,43.11379128700355,96.95730074699532,0.0007868614206788796,0.024419440088427613,0.006344863258066192,0.2293378783271742,,
24,,,,,408573,439781,31208,427666,427666,427666.0,0.1039506271481514,0.001,0.40234375,1.0,206.0,0.044921875,1.0,23.0,0.33472717446940287,0.0007154494357694473,0.0015940565374746387,-0.005559200698761353,20.64208424091339,0.3819156653738939,1e-06,1.4767324924468994,4.0,-3.0,0.0126953125,1.0,0.0,1.4640371799468994,3.0,-3.0,0.0,0.0,0.0,1.4710742235183716,3.99607253074646,-3.0176937580108643,0.010373380035161972,0.6512911915779114,1.4999992847442627,-1.4999996423721313,0.010373380035161972,1.4999992847442627,-1.4999996423721313,85.7734375,1024.0,1.0,0.00244140625,749.51171875,2048.0,402.0,0.0078125,35.640224155002215,11.301657578005688,1.3503365830038092,40.47165314699669,88.8698405460018,0.0007893640031027771,0.02365844674757678,0.006606591111992588,0.20288860640200732,,
25,,,,,409442,451561,42119,432831,432832,432831.75,0.09874024987220764,0.001,0.4296875,1.0,220.0,0.017578125,1.0,9.0,0.3670129331535307,0.064118223971334,0.007855904009594614,0.0035301182613003564,43.61240231990814,0.3790176462166455,1e-06,1.2784922122955322,4.0,-3.0,0.005859375,1.0,0.0,1.2726328372955322,3.0,-3.0,0.0,0.0,0.0,1.2735906839370728,3.994381904602051,-3.0125575065612793,-0.03220253065228462,0.6929880380630493,1.4999994039535522,-1.4999996423721313,-0.03220253065228462,1.4999994039535522,-1.4999996423721313,89.91943359375,1024.0,1.0,0.0048828125,755.455078125,2048.0,399.0,0.001953125,36.30294008500641,11.440478283002449,1.4257642230004421,41.26961757700337,90.54788178400486,0.0008235094947404171,0.023836986067336426,0.006607924605231969,0.19713252469390682,,
26,,,,,420943,458188,37245,438925,438925,438925.0,0.08980807662010193,0.001,0.38671875,1.0,198.0,0.044921875,1.0,23.0,0.3601745146101919,-0.09968555658445533,0.005603686506972359,-0.0012911471825771451,170.89728116989136,0.3776395322372965,1e-06,1.4105417728424072,4.0,-3.0,0.01513671875,1.0,0.0,1.3954050540924072,3.0,-3.0,0.0,0.0,0.0,1.406683325767517,3.9984130859375,-3.013258457183838,-0.016139933839440346,0.7180925011634827,1.4999990463256836,-1.4999996423721313,-0.016139933839440346,1.4999990463256836,-1.4999996423721313,89.353515625,1024.0,1.0,0.0048828125,767.921875,2048.0,419.0,0.001953125,44.43153879599413,11.641719234998163,1.3534918150035082,42.03084863600088,99.5604639880039,0.0007709129207743397,0.023939652922481566,0.006630813484648951,0.2428006010841446,,
27,,,,,423211,463421,40210,434022,434023,434022.75,0.08857548236846924,0.001,0.392578125,1.0,201.0,0.037109375,1.0,19.0,0.3468989344506428,-0.07744400903325656,0.002489622802762636,0.0046726186859939785,71.77182567119598,0.3779964430730879,1e-06,1.5729873180389404,4.0,-3.0,0.0126953125,1.0,0.0,1.5602920055389404,3.0,-3.0,0.0,0.0,0.0,1.5680869817733765,4.84874153137207,-3.02254319190979,-0.05862286686897278,0.7475374341011047,1.4999996423721313,-1.4999996423721313,-0.05862286686897278,1.4999996423721313,-1.4999996423721313,95.21826171875,1024.0,1.0,0.00537109375,752.482421875,2048.0,393.0,0.0078125,47.66843106599845,11.498283112996432,1.4495788399945013,41.48724804400263,102.19141744999797,0.0008349670840955349,0.023896931695402274,0.006623087794934961,0.24444471770756152,,
28,,,,,443826,453151,9325,448153,448154,448153.25,0.1048002541065216,0.001,0.392578125,1.0,201.0,0.037109375,1.0,19.0,0.39778106758991877,0.07102841635545094,0.005718180446031814,-0.0025745405313349085,152.1727185845375,0.37968430562583144,1e-06,1.5238807201385498,4.0,-3.0,0.01220703125,1.0,0.0,1.5116736888885498,3.0,-3.0,0.0,0.0,0.0,1.5159568786621094,3.997741222381592,-5.816991806030273,-0.036232635378837585,0.6919262409210205,1.4999994039535522,-1.4999996423721313,-0.036232635378837585,1.4999994039535522,-1.4999996423721313,90.69580078125,1024.0,1.0,0.0029296875,784.603515625,2048.0,425.0,0.00390625,34.60185351900145,11.921792607994576,1.457535875000758,42.75433822500054,90.84346906899736,0.0008130789383992853,0.023850289061275655,0.006650511074054788,0.18628686381330023,,
29,,,,,423423,450582,27159,437616,437617,437616.25,0.09658242762088776,0.001,0.392578125,1.0,201.0,0.064453125,1.0,33.0,0.24773116484284402,0.00311996228992939,0.0012498232865861306,4.4317227487529935e-05,27.95808756351471,0.38273815556152957,1e-06,1.4629099369049072,4.0,-3.0,0.02490234375,1.0,0.0,1.4380075931549072,3.0,-3.0,0.0,0.0,0.0,1.4583052396774292,4.001065731048584,-4.0559797286987305,0.012801547534763813,0.6810175776481628,1.4999996423721313,-1.4999996423721313,0.012801547534763813,1.4999996423721313,-1.4999996423721313,89.52978515625,1024.0,1.0,0.00439453125,765.189453125,2048.0,399.0,0.0078125,34.50250075900112,11.764457889003097,1.6026929760046187,41.84109914799774,89.82901453899831,0.0009155812746925066,0.023902848184909575,0.006720761562786515,0.1881711674983836,,
30,1.6489227451384068,0.05,1.5989227445796133,0.0,417973,469139,51166,440883,440884,440883.5,0.07955238223075867,0.001,0.376953125,1.0,193.0,0.087890625,1.0,45.0,0.32506252427895865,0.07305479237499336,0.0013283244314758727,6.330802928763054e-06,21.94992607831955,0.37167559438331804,1e-06,1.3898473978042603,4.0,-3.0,0.029296875,1.0,0.0,1.3605505228042603,3.0,-3.0,0.0,0.0,0.0,1.3868426084518433,4.617381572723389,-3.01959228515625,-0.0003155339800287038,0.6630322337150574,1.4999995231628418,-1.4999996423721313,-0.0003155339800287038,1.4999995231628418,-1.4999996423721313,86.4013671875,1024.0,1.0,0.001953125,774.69921875,2048.0,420.0,0.0078125,39.07944008799677,11.726073202997213,1.9699543609967805,42.921891568999854,118.74510906299838,0.001117049266414359,0.024338567653926634,0.006649190320684043,0.22085018416500013,9.483253352002066,13.44691350300127
