step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
12,,,,,427135,472593,45458,451811,451812,451811.75,0.07271230220794678,0.001,0.587890625,1.0,301.0,0.369140625,1.2619796324000607,189.0,0.3749002141337241,-0.05277918116940606,0.002132142571011378,0.00028815444168304245,3.5564615726470947,0.3794969816024335,1e-06,1.705113410949707,4.0,-3.0,0.71337890625,1.0,0.0,0.9917346239089966,3.0,-3.0,0.0,0.0,0.0,1.6993013620376587,3.998157262802124,-3.017321825027466,-1.614836153684962e-09,1.0000001192092896,2.9840285778045654,-2.917236566543579,-1.614836153684962e-09,2.9840285778045654,-2.917236566543579,110.73193359375,1024.0,1.0,0.00244140625,771.712890625,2048.0,393.0,0.001953125,37.5368543379991,12.271430949000205,1.32699129699904,43.08433259600133,94.32898433900118,0.0007342611701660261,0.16552173851193938,0.006790123845274169,0.023839758813267546,,
13,,,,,443200,481879,38679,456557,456557,456557.0,0.07252557575702667,0.001,0.544921875,1.0,279.0,0.248046875,1.4821775850756844,127.0,0.3312328270366115,-0.023530914778670958,0.0015711803777864383,0.0004234841542770042,88.13159710168839,0.38218793420994246,1e-06,1.8961985111236572,4.0,-3.0,0.76806640625,1.0,0.0,1.1281321048736572,3.0,-3.0,0.0,0.0,0.0,1.8940379619598389,5.42977237701416,-3.0170669555664062,1.0836054276097684e-09,1.0,3.310004234313965,-3.1554207801818848,1.0836054276097684e-09,3.310004234313965,-3.1554207801818848,110.01171875,1024.0,11.0,0.00341796875,781.701171875,2048.0,399.0,0.001953125,40.31766326599973,11.584875394997653,1.3618325079987699,43.28824377699857,96.65486257199882,0.0007457078239950158,0.17894783610588239,0.006343608462359384,0.02370363600656576,,
14,,,,,436014,485126,49112,456759,456760,456759.75,0.07041442394256592,0.001,0.51953125,1.0,266.0,0.189453125,1.6559794809227297,97.0,0.2880253431297118,-0.05727964723783155,0.001161433705654476,-2.158394084788949e-05,99.70488548278809,0.3824372396605038,1e-06,1.9660073518753052,4.0,-3.0,0.8173828125,1.0,0.0,1.1486245393753052,3.0,-3.0,0.0,0.0,0.0,1.9722949266433716,10.605304718017578,-3.019230842590332,-2.16096673888444e-09,1.0,2.6128997802734375,-3.3083951473236084,-2.16096673888444e-09,2.6128997802734375,-3.3083951473236084,110.32958984375,1024.0,20.0,0.00341796875,781.779296875,2048.0,389.0,0.0078125,40.04543730200021,11.637437846999092,1.3354793449980207,43.23116400099752,96.62636974699853,0.0007309528395387404,0.17722748911066455,0.006369561813950929,0.023661872571410638,,
15,,,,,433464,455873,22409,443117,443118,443117.75,0.08096475899219513,0.001,0.51953125,1.0,266.0,0.140625,1.922093765778466,72.0,0.31052643011013664,0.04225179796727995,0.010579743294510991,0.011434827920493263,4.712815463542938,0.3835193357168612,1e-06,1.9738106727600098,4.0,-3.0,0.830078125,1.0,0.0,1.1437324285507202,3.0,-3.0,0.0,0.0,0.0,1.9719678163528442,13.886421203613281,-3.009669065475464,-7.827206438548728e-09,0.9999999403953552,3.271604299545288,-3.9015278816223145,-7.827206438548728e-09,3.271604299545288,-3.9015278816223145,106.61083984375,1024.0,11.0,0.001953125,758.853515625,2048.0,418.0,0.001953125,35.59117604900166,11.378696920997754,1.3717617559996143,41.74731455499932,90.1955727780005,0.000773926205844617,0.16300878930929272,0.006419680164582526,0.023553172128062645,,
16,,,,,426131,460500,34369,443354,443354,443354.0,0.06035013869404793,0.001,0.46875,1.0,240.0,0.1171875,2.0,60.0,0.2524392609794935,0.030990701479216416,0.010741658893918309,0.006938857599470794,23.337662875652313,0.3804663650999994,1e-06,2.1882572174072266,4.0,-3.0,0.84423828125,1.0,0.0,1.3440190553665161,3.0,-3.0,0.0,0.0,0.0,2.2111222743988037,14.65438461303711,-3.0132594108581543,-1.0630768265684765e-08,1.0000001192092896,4.314019203186035,-4.22389030456543,-1.0630768265684765e-08,4.314019203186035,-4.22389030456543,106.529296875,1024.0,12.0,0.0029296875,759.396484375,1847.0,389.0,0.0,41.4642992040026,11.270105498999328,1.348656715999823,42.10236268800145,96.29889239900149,0.0007604852533189184,0.19005325708158058,0.006355026400460652,0.023740827131367624,,
17,,,,,418622,442577,23955,435126,435126,435126.0,0.08048802614212036,0.001,0.4765625,1.0,244.0,0.107421875,2.106267702919939,55.0,0.26411361529909333,-0.12164868001729764,0.009019042431489276,0.006487794547677461,93.16938978433609,0.38762269178542264,1e-06,2.353609561920166,4.0,-3.0,0.87841796875,1.0,0.0,1.475191593170166,3.0,-3.0,0.0,0.0,0.0,2.360349416732788,14.830219268798828,-3.013463020324707,-9.38533162297972e-09,1.0000001192092896,2.9719491004943848,-4.224307060241699,-9.38533162297972e-09,2.9719491004943848,-4.224307060241699,101.61328125,1024.0,12.0,0.00146484375,748.2421875,2048.0,407.0,0.001953125,35.749329345999286,11.4559491550026,1.3339835229999153,40.54891005000172,89.210099918997,0.0007664351952077761,0.17178588276053938,0.006581972322386274,0.0232972231319214,,
18,,,,,440080,463398,23318,450841,450842,450841.25,0.062416721135377884,0.001,0.474609375,1.0,243.0,0.103515625,2.141239281438989,53.0,0.3050869586877525,0.05863307643085136,0.019708676136360737,0.033467201667015445,452.4835575222969,0.3737418886169502,1e-06,2.2005927562713623,4.0,-3.0,0.88037109375,1.0,0.0,1.3202219009399414,3.0,-3.0,0.0,0.0,0.0,2.225172281265259,17.1319580078125,-3.0193750858306885,1.1984287340283117e-08,1.0,4.636011123657227,-4.505725383758545,1.1984287340283117e-08,4.636011123657227,-4.505725383758545,109.41845703125,1024.0,12.0,0.00439453125,771.130859375,2048.0,407.0,0.0078125,45.36986307099869,11.870513633002702,1.4357436390018847,43.64684847499666,102.42167183799756,0.0007961470024104298,0.20246358844476386,0.006582424319537477,0.0242030029833099,,
19,,,,,417377,453260,35883,441083,441084,441083.5,0.07149510830640793,0.001,0.421875,1.0,216.0,0.08203125,2.2677868380553634,42.0,0.2868306641777357,-0.08836076737691959,0.001130717022654911,4.687288610512041e-05,340.4370456337929,0.3844363153929293,1e-06,2.274590492248535,4.0,-3.0,0.849609375,1.0,0.0,1.4249811172485352,3.0,-3.0,0.0,0.0,0.0,2.2888073921203613,17.20052719116211,-3.0166728496551514,-1.3963259881677459e-08,1.0,4.678545951843262,-4.558119297027588,-1.3963259881677459e-08,4.678545951843262,-4.558119297027588,102.4482421875,1024.0,21.0,0.00146484375,759.04296875,2048.0,393.0,0.005859375,31.656930935001583,11.87555965700085,1.3642608139998629,41.49948523099738,86.49830874499821,0.0007732440762349209,0.15088092755965563,0.0067309022310973144,0.023521331692863925,,
20,2.5006509663537146,0.925,1.5756509637460112,0.0,439322,459150,19828,448497,448497,448497.0,0.08011399209499359,0.001,0.43359375,1.0,222.0,0.099609375,2.086370335408023,51.0,0.21791709719165678,0.017021404106109854,0.005058358669386155,-0.0010196233504816078,213.24882584810257,0.3802588810846617,1e-06,2.224518060684204,4.0,-3.0,0.8603515625,1.0,0.0,1.3641666173934937,3.0,-3.0,0.0,0.0,0.0,2.2340641021728516,20.85708999633789,-3.0140392780303955,-1.4623663169288648e-08,1.0000001192092896,4.4784626960754395,-4.323307037353516,-1.4623663169288648e-08,4.4784626960754395,-4.323307037353516,103.935546875,1024.0,14.0,0.00244140625,772.03515625,2048.0,427.0,0.00390625,35.21873306499765,11.742977181002061,1.3733322850021068,42.66434855499756,115.32686872100021,0.0007655192147339373,0.1654549143333536,0.006545738979860546,0.02378184723364792,8.973358889998053,15.243009232999611
21,,,,,450943,473363,22420,463195,463196,463195.5,0.053838666528463364,0.001,0.412109375,1.0,211.0,0.1015625,2.0143714423343844,52.0,0.26346462364158324,-0.005310046636769848,0.011150402668488001,0.01744124630204169,206.1750875711441,0.3943632707498731,1e-06,2.3348159790039062,4.0,-3.0,0.86376953125,1.0,0.0,1.4710462093353271,3.0,-3.0,0.0,0.0,0.0,2.375316619873047,25.923816680908203,-3.020357131958008,-1.7555390030565832e-08,0.9999999403953552,4.410720348358154,-4.247210502624512,-1.7555390030565832e-08,4.410720348358154,-4.247210502624512,108.6474609375,1024.0,17.0,0.005859375,796.03125,2048.0,399.0,0.009765625,38.08001322199925,12.090187822999724,1.352550469997368,42.570819848999236,94.1960265939997,0.0007300105840824058,0.17113843522537978,0.00652542383453624,0.022976701980588776,,
22,,,,,441059,450833,9774,445381,445382,445381.25,0.06057412177324295,0.001,0.404296875,1.0,207.0,0.0859375,2.1689964164436635,44.0,0.2703414648771286,-0.04488737216840188,0.014341005129972472,0.029237612112653247,44.36387300491333,0.38635000020546273,1e-06,2.4170141220092773,4.0,-3.0,0.900390625,1.0,0.0,1.5166237354278564,3.0,-3.0,0.0,0.0,0.0,2.4503703117370605,27.422475814819336,-3.010242223739624,0.0,1.0000001192092896,4.8108344078063965,-4.686036586761475,0.0,4.8108344078063965,-4.686036586761475,103.81298828125,1024.0,23.0,0.00244140625,766.072265625,1995.0,407.0,0.0,37.585776543000975,11.670082370001182,1.4198359820002224,41.65348789900236,92.41582003299845,0.0007969778599796368,0.17678356298651973,0.006550613867333427,0.023380804591011835,,
23,,,,,423498,448341,24843,436911,436912,436911.25,0.09265223145484924,0.001,0.431640625,1.0,221.0,0.068359375,2.5128242505765725,35.0,0.23331698723908129,-0.06593427677028652,0.0014852560767582778,9.158153161165658e-05,3.3732791543006897,0.38340880284021206,1e-06,2.3253097534179688,4.0,-3.0,0.89306640625,1.0,0.0,1.4322432279586792,3.0,-3.0,0.0,0.0,0.0,2.330106019973755,27.048051834106445,-3.014590263366699,-5.941173109036413e-10,1.0000001192092896,4.202897548675537,-5.894168853759766,-5.941173109036413e-10,4.202897548675537,-5.894168853759766,100.32470703125,1024.0,12.0,0.0009765625,753.017578125,2048.0,418.0,0.00390625,33.830123276999075,11.863200652998785,1.3673550290004641,41.18662060399947,88.34952312599853,0.0007823986158518831,0.1646515137711974,0.006788106653810576,0.023566926122867902,,
24,,,,,438717,459400,20683,446556,446556,446556.0,0.08525193482637405,0.001,0.39453125,1.0,202.0,0.095703125,2.030381486221699,49.0,0.1723387957580628,0.054288631305098534,0.008445756472346763,0.004546991725991604,70.46833032369614,0.3768984886812636,1e-06,2.397374391555786,4.0,-3.0,0.88818359375,1.0,0.0,1.5091907978057861,3.0,-3.0,0.0,0.0,0.0,2.416029930114746,32.99270248413086,-3.027730941772461,2.859488290596346e-08,1.0000001192092896,3.5384914875030518,-4.914981842041016,2.859488290596346e-08,3.5384914875030518,-4.914981842041016,95.884765625,1024.0,18.0,0.0009765625,776.294921875,2048.0,399.0,0.00390625,29.020878274997813,12.021925640998234,1.3729098069998145,42.844186881000496,85.35951198900148,0.000768610099852994,0.14778521517832385,0.006730357245786773,0.023985898118601304,,
25,,,,,438707,458307,19600,449201,449202,449201.25,0.07764051854610443,0.001,0.345703125,1.0,177.0,0.08984375,1.9615876444748834,46.0,0.22938961583760478,-0.06560839983003755,0.0016473470022901893,1.7284945164236332e-05,6.422445893287659,0.3635787582341353,1e-06,2.4311227798461914,4.0,-3.0,0.9013671875,1.0,0.0,1.5297558307647705,3.0,-3.0,0.0,0.0,0.0,2.4604926109313965,32.21095275878906,-3.02223801612854,1.9162468944955435e-08,0.9999999403953552,4.879011631011963,-4.731184005737305,1.9162468944955435e-08,4.879011631011963,-4.731184005737305,99.53564453125,1024.0,20.0,0.00244140625,777.810546875,2048.0,407.0,0.001953125,35.157310802998836,11.778324967002845,1.386129598999105,44.68949815399901,93.11436391100142,0.0007714413077652305,0.17246741854509384,0.006555149260494514,0.024871646146353673,,
26,,,,,414229,449505,35276,430543,430544,430543.5,0.09640804678201675,0.001,0.353515625,1.0,181.0,0.080078125,2.1011030784665143,41.0,0.18614310899685169,-0.10176899076985388,0.0015015259690197378,-5.334237232153978e-05,50.189732670784,0.36764247956417134,1e-06,2.5462019443511963,4.0,-3.0,0.91357421875,1.0,0.0,1.6326277256011963,3.0,-3.0,0.0,0.0,0.0,2.5624942779541016,27.961544036865234,-3.0300755500793457,-1.1034549274313576e-08,1.0000001192092896,2.8827664852142334,-4.891821384429932,-1.1034549274313576e-08,2.8827664852142334,-4.891821384429932,97.2294921875,1024.0,17.0,0.001953125,743.67578125,2048.0,416.0,0.00390625,38.461354598999606,11.388309219000803,1.3398138960001233,42.27190355599669,93.5656258329982,0.0007779782391327028,0.1931508421753041,0.006612751800341198,0.02454566353689969,,
27,,,,,441874,468461,26587,454911,454912,454911.75,0.08824611455202103,0.001,0.34375,1.0,176.0,0.08203125,2.047065262876636,42.0,0.20933558559045196,-0.009765169816091657,0.0012451363409127225,6.670593841739958e-05,131.18676835298538,0.3619173639000102,1e-06,2.3358280658721924,4.0,-3.0,0.90087890625,1.0,0.0,1.4349491596221924,3.0,-3.0,0.0,0.0,0.0,2.3575358390808105,35.43356704711914,-3.0302834510803223,-5.3217248385806215e-09,1.0,4.752869606018066,-4.630301475524902,-5.3217248385806215e-09,4.752869606018066,-4.630301475524902,100.80224609375,1024.0,32.0,0.001953125,787.697265625,2048.0,393.0,0.009765625,34.88757384500059,11.666070750001381,1.3630155380014912,45.49466790999941,93.5221163890019,0.0007490549199935433,0.16899373601914613,0.006411172469166482,0.025001919553627384,,
28,,,,,425997,435501,9504,431525,431525,431525.0,0.07285652309656143,0.001,0.36328125,1.0,186.0,0.095703125,1.9483116709979795,49.0,0.168745790209089,-0.11015989325408425,0.0010162309897298525,0.00011119286396673747,200.83050149679184,0.3617887418740997,1e-06,2.472956418991089,4.0,-3.0,0.9150390625,1.0,0.0,1.5579172372817993,3.0,-3.0,0.0,0.0,0.0,2.5186946392059326,42.63665771484375,-3.0269558429718018,2.4728109337956994e-08,1.0,4.432605266571045,-4.234325885772705,2.4728109337956994e-08,4.432605266571045,-4.234325885772705,96.416015625,1024.0,23.0,0.00244140625,746.40625,2048.0,399.0,0.0078125,33.621645630002604,10.94185182000001,1.3167309969976486,43.04556942999989,89.05119696800102,0.0007628358710373957,0.17027066560317333,0.0063390602050866175,0.024938050767626375,,
29,,,,,423828,448426,24598,433939,433939,433939.0,0.07202176749706268,0.001,0.33203125,1.0,170.0,0.064453125,2.2696949467968492,33.0,0.18691246057378835,0.019266251025014912,0.001561449902886846,0.00015197783518135173,193.83746856451035,0.3684051152954898,1e-06,2.5177817344665527,4.0,-3.0,0.91796875,1.0,0.0,1.5998128652572632,3.0,-3.0,0.0,0.0,0.0,2.561453104019165,41.77783203125,-3.009601593017578,-1.4487051558376152e-08,1.0000001192092896,5.166761875152588,-5.025211334228516,-1.4487051558376152e-08,5.166761875152588,-5.025211334228516,98.744140625,1024.0,20.0,0.001953125,748.79296875,2047.0,389.0,0.0,39.70148060500287,10.93481007399896,1.4181342740012042,42.5347956839978,94.68255682299787,0.0008170124568206616,0.19632039383766278,0.006299739176473514,0.024505054675886356,,
30,2.5995778204873203,0.975,1.6245778175070882,0.0,437062,441105,4043,439264,439264,439264.0,0.1264033317565918,0.001,0.330078125,1.0,169.0,0.06640625,2.229481606852615,34.0,0.16253711581230162,-0.05089114954074224,0.0012565982101174693,-9.956975069750722e-05,3.286243498325348,0.3669182932447561,1e-06,2.5266408920288086,4.0,-3.0,0.923828125,1.0,0.0,1.6028127670288086,3.0,-3.0,0.0,0.0,0.0,2.51680064201355,4.000210285186768,-3.026360034942627,1.726421317016502e-08,0.9999998211860657,3.6884350776672363,-5.245980739593506,1.726421317016502e-08,3.6884350776672363,-5.245980739593506,96.669921875,1024.0,20.0,0.001953125,761.267578125,2048.0,407.0,0.00390625,34.47202411300168,11.8985527870027,1.33704750600009,43.2270918840004,113.10312660400086,0.0007609589597600133,0.17411871963330477,0.0067718688459575,0.024602000097891246,7.872201072997996,14.19376724200265
