step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
69,,,,,421087,484659,63572,447597,447598,447597.75,0.202532559633255,0.001,0.07451069775608278,-0.01856583155571453,0.0004341073386791733,0.0003091288752095293,1.3512095212936401,0.3880324262595916,1e-06,2.8446261882781982,4.0,-3.0,0.96337890625,1.0,0.0,1.8812472820281982,3.0,-3.0,0.0,0.0,0.0,2.822383165359497,3.998121976852417,-3.056567907333374,0.0012885959586128592,0.13831427693367004,1.7320512533187866,-1.732051134109497,0.0012885959586128592,1.7320512533187866,-1.732051134109497,114.45263671875,1024.0,26.0,0.00048828125,759.76171875,2048.0,414.0,0.00390625,56.248667123989435,19.964770168007817,1.3816159889975097,79.88334334400133,157.5971548249945,0.011151067095404197,0.0446178199868081,0.0007716839444554344,0.23996974016096245,,
70,2.7918456602841615,0.975,1.8168456558138133,0.0,437838,460036,22198,452439,452440,452439.25,0.20579460263252258,0.001,0.08083212934434414,-0.01774166627728846,0.0004097329247088055,0.0002706308086999343,1.3623017370700836,0.4205969633457609,1e-06,2.945375919342041,4.0,-3.0,0.95556640625,1.0,0.0,1.989809513092041,3.0,-3.0,0.0,0.0,0.0,2.922908067703247,3.996823310852051,-3.0594980716705322,-0.007488173432648182,0.14602583646774292,1.732051134109497,-1.7320526838302612,-0.007488173432648182,1.732051134109497,-1.7320526838302612,113.85400390625,1006.0,44.0,0.0,769.81640625,2048.0,399.0,0.001953125,53.28692935599247,20.072199174988782,1.2523433699971065,74.59018896601629,187.41695232401253,0.01109110183023952,0.04121558251523066,0.0006919953176018143,0.22852958685607883,12.262663285015151,25.843852178019006
71,,,,,429060,459724,30664,445763,445764,445763.75,0.2053672820329666,0.001,0.09121474565472454,-0.0066120285518991295,0.0005398422936195857,0.0002174203447609102,1.542822152376175,0.4036203626387907,1e-06,2.8202414512634277,4.0,-3.0,0.95263671875,1.0,0.0,1.8676047325134277,3.0,-3.0,0.0,0.0,0.0,2.7972023487091064,3.9971840381622314,-3.050605297088623,-0.0017553218640387058,0.15550854802131653,1.732050895690918,-1.732051134109497,-0.0017553218640387058,1.732050895690918,-1.732051134109497,117.37646484375,505.0,41.0,0.0,753.255859375,2048.0,418.0,0.001953125,51.02527772801113,19.65490232402226,1.4420112179941498,76.52341771300416,148.7457443609892,0.011023160992802948,0.042917025954333526,0.0008087306437513985,0.2122630496990733,,
72,,,,,441113,469397,28284,458035,458036,458035.5,0.20572853088378906,0.001,0.07184717605911917,0.015059702939564181,0.00019765768346617058,1.5895243244989204e-05,1.1942457556724548,0.41803829046439445,1e-06,2.9941246509552,4.0,-3.0,0.978515625,1.0,0.0,2.015608787536621,3.0,-3.0,0.0,0.0,0.0,2.971700429916382,4.000668048858643,-3.041585683822632,-0.004340400453656912,0.11346722394227982,1.7320510149002075,-1.732051134109497,-0.004340400453656912,1.7320510149002075,-1.732051134109497,118.1904296875,952.0,42.0,0.0,776.41015625,2048.0,399.0,0.0078125,59.255801566992886,20.481382047990337,1.2372916490130592,76.16189946199302,157.23183996599982,0.01117892720541876,0.041569867107458386,0.0006753251925959119,0.24480405846213193,,
73,,,,,452832,469684,16852,462020,462021,462020.25,0.21077711880207062,0.001,0.07965456845704466,0.004433471825905144,0.00038457620485132793,0.00041663503657218826,1.3792969286441803,0.41303940297100483,1e-06,2.865260601043701,4.0,-3.0,0.943359375,1.0,0.0,1.9219012260437012,3.0,-3.0,0.0,0.0,0.0,2.8422555923461914,3.9962291717529297,-3.0632212162017822,0.0016185311833396554,0.11961109191179276,1.7320517301559448,-1.7320536375045776,0.0016185311833396554,1.7320517301559448,-1.7320536375045776,116.77587890625,609.0,24.0,0.0,785.607421875,2048.0,393.0,0.01171875,52.13454879698111,20.696034199005226,1.5261627210129518,77.63528625498293,152.10767921200022,0.011198661854650974,0.042008594999344145,0.0008258094320611227,0.2179929870209992,,
74,,,,,411811,455461,43650,439357,439358,439357.75,0.19355882704257965,0.001,0.06464024571081002,0.01953282915055752,0.0006824748396563033,0.0002645599568495527,132.0408452451229,0.41351293387215476,1e-06,2.966893434524536,4.0,-3.0,0.97412109375,1.0,0.0,1.9927724599838257,3.0,-3.0,0.0,0.0,0.0,2.959730863571167,32.53751754760742,-3.0193541049957275,-0.0034466530196368694,0.14531832933425903,1.732050895690918,-1.7320514917373657,-0.0034466530196368694,1.732050895690918,-1.7320514917373657,114.92919921875,1024.0,37.0,0.00048828125,743.19140625,1942.0,407.0,0.0,45.78942345001269,19.795835077005904,1.2047662359836977,73.67698428800213,140.55955634999555,0.011264075276358448,0.041923116348808076,0.000685526906025726,0.19453817716415375,,
75,,,,,410243,462516,52273,443932,443933,443932.25,0.20867198705673218,0.001,0.07831757913033167,-0.016136753015841047,0.0006690659249822299,9.152882333485953e-05,1.7983867526054382,0.4103879468895681,1e-06,2.9421041011810303,4.0,-3.0,0.970703125,1.0,0.0,1.9714012145996094,3.0,-3.0,0.0,0.0,0.0,2.919780969619751,3.99788761138916,-3.0427045822143555,-0.002717656083405018,0.13189390301704407,1.7320524454116821,-1.732051134109497,-0.002717656083405018,1.7320524454116821,-1.732051134109497,112.69775390625,1024.0,43.0,0.00048828125,754.357421875,2048.0,389.0,0.001953125,57.79923133298871,19.73413160801283,1.5665054839919321,75.07919057802064,154.28233393098344,0.011113256362886922,0.042280770645757686,0.0008821759874349815,0.2504245199756882,,
76,,,,,439286,469737,30451,451585,451586,451585.75,0.2106650471687317,0.001,0.08725182868299945,0.006236798031398306,0.00031115991840769926,9.193829605318305e-05,1.7296267449855804,0.40435505843986536,1e-06,2.953335762023926,4.0,-3.0,0.96728515625,1.0,0.0,1.9860504865646362,3.0,-3.0,0.0,0.0,0.0,2.929935932159424,4.001620769500732,-3.0433788299560547,-0.004271834623068571,0.09801455587148666,1.732050895690918,-1.732050895690918,-0.004271834623068571,1.732050895690918,-1.732050895690918,117.15771484375,529.0,44.0,0.0,764.845703125,2048.0,418.0,0.00390625,47.541000183002325,20.213284775003558,1.554519191995496,77.5376916009991,146.972123553016,0.011190169737975323,0.042925231587245115,0.0008605891527774603,0.19813786080213022,,
77,,,,,461807,467670,5863,463479,463480,463479.75,0.20878106355667114,0.001,0.06935605779290199,-0.024528575246222317,0.0004309422984078992,2.442288086967892e-05,1.2171282768249512,0.4120895516836205,1e-06,2.8507275581359863,4.0,-3.0,0.95361328125,1.0,0.0,1.8971145153045654,3.0,-3.0,0.0,0.0,0.0,2.827430009841919,3.996997594833374,-3.0492911338806152,0.004039396066218615,0.12380298227071762,1.732050895690918,-1.732050895690918,0.004039396066218615,1.732050895690918,-1.732050895690918,119.33544921875,1024.0,44.0,0.00048828125,785.8984375,2048.0,407.0,0.00390625,59.39286458099377,20.73992651401204,1.2576569579832722,78.07796822299133,159.5694436079939,0.01118707263586599,0.04211509144843509,0.000678377511629835,0.24301598853102416,,
78,,,,,449989,462866,12877,458508,458509,458508.75,0.2151108980178833,0.001,0.06862249135250045,0.016219085056124436,0.0004103443145962252,0.00014428602533429982,1.1356757879257202,0.4133960214357572,1e-06,2.907940626144409,4.0,-3.0,0.962890625,1.0,0.0,1.9450500011444092,3.0,-3.0,0.0,0.0,0.0,2.88505482673645,3.9967687129974365,-3.046173334121704,-0.008758455514907837,0.11966001987457275,1.732050895690918,-1.732051134109497,-0.008758455514907837,1.732050895690918,-1.732051134109497,114.17724609375,1024.0,42.0,0.00048828125,781.34765625,2048.0,393.0,0.005859375,56.84351715899538,20.1561499920208,1.4343548709875904,77.06871409498854,155.5830095059937,0.010990057437301252,0.04202139768051784,0.000782076062336646,0.2430924248251775,,
79,,,,,437286,478199,40913,455716,455717,455716.5,0.19381380081176758,0.001,0.06922663538716733,0.0369049684231868,0.00030355204035004135,0.00017548652641607987,85.97930720448494,0.41968949246595993,1e-06,2.955479145050049,4.0,-3.0,0.9658203125,1.0,0.0,1.9896587133407593,3.0,-3.0,0.0,0.0,0.0,2.9492979049682617,37.79834747314453,-3.0390591621398926,-0.006598568055778742,0.16460086405277252,1.732050895690918,-1.7320520877838135,-0.006598568055778742,1.732050895690918,-1.7320520877838135,118.5380859375,1024.0,44.0,0.0009765625,771.533203125,2048.0,389.0,0.00390625,57.92744143499294,20.776907941995887,1.222293195023667,75.32479104597587,155.33557790299528,0.011397934868496032,0.0413221767513223,0.0006705337611342068,0.23861430939667394,,
80,2.7853552747517822,0.975,1.810355270281434,0.0,436856,483079,46223,457420,457421,457420.5,0.1979387253522873,0.001,0.05551264543206461,0.02010431453104942,0.00041536906557608277,3.507353176246397e-05,10.298633098602295,0.4114334584760058,1e-06,2.926593780517578,4.0,-3.0,0.95556640625,1.0,0.0,1.9710276126861572,3.0,-3.0,0.0,0.0,0.0,2.921861410140991,42.844783782958984,-3.0440564155578613,-0.011898679658770561,0.15370604395866394,1.732051134109497,-1.7320510149002075,-0.011898679658770561,1.732051134109497,-1.7320510149002075,119.7744140625,1024.0,32.0,0.00146484375,773.625,2048.0,416.0,0.009765625,55.22812537601567,20.007104010990588,1.2085095680085942,77.23893397400388,197.8118466779997,0.01093474385767067,0.042214403362990885,0.0006605025179285767,0.2251470675505535,17.10619448198122,26.931033242988633
81,,,,,447873,479890,32017,463390,463391,463390.25,0.21283100545406342,0.001,0.0741012625512667,-0.022779374550736975,0.0003868232015520334,0.00017702438063338377,1.7106229066848755,0.4143485489483337,1e-06,2.8719544410705566,4.0,-3.0,0.96923828125,1.0,0.0,1.9027161598205566,3.0,-3.0,0.0,0.0,0.0,2.8473286628723145,3.9966588020324707,-3.0239579677581787,-0.005251309368759394,0.12220090627670288,1.732050895690918,-1.7320512533187866,-0.005251309368759394,1.732050895690918,-1.7320512533187866,122.06494140625,723.0,26.0,0.0,782.994140625,2048.0,413.0,0.005859375,52.81884883597377,21.142800534988055,1.2978912800026592,77.724076849001,153.05939482801477,0.011406584695614579,0.04193230050103611,0.0007002150347372756,0.21128469187033735,,
82,,,,,441469,452447,10978,446052,446053,446052.25,0.21920685470104218,0.001,0.06583967573683837,0.021378304062668104,0.0003832951980915948,0.00037043839256512,1.1135466992855072,0.4151723615873388,1e-06,2.962347984313965,4.0,-3.0,0.958984375,1.0,0.0,2.003363609313965,3.0,-3.0,0.0,0.0,0.0,2.9378812313079834,3.996082067489624,-3.016866445541382,-0.0018406250746920705,0.11855516582727432,1.732050895690918,-1.7320529222488403,-0.0018406250746920705,1.732050895690918,-1.7320529222488403,116.85986328125,560.0,42.0,0.0,754.3359375,2048.0,425.0,0.001953125,46.289640367001994,19.898256504005985,1.190298116998747,74.52107589002117,141.99145552300615,0.01115242469016017,0.0417670104175134,0.0006671293088414793,0.19341425555198907,,
83,,,,,447966,477601,29635,456933,456933,456933.0,0.21767370402812958,0.001,0.07138214772567153,-0.015029526082798839,0.0006499156279460294,6.137888135526737e-05,1.394428789615631,0.4137024909797077,1e-06,2.9166998863220215,4.0,-3.0,0.96435546875,1.0,0.0,1.952344298362732,3.0,-3.0,0.0,0.0,0.0,2.893205404281616,3.9993557929992676,-3.0336849689483643,0.002206545090302825,0.1018059253692627,1.732051134109497,-1.7320514917373657,0.002206545090302825,1.732051134109497,-1.7320514917373657,113.994140625,524.0,42.0,0.0,778.453125,2048.0,426.0,0.005859375,46.9930063560023,20.5289815570286,1.3134192660218105,76.68726941099158,145.61961232600152,0.011231942952811791,0.04195761162522272,0.0007186060461937585,0.201289327319465,,
84,,,,,426537,453044,26507,441236,441236,441236.0,0.2183614820241928,0.001,0.059654597255090876,-0.028094779560342432,0.0005385182264338558,0.00032730310025120467,1.2313959896564484,0.41116866074421526,1e-06,2.945504903793335,4.0,-3.0,0.9794921875,1.0,0.0,1.9660125970840454,3.0,-3.0,0.0,0.0,0.0,2.921492099761963,3.998565196990967,-3.036965847015381,-0.001638104091398418,0.1309109479188919,1.732053279876709,-1.7320512533187866,-0.001638104091398418,1.732053279876709,-1.7320512533187866,115.76953125,444.0,47.0,0.0,746.01953125,2048.0,414.0,0.001953125,47.45996362098958,19.33549632402719,1.3076729130116291,74.39130250600283,142.58445797499735,0.01095530301472862,0.042149384063178676,0.000740914676619558,0.20017192875877107,,
85,,,,,441354,463586,22232,449488,449489,449488.75,0.19581273198127747,0.001,0.07029326212021612,-0.015963116330244848,0.0002561278759516896,0.0002118125670284415,85.90384866297245,0.4131864794244701,1e-06,3.0264270305633545,4.0,-3.0,0.966796875,1.0,0.0,2.0596301555633545,3.0,-3.0,0.0,0.0,0.0,3.0220279693603516,41.81402587890625,-3.031766653060913,-0.005425289738923311,0.10169477760791779,1.732050895690918,-1.732051134109497,-0.005425289738923311,1.732050895690918,-1.732051134109497,116.56787109375,1024.0,27.0,0.00048828125,761.33984375,2048.0,413.0,0.009765625,47.391784959996585,19.965531316003762,1.2559488030092325,75.53129834900028,144.23710671797744,0.01110457787653404,0.04200955994393646,0.0006985429574206432,0.19851542095495175,,
86,,,,,443541,463394,19853,452234,452235,452234.25,0.22913342714309692,0.001,0.06296326027762505,-0.013152989679046215,0.0004421833455712805,0.00034256851077154877,1.3460454046726227,0.4200176774639594,1e-06,2.744913101196289,4.0,-3.0,0.94921875,1.0,0.0,1.7956944704055786,3.0,-3.0,0.0,0.0,0.0,2.719729423522949,3.9965713024139404,-3.0498061180114746,-0.001691631623543799,0.12472511827945709,1.7320510149002075,-1.732051134109497,-0.001691631623543799,1.7320510149002075,-1.732051134109497,115.56689453125,365.0,42.0,0.0,767.703125,2034.0,399.0,0.0,44.683863100013696,20.009312083013356,1.2452116239874158,74.72146032299497,140.76641447198926,0.011061364814260174,0.04130683397099787,0.0006883664958964385,0.18879362137228461,,
87,,,,,446254,461489,15235,453579,453580,453579.25,0.22036971151828766,0.001,0.08179971581745532,-0.003942366208760969,0.00039923619741814273,0.0002908538558732553,1.3393830507993698,0.4075826399065584,1e-06,2.881666421890259,4.0,-3.0,0.95458984375,1.0,0.0,1.9270766973495483,3.0,-3.0,0.0,0.0,0.0,2.857635974884033,3.999021530151367,-3.0256330966949463,0.0013561402447521687,0.11467225849628448,1.732050895690918,-1.7320513725280762,0.0013561402447521687,1.732050895690918,-1.7320513725280762,113.76611328125,614.0,42.0,0.0,772.130859375,2048.0,399.0,0.005859375,48.21536781001487,19.978757320001023,1.2145257049996872,77.23731594099081,147.01115229399875,0.011011723596262958,0.042571014845250756,0.000669412073523914,0.2069391261111487,,
88,,,,,419888,482539,62651,453191,453191,453191.0,0.22045879065990448,0.001,0.059724420122802255,0.004001538851298392,0.0005401974582734207,0.00037315483447552346,1.3374311923980713,0.4110371769462253,1e-06,2.958319664001465,4.0,-3.0,0.9638671875,1.0,0.0,1.9944523572921753,3.0,-3.0,0.0,0.0,0.0,2.933905601501465,3.9962263107299805,-3.0277578830718994,0.00232208170928061,0.10472598671913147,1.7320512533187866,-1.732050895690918,0.00232208170928061,1.7320512533187866,-1.732050895690918,115.302734375,451.0,34.0,0.0,769.8359375,2048.0,424.0,0.001953125,46.16700069102808,19.97492464800598,1.4054663899878506,76.51554373602266,144.14855032600462,0.011019043101035755,0.04220932439965857,0.0007753168035044002,0.19550690561119707,,
89,,,,,457977,463916,5939,460435,460436,460435.75,0.19901016354560852,0.001,0.07036001072265208,0.01575934624634101,0.0014020946427990566,-0.00802040275652871,357.73788487911224,0.4143497293760818,1e-06,2.9178192615509033,4.0,-3.0,0.95263671875,1.0,0.0,1.9651827812194824,3.0,-3.0,0.0,0.0,0.0,2.915515899658203,44.13166809082031,-3.0374670028686523,-0.004215303808450699,0.11102220416069031,1.732050895690918,-1.7320536375045776,-0.004215303808450699,1.732050895690918,-1.7320536375045776,123.10107421875,1024.0,40.0,0.0009765625,776.1875,2048.0,389.0,0.01171875,57.76579596998636,20.874777639022795,1.3537189399939962,77.19732547798776,157.2717704619863,0.01133425110833748,0.04191536250062455,0.0007350205430366757,0.22912842347214663,,
90,2.7516945598647,0.9625,1.789194556698203,0.0,434085,452075,17990,443676,443676,443676.0,0.2056397795677185,0.001,0.056631000845560005,0.014461880790934498,0.00044033987900807655,8.222663226271314e-05,7.666684865951538,0.41719632607356577,1e-06,2.9134912490844727,4.0,-2.0,0.95263671875,1.0,0.0,1.9608545303344727,3.0,-3.0,0.0,0.0,0.0,2.912994861602783,48.080360412597656,-2.0867760181427,-0.008534655906260014,0.11984815448522568,1.732051968574524,-1.732050895690918,-0.008534655906260014,1.732051968574524,-1.732050895690918,110.291015625,1024.0,43.0,0.0009765625,756.263671875,2048.0,393.0,0.001953125,52.448895156994695,20.333061684010318,1.1929135019890964,73.78626646002522,186.53994456800865,0.011457156621053606,0.04157666093051304,0.00067217603723725,0.23220216028703666,12.766035100008594,25.92714830598561
91,,,,,433971,463886,29915,446789,446790,446789.5,0.22579149901866913,0.001,0.05236263123565707,0.0058792638752994866,0.00032844531534496565,8.286765929871511e-05,0.9317822605371475,0.40615713408451964,1e-06,3.009575128555298,4.0,-3.0,0.9765625,1.0,0.0,2.033012628555298,3.0,-3.0,0.0,0.0,0.0,2.9842963218688965,3.995758533477783,-3.0379600524902344,-0.0058398861438035965,0.11166262626647949,1.732050895690918,-1.7320518493652344,-0.0058398861438035965,1.732050895690918,-1.7320518493652344,115.4873046875,381.0,42.0,0.0,757.1484375,2048.0,402.0,0.001953125,45.901455839019036,20.166279867000412,1.2075456790043972,76.31948304499383,143.693237458996,0.011283993842178706,0.0427043848641216,0.0006756793070363098,0.19407172324735977,,
92,,,,,435976,465076,29100,451923,451924,451923.5,0.22053050994873047,0.001,0.06629324409990542,-0.006008178716705692,0.0002956150593461409,0.00025402952363976747,1.4207653403282166,0.40909663671918783,1e-06,2.916912078857422,4.0,-3.0,0.96142578125,1.0,0.0,1.9554862976074219,3.0,-3.0,0.0,0.0,0.0,2.89206862449646,3.997979164123535,-3.0692944526672363,0.002626674948260188,0.09945012629032135,1.732050895690918,-1.7320520877838135,0.002626674948260188,1.732050895690918,-1.7320520877838135,117.1396484375,571.0,44.0,0.0,765.5234375,2048.0,407.0,0.009765625,51.726852992986096,20.22494041698519,1.5158535800001118,76.71603532499284,150.28846893299487,0.011188254437413185,0.0424386181095876,0.0008385565145428993,0.2156165975814545,,
93,,,,,444040,470265,26225,456526,456527,456526.5,0.20417852699756622,0.001,0.06534032890340313,0.05343757849186659,0.0008935761488828575,-0.007796401057618141,298.57000367343426,0.40529611456923115,1e-06,2.8356032371520996,4.0,-3.0,0.96240234375,1.0,0.0,1.87320077419281,3.0,-3.0,0.0,0.0,0.0,2.835001230239868,47.015846252441406,-3.0419821739196777,-0.007648773025721312,0.10465268790721893,1.7320512533187866,-1.732050895690918,-0.007648773025721312,1.7320512533187866,-1.732050895690918,115.4677734375,1024.0,29.0,0.00048828125,776.185546875,2048.0,418.0,0.01171875,49.13588448500377,20.2495727520145,1.282458283007145,78.38452905300073,149.18849410500843,0.011088936103388578,0.04292441350775954,0.0007022912596569668,0.20778205365828437,,
94,,,,,426216,449651,23435,440045,440046,440045.75,0.2236589789390564,0.001,0.055164933782713164,0.009437090139193782,0.00025859992481479103,0.00043954561787641383,1.012275218963623,0.41361504191291304,1e-06,3.0298049449920654,4.0,-2.0,0.97265625,1.0,0.0,2.0571486949920654,3.0,-3.0,0.0,0.0,0.0,3.004256248474121,3.9988465309143066,-2.0801069736480713,-0.0020534610375761986,0.09828058630228043,1.7320513725280762,-1.732051134109497,-0.0020534610375761986,1.7320513725280762,-1.732051134109497,119.97021484375,575.0,44.0,0.0,739.494140625,2034.0,389.0,0.0,49.31977604900021,19.5224617519998,1.277364123990992,74.09927746199537,144.32198531000176,0.011091154585631039,0.04209748501263526,0.0007256996141827254,0.20073250623323746,,
95,,,,,441053,469765,28712,449884,449884,449884.0,0.2272447645664215,0.001,0.0660559008078229,0.0026798034988103374,0.0004467023574116249,4.2844649156435365e-05,1.1187206357717514,0.4118737994039658,1e-06,2.9128432273864746,4.0,-3.0,0.9638671875,1.0,0.0,1.9489761590957642,3.0,-3.0,0.0,0.0,0.0,2.8889553546905518,3.997981309890747,-3.028120756149292,0.0013417069567367435,0.10763248056173325,1.732050895690918,-1.7320536375045776,0.0013417069567367435,1.732050895690918,-1.7320536375045776,110.408203125,524.0,41.0,0.0,768.271484375,2048.0,424.0,0.005859375,45.81428330097697,20.60423104898655,1.2286658719822299,75.82141512798262,143.59732307499507,0.01144974651742813,0.04213386957970422,0.0006827681535586006,0.20261407110057214,,
96,,,,,425114,502911,77797,462129,462130,462129.5,0.22837261855602264,0.001,0.05847358674509451,0.02048978564562276,0.00025116901906585554,0.00014319628775183446,1.5472328662872314,0.4123559469961323,1e-06,2.957918167114258,4.0,-3.0,0.9541015625,1.0,0.0,2.003816843032837,3.0,-3.0,0.0,0.0,0.0,2.933196544647217,3.996229648590088,-3.0322484970092773,0.0013386106584221125,0.08129506558179855,1.7320514917373657,-1.7320520877838135,0.0013386106584221125,1.7320514917373657,-1.7320520877838135,114.7197265625,505.0,43.0,0.0,787.876953125,2048.0,399.0,0.005859375,45.840767129004234,20.962850993004395,1.2809458429983351,77.8709255559952,146.05949530299404,0.011340355351153948,0.04212613864511744,0.0006929582741408713,0.19511192839633038,,
97,,,,,423288,459422,36134,442122,442123,442122.75,0.2271007001399994,0.001,0.06046780968705813,0.015032357784609,0.00024863310197057825,0.00010657162977925813,0.9533528685569763,0.4098757510152087,1e-06,2.992579460144043,4.0,-3.0,0.95849609375,1.0,0.0,2.034083604812622,3.0,-3.0,0.0,0.0,0.0,2.9677000045776367,3.99743390083313,-3.034344434738159,-0.006641887594014406,0.09069088846445084,1.732050895690918,-1.7320513725280762,-0.006641887594014406,1.732050895690918,-1.7320513725280762,115.20458984375,1024.0,44.0,0.0009765625,748.31640625,2048.0,393.0,0.001953125,56.37391570000909,19.493935828009853,1.1969648119993508,74.89569609699538,152.04985519801266,0.011022920573534076,0.042350057815954606,0.0006768283310457055,0.23893428259003002,,
98,,,,,445719,457846,12127,453342,453342,453342.0,0.23249086737632751,0.001,0.060315849957987666,0.01959004910895601,0.00036926304164808244,0.00019383322546673298,1.2648510336875916,0.4136554910190867,1e-06,2.9167444705963135,4.0,-3.0,0.96923828125,1.0,0.0,1.947506070137024,3.0,-3.0,0.0,0.0,0.0,2.891268491744995,3.997676372528076,-3.0529160499572754,-0.005126822739839554,0.09011265635490417,1.732050895690918,-1.732051134109497,-0.005126822739839554,1.732050895690918,-1.732051134109497,116.408203125,461.0,44.0,0.0,769.025390625,2048.0,402.0,0.001953125,46.91771236099885,19.92136966699036,1.2374104049813468,76.0420613589813,144.2225449019752,0.010985839425307141,0.04193415862581743,0.0006823823983776855,0.1967991827360231,,
99,,,,,437001,475568,38567,450609,450610,450609.25,0.24907472729682922,0.001,0.05243610876301925,-0.00966230482251073,0.0003325251183317353,0.0004794966468277077,3.1744209229946136,0.41840999398298934,1e-06,2.982483148574829,4.0,-3.0,0.96875,1.0,0.0,2.01373291015625,3.0,-3.0,0.0,0.0,0.0,2.9560933113098145,3.996354579925537,-3.049665927886963,-0.002022229367867112,0.1093701720237732,1.732050895690918,-1.7320513725280762,-0.002022229367867112,1.732050895690918,-1.7320513725280762,110.84228515625,481.0,41.0,0.0,769.25390625,2048.0,389.0,0.005859375,46.74658095801715,19.989242554001976,1.6146486139914487,74.79467146401294,143.26442838998628,0.011090119962030283,0.041496413724314875,0.0008958141749151003,0.20592753885604786,,
100,2.7735695598646997,0.975,1.7985695566982032,0.0,434672,447710,13038,441109,441110,441109.5,0.23786741495132446,0.001,0.05361537057906389,-0.029948194821675617,0.0001456308120395988,0.00018725557338257205,1.5620704144239426,0.41585083957047897,1e-06,2.8833088874816895,4.0,-3.0,0.95751953125,1.0,0.0,1.925789713859558,3.0,-3.0,0.0,0.0,0.0,2.857529640197754,3.9951283931732178,-3.0105576515197754,0.00132360914722085,0.05320250615477562,1.732050895690918,-1.7320510149002075,0.00132360914722085,1.732050895690918,-1.7320510149002075,114.7314453125,1016.0,42.0,0.0,746.810546875,2048.0,418.0,0.001953125,54.06584245400154,20.01550152298296,1.4531122879998293,73.89009008399444,250.13251207198482,0.011343839524530167,0.04187740803813704,0.000823555312229633,0.23009678875601797,12.050012099003652,88.557921900996
