step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
69,,,,,442422,496047,53625,469613,469613,469613.0,0.20476947724819183,0.001,0.0775192539440468,0.013621245219837874,0.0005234197633399162,0.0004996764746891813,1.4334467053413391,0.41118273403769023,1e-06,2.8147494792938232,4.0,-3.0,0.95849609375,1.0,0.0,1.8562535047531128,3.0,-3.0,0.0,0.0,0.0,2.7902700901031494,4.000341892242432,-3.026540994644165,-0.0025248192250728607,0.16254204511642456,1.7320525646209717,-1.7320513725280762,-0.0025248192250728607,1.7320525646209717,-1.7320513725280762,128.109375,1024.0,28.0,0.00048828125,789.103515625,2048.0,399.0,0.009765625,56.44752853299724,21.190127231006045,1.2655287869856693,79.33698336701491,158.3379671050061,0.0006737083444163967,0.2151463918351218,0.011280632792856056,0.04223529979313547,,
70,2.677144729346037,0.975,1.7021447292529046,0.0,441326,461956,20630,451950,451951,451950.75,0.2019408941268921,0.001,0.07798284688784231,0.005120618711976755,0.0003516033166013057,0.0004211192956004637,1.2152788937091827,0.41760929341050085,1e-06,2.863790512084961,4.0,-3.0,0.9404296875,1.0,0.0,1.9233609437942505,3.0,-3.0,0.0,0.0,0.0,2.8401107788085938,3.9978106021881104,-3.049084424972534,-0.0014566874597221613,0.1340312659740448,1.732050895690918,-1.7320513725280762,-0.0014566874597221613,1.732050895690918,-1.7320513725280762,124.70458984375,787.0,32.0,0.0,758.01171875,2048.0,389.0,0.005859375,52.120033760991646,20.82431716201245,1.2455136720091105,75.39189079700736,191.47322965500643,0.0006889653751039856,0.20407617126800306,0.011519129662918166,0.041703598675855366,13.835777671978576,27.947096082003554
71,,,,,448721,460680,11959,454224,454225,454224.75,0.2060091197490692,0.001,0.08210019983591572,-0.008592173374528366,0.0004947040691941736,0.00022008363486102393,1.6857808828353882,0.4113479379157863,1e-06,2.914642572402954,4.0,-3.0,0.95556640625,1.0,0.0,1.959076166152954,3.0,-3.0,0.0,0.0,0.0,2.8903017044067383,3.996710777282715,-3.0401928424835205,-0.00021509910584427416,0.15444622933864594,1.732050895690918,-1.732051134109497,-0.00021509910584427416,1.732050895690918,-1.732051134109497,126.14013671875,516.0,40.0,0.0,761.017578125,2048.0,389.0,0.00390625,52.015078702010214,20.356393947004108,1.2827089299971703,76.67519548197743,150.4307645810186,0.000705988021346905,0.20134739273427996,0.011203921597735542,0.04220113252413999,,
72,,,,,441078,465727,24649,449070,449071,449070.5,0.18982812762260437,0.001,0.06854642927646637,-0.01896058945285697,0.0003836800948896956,8.120915155755469e-05,191.4405901134014,0.41439782877592646,1e-06,2.981025218963623,4.0,-3.0,0.96337890625,1.0,0.0,2.017646551132202,3.0,-3.0,0.0,0.0,0.0,2.970837116241455,31.351123809814453,-3.0708534717559814,-0.006413792259991169,0.14971604943275452,1.7320510149002075,-1.732050895690918,-0.006413792259991169,1.7320510149002075,-1.732050895690918,124.6923828125,1024.0,30.0,0.00048828125,752.3984375,2048.0,399.0,0.005859375,46.44632215099409,20.520993180020014,1.5143779900099616,75.1459009340033,143.71894518402405,0.0008430624979874884,0.18187853761598502,0.011424148981073136,0.041834133467909436,,
73,,,,,439540,466447,26907,456777,456778,456777.5,0.18749457597732544,0.001,0.07326795975677669,0.03723936865571886,0.0005121987205711775,0.0003373404473308028,1311.32501912117,0.40857494461164034,1e-06,2.876474142074585,4.0,-3.0,0.96044921875,1.0,0.0,1.916024923324585,3.0,-3.0,0.0,0.0,0.0,2.8694424629211426,34.737003326416016,-3.0377800464630127,-0.008713954128324986,0.1522972136735916,1.732051134109497,-1.7320553064346313,-0.008713954128324986,1.732051134109497,-1.7320553064346313,125.0107421875,1024.0,43.0,0.00048828125,767.1328125,2048.0,423.0,0.00390625,45.37218781298725,20.44302158401115,1.2639697550039273,77.47028602700448,144.64836193600786,0.0006917863483883988,0.17721987881114612,0.0111887196632995,0.04240044990559106,,
74,,,,,449243,491397,42154,464046,464047,464046.25,0.20419439673423767,0.001,0.08224158838856965,0.01108645138447173,0.0004079738246218767,0.00021062677865302248,1.5176709592342377,0.412782008794485,1e-06,2.8603434562683105,4.0,-3.0,0.96484375,1.0,0.0,1.8954999446868896,3.0,-3.0,0.0,0.0,0.0,2.836184024810791,3.9992117881774902,-3.057187795639038,-0.008316396735608578,0.1637270152568817,1.732051134109497,-1.7320513725280762,-0.008316396735608578,1.732051134109497,-1.7320513725280762,126.45556640625,1024.0,43.0,0.00048828125,779.884765625,2048.0,426.0,0.0078125,55.08377513397136,21.14884624199476,1.2256663140142336,78.0479093560134,155.60235580100561,0.0006603147391096436,0.21269427152559978,0.011393716812707117,0.042047484144098465,,
75,,,,,429579,464649,35070,445234,445235,445234.25,0.21193987131118774,0.001,0.06658199693887465,-0.004102771260565327,0.0006584667341573344,0.0003631508790872871,1.5791650414466858,0.40906359679377663,1e-06,2.873474597930908,4.0,-3.0,0.96435546875,1.0,0.0,1.9091191291809082,3.0,-3.0,0.0,0.0,0.0,2.8485183715820312,3.996600866317749,-3.0464537143707275,-0.0007685137679800391,0.14885181188583374,1.7320510149002075,-1.7320525646209717,-0.0007685137679800391,1.7320510149002075,-1.7320525646209717,125.10205078125,550.0,45.0,0.0,744.49609375,2048.0,399.0,0.0078125,50.08776515198406,20.04108258301858,1.2374894179811236,75.85426249098964,147.3262135279947,0.000694853000404351,0.19549572869018675,0.011253111470545325,0.04259233341268649,,
76,,,,,435489,483641,48152,451805,451805,451805.0,0.21102802455425262,0.001,0.07379209709664186,0.01878158803253124,0.00046790583874098954,0.0003501923730558095,1.460059404373169,0.4167378651496662,1e-06,2.9170126914978027,4.0,-3.0,0.96728515625,1.0,0.0,1.9497276544570923,3.0,-3.0,0.0,0.0,0.0,2.8915786743164062,3.9989092350006104,-3.0253851413726807,-0.0012674074387177825,0.14790520071983337,1.732050895690918,-1.7320512533187866,-0.0012674074387177825,1.732050895690918,-1.7320512533187866,128.146484375,1024.0,44.0,0.00048828125,754.28515625,2048.0,421.0,0.00390625,60.45244763998198,20.636962485994445,1.2726788389845751,75.1875362790015,157.6629574369872,0.0007042190983856836,0.23034417871996304,0.011419175576849773,0.041603975320659084,,
77,,,,,442180,482636,40456,456251,456251,456251.0,0.2090291678905487,0.001,0.07644404334326585,-0.006017205181221167,0.0003106921765720472,0.00018300742764646807,1.3447811901569366,0.4114423002437408,1e-06,2.9708070755004883,4.0,-3.0,0.95654296875,1.0,0.0,2.0142643451690674,3.0,-3.0,0.0,0.0,0.0,2.9466805458068848,3.9973978996276855,-3.0262694358825684,0.0025258995592594147,0.12285691499710083,1.7320514917373657,-1.7320516109466553,0.0025258995592594147,1.7320514917373657,-1.7320516109466553,121.271484375,670.0,43.0,0.0,769.84375,2048.0,393.0,0.001953125,48.7738929479965,20.39096338499803,1.236623934993986,76.9738646990154,147.4889321619994,0.0006776006710089327,0.19638068700776481,0.011173106132916985,0.042177367665503965,,
78,,,,,440501,464172,23671,452988,452989,452988.75,0.21039843559265137,0.001,0.08447904259927812,0.02383803365932357,0.00048154061228307263,0.0005246427278888727,1.2829432040452957,0.4082326724089822,1e-06,3.0045413970947266,4.0,-3.0,0.97705078125,1.0,0.0,2.0274906158447266,3.0,-3.0,0.0,0.0,0.0,2.9799840450286865,3.997519016265869,-3.0645668506622314,-0.00023683591280132532,0.10974486172199249,1.7320510149002075,-1.7320525646209717,-0.00023683591280132532,1.7320510149002075,-1.7320525646209717,124.22412109375,640.0,40.0,0.0,760.51953125,2048.0,407.0,0.005859375,48.213112464000005,20.770129323005676,1.2265432140266057,77.03374964598333,147.34656287601683,0.0006769170393451304,0.1895087573414672,0.011462828449385154,0.04251416268394267,,
79,,,,,441343,471027,29684,459603,459604,459603.5,0.21022701263427734,0.001,0.07388199586421251,0.03895505979198788,0.0005910500149184372,0.00033052209460038284,2.9368318617343903,0.40915977667473263,1e-06,2.9123921394348145,4.0,-3.0,0.96435546875,1.0,0.0,1.9480366706848145,3.0,-3.0,0.0,0.0,0.0,2.8879692554473877,3.997751235961914,-3.0174546241760254,-0.001816609757952392,0.125662699341774,1.732050895690918,-1.7320553064346313,-0.001816609757952392,1.732050895690918,-1.7320553064346313,122.8818359375,539.0,40.0,0.0,774.78125,2048.0,414.0,0.00390625,51.618912204983644,20.749218735989416,1.2603989799972624,78.03408629697515,151.77365818899125,0.0006855903947626935,0.20511206381966146,0.011286477766155727,0.04244641647473047,,
80,2.7053498603403567,0.975,1.7303498595021665,0.0,445965,467816,21851,457308,457308,457308.0,0.19510270655155182,0.001,0.08025281748268753,-0.00021004097652621567,0.000601921281486284,0.0009931326330274715,266.90685895085335,0.4119045005910651,1e-06,2.7758448123931885,4.0,-3.0,0.9541015625,1.0,0.0,1.8217432498931885,3.0,-3.0,0.0,0.0,0.0,2.773953437805176,49.83987045288086,-3.043086051940918,-0.007000534329563379,0.1739215850830078,1.7320514917373657,-1.732051134109497,-0.007000534329563379,1.7320514917373657,-1.732051134109497,121.974609375,1024.0,39.0,0.00048828125,771.205078125,2048.0,418.0,0.009765625,61.97943868098082,21.032773245999124,1.2574527770048007,76.99956911301706,206.28069907799363,0.0006874211565317033,0.2481122747473252,0.011498144164326408,0.0420939329254119,18.738303800026188,26.152425575011875
81,,,,,416670,477420,60750,450869,450870,450869.75,0.21293354034423828,0.001,0.07053968024750551,-0.010717195198715975,0.0004238496835265929,0.0003761908563319594,1.2328562438488007,0.40356782452321593,1e-06,3.0140230655670166,4.0,-3.0,0.96923828125,1.0,0.0,2.0447847843170166,3.0,-3.0,0.0,0.0,0.0,2.9896368980407715,3.998012065887451,-3.0527610778808594,0.0010678808903321624,0.11570118367671967,1.732050895690918,-1.7320526838302612,0.0010678808903321624,1.732050895690918,-1.7320526838302612,119.12255859375,529.0,42.0,0.0,761.482421875,2048.0,399.0,0.001953125,50.67805413500173,20.336055593012134,1.4473304029961582,77.4948963180068,150.05979282900807,0.0008025213506761977,0.20772844298111487,0.011276014632281348,0.04296966935462337,,
82,,,,,427710,466753,39043,454240,454241,454240.5,0.20811359584331512,0.001,0.06728919259002132,-0.01865273033599219,0.0005353977246540448,0.00021378400431844527,1.6432119309902191,0.4110955896101544,1e-06,2.90716552734375,4.0,-3.0,0.96435546875,1.0,0.0,1.9428099393844604,3.0,-3.0,0.0,0.0,0.0,2.8827624320983887,4.003286838531494,-3.0444488525390625,0.0053138346411287785,0.11617352813482285,1.732050895690918,-1.7320526838302612,0.0053138346411287785,1.732050895690918,-1.7320526838302612,121.6259765625,481.0,25.0,0.0,765.5625,2048.0,389.0,0.00390625,50.671113716001855,20.434257687011268,1.403597519005416,76.54010076998384,149.1461700280197,0.0007724969036256212,0.20342492157855335,0.01124638692884676,0.04212531729886692,,
83,,,,,448351,462454,14103,452544,452545,452544.5,0.2127484232187271,0.001,0.06866362546720813,0.008128516533742509,0.0005846285738141066,0.00032666923130642727,1.2227353751659393,0.4103105198592499,1e-06,2.865107536315918,4.0,-3.0,0.9580078125,1.0,0.0,1.9070994853973389,3.0,-3.0,0.0,0.0,0.0,2.838987112045288,3.9960360527038574,-3.0329103469848633,-0.004081718157976866,0.13217653334140778,1.732050895690918,-1.7320524454116821,-0.004081718157976866,1.732050895690918,-1.7320524454116821,129.6513671875,430.0,25.0,0.0,754.224609375,2048.0,413.0,0.005859375,45.978659279004205,20.34669119300088,1.4663857219857164,76.4426073509967,144.33611191197997,0.0008100781923024787,0.1731606670495703,0.01124016046654024,0.04222933178449671,,
84,,,,,438342,477108,38766,453727,453727,453727.0,0.21606940031051636,0.001,0.06457166810287163,-0.006069976407161448,0.0005797774192615179,0.0003660046827462793,1.1717211157083511,0.4039034263343388,1e-06,2.947871685028076,4.0,-3.0,0.94970703125,1.0,0.0,1.9981645345687866,3.0,-3.0,0.0,0.0,0.0,2.922708511352539,3.998914957046509,-3.031614303588867,0.004813480656594038,0.11804955452680588,1.732050895690918,-1.7320528030395508,0.004813480656594038,1.732050895690918,-1.7320528030395508,124.33203125,554.0,43.0,0.0,761.853515625,2048.0,416.0,0.005859375,47.97560678998707,20.82813809000072,1.1847683849919122,77.84117614399293,147.92615184900933,0.0006527980398961888,0.18841153818053924,0.011476139886980895,0.04288987438701737,,
85,,,,,438950,465285,26335,457271,457272,457271.75,0.2192080318927765,0.001,0.07498049159203807,-0.011423195779864346,0.00023792311455303383,0.0003667976808144651,1.096904218196869,0.4057865075203769,1e-06,2.8917222023010254,4.0,-3.0,0.9580078125,1.0,0.0,1.9337143898010254,3.0,-3.0,0.0,0.0,0.0,2.8661203384399414,3.9982478618621826,-3.056093692779541,-0.005365790333598852,0.10202104598283768,1.732050895690918,-1.7320513725280762,-0.005365790333598852,1.732050895690918,-1.7320513725280762,124.54833984375,1024.0,20.0,0.00048828125,768.560546875,2048.0,393.0,0.005859375,54.51443458299036,20.80731844701222,1.2047853200056124,78.25667926299502,154.87872215500101,0.0006586812546399447,0.2137192378045295,0.011375794834806776,0.04278455823205513,,
86,,,,,460600,476733,16133,465443,465444,465443.5,0.19139587879180908,0.001,0.06597992940805852,0.005543076229514554,0.00041181537653756095,0.0004242566374159651,64.4077929854393,0.40841626788381025,1e-06,2.980234146118164,4.0,-3.0,0.955078125,1.0,0.0,2.025155782699585,3.0,-3.0,0.0,0.0,0.0,2.979459285736084,51.98014450073242,-3.0379457473754883,-0.008160759694874287,0.13780581951141357,1.732050895690918,-1.7320513725280762,-0.008160759694874287,1.732050895690918,-1.7320513725280762,127.6826171875,1024.0,42.0,0.00048828125,781.38671875,2048.0,414.0,0.005859375,51.97521843900904,21.485024524998153,1.1964200980146416,79.06572840400622,153.8358597100014,0.0006426237008437338,0.19876256602066986,0.011540081946035423,0.04246795175139744,,
87,,,,,441559,457018,15459,447439,447440,447439.75,0.21845677495002747,0.001,0.06537931735316913,0.010457550237576167,0.00035573579370975497,0.0008574885568426301,1.2511844635009766,0.4064513195884096,1e-06,2.930048704147339,4.0,-3.0,0.95947265625,1.0,0.0,1.9705760478973389,3.0,-3.0,0.0,0.0,0.0,2.9048688411712646,3.9981143474578857,-3.0604450702667236,0.0016280459240078926,0.11447262018918991,1.732050895690918,-1.7320514917373657,0.0016280459240078926,1.732050895690918,-1.7320514917373657,122.38427734375,449.0,41.0,0.0,751.521484375,2048.0,389.0,0.005859375,53.913699711003574,20.60192689698306,1.2056329380138777,76.30506204199628,152.13690270198276,0.0006736286494516176,0.21510155763776995,0.011511006172888673,0.042634266424695325,,
88,,,,,436731,487865,51134,455727,455727,455727.0,0.21489869058132172,0.001,0.06249310580953475,0.007999793295898745,0.0003869012983951477,0.0006179794098927466,1.59353506565094,0.41359258473539323,1e-06,2.9731667041778564,4.0,-3.0,0.958984375,1.0,0.0,2.0141825675964355,3.0,-3.0,0.0,0.0,0.0,2.9474775791168213,3.995847702026367,-3.0519421100616455,-0.004584372974932194,0.12226573377847672,1.732051134109497,-1.7320512533187866,-0.004584372974932194,1.732051134109497,-1.7320512533187866,129.1640625,1024.0,45.0,0.00146484375,760.927734375,2048.0,399.0,0.005859375,64.83295789000113,21.10888720100047,1.5348850259906612,76.56072712299647,164.1266139850195,0.0008419980745000083,0.24508920753191013,0.011579787461024072,0.041999227126655034,,
89,,,,,458221,465251,7030,461432,461433,461432.75,0.22474586963653564,0.001,0.06073359533911571,0.00865207618335262,0.000352175722582615,0.0016933540905483824,1.2741347402334213,0.4139958707616532,1e-06,2.9892802238464355,4.0,-3.0,0.97607421875,1.0,0.0,2.0132060050964355,3.0,-3.0,0.0,0.0,0.0,2.963480234146118,3.998960494995117,-3.0464680194854736,0.009180239401757717,0.12469404935836792,1.7320520877838135,-1.7320514917373657,0.009180239401757717,1.7320520877838135,-1.7320514917373657,122.44873046875,1009.0,42.0,0.0,778.787109375,2048.0,425.0,0.00390625,54.75868697001715,21.443837898026686,1.1941237070132047,77.34050823500729,154.8377431370027,0.0006469651899508675,0.21835783858046914,0.011618073217617673,0.04190237268323894,,
90,2.740781094878912,0.975,1.7657810926437378,0.0,440566,468398,27832,454663,454664,454663.75,0.22085675597190857,0.001,0.07608371484093368,-0.033753269861335866,0.0006988923514654743,0.00010049255092781095,5.107166171073914,0.410358043929868,1e-06,2.8469603061676025,4.0,-3.0,0.9736328125,1.0,0.0,1.8733274936676025,3.0,-3.0,0.0,0.0,0.0,2.820958137512207,3.9991278648376465,-3.0552985668182373,0.002272142330184579,0.15564510226249695,1.7320512533187866,-1.7320512533187866,0.002272142330184579,1.7320512533187866,-1.7320512533187866,125.80419921875,763.0,43.0,0.0,762.2109375,2048.0,418.0,0.00390625,55.903437697008485,21.008270127000287,1.2621348509856034,76.85514055998647,201.88862182499724,0.0006939935562190759,0.21697686251735315,0.011551542280971536,0.04225932931753767,18.468213676009327,28.29483937099576
91,,,,,428084,469421,41337,450718,450718,450718.0,0.21850278973579407,0.001,0.07472441538140692,-0.003961151883263013,0.0002936738982780612,0.00015376134414791837,1.1221466213464737,0.41442882860798436,1e-06,2.940988063812256,4.0,-3.0,0.962890625,1.0,0.0,1.9780977964401245,3.0,-3.0,0.0,0.0,0.0,2.9162685871124268,4.0063934326171875,-3.0503909587860107,0.0010880448389798403,0.09458926320075989,1.732050895690918,-1.732050895690918,0.0010880448389798403,1.732050895690918,-1.732050895690918,121.8515625,614.0,39.0,0.0,758.45703125,1981.0,407.0,0.0,52.5871656180243,20.99519064000924,1.2187381249968894,75.38214994801092,150.28459883498726,0.0006759981435159509,0.21072628397297677,0.011645413895167956,0.041812258412139584,,
92,,,,,435268,462044,26776,450402,450402,450402.0,0.2275306135416031,0.001,0.06451371888960561,0.019454903359855374,0.000395580756312777,0.0006009253692970942,1.0602830201387405,0.4095362859633096,1e-06,3.0217459201812744,4.0,-3.0,0.97265625,1.0,0.0,2.049089193344116,3.0,-3.0,0.0,0.0,0.0,2.9965808391571045,4.000483989715576,-3.0286808013916016,-0.0009784259600564837,0.07068139314651489,1.732050895690918,-1.7320512533187866,-0.0009784259600564837,1.732050895690918,-1.7320512533187866,117.744140625,530.0,24.0,0.0,761.947265625,2048.0,399.0,0.001953125,51.16860380402068,20.503553016023943,1.5212616520002484,76.33706130899373,149.64285928400932,0.000844391039560353,0.21219459154026987,0.011380696031558443,0.04237162651863986,,
93,,,,,440051,473755,33704,456928,456929,456928.5,0.22749769687652588,0.001,0.07042075645539068,0.0064997372608031,0.0003521348154472728,0.0005774687099713652,52.777783036231995,0.40483319321321354,1e-06,2.952704668045044,4.0,-3.0,0.97509765625,1.0,0.0,1.9776068925857544,3.0,-3.0,0.0,0.0,0.0,2.926413059234619,3.998030185699463,-3.0426573753356934,0.0013719156850129366,0.0817079246044159,1.732050895690918,-1.7320514917373657,0.0013719156850129366,1.732050895690918,-1.7320514917373657,122.5166015625,581.0,42.0,0.0,769.921875,2048.0,420.0,0.0078125,48.86848020000616,20.877512194012525,1.5112156079849228,78.34848203300498,149.71123993999208,0.0008268337431266177,0.19476187139819284,0.011422745677941146,0.04286692668163891,,
94,,,,,432797,464400,31603,449166,449166,449166.0,0.2273150086402893,0.001,0.05530596574147542,-0.005237645593782266,0.0004616724201090013,0.0006056905961789502,1.0806949883699417,0.4077753075193857,1e-06,2.9595389366149902,4.0,-3.0,0.96240234375,1.0,0.0,1.9971368312835693,3.0,-3.0,0.0,0.0,0.0,2.934084177017212,3.9962165355682373,-3.0431807041168213,0.004122706595808268,0.09382802993059158,1.732050895690918,-1.7320513725280762,0.004122706595808268,1.732050895690918,-1.7320513725280762,119.76171875,607.0,42.0,0.0,757.515625,2048.0,416.0,0.00390625,49.126861659024144,20.382003715989413,1.4091500449867453,76.52434909899603,147.5561986870016,0.0007843147327417622,0.20029543388166665,0.011344360278821979,0.04259246531293332,,
95,,,,,444879,455625,10746,448800,448800,448800.0,0.23361997306346893,0.001,0.06367408544305832,0.02478624790185882,0.0001532213326783911,8.688873945615225e-05,1.2359580099582672,0.4074206626349645,1e-06,2.8949742317199707,4.0,-3.0,0.943359375,1.0,0.0,1.9516148567199707,3.0,-3.0,0.0,0.0,0.0,2.8697104454040527,3.998002529144287,-3.0541672706604004,0.0021519616711884737,0.08411744982004166,1.732050895690918,-1.7320512533187866,0.0021519616711884737,1.732050895690918,-1.7320512533187866,116.513671875,1024.0,41.0,0.0009765625,760.048828125,2048.0,399.0,0.001953125,53.327334282017546,20.267509178986074,1.2804123530222569,76.4828391399933,151.46608302299865,0.000713242175257496,0.22348224910744088,0.011289833544444114,0.04260407706104796,,
96,,,,,452238,470716,18478,463495,463496,463495.75,0.21456022560596466,0.001,0.07262930937577039,0.0007719966815784574,0.0007413120783894556,0.0005257562601741483,344.9831106364727,0.40537322541866,1e-06,2.86474871635437,4.0,-3.0,0.9599609375,1.0,0.0,1.9047877788543701,3.0,-3.0,0.0,0.0,0.0,2.857532501220703,40.042991638183594,-3.0656633377075195,-0.003947107121348381,0.11307068914175034,1.732051134109497,-1.7320510149002075,-0.003947107121348381,1.732051134109497,-1.7320510149002075,123.94482421875,1024.0,37.0,0.00048828125,781.3203125,2048.0,407.0,0.0078125,53.181042329990305,20.833553695003502,1.2556535119947512,79.39122975300415,154.75463859300362,0.0006772734766148078,0.20950698013303828,0.011237187015740436,0.042821983671373555,,
97,,,,,426745,459319,32574,450144,450145,450144.75,0.19757325947284698,0.001,0.06661764147380987,0.03711532595334575,0.010157807804838133,0.025593241721859766,33.12453964352608,0.41215752269477673,1e-06,2.9470226764678955,4.0,-3.0,0.970703125,1.0,0.0,1.9763197898864746,3.0,-3.0,0.0,0.0,0.0,2.9574763774871826,50.59770965576172,-3.020834445953369,-0.018534453585743904,0.12720219790935516,1.7320517301559448,-1.732050895690918,-0.018534453585743904,1.7320517301559448,-1.732050895690918,119.13232421875,1024.0,40.0,0.0009765625,760.056640625,2048.0,393.0,0.00390625,52.131480056996224,20.27357883899822,1.3112448930041865,76.01112069402006,149.82649017201038,0.0007282351360335683,0.21366849353027148,0.01125947755638504,0.042214821284720115,,
98,,,,,458171,474841,16670,463904,463905,463904.75,0.2286648005247116,0.001,0.06982121472397158,0.031652048740896485,0.0002792589751357633,0.0001553704167294669,1.7569250166416168,0.41713671372567074,1e-06,2.963850259780884,4.0,-3.0,0.9599609375,1.0,0.0,2.003889560699463,3.0,-3.0,0.0,0.0,0.0,2.9374403953552246,4.00055456161499,-3.044767141342163,-0.007620856165885925,0.10522545129060745,1.7320512533187866,-1.732051134109497,-0.007620856165885925,1.7320512533187866,-1.732051134109497,124.49951171875,501.0,43.0,0.0,781.564453125,2048.0,389.0,0.0078125,49.521148881001864,21.727209756994853,1.2456186359922867,77.25091752799926,149.85833842301508,0.0006712685287186038,0.19421962498677073,0.011708874373993181,0.04163080757849497,,
99,,,,,443747,472350,28603,456372,456373,456372.25,0.23986797034740448,0.001,0.07094793696887791,0.00814855404314585,0.0004915982426609844,-8.827154260870884e-06,2.0798304975032806,0.368797669219064,1e-06,2.9160990715026855,4.0,-3.0,0.95947265625,1.0,0.0,1.956626296043396,3.0,-3.0,0.0,0.0,0.0,2.888619899749756,3.9995532035827637,-3.066190004348755,-0.007466047536581755,0.1271609663963318,1.732050895690918,-1.7320512533187866,-0.007466047536581755,1.732050895690918,-1.7320512533187866,125.23291015625,1024.0,43.0,0.00146484375,766.119140625,2048.0,399.0,0.005859375,58.75249139100197,20.857512779999524,1.5937945320038125,85.88342278302298,167.19091732197558,0.0008730781352305122,0.22907508817945457,0.011425712661100408,0.047046803778616565,,
100,2.73356955870986,0.975,1.7585695564746857,0.0,448041,458357,10316,454272,454273,454272.25,0.23591840267181396,0.001,0.07692562000205119,-0.0038498563730778794,0.00023331718111876398,0.0005337479034399924,1.4877201914787292,0.39323057780342424,1e-06,2.9770212173461914,4.0,-3.0,0.96044921875,1.0,0.0,2.0165722370147705,3.0,-3.0,0.0,0.0,0.0,2.9512338638305664,3.996657609939575,-3.0153579711914062,-0.0015988160157576203,0.09528283029794693,1.732050895690918,-1.732050895690918,-0.0015988160157576203,1.732050895690918,-1.732050895690918,116.49072265625,1024.0,46.0,0.0009765625,770.759765625,2048.0,418.0,0.00390625,58.076992873015115,20.557048034999752,1.2192255620029755,80.10051213699626,256.8450316610106,0.0006709773500378768,0.24343489360914736,0.011313176203807162,0.044081777027430276,14.810897820017999,81.96752943398315
