step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_s/testing,timing_s/save_checkpoint
31,,,,,426492,477002,50510,455531,455532,455531.25,0.06745870411396027,0.001,0.455078125,1.0,233.0,0.4921875,1.0,252.0,0.4300615306823484,0.0006493225040274763,0.002375975442719796,0.00023103377057967947,51.832838118076324,0.3775598907259275,1e-06,1.8815011978149414,4.0,-3.0,0.5439453125,1.0,0.0,1.3375558853149414,3.0,-3.0,0.0,0.0,0.0,1.8747646808624268,3.9978692531585693,-4.761502742767334,-0.003046954283490777,0.7749073505401611,1.4999984502792358,-1.499999761581421,-0.003046954283490777,1.4999984502792358,-1.499999761581421,100.67041015625,1024.0,1.0,0.00341796875,789.0390625,2048.0,416.0,0.00390625,45.648936935001984,11.853532803004782,1.6353491929985466,43.6835584280052,102.93432464299985,0.22141083912540432,0.023973963601841366,0.006505334597244856,0.0008974956125395056,,
32,,,,,429635,444376,14741,436507,436508,436507.75,0.06966933608055115,0.001,0.45703125,1.0,234.0,0.42578125,1.0,218.0,0.2832124228107518,-0.002051262785118587,0.0025040870171104527,0.0008528667270278173,2.852957546710968,0.37614284414291416,1e-06,2.0550074577331543,4.0,-3.0,0.65625,1.0,0.0,1.3987573385238647,3.0,-3.0,0.0,0.0,0.0,2.049412250518799,3.9986298084259033,-3.007955312728882,0.028686080127954483,0.7447358965873718,1.4999995231628418,-1.499999761581421,0.028686080127954483,1.4999995231628418,-1.499999761581421,95.82568359375,1024.0,1.0,0.0009765625,756.728515625,2048.0,407.0,0.005859375,35.50832449600421,11.127725090002059,1.3899983689989313,41.99898295300227,90.12153038299584,0.1809332156065661,0.02405397324159896,0.006373154365530772,0.0007960903151197952,,
33,,,,,437902,465203,27301,451135,451136,451135.75,0.06829988956451416,0.001,0.4453125,1.0,228.0,0.28515625,1.0,146.0,0.33975183194683445,0.012621651283435283,0.0013214347005311038,4.762465352776475e-05,26.835411310195923,0.39186102907353615,1e-06,2.023353099822998,4.0,-3.0,0.7548828125,1.0,0.0,1.2684705257415771,3.0,-3.0,0.0,0.0,0.0,2.018385887145996,4.001640319824219,-3.0152645111083984,0.008622761815786362,0.7591319680213928,1.4999991655349731,-1.499999761581421,0.008622761815786362,1.4999991655349731,-1.499999761581421,108.10888671875,1024.0,9.0,0.001953125,773.015625,2048.0,418.0,0.001953125,44.34171577199595,11.313820858995314,1.4026661169991712,41.65112684100313,98.82949059699604,0.20027242034802853,0.023081260375066227,0.006269632177784245,0.000777297142267694,,
34,,,,,429298,447026,17728,436474,436475,436474.5,0.07674540579319,0.001,0.412109375,1.0,211.0,0.203125,1.0,104.0,0.30238232811292015,0.006498366594314575,0.00149148318838949,7.827261639855957e-05,67.48138672113419,0.3768522494083168,1e-06,2.2835161685943604,4.0,-3.0,0.80322265625,1.0,0.0,1.4802937507629395,3.0,-3.0,0.0,0.0,0.0,2.276728630065918,4.2795233726501465,-3.010587453842163,-0.002334371441975236,0.7648666501045227,1.4999994039535522,-1.4999996423721313,-0.002334371441975236,1.4999994039535522,-1.4999996423721313,103.3759765625,1024.0,3.0,0.00146484375,749.11328125,2048.0,399.0,0.001953125,35.44103355200059,11.243050005999976,1.4249943689937936,41.85858625900437,90.05465818000084,0.16740051934213415,0.023975390463248352,0.006439694647682726,0.0008161956591930305,,
35,,,,,424425,473069,48644,443479,443480,443479.75,0.07309578359127045,0.001,0.3984375,1.0,204.0,0.1875,1.0,96.0,0.3896839354307421,0.005343243269430053,0.0014525666502454588,0.00011783038996415393,65.06285071372986,0.3687280975652323,1e-06,2.193321704864502,4.0,-3.0,0.82275390625,1.0,0.0,1.3705679178237915,3.0,-3.0,0.0,0.0,0.0,2.186892032623291,3.998152732849121,-3.0112977027893066,-0.021511314436793327,0.7635276913642883,1.4999994039535522,-1.4999996423721313,-0.021511314436793327,1.4999994039535522,-1.4999996423721313,113.75927734375,1024.0,1.0,0.0029296875,752.412109375,2048.0,389.0,0.005859375,36.12720300399815,11.17915509800514,1.4686509690000094,43.49906345999625,92.3866925129987,0.15506634934478278,0.024521448532879037,0.006301953526629536,0.0008279132074237941,,
36,,,,,424404,475242,50838,450026,450027,450026.25,0.07467246800661087,0.001,0.404296875,1.0,207.0,0.142578125,1.0,73.0,0.4915581763752045,0.04572843602528014,0.012148943393596357,0.021116659715076938,21.87728464603424,0.3827949655279217,1e-06,2.217745304107666,4.0,-3.0,0.8427734375,1.0,0.0,1.3749717473983765,3.0,-3.0,0.0,0.0,0.0,2.211035966873169,4.141652584075928,-3.144784927368164,-0.032356955111026764,0.794684112071991,1.4999996423721313,-1.4999996423721313,-0.032356955111026764,1.4999996423721313,-1.4999996423721313,115.09423828125,1024.0,19.0,0.0048828125,763.86328125,1917.0,416.0,0.0,38.0116594889987,11.269028217000596,1.5057270780016552,42.5354081559999,93.44043296299787,0.16126246532435082,0.023629403926993094,0.006260206052980574,0.0008364662494697004,,
37,,,,,432925,446218,13293,439691,439691,439691.0,0.07818757742643356,0.001,0.427734375,1.0,219.0,0.10546875,1.0,54.0,0.35473916778961817,-0.0009585470892488956,0.004718554190670451,0.0028860444924598974,14.156756937503815,0.3834767061710087,1e-06,2.414518356323242,4.0,-3.0,0.86474609375,1.0,0.0,1.5497721433639526,3.0,-3.0,0.0,0.0,0.0,2.409118413925171,4.898107528686523,-3.0113093852996826,-0.006486088968813419,0.7664503455162048,1.4999994039535522,-1.4999996423721313,-0.006486088968813419,1.4999994039535522,-1.4999996423721313,105.9609375,1024.0,17.0,0.00341796875,752.810546875,2048.0,418.0,0.005859375,40.10996068800159,11.64489830799721,1.6517358220007736,41.45617072300229,94.98020198599988,0.1848317144437145,0.023571195864255972,0.006621069289567679,0.0009391457989819974,,
38,,,,,431845,473992,42147,446960,446961,446960.75,0.07225259393453598,0.001,0.427734375,1.0,219.0,0.119140625,1.0,61.0,0.34853507049622073,0.052108642735308214,0.0012003092974003766,9.817342241501225e-05,2.1835497617721558,0.38035554406692196,1e-06,2.1864395141601562,4.0,-3.0,0.84326171875,1.0,0.0,1.3431777954101562,3.0,-3.0,0.0,0.0,0.0,2.17977237701416,3.997650146484375,-3.0223753452301025,-0.0020130048505961895,0.7413153052330017,1.4999991655349731,-1.4999996423721313,-0.0020130048505961895,1.4999991655349731,-1.4999996423721313,111.75732421875,1024.0,10.0,0.0009765625,761.212890625,2048.0,393.0,0.0078125,38.29560811600095,11.31871135700203,1.4531697610000265,42.50325771400094,93.67829327000072,0.16731813803800677,0.023773484424527733,0.006330931383237807,0.0008128061362211483,,
39,,,,,432381,468631,36250,451790,451791,451790.5,0.07624752819538116,0.001,0.396484375,1.0,203.0,0.111328125,1.0,57.0,0.31617207200296465,0.01665886055167404,0.0008482359652031934,0.00013410850030390242,15.3372922539711,0.3713853510388038,1e-06,2.321565628051758,4.0,-3.0,0.84521484375,1.0,0.0,1.4763507843017578,3.0,-3.0,0.0,0.0,0.0,2.317453145980835,5.801920413970947,-3.011922597885132,0.0029429025016725063,0.7471947073936462,1.4999991655349731,-1.4999996423721313,0.0029429025016725063,1.4999991655349731,-1.4999996423721313,111.8388671875,1024.0,19.0,0.00341796875,770.564453125,2048.0,399.0,0.005859375,42.18017039499682,11.479379018004693,1.5134639129973948,44.01976514799753,99.29416586300067,0.18415589180774528,0.024358505296148067,0.006352158255875618,0.0008374810409899028,,
40,2.4860659139230847,0.925,1.5610659124329687,0.0,457177,485477,28300,468530,468531,468530.25,0.07770627737045288,0.001,0.373046875,1.0,191.0,0.109375,1.0,56.0,0.3609047238714993,0.006725887826178223,0.001308867103944067,4.6993689920782344e-05,15.396191895008087,0.3751546837134249,1e-06,2.3842928409576416,4.0,-3.0,0.86669921875,1.0,0.0,1.517593502998352,3.0,-3.0,0.0,0.0,0.0,2.378728151321411,3.9973666667938232,-3.0134389400482178,-0.02407771907746792,0.7757278680801392,1.4999994039535522,-1.4999996423721313,-0.02407771907746792,1.4999994039535522,-1.4999996423721313,110.25244140625,1024.0,17.0,0.00146484375,804.845703125,2048.0,413.0,0.0078125,36.00031230600143,11.892809762997786,1.430475134999142,45.2649857840006,118.17885615699925,0.1594366280597237,0.024152648513089923,0.00634580678782095,0.0007632778966775048,8.85152852399915,14.633598525004345
41,,,,,422530,456583,34053,440605,440605,440605.0,0.0778910368680954,0.001,0.35546875,1.0,182.0,0.099609375,1.0,51.0,0.3589070712526639,0.010621158862098431,0.008407926505121092,-0.0032242770740860275,7.849399894475937,0.36879971643203435,1e-06,2.384539842605591,4.0,-3.0,0.85009765625,1.0,0.0,1.5344420671463013,3.0,-3.0,0.0,0.0,0.0,2.378042221069336,4.096551418304443,-3.0250940322875977,-0.012421675957739353,0.7704413533210754,1.4999994039535522,-1.4999996423721313,-0.012421675957739353,1.4999994039535522,-1.4999996423721313,109.4921875,1024.0,11.0,0.0009765625,751.064453125,2048.0,421.0,0.005859375,45.4931726529976,11.167026759001601,1.4200651229984942,43.179011227002775,101.3571945549993,0.2028771523947449,0.02449984182374393,0.006336189307316985,0.0008057472810104822,,
42,,,,,430265,461761,31496,446526,446527,446526.25,0.07741386443376541,0.001,0.37890625,1.0,194.0,0.080078125,1.0,41.0,0.31325739045296946,0.03004471897598236,0.0011928143569328372,0.0002134374097353899,37.95046600699425,0.3685555761495364,1e-06,2.392055034637451,4.0,-3.0,0.8544921875,1.0,0.0,1.537562608718872,3.0,-3.0,0.0,0.0,0.0,2.3845906257629395,3.9981348514556885,-3.2760872840881348,-0.011322631500661373,0.7652091979980469,1.4999996423721313,-1.4999996423721313,-0.011322631500661373,1.4999996423721313,-1.4999996423721313,107.44384765625,1024.0,17.0,0.00048828125,764.677734375,2048.0,389.0,0.00390625,31.858279849999235,11.262810001004254,1.474819810995541,43.79293582199898,88.48809552099556,0.14478074871048757,0.024518679373272557,0.006305793892858625,0.0008257184269656829,,
43,,,,,413915,461260,47345,433836,433836,433836.0,0.07788241654634476,0.001,0.40234375,1.0,206.0,0.078125,1.0,40.0,0.3732428901618527,0.02367227584604294,0.00878331151362809,0.006122767573669402,43.94855698943138,0.3742420141446242,1e-06,2.3896632194519043,4.0,-3.0,0.8779296875,1.0,0.0,1.5117332935333252,3.0,-3.0,0.0,0.0,0.0,2.3850903511047363,6.057370185852051,-3.0151376724243164,-0.018629681318998337,0.7782241702079773,1.4999992847442627,-1.4999996423721313,-0.018629681318998337,1.4999992847442627,-1.4999996423721313,108.267578125,1024.0,19.0,0.00244140625,739.068359375,2048.0,389.0,0.005859375,35.535339321999345,11.340006147001986,1.432852821002598,41.89009094799985,90.31322780600021,0.160262566169968,0.024139358506440136,0.006534730950752119,0.0008256880601209892,,
44,,,,,429170,450547,21377,443448,443449,443448.25,0.0785607099533081,0.001,0.373046875,1.0,191.0,0.09765625,1.0,50.0,0.4179211089323307,-0.039009621607717766,0.0011858313940545737,-0.002933370280610187,91.09602534770966,0.37166023119537084,1e-06,2.4271697998046875,4.0,-3.0,0.85498046875,1.0,0.0,1.5721893310546875,3.0,-3.0,0.0,0.0,0.0,2.4207887649536133,3.9973435401916504,-3.328444004058838,0.006646579131484032,0.7661369442939758,1.4999991655349731,-1.4999996423721313,0.006646579131484032,1.4999991655349731,-1.4999996423721313,105.44384765625,1024.0,10.0,0.0029296875,760.666015625,2048.0,399.0,0.00390625,34.94445669199922,11.572752325999318,1.4393385119983577,43.138358965996304,91.19603100899985,0.1618180991437757,0.02431983831596827,0.006524296987303094,0.0008114467201067756,,
45,,,,,431274,473432,42158,455237,455238,455237.75,0.07659163326025009,0.001,0.392578125,1.0,201.0,0.08203125,1.0,42.0,0.36096920259296894,-0.005983831172670762,0.0013018199788348284,0.00016019156362290232,14.625112354755402,0.3661917771572631,1e-06,2.460179090499878,4.0,-3.0,0.8583984375,1.0,0.0,1.601780652999878,3.0,-3.0,0.0,0.0,0.0,2.454005241394043,3.9998939037323,-3.0098254680633545,-0.026260988786816597,0.7689035534858704,1.4999990463256836,-1.4999996423721313,-0.026260988786816597,1.4999990463256836,-1.4999996423721313,112.90576171875,1024.0,13.0,0.00390625,776.23046875,2048.0,427.0,0.001953125,51.47127123900282,11.612479719995463,1.472239554997941,44.973213234996365,109.63280594900425,0.22259675925374547,0.02469765152109879,0.006377151125975088,0.0008085003687622243,,
46,,,,,441179,498006,56827,461086,461086,461086.0,0.07593118399381638,0.001,0.3984375,1.0,204.0,0.11328125,1.0,58.0,0.36390685429796576,0.09174947915016674,0.0034304960199733614,1.6531891787963104e-05,74.15820294618607,0.3778085876486208,1e-06,2.3523545265197754,4.0,-3.0,0.83984375,1.0,0.0,1.5125107765197754,3.0,-3.0,0.0,0.0,0.0,2.344010353088379,3.9977736473083496,-3.012815475463867,-0.05637340247631073,0.7882371544837952,1.4999991655349731,-1.4999996423721313,-0.05637340247631073,1.4999991655349731,-1.4999996423721313,117.26171875,1024.0,2.0,0.00439453125,783.296875,2048.0,416.0,0.0078125,48.4744013189993,12.012476121999498,1.4365010209949105,44.22982842600322,106.27715639799862,0.20184883456727115,0.02398133343129222,0.0065131429505555895,0.0007788682702331617,,
47,,,,,418113,466754,48641,436699,436700,436699.75,0.07608675956726074,0.001,0.359375,1.0,184.0,0.083984375,1.0,43.0,0.32456687195547695,0.02007899227841147,0.0009040067389864346,-0.0001779581494576695,23.795588225126266,0.38197349913627476,1e-06,2.469413995742798,4.0,-3.0,0.859375,1.0,0.0,1.6100389957427979,3.0,-3.0,0.0,0.0,0.0,2.463026762008667,3.996589422225952,-3.0180039405822754,-0.023289944976568222,0.7579973340034485,1.4999992847442627,-1.4999995231628418,-0.023289944976568222,1.4999992847442627,-1.4999995231628418,108.35888671875,1024.0,18.0,0.00146484375,744.5703125,2048.0,399.0,0.005859375,41.43857588600076,11.535045378004725,1.4346430139994482,41.303306599998905,96.0073485479952,0.18672838236474013,0.023645139824329475,0.006603533307498301,0.0008212982798819143,,
48,,,,,422381,473416,51035,450412,450413,450412.25,0.07536248117685318,0.001,0.357421875,1.0,183.0,0.080078125,1.0,41.0,0.3095344573259354,0.04444463886320591,0.0008194284630008042,0.00010611128456089839,175.73999857902527,0.3737645594079314,1e-06,2.4405758380889893,4.0,-3.0,0.84814453125,1.0,0.0,1.5924310684204102,3.0,-3.0,0.0,0.0,0.0,2.4336745738983154,3.998370885848999,-3.0131537914276123,-0.018436938524246216,0.755510687828064,1.4999992847442627,-1.4999996423721313,-0.018436938524246216,1.4999992847442627,-1.4999996423721313,114.83447265625,1024.0,17.0,0.00341796875,764.876953125,2048.0,423.0,0.005859375,37.23566618499899,11.738722837995738,1.4286914439944667,43.64206134600681,94.15054075900116,0.15832769732673554,0.024223398312327657,0.006515543725773299,0.0007929910010187704,,
49,,,,,433349,481017,47668,464155,464155,464155.0,0.07675257325172424,0.001,0.345703125,1.0,177.0,0.080078125,1.0,41.0,0.34312176425009966,0.007941930380184203,0.0013648962994921021,0.0001996557048187242,48.62537097930908,0.3840873021199909,1e-06,2.3371036052703857,4.0,-3.0,0.84765625,1.0,0.0,1.4894473552703857,3.0,-3.0,0.0,0.0,0.0,2.329807758331299,3.9969899654388428,-3.0119051933288574,-0.037643399089574814,0.7847252488136292,1.4999995231628418,-1.4999996423721313,-0.037643399089574814,1.4999995231628418,-1.4999996423721313,112.271484375,1024.0,7.0,0.00146484375,794.28125,2048.0,416.0,0.00390625,39.12555779200193,12.164585115999216,1.479907002998516,43.81142900299892,96.68711713100492,0.1701614294313185,0.023597413042517543,0.00655200585795651,0.0007970974151945557,,
50,2.505440913327038,0.925,1.5804409105330706,0.0,438867,453828,14961,446193,446193,446193.0,0.07506651431322098,0.001,0.37890625,1.0,194.0,0.080078125,1.0,41.0,0.3622272392114004,-0.048868544151385626,0.0019832973824425912,0.008071297473967813,30.644044041633606,0.3847307764519946,1e-06,2.4504799842834473,4.0,-3.0,0.84716796875,1.0,0.0,1.6033120155334473,3.0,-3.0,0.0,0.0,0.0,2.4453940391540527,4.951316833496094,-3.021362781524658,-0.022762442007660866,0.769129753112793,1.4999992847442627,-1.4999996423721313,-0.022762442007660866,1.4999992847442627,-1.4999996423721313,115.8671875,1024.0,18.0,0.00341796875,755.603515625,2048.0,407.0,0.00390625,40.156858806003584,11.832048821997887,1.4657498249944183,41.93624093299877,118.6120275209978,0.1692268677348273,0.023496693657788652,0.006629445566155166,0.0008212532609175952,9.511552363997907,13.595331500000611
51,,,,,421513,453462,31949,441555,441556,441555.25,0.07488369941711426,0.001,0.3671875,1.0,188.0,0.0703125,1.0,36.0,0.4531409745254824,0.04910944478826657,0.00926165542032029,0.007082139655986177,44.356527864933014,0.379489200231821,1e-06,2.371936321258545,4.0,-3.0,0.86767578125,1.0,0.0,1.504260540008545,3.0,-3.0,0.0,0.0,0.0,2.36889386177063,3.9973878860473633,-3.0156726837158203,-0.03857295587658882,0.7859663367271423,1.4999992847442627,-1.4999996423721313,-0.03857295587658882,1.4999992847442627,-1.4999996423721313,112.98291015625,1024.0,9.0,0.00439453125,749.4296875,1969.0,416.0,0.0,39.467887594000786,11.641295141998853,1.390262884000549,42.04448558399599,94.65027343899419,0.170569420300882,0.023804770515125792,0.006591075036475534,0.000787139822253585,,
52,,,,,439132,461607,22475,447037,447038,447037.25,0.07529735565185547,0.001,0.3515625,1.0,180.0,0.06640625,1.0,34.0,0.36349448561668396,0.0012429185845921266,0.0010953869084538571,1.3926438033853754e-05,18.014760732650757,0.3874288100198007,1e-06,2.5023558139801025,4.0,-3.0,0.84912109375,1.0,0.0,1.6532347202301025,3.0,-3.0,0.0,0.0,0.0,2.498725652694702,4.898804664611816,-3.013848304748535,0.009800213389098644,0.7628271579742432,1.4999992847442627,-1.4999996423721313,0.009800213389098644,1.4999992847442627,-1.4999996423721313,106.28369140625,1024.0,8.0,0.00341796875,766.8359375,2048.0,393.0,0.005859375,46.408786763000535,11.196204270003363,1.6300083189998986,41.75239896799758,101.08839830899524,0.21320806712485718,0.023349507769205798,0.006261337433291836,0.0009115617988209588,,
53,,,,,424036,487645,63609,450018,450019,450018.25,0.07795603573322296,0.001,0.365234375,1.0,187.0,0.072265625,1.0,37.0,0.47512498065348596,-0.001304977783753026,0.014091719793448705,-0.01805359217976201,180.55424624681473,0.3774551958294033,1e-06,2.4201674461364746,4.0,-3.0,0.8564453125,1.0,0.0,1.563722014427185,3.0,-3.0,0.0,0.0,0.0,2.414012908935547,3.997265338897705,-3.0129852294921875,-0.03100172057747841,0.7829227447509766,1.4999995231628418,-1.4999996423721313,-0.03100172057747841,1.4999995231628418,-1.4999996423721313,113.65087890625,1024.0,22.0,0.00341796875,765.291015625,2048.0,418.0,0.001953125,44.066124084994954,11.328712508002354,1.4893906229990534,43.15953857199929,100.14108221700008,0.18932244394366207,0.023976549046621606,0.006293473935780579,0.0008274056791024884,,
54,,,,,448133,473065,24932,455817,455818,455817.75,0.07781297713518143,0.001,0.3203125,1.0,164.0,0.072265625,1.0,37.0,0.4141560769639909,0.04805388602835592,0.015454737975233002,0.016882725651072406,28.274957954883575,0.37340693205038644,1e-06,2.446260452270508,4.0,-3.0,0.84619140625,1.0,0.0,1.6000689268112183,3.0,-3.0,0.0,0.0,0.0,2.439321994781494,3.997480869293213,-3.0157470703125,-0.04035498946905136,0.7907389998435974,1.4999990463256836,-1.4999996423721313,-0.04035498946905136,1.4999990463256836,-1.4999996423721313,110.25732421875,1024.0,14.0,0.00390625,780.01171875,1917.0,424.0,0.0,38.64835756699904,11.602494092003326,1.4302922950009815,44.23319331699895,96.01570537600492,0.17115659641640443,0.024260350390588645,0.006363559828463967,0.0007844650054769595,,
55,,,,,435532,479486,43954,455727,455727,455727.0,0.07540155202150345,0.001,0.3203125,1.0,164.0,0.09375,1.0,48.0,0.36631585750728846,0.015384014513983857,0.0020766537527379114,-2.861885928950869e-05,28.262484669685364,0.36298864009762927,1e-06,2.4771149158477783,4.0,-3.0,0.8740234375,1.0,0.0,1.6030914783477783,3.0,-3.0,0.0,0.0,0.0,2.4738340377807617,4.741489410400391,-3.012267589569092,-0.011027573607861996,0.7832222580909729,1.4999996423721313,-1.4999996423721313,-0.011027573607861996,1.4999996423721313,-1.4999996423721313,112.71875,1024.0,14.0,0.00341796875,777.373046875,2048.0,389.0,0.009765625,37.16225166799995,11.62586562299839,1.461686368995288,45.4730865370002,95.82293060899974,0.16098147555101172,0.0249453546404976,0.006377648034348629,0.000801843191754761,,
56,,,,,450152,458271,8119,454528,454529,454528.75,0.07053261250257492,0.001,0.3828125,1.0,196.0,0.083984375,1.0,43.0,0.3341168062761426,-0.02129257778869942,0.0008830436327116331,8.552900291647347e-05,31.907490730285645,0.3664948545690697,1e-06,2.510194778442383,4.0,-3.0,0.87353515625,1.0,0.0,1.6366597414016724,3.0,-3.0,0.0,0.0,0.0,2.5073680877685547,6.987916946411133,-3.006193161010742,-0.020044416189193726,0.7747474312782288,1.4999996423721313,-1.4999996423721313,-0.020044416189193726,1.4999996423721313,-1.4999996423721313,116.59912109375,1024.0,13.0,0.00390625,771.15234375,2048.0,399.0,0.0078125,36.290330055002414,11.935355396999512,1.4649952539984952,44.87854968699685,94.67363780599408,0.1519727383529907,0.024684109468871247,0.006564686720586713,0.000805777002003996,,
57,,,,,430381,470349,39968,445685,445686,445685.75,0.07179401814937592,0.001,0.32421875,1.0,166.0,0.0703125,1.0,36.0,0.41741758071143054,-0.0011303483444298136,0.010239804108378252,-0.004073157543298921,30.124688267707825,0.3788923633917535,1e-06,2.448235273361206,4.0,-3.0,0.8798828125,1.0,0.0,1.5683525800704956,3.0,-3.0,0.0,0.0,0.0,2.4498159885406494,6.717898845672607,-3.012761354446411,0.011597172357141972,0.8025065064430237,1.499998927116394,-1.4999996423721313,0.011597172357141972,1.499998927116394,-1.4999996423721313,111.63623046875,1024.0,19.0,0.00341796875,758.84375,2048.0,399.0,0.005859375,40.32823296599963,11.786656813994341,1.428455387998838,42.55655529499927,96.20415597399551,0.17639004757010043,0.023871391050195832,0.006611528870955792,0.0008012682635684662,,
58,,,,,436210,461310,25100,448414,448415,448414.75,0.07044157385826111,0.001,0.32421875,1.0,166.0,0.0859375,1.0,44.0,0.5785161021255678,0.006829571219221238,0.04490729152870875,-0.03349896448267945,37.05398052930832,0.38545875314159905,1e-06,2.483966827392578,4.0,-3.0,0.85693359375,1.0,0.0,1.6270333528518677,3.0,-3.0,0.0,0.0,0.0,2.4844207763671875,6.836751937866211,-3.0151853561401367,-0.012970962561666965,0.7999281287193298,1.4999994039535522,-1.4999996423721313,-0.012970962561666965,1.4999994039535522,-1.4999996423721313,113.89599609375,1024.0,17.0,0.00537109375,761.9140625,2048.0,418.0,0.00390625,37.212664143997245,11.679317094996804,1.4006338369945297,42.08653138799855,92.48701482400065,0.15953366920031914,0.02346406501347165,0.0065114478811172044,0.0007808807788963954,,
59,,,,,450523,480546,30023,461612,461613,461612.75,0.07726729661226273,0.001,0.3359375,1.0,172.0,0.095703125,1.0,49.0,0.31152911437675357,0.011846194451209158,0.0009292705035477411,-2.197333787989919e-05,49.15823841094971,0.3806868797310245,1e-06,2.397435426712036,4.0,-3.0,0.83837890625,1.0,0.0,1.5590564012527466,3.0,-3.0,0.0,0.0,0.0,2.392246961593628,4.384304046630859,-3.0265510082244873,-0.04708975553512573,0.7971939444541931,1.4999992847442627,-1.4999995231628418,-0.04708975553512573,1.4999992847442627,-1.4999995231628418,117.43896484375,1024.0,18.0,0.005859375,784.1484375,2048.0,389.0,0.005859375,40.751292020999244,12.017350865993649,1.4528780180044123,43.93006807799975,98.25370909200137,0.1694334740910099,0.023791624082090318,0.00650835081244704,0.0007868489431912422,,
60,2.507291563041508,0.925,1.5822915615513922,0.0,444207,465313,21106,453862,453863,453862.25,0.07613704353570938,0.001,0.33984375,1.0,174.0,0.0859375,1.0,44.0,0.4045662023127079,0.1008855322143063,0.0066465760610299185,0.00253273940222698,50.11246109008789,0.3813775919849535,1e-06,2.4468891620635986,4.0,-3.0,0.84912109375,1.0,0.0,1.5977681875228882,3.0,-3.0,0.0,0.0,0.0,2.4389803409576416,5.745867729187012,-3.0148186683654785,-0.05760354548692703,0.8120968341827393,1.4999994039535522,-1.4999996423721313,-0.05760354548692703,1.4999994039535522,-1.4999996423721313,119.81103515625,1024.0,17.0,0.0078125,766.638671875,2048.0,413.0,0.005859375,39.382129737998184,11.961650309996912,1.4017089140033931,43.092289678999805,119.2832296839988,0.1604990350935033,0.023736436374142047,0.006588810982846069,0.000772100408220442,9.534179914997367,13.807814692001557
61,,,,,434692,459939,25247,446235,446236,446235.75,0.07128830254077911,0.001,0.36328125,1.0,186.0,0.091796875,1.0,47.0,0.31389231162686504,0.05281073422802071,0.0006277068666437821,4.733332700139257e-05,32.94521236419678,0.3887412484683002,1e-06,2.513103485107422,4.0,-3.0,0.87548828125,1.0,0.0,1.6376150846481323,3.0,-3.0,0.0,0.0,0.0,2.5129036903381348,4.601111888885498,-3.0147976875305176,0.004521405790001154,0.780849277973175,1.4999996423721313,-1.4999995231628418,0.004521405790001154,1.4999996423721313,-1.4999995231628418,113.47216796875,1024.0,11.0,0.005859375,758.08203125,2048.0,402.0,0.001953125,43.07998462500109,11.188990364003985,1.4610808799989172,41.54790112100454,97.39173451800161,0.18537716445559893,0.02327687837707117,0.006268542112551485,0.0008185588447356118,,
62,,,,,444061,471266,27205,459977,459978,459977.25,0.07269912958145142,0.001,0.369140625,1.0,189.0,0.10546875,1.0,54.0,0.3786640092730522,-0.052157263897242956,0.011153118262882344,-0.004699317378708656,6.663847088813782,0.38195603312524806,1e-06,2.410356283187866,4.0,-3.0,0.85986328125,1.0,0.0,1.5504932403564453,3.0,-3.0,0.0,0.0,0.0,2.4072344303131104,4.178964614868164,-3.014768600463867,0.012313620187342167,0.774064838886261,1.4999996423721313,-1.4999996423721313,0.012313620187342167,1.4999996423721313,-1.4999996423721313,117.87353515625,1024.0,11.0,0.00390625,780.51953125,2048.0,393.0,0.0078125,49.32215181000356,11.495722593994287,1.7202817130018957,43.64333317099954,106.2834464750049,0.2043128841987679,0.023720375937614054,0.0062479843263956465,0.0009349819545433473,,
