step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_s/testing,timing_s/save_checkpoint
10,1.0852666120976209,0.05,1.035266612097621,0.0,436981,447212,10231,441595,441596,441595.75,0.07304602116346359,0.001,0.69921875,1.0,358.0,0.060546875,1.0,31.0,0.5590481527390019,0.020988304002751267,0.007434624836840216,0.00019377555755425185,43.17999863624573,0.38663269672013306,1e-06,-0.4263615608215332,4.0,-3.0,0.017578125,1.0,0.0,-0.4439396858215332,3.0,-3.0,0.0,0.0,0.0,-0.4259924292564392,4.079556465148926,-3.0072214603424072,0.00362733518704772,0.7474414706230164,1.4999995231628418,-1.4999996423721313,0.00362733518704772,1.4999995231628418,-1.4999996423721313,98.44091796875,1024.0,1.0,0.00390625,764.05078125,1973.0,413.0,0.0,42.70675701200162,11.596482919001573,1.488602228997479,41.279160482001316,120.76301775500178,0.211831717212208,0.02336931485527279,0.0065651010675496614,0.0008427403507605537,9.162301678999938,14.417096001001482
11,,,,,418332,457989,39657,443398,443398,443398.0,0.10226945579051971,0.001,0.666015625,1.0,341.0,0.03515625,1.0,18.0,0.5635364512282033,0.01322189916766459,0.0021809288225467164,-3.811610334988443e-05,148.2561558485031,0.3776113118532796,1e-06,-0.11793570965528488,4.0,-3.0,0.01025390625,1.0,0.0,-0.12818962335586548,3.0,-3.0,0.0,0.0,0.0,-0.1176706850528717,4.0000901222229,-3.0080137252807617,-0.043822936713695526,0.7606971859931946,1.4999996423721313,-1.4999996423721313,-0.043822936713695526,1.4999996423721313,-1.4999996423721313,95.455078125,1024.0,1.0,0.00439453125,770.556640625,2048.0,418.0,0.0078125,42.81720618400141,11.783407930000976,1.6663181479998457,42.53329992500221,98.91222512400054,0.219022804943432,0.02398144552129363,0.006643809810825137,0.0009395160487867816,,
12,,,,,422265,447942,25677,437250,437250,437250.0,0.09964744746685028,0.001,0.662109375,1.0,339.0,0.0390625,1.0,20.0,0.47540178497632346,0.03609134119275647,0.00854909237823449,-0.002990370163630966,116.05123525857925,0.3814247347403029,1e-06,0.2259213626384735,4.0,-3.0,0.015625,1.0,0.0,0.2102963626384735,3.0,-3.0,0.0,0.0,0.0,0.22444334626197815,3.997149705886841,-3.0473055839538574,-0.029693173244595528,0.7564052939414978,1.4999996423721313,-1.4999996423721313,-0.029693173244595528,1.4999996423721313,-1.4999996423721313,92.326171875,1024.0,1.0,0.00341796875,761.677734375,2048.0,399.0,0.00390625,39.37801093099915,11.781030728998303,1.4599928710013046,41.44387746900247,94.1756598380016,0.20825670564933654,0.023695756128646352,0.006735866626071071,0.0008347586455124669,,
13,,,,,412698,442019,29321,431628,431628,431628.0,0.11026741564273834,0.001,0.642578125,1.0,329.0,0.037109375,1.0,19.0,0.2879377099974402,0.024972386529733395,0.0024198977686143643,2.9981245712280786e-05,91.32600402832031,0.3830812292861629,1e-06,0.7835164070129395,4.0,-3.0,0.00927734375,1.0,0.0,0.7742390632629395,3.0,-3.0,0.0,0.0,0.0,0.7806592583656311,3.9988129138946533,-3.011077880859375,-0.015621170401573181,0.7449055314064026,1.4999996423721313,-1.4999996423721313,-0.015621170401573181,1.4999996423721313,-1.4999996423721313,81.771484375,1024.0,1.0,0.001953125,761.251953125,2048.0,389.0,0.005859375,40.495543326996994,11.476664678000816,1.7204121489994577,40.76979866900001,94.56355140399683,0.24181063443163467,0.02361396773900211,0.006647312429916975,0.000996466951286442,,
14,,,,,429019,448031,19012,438640,438641,438640.75,0.11631567031145096,0.001,0.576171875,1.0,295.0,0.037109375,1.0,19.0,0.3377772495150566,0.03417794195203377,0.0014627244568795764,8.088811416330697e-05,2.5710063576698303,0.37777427787258683,1e-06,0.915065348148346,4.0,-3.0,0.009765625,1.0,0.0,0.905299723148346,3.0,-3.0,0.0,0.0,0.0,0.9109559059143066,3.997328758239746,-3.0149765014648438,-0.014806171879172325,0.7092441320419312,1.4999994039535522,-1.4999996423721313,-0.014806171879172325,1.4999994039535522,-1.4999996423721313,90.71826171875,1024.0,1.0,0.00244140625,766.001953125,2048.0,418.0,0.00390625,39.22354852400167,11.594498270998884,1.6781125479974435,42.005222928000876,94.59568691000095,0.21111651546093013,0.02394056122692709,0.0066081971812918,0.0009564276392454665,,
15,,,,,431057,438351,7294,435478,435478,435478.0,0.12701743841171265,0.001,0.521484375,1.0,267.0,0.03515625,1.0,18.0,0.2879828528083604,0.009889927291279209,0.0016206226889686338,3.139095937952114e-05,37.60157251358032,0.37572586512433187,1e-06,1.1358493566513062,4.0,-3.0,0.00927734375,1.0,0.0,1.1265720129013062,3.0,-3.0,0.0,0.0,0.0,1.131364107131958,4.000936985015869,-3.297583818435669,-0.001253940281458199,0.6722819209098816,1.4999995231628418,-1.4999996423721313,-0.001253940281458199,1.4999995231628418,-1.4999996423721313,86.923828125,1024.0,1.0,0.00244140625,763.619140625,2048.0,407.0,0.005859375,46.023969474001206,11.06541036300041,1.3749897490015428,41.89161707700259,100.44694298699687,0.25853257765420296,0.024049215503999393,0.006352450848837605,0.0007893566087159068,,
16,,,,,413122,463435,50313,435627,435628,435627.5,0.10290084779262543,0.001,0.4921875,1.0,252.0,0.046875,1.0,24.0,0.3448160395026207,0.06544923012455305,0.0010965298919472844,0.00013418578297811715,125.20962029695511,0.3752741133593487,1e-06,1.1248807907104492,4.0,-3.0,0.015625,1.0,0.0,1.1092557907104492,3.0,-3.0,0.0,0.0,0.0,1.1202845573425293,4.002143859863281,-3.023876905441284,-0.016550561413168907,0.700639545917511,1.4999994039535522,-1.4999996423721313,-0.016550561413168907,1.4999994039535522,-1.4999996423721313,88.1865234375,1024.0,1.0,0.001953125,762.6484375,2048.0,389.0,0.00390625,35.38010561700139,11.077952782001375,1.4294333249999909,41.99358233399835,89.97828137299803,0.19589662368360625,0.02409947853039486,0.006357468698602232,0.0008203300554946547,,
17,,,,,425978,434188,8210,428751,428751,428751.0,0.09832514822483063,0.001,0.46484375,1.0,238.0,0.05078125,1.0,26.0,0.3971164625670229,0.03192591066804847,0.0014198751575479815,0.00012355795648285754,52.03110009431839,0.36826745730896565,1e-06,1.1957006454467773,4.0,-3.0,0.01416015625,1.0,0.0,1.1815404891967773,3.0,-3.0,0.0,0.0,0.0,1.1939500570297241,4.001439571380615,-3.0185799598693848,0.015913641080260277,0.6751927137374878,1.4999992847442627,-1.4999996423721313,0.015913641080260277,1.4999992847442627,-1.4999996423721313,81.068359375,1024.0,1.0,0.0029296875,756.3359375,2048.0,399.0,0.001953125,33.06655885099826,10.860677142998611,2.3378469760027656,42.10648342299828,88.4788654490003,0.19916254397449987,0.02455182811410252,0.0063327415813599335,0.0013631728998898928,,
18,,,,,411485,473463,61978,443101,443102,443101.25,0.08934541791677475,0.001,0.478515625,1.0,245.0,0.041015625,1.0,21.0,0.4290500375131766,0.027554902682701745,0.010792037648692106,-0.007606054114027453,45.905702114105225,0.3718449342743687,1e-06,1.2176594734191895,4.0,-3.0,0.01416015625,1.0,0.0,1.2034993171691895,3.0,-3.0,0.0,0.0,0.0,1.2190616130828857,6.902225971221924,-3.014336347579956,0.018772490322589874,0.658117949962616,1.4999994039535522,-1.4999996423721313,0.018772490322589874,1.4999994039535522,-1.4999996423721313,87.71923828125,1024.0,1.0,0.0029296875,777.712890625,2048.0,420.0,0.00390625,39.36932349199924,11.114682245999575,1.4288899279999896,43.110510062000685,95.12655042099868,0.21914579815083435,0.024323171093514565,0.006270960782665122,0.0008061870328734062,,
19,,,,,424076,444889,20813,431782,431783,431782.5,0.09959102421998978,0.001,0.48046875,1.0,246.0,0.03125,1.0,16.0,0.2941538364892559,-0.10635224940987038,0.0006928246854970764,-2.0733662235475743e-05,47.0856209397316,0.37034553926255787,1e-06,1.2932194471359253,4.0,-3.0,0.01171875,1.0,0.0,1.2815006971359253,3.0,-3.0,0.0,0.0,0.0,1.2891448736190796,3.997863531112671,-3.0146865844726562,0.0014954140642657876,0.644881010055542,1.4999995231628418,-1.4999996423721313,0.0014954140642657876,1.4999995231628418,-1.4999996423721313,84.2802734375,1024.0,1.0,0.001953125,759.044921875,2048.0,414.0,0.001953125,35.31688049299919,10.84307277499829,1.4287788090005051,42.127215219999925,89.800641971,0.204609807845609,0.024391455895039705,0.006278087216942726,0.0008272560890034364,,
20,1.5439525039866566,0.025,1.5189525039866567,0.0,432964,448215,15251,438841,438841,438841.0,0.10542058944702148,0.001,0.42578125,1.0,218.0,0.0546875,1.0,28.0,0.31526575430200016,-0.049300715455721164,0.0010831945130184036,5.205414232352331e-05,847.7433475255966,0.3719354068032929,1e-06,1.3868072032928467,4.0,-3.0,0.0185546875,1.0,0.0,1.3682525157928467,3.0,-3.0,0.0,0.0,0.0,1.3821425437927246,4.3569746017456055,-4.810530662536621,0.016098124906420708,0.6696412563323975,1.4999995231628418,-1.4999996423721313,0.016098124906420708,1.4999995231628418,-1.4999996423721313,79.564453125,1024.0,1.0,0.00390625,777.546875,2048.0,393.0,0.00390625,36.86908301499716,11.19861510299961,1.4552790549969359,42.66949406999993,122.79191911599992,0.22626287536512973,0.024308060362409123,0.0063796540791537315,0.0008290468842911988,16.78445351100163,13.70464909599832
21,,,,,419214,465542,46328,437108,437108,437108.0,0.1095985621213913,0.001,0.419921875,1.0,215.0,0.0390625,1.0,20.0,0.40862455630096894,0.017075428803419244,0.0013665727717031178,5.5050795677304666e-05,68.74503326416016,0.3889930028633752,1e-06,1.3752365112304688,4.0,-3.0,0.01611328125,1.0,0.0,1.3591232299804688,3.0,-3.0,0.0,0.0,0.0,1.3685028553009033,4.00324010848999,-3.418304443359375,-0.01733686402440071,0.6637941598892212,1.4999992847442627,-1.4999996423721313,-0.01733686402440071,1.4999992847442627,-1.4999996423721313,88.28515625,1024.0,1.0,0.00439453125,765.44140625,2048.0,402.0,0.009765625,37.53347577000022,11.23689937099698,2.227898782999546,40.69693060099962,91.79307118299766,0.2075874727335086,0.023276244429866085,0.006426843806906405,0.0012742267260033822,,
22,,,,,433044,463287,30243,442774,442775,442774.25,0.10069030523300171,0.001,0.4765625,1.0,244.0,0.056640625,1.0,29.0,0.3327788667132457,0.08343702610582113,0.0012411092776649943,0.00033537488828490797,3.312983989715576,0.38767686231488246,1e-06,1.2446330785751343,4.0,-3.0,0.025390625,1.0,0.0,1.2192424535751343,3.0,-3.0,0.0,0.0,0.0,1.2395455837249756,4.000151634216309,-3.013277053833008,-0.02916586957871914,0.6570475697517395,1.4999995231628418,-1.4999996423721313,-0.02916586957871914,1.4999995231628418,-1.4999996423721313,85.61962890625,1024.0,1.0,0.00048828125,779.173828125,2048.0,423.0,0.0078125,38.153639502997976,11.193171570001141,1.6008252399988123,41.33421452299808,92.35341725399849,0.21758686677995298,0.02333819916300354,0.00631990883051642,0.0009038608500826394,,
23,,,,,422003,435457,13454,427943,427944,427943.75,0.08926014602184296,0.001,0.400390625,1.0,205.0,0.0859375,1.0,44.0,0.24018079183738808,0.0017379888429723937,0.0016263710045865897,0.0001746609510707364,38.50160866975784,0.37722616020526356,1e-06,1.3693867921829224,4.0,-3.0,0.03173828125,1.0,0.0,1.337648630142212,3.0,-3.0,0.0,0.0,0.0,1.3625648021697998,3.9970269203186035,-4.110119819641113,-0.003712390549480915,0.6367385983467102,1.4999995231628418,-1.4999996423721313,-0.003712390549480915,1.4999995231628418,-1.4999996423721313,80.92919921875,1024.0,1.0,0.00341796875,754.8984375,2048.0,418.0,0.001953125,39.17273923399989,10.857298333001381,1.6174642010009848,40.99409257300067,92.74400383700049,0.23634626641245718,0.02394829494121638,0.006342713460005773,0.0009449046755566501,,
24,,,,,432610,456752,24142,444252,444253,444252.25,0.08555561304092407,0.001,0.42578125,1.0,218.0,0.115234375,1.0,59.0,0.3362696754836267,-0.005796055429645123,0.010664426557336664,0.039009263193762425,60.77180767059326,0.37310624794792063,1e-06,1.4492738246917725,4.0,-3.0,0.0458984375,1.0,0.0,1.4033753871917725,3.0,-3.0,0.0,0.0,0.0,1.4411777257919312,3.9992268085479736,-4.0969557762146,-0.03318092226982117,0.7243934869766235,1.4999994039535522,-1.4999996423721313,-0.03318092226982117,1.4999994039535522,-1.4999996423721313,100.78759765625,1024.0,1.0,0.0087890625,766.892578125,2048.0,413.0,0.00390625,44.81696920899776,11.190819324998301,1.4682534839994332,43.08506598799795,100.65615235799851,0.21712280335539796,0.02424583442627356,0.006297559171055578,0.0008262498861848382,,
25,,,,,436850,459727,22877,447178,447179,447178.5,0.08217447996139526,0.001,0.423828125,1.0,217.0,0.15625,1.0,80.0,0.33136053640266944,-0.003450045940177194,0.001354993441431173,0.000324116764863118,32.146618008613586,0.3762371251417059,1e-06,1.46878981590271,4.0,-3.0,0.0693359375,1.0,0.0,1.3994539976119995,3.0,-3.0,0.0,0.0,0.0,1.4646955728530884,4.000734806060791,-3.0164928436279297,-0.013277054764330387,0.6781328916549683,1.4999996423721313,-1.4999996423721313,-0.013277054764330387,1.4999996423721313,-1.4999996423721313,90.5947265625,1024.0,1.0,0.00244140625,782.80078125,2048.0,399.0,0.00390625,37.90609649399994,11.658711578998918,1.5250693910020345,43.04667973799951,94.25211232299989,0.2043036816932377,0.024065714104099096,0.006517929405706512,0.0008526066162628763,,
26,,,,,412212,448384,36172,436106,436107,436106.75,0.08396866917610168,0.001,0.396484375,1.0,203.0,0.189453125,1.0,97.0,0.41832696247313705,0.003644961032218167,0.0014494123086998506,5.445791014478475e-05,20.61491221189499,0.39623088408463303,1e-06,1.5181785821914673,4.0,-3.0,0.08154296875,1.0,0.0,1.4366354942321777,3.0,-3.0,0.0,0.0,0.0,1.5150338411331177,3.999026298522949,-3.0170340538024902,0.005823305808007717,0.6537391543388367,1.4999995231628418,-1.4999995231628418,0.005823305808007717,1.4999995231628418,-1.4999995231628418,89.94287109375,1024.0,1.0,0.0048828125,761.828125,2048.0,425.0,0.00390625,36.07027383899913,11.592588961000729,1.414382248000038,39.86776033199931,89.03762887899939,0.1958180585495303,0.022854358670210507,0.00664549961735328,0.0008108004794697847,,
27,,,,,413305,438858,25553,431992,431992,431992.0,0.07950077205896378,0.001,0.39453125,1.0,202.0,0.279296875,1.0,143.0,0.37766652554273605,-0.02792866824061743,0.011740526463004894,-0.010548574532029826,66.7271136045456,0.3729431509135026,1e-06,1.588909387588501,4.0,-3.0,0.1396484375,1.0,0.0,1.4492610692977905,3.0,-3.0,0.0,0.0,0.0,1.5875532627105713,4.728262901306152,-3.0294532775878906,-0.003967802505940199,0.7079002857208252,1.4999992847442627,-1.4999996423721313,-0.003967802505940199,1.4999992847442627,-1.4999996423721313,87.755859375,1024.0,1.0,0.00390625,755.978515625,2048.0,389.0,0.009765625,38.80919104699933,10.922854534997896,1.3567574999979115,41.87613409199912,93.06269061199782,0.21593772143397283,0.02423432267958615,0.006321213433928114,0.0007851751305567647,,
28,,,,,415964,457400,41436,436266,436267,436266.25,0.0786936953663826,0.001,0.38671875,1.0,198.0,0.359375,1.0,184.0,0.3967071751753489,-0.05219940952956677,0.0021490505159211656,0.0006130409937516863,21.64611154794693,0.3765587967390332,1e-06,1.6753674745559692,4.0,-3.0,0.18701171875,1.0,0.0,1.4883557558059692,3.0,-3.0,0.0,0.0,0.0,1.672473669052124,3.999239683151245,-3.0133132934570312,0.00655680987983942,0.7114794850349426,1.4999994039535522,-1.4999996423721313,0.00655680987983942,1.4999994039535522,-1.4999996423721313,89.52587890625,1024.0,1.0,0.00244140625,762.556640625,2048.0,393.0,0.00390625,40.84360394000032,11.079342185003043,1.423786231000122,41.886435439002526,95.34178803999748,0.22276425799977267,0.02400279384378377,0.0063489567351376845,0.0008158929501194064,,
29,,,,,423566,467214,43648,444562,444562,444562.0,0.07042446732521057,0.001,0.44921875,1.0,230.0,0.486328125,1.0,249.0,0.3943940286835035,0.07450816872684905,0.002066119013276572,0.0001376468920473902,50.07297199964523,0.3779001999343191,1e-06,1.6954776048660278,4.0,-3.0,0.302734375,1.0,0.0,1.3927432298660278,3.0,-3.0,0.0,0.0,0.0,1.6887041330337524,3.9981021881103516,-4.1999053955078125,-0.004441362805664539,0.7079171538352966,1.4999995231628418,-1.4999996423721313,-0.004441362805664539,1.4999995231628418,-1.4999996423721313,101.29296875,1024.0,1.0,0.005859375,766.9921875,2048.0,393.0,0.0078125,39.97263818300053,11.622492639999109,1.4778728519995639,42.62039904899939,95.80407498999921,0.19268750811287902,0.023967635025597886,0.006535923358271236,0.0008310836576223135,,
30,2.2892206775024535,0.7375,1.551720673404634,0.0,419280,475559,56279,451800,451801,451800.75,0.06748747825622559,0.001,0.46875,1.0,240.0,0.484375,1.0,248.0,0.35294166880269207,0.05002772681895764,0.004219279294052432,-0.005667173059845804,103.47340101003647,0.3778915185202903,1e-06,1.746471881866455,4.0,-3.0,0.4365234375,1.0,0.0,1.309948444366455,3.0,-3.0,0.0,0.0,0.0,1.7391979694366455,3.9991955757141113,-3.0392253398895264,-0.021396351978182793,0.7636756896972656,1.4999994039535522,-1.4999996423721313,-0.021396351978182793,1.4999994039535522,-1.4999996423721313,103.30029296875,1024.0,1.0,0.00390625,779.123046875,2048.0,407.0,0.005859375,40.36302569899999,11.552890530001605,1.9488390920014353,43.32534491900151,128.38563875300315,0.19078850674752665,0.02397370130472421,0.006392691097791231,0.00107837309477764,16.677505305000523,14.215470327995718
