step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,2.1909634644165634,0.8,1.3909634640440345,0.0,432681,456415,23734,448079,448080,448079.25,0.05196475237607956,0.001,0.64453125,1.0,330.0,0.5390625,1.0934588121703732,276.0,0.4405017653780599,-0.036753347263701504,0.0015197739234164118,2.81806452192306e-06,83.67846775054932,0.3631096917734347,1e-06,1.3478461503982544,4.0,-3.0,0.51904296875,1.0,0.0,0.8288030624389648,3.0,-3.0,0.0,0.0,0.0,1.3530242443084717,8.802532196044922,-3.0127594470977783,-5.0973780751917275e-09,0.9999999403953552,2.753422260284424,-2.773437023162842,-5.0973780751917275e-09,2.753422260284424,-2.773437023162842,105.23876953125,1024.0,1.0,0.00341796875,769.916015625,1849.0,419.0,0.0,37.1562380240066,11.9264226850064,1.391713709999749,44.63132858800236,119.52360846399824,0.0007764885954882697,0.17239553853080838,0.0066541926930372254,0.02490147032472624,10.556026488993666,13.754759556999488
11,,,,,431816,443404,11588,436377,436378,436377.25,0.05492857098579407,0.001,0.62890625,1.0,322.0,0.490234375,1.1326378617618318,251.0,0.45826716977974463,-0.0019454116579787485,0.023773220399844235,0.023121657296385444,17.889995515346527,0.3825201424683496,1e-06,1.5364680290222168,4.0,-3.0,0.62353515625,1.0,0.0,0.9129328727722168,3.0,-3.0,0.0,0.0,0.0,1.5415208339691162,12.294061660766602,-3.0144290924072266,-1.1304429614611422e-09,1.0,2.7347638607025146,-2.667750835418701,-1.1304429614611422e-09,2.7347638607025146,-2.667750835418701,105.45361328125,1024.0,1.0,0.00341796875,746.845703125,2048.0,402.0,0.00390625,38.95068336300028,11.686109962996852,1.4142151810010546,41.23189422200085,93.3864484309961,0.0008102021708287122,0.18035312180451954,0.006694958297549226,0.023621702450116754,,
12,,,,,434600,466462,31862,450264,450264,450264.0,0.05202234163880348,0.001,0.59765625,1.0,306.0,0.33984375,1.3261299671054765,174.0,0.3891247992714246,0.003700691368430853,0.0018541380180977286,4.988467480870896e-07,88.39405959844589,0.3802064142587667,1e-06,1.7984013557434082,4.0,-3.0,0.7705078125,1.0,0.0,1.0278935432434082,3.0,-3.0,0.0,0.0,0.0,1.8095221519470215,13.254232406616211,-3.01656436920166,-4.24297219581149e-09,1.0000001192092896,2.982511520385742,-2.928280830383301,-4.24297219581149e-09,2.982511520385742,-2.928280830383301,112.3828125,1024.0,1.0,0.00341796875,767.0390625,2048.0,393.0,0.005859375,48.05856549800228,11.746964573001605,1.4306522670012782,42.86746273600147,104.20823992700025,0.0007943408017303616,0.20880502910150453,0.0065222650339587475,0.023801293649948402,,
13,,,,,428026,456947,28921,444003,444003,444003.0,0.06151547282934189,0.001,0.5625,1.0,288.0,0.248046875,1.5058939323315805,127.0,0.37714100397866346,-0.04222258063161682,0.013793462060456133,0.022774468166156518,10.60998249053955,0.37068586259650327,1e-06,1.8310701847076416,4.0,-3.0,0.80322265625,1.0,0.0,1.027847409248352,3.0,-3.0,0.0,0.0,0.0,1.8409005403518677,12.640034675598145,-3.0212411880493164,-1.4407165238594644e-08,1.0,3.4232399463653564,-3.346520185470581,-1.4407165238594644e-08,3.4232399463653564,-3.346520185470581,111.703125,1024.0,1.0,0.0048828125,755.490234375,2048.0,416.0,0.00390625,53.54232087800483,11.898993940994842,1.5866567680059234,43.32707788699918,110.47388380100165,0.0008933817834597533,0.23404637395966582,0.006699838706604934,0.02439571235273139,,
14,,,,,438727,462921,24194,451347,451348,451347.75,0.057158757001161575,0.001,0.560546875,1.0,287.0,0.189453125,1.7201054870553545,97.0,0.29915638219925667,-0.08768770284950733,0.001035771351457844,-0.00014678616609613057,32.8512699007988,0.37033685401891314,1e-06,1.9566330909729004,4.0,-3.0,0.8232421875,1.0,0.0,1.1333909034729004,3.0,-3.0,0.0,0.0,0.0,1.9750715494155884,17.534019470214844,-3.0129804611206055,1.318782061332513e-08,0.9999999403953552,3.5881073474884033,-3.527395248413086,1.318782061332513e-08,3.5881073474884033,-3.527395248413086,108.47216796875,1024.0,1.0,0.0029296875,773.06640625,2034.0,399.0,0.0,39.45470055199985,11.314414252999995,1.3577021820019581,44.07549300699611,96.53787731000193,0.0007520266701240663,0.17760307426930264,0.006267015983241301,0.024413267268417818,,
15,,,,,423757,462389,38632,441907,441908,441907.75,0.08135921508073807,0.001,0.4609375,1.0,236.0,0.13671875,1.8361450300639575,70.0,0.295774154605404,-0.009314375298638497,0.011145484500429443,0.008113056791561605,123.29803138971329,0.3754110631986222,1e-06,2.1206464767456055,4.0,-3.0,0.82177734375,1.0,0.0,1.2988691329956055,3.0,-3.0,0.0,0.0,0.0,2.1269314289093018,16.7811279296875,-3.0100083351135254,-7.875315510830205e-09,0.9999999403953552,4.165890216827393,-4.153026580810547,-7.875315510830205e-09,4.165890216827393,-4.153026580810547,102.17529296875,1024.0,1.0,0.0009765625,760.92578125,2048.0,402.0,0.005859375,36.12783778599987,11.641745230001106,1.5678589509989251,42.58670960999734,92.02773701100523,0.0008869831718265436,0.17264981857542172,0.006586072110073373,0.02409253379805929,,
16,,,,,438061,460562,22501,445574,445575,445574.25,0.0755312442779541,0.001,0.50390625,1.0,258.0,0.1171875,2.073644135332772,60.0,0.2461985190709432,-0.010823390601823727,0.0011326494975946843,1.01802782107067e-05,12.160584211349487,0.3776712170012196,1e-06,2.125885009765625,4.0,-3.0,0.8798828125,1.0,0.0,1.2460020780563354,3.0,-3.0,0.0,0.0,0.0,2.1352033615112305,20.139869689941406,-3.0149543285369873,-1.0301823394343046e-08,1.0,4.3200225830078125,-4.264289379119873,-1.0301823394343046e-08,4.3200225830078125,-4.264289379119873,104.14501953125,1024.0,3.0,0.00146484375,766.1171875,2048.0,426.0,0.00390625,36.54904984699533,11.300174089003121,1.3720756590046221,42.647063879994676,91.99564314500458,0.0007698355880106526,0.17135928175853105,0.006340230662455876,0.023928146588360233,,
17,,,,,433502,460108,26606,446448,446449,446448.5,0.06233326345682144,0.001,0.45703125,1.0,234.0,0.09765625,2.1633307652783933,50.0,0.2577239856604607,-0.004848788252040263,0.013586215599770508,0.029419958021941466,12.203301072120667,0.3908403505734892,1e-06,2.24596905708313,4.0,-3.0,0.83837890625,1.0,0.0,1.4075902700424194,3.0,-3.0,0.0,0.0,0.0,2.2675940990448,23.864391326904297,-3.013835906982422,1.1462969462527894e-09,1.0000001192092896,3.7969071865081787,-4.239037990570068,1.1462969462527894e-09,3.7969071865081787,-4.239037990570068,103.9951171875,1024.0,5.0,0.00341796875,767.974609375,2048.0,399.0,0.00390625,42.99166980100563,12.020834312999796,1.3528367249964504,41.32251248599641,97.8073005220067,0.0007575547487540279,0.20185588360051848,0.0067313667270691895,0.023139574041572776,,
18,,,,,441175,474782,33607,458449,458450,458449.25,0.04564458876848221,0.001,0.4375,1.0,224.0,0.08203125,2.309401076758503,42.0,0.26883272682466813,0.06643056642684725,0.02149117048717134,0.028015950288517482,30.40653383731842,0.3963766942267749,1e-06,2.1805787086486816,4.0,-3.0,0.84423828125,1.0,0.0,1.3363405466079712,3.0,-3.0,0.0,0.0,0.0,2.222654342651367,30.170574188232422,-3.015688180923462,8.866677170260573e-09,0.9999998807907104,5.134884834289551,-5.055678367614746,8.866677170260573e-09,5.134884834289551,-5.055678367614746,107.55712890625,1024.0,9.0,0.00244140625,787.8515625,2048.0,418.0,0.00390625,37.34320088700042,12.02984717900108,1.3555828559983638,41.884428056000615,92.72261845799949,0.0007392218746122737,0.16952837058340373,0.006560075722122504,0.022840275153684194,,
19,,,,,436510,452538,16028,446332,446332,446332.0,0.06020999699831009,0.001,0.4140625,1.0,212.0,0.083984375,2.2204126999590716,43.0,0.2375897725423177,0.05597111393387119,0.0011660885657571876,-2.6211222514878803e-05,177.69604474306107,0.3822489317881539,1e-06,2.212407112121582,4.0,-3.0,0.8623046875,1.0,0.0,1.3501025438308716,3.0,-3.0,0.0,0.0,0.0,2.2440085411071777,34.036102294921875,-3.0141758918762207,-1.721174869295794e-09,1.0000001192092896,4.507927417755127,-4.380615711212158,-1.721174869295794e-09,4.507927417755127,-4.380615711212158,103.890625,1024.0,17.0,0.0029296875,767.8515625,2048.0,393.0,0.005859375,38.434501108000404,11.240506538997579,1.689301433005312,42.284453764994396,93.7574438629963,0.0009462134873845658,0.18064042105955974,0.006296045622427688,0.023684417521595134,,
20,2.4654947163537146,0.925,1.5404947137460112,0.0,432070,443032,10962,439197,439197,439197.0,0.06612567603588104,0.001,0.38671875,1.0,198.0,0.08984375,2.074692224424374,46.0,0.2202319849667878,-0.04115064111377659,0.0013184086520000007,0.0002096664093187428,14.833484470844269,0.3904309204689613,1e-06,2.395838975906372,4.0,-3.0,0.8798828125,1.0,0.0,1.515956163406372,3.0,-3.0,0.0,0.0,0.0,2.424527883529663,33.921661376953125,-3.019145965576172,7.837076765326856e-09,0.9999997615814209,4.639693737030029,-4.508070468902588,7.837076765326856e-09,4.639693737030029,-4.508070468902588,102.673828125,1024.0,22.0,0.001953125,755.1328125,2048.0,389.0,0.005859375,35.87220678000449,11.557378022000194,1.4657844510002178,40.678076245996635,115.15784252299636,0.0008343547718906424,0.17059582063575723,0.0065786981821370554,0.02315480083310942,9.603584461001446,15.878626988996984
21,,,,,423892,454827,30935,439233,439234,439233.5,0.05529280751943588,0.001,0.38671875,1.0,198.0,0.091796875,2.0525023647847056,47.0,0.17979753659716968,0.11489540364207892,0.000836660164199641,0.00019066495788765364,114.96429365873337,0.39134474470838787,1e-06,2.3474326133728027,4.0,-3.0,0.88232421875,1.0,0.0,1.4651081562042236,3.0,-3.0,0.0,0.0,0.0,2.391091823577881,37.82042694091797,-3.020244598388672,1.177114583583716e-08,1.0000001192092896,4.7700581550598145,-4.611817359924316,1.177114583583716e-08,4.7700581550598145,-4.611817359924316,101.2724609375,1024.0,18.0,0.00244140625,756.60546875,2048.0,416.0,0.00390625,37.04218098500132,11.669599562999792,1.5466137300027185,40.548747866996564,90.93734727000265,0.0008802913086107494,0.1785974416603248,0.006642025006630752,0.023079266419226085,,
22,,,,,423204,458297,35093,444773,444774,444773.25,0.06730008870363235,0.001,0.37890625,1.0,194.0,0.08203125,2.1491969707422394,42.0,0.18762507366723027,-0.06125681153659163,0.001134681019626943,-0.0001772108743321512,47.97787135839462,0.37762818236384865,1e-06,2.404467821121216,4.0,-3.0,0.90576171875,1.0,0.0,1.4987062215805054,3.0,-3.0,0.0,0.0,0.0,2.4371731281280518,46.21784973144531,-3.0144598484039307,-4.7636032896036795e-09,0.9999998807907104,3.308711528778076,-4.699585914611816,-4.7636032896036795e-09,3.308711528778076,-4.699585914611816,100.10009765625,1024.0,16.0,0.001953125,768.59765625,2048.0,419.0,0.005859375,43.29032205200201,11.671287231998576,1.5713265569938812,42.62445855500118,99.26343099400401,0.0008832177727605478,0.21116715227434457,0.006560245716215271,0.023958533114908094,,
23,,,,,441090,458851,17761,451939,451940,451939.5,0.07919833809137344,0.001,0.4140625,1.0,212.0,0.080078125,2.2739242967427638,41.0,0.16971988711626299,0.007243669651929409,0.009831370776444073,0.008832081877992623,75.29519653320312,0.39269655112992774,1e-06,2.4123408794403076,4.0,-3.0,0.8984375,1.0,0.0,1.5139034986495972,3.0,-3.0,0.0,0.0,0.0,2.4380688667297363,40.7962646484375,-3.01959490776062,2.715059821412069e-08,1.0,3.7262051105499268,-5.319145202636719,2.715059821412069e-08,3.7262051105499268,-5.319145202636719,97.6923828125,1024.0,19.0,0.0009765625,785.001953125,2048.0,422.0,0.001953125,29.034305351000512,12.036970524997741,1.3954311799971038,41.64460177000001,84.21652676699887,0.0007719126011319566,0.14511783315673457,0.006658507679123943,0.023036602117097536,,
24,,,,,429499,449754,20255,438471,438472,438471.25,-0.028674330562353134,0.001,0.396484375,1.0,203.0,0.09375,2.056493779875511,48.0,0.19874013374958718,-0.07933762044246707,0.0011645748620919352,1.864644790267838e-05,397.5699998140335,0.37603431276789234,1e-06,2.3666036128997803,4.0,-3.0,0.89892578125,1.0,0.0,1.4676777124404907,3.0,-3.0,0.0,0.0,0.0,2.5018868446350098,51.18019104003906,-3.01603102684021,8.460208533733748e-09,0.9999998807907104,3.0714311599731445,-4.333445072174072,8.460208533733748e-09,3.0714311599731445,-4.333445072174072,102.15673828125,1024.0,20.0,0.00439453125,754.232421875,2048.0,389.0,0.001953125,35.71371484299743,11.607280516000174,1.3589102969999658,42.13761277599406,90.9286556549996,0.0007748001134623797,0.17070178256545804,0.0066180396753493945,0.024025299706647844,,
25,,,,,428790,446567,17777,436487,436487,436487.0,0.04453830420970917,0.001,0.365234375,1.0,187.0,0.072265625,2.248122339654596,37.0,0.18855182954977298,0.03280405794944743,0.0013415835906173392,-9.310443445052631e-06,13628035.909359634,0.37968868805593053,1e-06,2.5135092735290527,4.0,-3.0,0.8876953125,1.0,0.0,1.6258140802383423,3.0,-3.0,0.0,0.0,0.0,2.5795788764953613,61.795413970947266,-3.019463300704956,6.095713378506673e-10,1.0,4.4301347732543945,-5.174267768859863,6.095713378506673e-10,4.4301347732543945,-5.174267768859863,97.78125,1024.0,21.0,0.00146484375,754.732421875,2048.0,393.0,0.0078125,30.43058817099518,11.742259209000622,1.3718863989997772,41.603015012005926,85.25550582999858,0.0007857544434311774,0.1519584340593799,0.0067254346687304675,0.023828324218135893,,
26,,,,,418838,461508,42670,444284,444285,444284.25,0.009765878319740295,0.001,0.33984375,1.0,174.0,0.078125,2.085665361461421,40.0,0.1534728152056535,7.874564082462651,0.003406068936844046,-0.023838080823043128,159892.8332232237,0.38538209505669824,1e-06,2.5532357692718506,4.0,-3.0,0.908203125,1.0,0.0,1.645032525062561,3.0,-3.0,0.0,0.0,0.0,2.6549301147460938,59.210872650146484,-3.0191941261291504,7.517496847242455e-09,1.0,3.466505765914917,-5.0700554847717285,7.517496847242455e-09,3.466505765914917,-5.0700554847717285,99.10986328125,1024.0,20.0,0.001953125,768.6328125,2048.0,402.0,0.00390625,31.95729719600058,11.674548323004274,1.3200417780026328,41.6475078020012,86.70475699600502,0.0007427912299404226,0.15744294770343725,0.006569301254210719,0.023435170052731557,,
27,,,,,423345,450157,26812,436860,436860,436860.0,-0.050204500555992126,0.001,0.33203125,1.0,170.0,0.099609375,1.8257418583505538,51.0,0.21000963655011406,-0.1397816626804656,0.0011132120953647997,0.0003901202262254785,472.7647731900215,0.38434025582841513,1e-06,2.407121419906616,4.0,-3.0,0.888671875,1.0,0.0,1.5184496641159058,3.0,-3.0,0.0,0.0,0.0,2.5767228603363037,58.69263458251953,-3.0134356021881104,0.0,0.9999999403953552,3.398937702178955,-4.476472854614258,0.0,3.398937702178955,-4.476472854614258,97.98828125,1024.0,19.0,0.00390625,755.25390625,2048.0,399.0,0.00390625,36.591820239998924,11.539248139997653,1.41066786400188,41.07303913799842,90.73429672200291,0.0008072768529974591,0.18233914809646665,0.006603516080665232,0.023504692085564265,,
28,,,,,419816,476463,56647,447135,447135,447135.0,0.011214626021683216,0.001,0.37109375,1.0,190.0,0.0625,2.436698586202241,32.0,0.19417827504296456,-0.07467424674823339,0.014028350193609273,0.042302873522129955,176.32750910520554,0.3803060755597099,1e-06,2.316831111907959,4.0,-3.0,0.9072265625,1.0,0.0,1.4096043109893799,3.0,-3.0,0.0,0.0,0.0,2.4198713302612305,66.760009765625,-3.029999256134033,5.797742730351274e-09,0.9999999403953552,3.612243413925171,-4.819472312927246,5.797742730351274e-09,3.612243413925171,-4.819472312927246,102.806640625,1024.0,19.0,0.0029296875,770.50390625,2048.0,407.0,0.005859375,36.11917476900271,11.805735064001055,1.7107935849999194,42.565547934995266,92.30753297499905,0.0009565307932726802,0.17154841066646423,0.006600766582799968,0.023799047231258606,,
29,,,,,418468,470370,51902,443453,443454,443453.25,0.03636845946311951,0.001,0.3203125,1.0,164.0,0.060546875,2.3000701251581788,31.0,0.16412661944826443,-0.09440365067372719,0.0010321120518104485,-0.00020071680413214684,221.0599089860916,0.3864149372581399,1e-06,2.5836048126220703,4.0,-3.0,0.92333984375,1.0,0.0,1.6602650880813599,3.0,-3.0,0.0,0.0,0.0,2.665513038635254,66.64114379882812,-3.0307412147521973,-2.482049898944183e-09,0.9999999403953552,3.647303581237793,-5.047499179840088,-2.482049898944183e-09,3.647303581237793,-5.047499179840088,96.05712890625,1024.0,20.0,0.00244140625,770.0625,2048.0,407.0,0.00390625,37.73394147599902,11.973842797000543,1.4001811140042264,41.48530866499641,92.70621272300195,0.0007893623025675347,0.1918106060541315,0.00675034109965399,0.023387644957499135,,
30,2.5884857857599854,0.9625,1.625985784828663,0.0,433306,470257,36951,451454,451455,451454.5,0.032320767641067505,0.001,0.3203125,1.0,164.0,0.0625,2.2638462845343543,32.0,0.18050034393866857,-0.08242660515097669,0.012615437607746572,0.012314789739684784,65.19867378473282,0.3747957506129937,1e-06,2.492861032485962,4.0,-3.0,0.9248046875,1.0,0.0,1.5680561065673828,3.0,-3.0,0.0,0.0,0.0,2.576199769973755,67.78424072265625,-3.01556396484375,2.4377253549090483e-09,1.0,5.597729206085205,-5.44638729095459,2.4377253549090483e-09,5.597729206085205,-5.44638729095459,97.8037109375,1024.0,24.0,0.00146484375,783.943359375,2048.0,413.0,0.013671875,31.840701401000842,11.76544786500017,1.7862500330011244,43.64239239800372,119.40163468800165,0.0009891639318032738,0.15896347216203954,0.006515301024245062,0.024167658312190775,16.550226031999046,13.704786101996433
