step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
34,,,,,443411,460038,16627,451611,451612,451611.75,0.12068211287260056,0.001,0.20524075301364064,-0.09415482135955244,0.0024082057025225367,0.0005229597956031284,11.154532015323639,0.3769040315472426,1e-06,2.1531312465667725,4.0,-3.0,0.65185546875,1.0,0.0,1.5012757778167725,3.0,-3.0,0.0,0.0,0.0,2.1468088626861572,5.646669387817383,-3.0223309993743896,0.04501044377684593,0.5144873261451721,1.732050895690918,-1.732050895690918,0.04501044377684593,1.732050895690918,-1.732050895690918,96.98974609375,1024.0,1.0,0.001953125,785.064453125,2048.0,393.0,0.009765625,30.33665151501191,11.539450711992686,1.2458654770016437,43.35957057699852,86.58312133599247,0.0006896772930518547,0.006387926527594049,0.024002680719112445,0.15272560986237022,,
35,,,,,420063,485989,65926,446895,446896,446895.5,0.12697790563106537,0.001,0.20257986038923265,-0.0010646585064629714,0.0006827129516750574,-0.015517595980175733,486.4476652145386,0.380455300760688,1e-06,2.352583408355713,4.0,-3.0,0.7607421875,1.0,0.0,1.5918413400650024,3.0,-3.0,0.0,0.0,0.0,2.3396847248077393,3.9986863136291504,-4.149916648864746,0.003252842929214239,0.4832065999507904,1.732050895690918,-1.7320513725280762,0.003252842929214239,1.732050895690918,-1.7320513725280762,99.9501953125,1024.0,1.0,0.00390625,772.892578125,2048.0,416.0,0.00390625,35.51206338898919,11.367657434006105,1.2824605509958928,42.49022148300719,90.7686794350011,0.000717427536748464,0.006359236909974538,0.02376966286470058,0.17348515075374057,,
36,,,,,440589,454853,14264,447680,447681,447680.75,0.11911904066801071,0.001,0.24508294174748083,-0.036995040598295385,0.0012710540397693553,0.0003449351512362257,11.689749091863632,0.3830000252448287,1e-06,2.4869682788848877,4.0,-3.0,0.73583984375,1.0,0.0,1.7511283159255981,3.0,-3.0,0.0,0.0,0.0,2.4791393280029297,4.941655158996582,-3.014587879180908,0.032635193318128586,0.451061874628067,1.732050895690918,-1.7320520877838135,0.032635193318128586,1.732050895690918,-1.7320520877838135,94.45849609375,1024.0,3.0,0.0009765625,779.91796875,2048.0,424.0,0.0078125,31.828517746005673,11.309334019999369,1.219717934000073,42.28425209900888,86.72579771799792,0.0006811315507759005,0.00631551279566933,0.02361294968513214,0.16453012776364906,,
37,,,,,419162,455682,36520,438322,438323,438322.75,0.12340236455202103,0.001,0.28186798583844613,0.044242124651269664,0.035414194625978966,0.03629737829340166,111.17554187774658,0.38071436864195274,1e-06,2.6025314331054688,4.0,-3.0,0.86572265625,1.0,0.0,1.7368088960647583,3.0,-3.0,0.0,0.0,0.0,2.5898118019104004,3.9995203018188477,-3.9097838401794434,-0.04976887255907059,0.47024935483932495,1.7320520877838135,-1.7320512533187866,-0.04976887255907059,1.7320520877838135,-1.7320512533187866,101.94287109375,1024.0,14.0,0.0048828125,754.15625,2048.0,420.0,0.005859375,36.488250171998516,11.327646513003856,1.5146460350078996,41.60483467800077,91.01231757100322,0.0008638874180087046,0.00646079088582777,0.023729566100550777,0.17476973341187818,,
38,,,,,437188,461889,24701,446125,446126,446125.5,0.1261816769838333,0.001,0.16828036333123844,-0.0726746160381784,0.0005711325657709192,-5.455659362875546e-05,63.63776555657387,0.3860723702243946,1e-06,2.4842374324798584,4.0,-3.0,0.876953125,1.0,0.0,1.6072843074798584,3.0,-3.0,0.0,0.0,0.0,2.480700969696045,5.621245384216309,-3.0333306789398193,-0.028456224128603935,0.4124053120613098,1.732051134109497,-1.732051134109497,-0.028456224128603935,1.732051134109497,-1.732051134109497,97.9169921875,1024.0,16.0,0.00341796875,773.421875,2048.0,389.0,0.00390625,29.896528847006266,11.380288803004078,1.4124553949950496,41.777490063002915,84.58855839299213,0.000791512363110296,0.006377291145094865,0.02341128789040467,0.14908458838404592,,
39,,,,,426982,464709,37727,447807,447807,447807.0,0.11115305870771408,0.001,0.19785060435533525,0.054723225285609564,0.02495657781449457,0.03569167690493487,39.53554192185402,0.3702798904691266,1e-06,2.604530096054077,4.0,-3.0,0.87646484375,1.0,0.0,1.7280653715133667,3.0,-3.0,0.0,0.0,0.0,2.6133389472961426,9.737364768981934,-3.024142026901245,-0.06350327283143997,0.49192991852760315,1.7320526838302612,-1.7320525646209717,-0.06350327283143997,1.7320526838302612,-1.7320525646209717,102.390625,1024.0,1.0,0.00390625,772.232421875,2048.0,407.0,0.005859375,35.968941172002815,11.977763891001814,1.2545174829865573,43.71751472000324,93.03347587000462,0.0007003672804280401,0.006686900769193991,0.02440644893894202,0.171528980867555,,
40,2.7198159167543055,0.95,1.769815913401544,0.0,430025,454993,24968,439723,439723,439723.0,0.11436379700899124,0.001,0.2222195826470852,0.007161679543787614,0.011831169332920884,0.038906840299993445,20.496349722146988,0.38228275231647946,1e-06,2.532158374786377,4.0,-3.0,0.873046875,1.0,0.0,1.6591116189956665,3.0,-3.0,0.0,0.0,0.0,2.5405919551849365,10.387161254882812,-3.0253536701202393,-0.03660474717617035,0.38658851385116577,1.732051134109497,-1.7320520877838135,-0.03660474717617035,1.732051134109497,-1.7320520877838135,100.0859375,1024.0,17.0,0.0029296875,758.748046875,2048.0,393.0,0.00390625,33.89482190999843,11.74440898100147,1.4336427230009576,41.59361450900906,110.64860235399101,0.0008150828606878407,0.006677163226054511,0.02364762276990802,0.16535995389703392,7.971018894997542,13.90365659800591
41,,,,,420556,453442,32886,436556,436557,436556.5,0.12100887298583984,0.001,0.1749046785136064,0.009630072334160408,0.0006389052180262903,5.525776523427339e-05,5.240537464618683,0.3740709677762907,1e-06,2.5643646717071533,4.0,-3.0,0.85546875,1.0,0.0,1.7088958024978638,3.0,-3.0,0.0,0.0,0.0,2.573103904724121,14.12192153930664,-3.039071798324585,-0.030326005071401596,0.3838501274585724,1.732050895690918,-1.7320524454116821,-0.030326005071401596,1.732050895690918,-1.7320524454116821,99.1591796875,1024.0,17.0,0.001953125,753.490234375,2048.0,407.0,0.001953125,30.83359732700046,11.64008975100296,1.1478983190027066,42.15369761599868,85.87740181399568,0.0006573595393738878,0.006665855250696623,0.024139886598870182,0.15183130288362334,,
42,,,,,429228,467747,38519,445048,445049,445048.25,0.12492024898529053,0.001,0.20405242640164592,0.030684947877401305,0.001002811614589225,-6.769313374881617e-05,57.73301747441292,0.379607187798421,1e-06,2.4783196449279785,4.0,-3.0,0.87158203125,1.0,0.0,1.6067373752593994,3.0,-3.0,0.0,0.0,0.0,2.478569984436035,11.613227844238281,-3.0154786109924316,-0.024511437863111496,0.38098615407943726,1.732051134109497,-1.7320513725280762,-0.024511437863111496,1.732051134109497,-1.7320513725280762,98.43798828125,1024.0,15.0,0.0009765625,770.796875,2048.0,399.0,0.005859375,32.25464770500548,11.341887119007879,1.6159715319954557,42.40401025400206,87.69904526599566,0.000907750750618307,0.006371155890966811,0.02381989495184065,0.159992498573943,,
43,,,,,426855,440767,13912,435378,435378,435378.0,0.11538203060626984,0.001,0.24372603101976986,0.06786576314861405,0.029274700538672763,0.03793144943533819,68.0515920817852,0.3820381111306261,1e-06,2.660390615463257,4.0,-3.0,0.87060546875,1.0,0.0,1.7897851467132568,3.0,-3.0,0.0,0.0,0.0,2.679809093475342,18.732168197631836,-3.030045509338379,-0.02879658155143261,0.31647953391075134,1.7320512533187866,-1.732051134109497,-0.02879658155143261,1.7320512533187866,-1.732051134109497,99.0,1024.0,3.0,0.0029296875,751.34765625,2048.0,418.0,0.005859375,35.70720244200493,11.39759844999935,1.2777181519923033,41.19216077400779,89.67298163699161,0.0007336832315782511,0.006544656855651497,0.02365310188732997,0.17611270143823454,,
44,,,,,436279,471601,35322,450206,450206,450206.0,0.12786757946014404,0.001,0.15543612333074694,0.00733319626400067,0.0008325671379063879,0.00028303193257963883,4.183965772390366,0.37955358489481944,1e-06,2.615939140319824,4.0,-3.0,0.88232421875,1.0,0.0,1.7336151599884033,3.0,-3.0,0.0,0.0,0.0,2.620319128036499,18.255983352661133,-3.017728328704834,-0.015572351403534412,0.3175949454307556,1.732051134109497,-1.7320514917373657,-0.015572351403534412,1.732051134109497,-1.7320514917373657,94.6953125,1024.0,17.0,0.0009765625,784.61328125,2048.0,399.0,0.001953125,33.7346405749995,11.89796016899345,1.4101520580006763,42.939025632003904,90.0855088429962,0.0007830593428345448,0.006606953355238186,0.023844098941375673,0.17394728454232067,,
45,,,,,424358,437033,12675,432912,432913,432912.25,0.13757072389125824,0.001,0.11605303415230342,0.0012321626543000872,0.00046078972809482366,0.0001765547340905219,10.28851169347763,0.3833570605948747,1e-06,2.633288860321045,4.0,-3.0,0.87109375,1.0,0.0,1.7621949911117554,3.0,-3.0,0.0,0.0,0.0,2.640622138977051,19.573965072631836,-3.0224509239196777,-0.018065933138132095,0.3327765464782715,1.7320526838302612,-1.732051134109497,-0.018065933138132095,1.7320526838302612,-1.732051134109497,91.19189453125,1024.0,1.0,0.0009765625,754.33984375,2048.0,418.0,0.001953125,29.922478153996053,11.444558010000037,1.2015887769957772,40.78791503200773,83.6818666899926,0.0006938985770186552,0.006609051840182414,0.02355437795535223,0.16021802278846253,,
46,,,,,437836,477648,39812,451027,451028,451027.25,0.0977565348148346,0.001,0.1666550623072732,0.0524569294986225,0.0006308054463231876,1.1820267020319139e-05,87.2376474738121,0.3705732192371606,1e-06,2.6377899646759033,4.0,-3.0,0.90380859375,1.0,0.0,1.7339813709259033,3.0,-3.0,0.0,0.0,0.0,2.6696012020111084,24.84198570251465,-3.0169620513916016,-0.032844722270965576,0.383943647146225,1.732053279876709,-1.732051134109497,-0.032844722270965576,1.732053279876709,-1.732051134109497,97.53564453125,1024.0,17.0,0.00244140625,783.376953125,2048.0,389.0,0.00390625,35.09782039800484,11.917810368002392,1.2713881340023363,44.02755035999871,92.42565350899531,0.0007047180264620022,0.006605925899157087,0.02440404119706665,0.17570609902231676,,
47,,,,,422824,459190,36366,445986,445986,445986.0,0.08141189813613892,0.001,0.13457481463750204,-0.015820042773460347,0.0005865678356106704,6.023341587327498e-05,36.46858513355255,0.38144409813986035,1e-06,2.5490102767944336,4.0,-3.0,0.86669921875,1.0,0.0,1.682310938835144,3.0,-3.0,0.0,0.0,0.0,2.598179340362549,28.866165161132812,-3.0188145637512207,-0.04994167014956474,0.3977605104446411,1.7320514917373657,-1.7320525646209717,-0.04994167014956474,1.7320514917373657,-1.7320525646209717,99.6953125,1024.0,4.0,0.00244140625,771.37109375,2048.0,414.0,0.005859375,35.34108736399503,11.731602747007855,1.2503392689977773,42.294813343993155,90.7092488569906,0.0007008848198137258,0.006576216936746812,0.023708599229568392,0.17309129067076948,,
48,,,,,431779,484592,52813,448510,448511,448510.5,0.10106329619884491,0.001,0.1618396364633114,0.04162460045828935,0.013270917260313346,0.02828915996653978,198.676392942667,0.37170492094532,1e-06,2.605344295501709,4.0,-3.0,0.8876953125,1.0,0.0,1.717648983001709,3.0,-3.0,0.0,0.0,0.0,2.639885902404785,25.728633880615234,-3.0218193531036377,-0.029934732243418694,0.3837524354457855,1.732050895690918,-1.7320526838302612,-0.029934732243418694,1.732050895690918,-1.7320526838302612,97.3603515625,1024.0,16.0,0.00244140625,778.63671875,2048.0,393.0,0.013671875,35.92755800399755,11.830741879995912,1.5234407609968912,43.66217541600054,93.06303267400654,0.0008491667201753867,0.006594462047151578,0.024337320651356287,0.18018374677270904,,
49,,,,,423585,462134,38549,438081,438082,438081.5,0.10166924446821213,0.001,0.1353538990020752,0.20004907082766293,0.011414313487087687,-0.00412419017384309,11872.893386662006,0.3763201919454034,1e-06,2.676356554031372,4.0,-3.0,0.90673828125,1.0,0.0,1.7696183919906616,3.0,-3.0,0.0,0.0,0.0,2.706573724746704,30.837339401245117,-3.0192322731018066,-0.011873816139996052,0.3185529410839081,1.7320514917373657,-1.7320520877838135,-0.011873816139996052,1.7320514917373657,-1.7320520877838135,95.0927734375,1024.0,17.0,0.00146484375,760.53515625,2048.0,416.0,0.00390625,30.682700386998476,11.228194638999412,1.2827803149993997,42.07511454199266,85.36962389299879,0.0007320443313626572,0.006407594613673148,0.02401100853493737,0.15754916758407433,,
50,2.7281276056542993,0.95,1.7781276006251574,0.0,430087,434180,4093,431720,431720,431720.0,0.15166911482810974,0.001,0.1293789441215581,0.00494265655890621,0.00040593764198751283,3.12216301420543e-05,9.405226826667786,0.37689496144520745,1e-06,2.651552200317383,4.0,-3.0,0.890625,1.0,0.0,1.760927438735962,3.0,-3.0,0.0,0.0,0.0,2.6403636932373047,3.9986720085144043,-3.0314407348632812,0.0016998292412608862,0.26065242290496826,1.7320520877838135,-1.7320513725280762,0.0016998292412608862,1.7320520877838135,-1.7320513725280762,93.625,1024.0,1.0,0.00048828125,749.578125,2048.0,389.0,0.0078125,34.26129338699684,11.123658470998635,1.2640282869979274,41.39930119400378,109.88673529299558,0.000731972277748267,0.006441477387542061,0.02397346729014395,0.17868247969687104,7.9156235120026395,13.827875580987893
51,,,,,446729,461004,14275,455268,455268,455268.0,0.11790147423744202,0.001,0.17848403751850128,-0.004462238459382206,0.0005891203782084631,7.23518741949647e-05,61.425286680459976,0.3775231344304949,1e-06,2.5734500885009766,4.0,-3.0,0.875,1.0,0.0,1.698449730873108,3.0,-3.0,0.0,0.0,0.0,2.5913472175598145,33.47220993041992,-3.0136520862579346,-0.014951538294553757,0.3236605226993561,1.7320517301559448,-1.7320526838302612,-0.014951538294553757,1.7320517301559448,-1.7320526838302612,96.58984375,1024.0,18.0,0.0009765625,792.60546875,2048.0,399.0,0.005859375,35.374740801009466,11.99491883799783,1.1945738960057497,43.6440860080038,92.31066735099012,0.0006559729082681792,0.006586735086804821,0.023966150711231513,0.17882648926785227,,
52,,,,,427323,443509,16186,437007,437008,437007.25,0.13422483205795288,0.001,0.14930996594244036,0.0038504342644892888,0.005105144193733175,-0.003127509574149936,5.579943776130676,0.3840214824038433,1e-06,2.6271164417266846,4.0,-3.0,0.8876953125,1.0,0.0,1.7394211292266846,3.0,-3.0,0.0,0.0,0.0,2.6363420486450195,30.60059928894043,-3.0408496856689453,0.010585014708340168,0.30060502886772156,1.7320517301559448,-1.7320526838302612,0.010585014708340168,1.7320517301559448,-1.7320526838302612,93.85205078125,1024.0,1.0,0.00146484375,759.677734375,2048.0,416.0,0.001953125,36.74083434299973,11.632601436009281,1.190784103993792,41.13722861799761,90.79033523400722,0.0006812153024885698,0.006654695909512532,0.023533493218932642,0.19115043698786077,,
53,,,,,425319,459326,34007,443401,443402,443401.75,0.06863377243280411,0.001,0.14589456083445712,0.04781919897630297,0.013655438469241148,0.010216886162103539,289.10514345765114,0.38117612462476863,1e-06,2.6491942405700684,4.0,-3.0,0.908203125,1.0,0.0,1.7409908771514893,3.0,-3.0,0.0,0.0,0.0,2.7316935062408447,38.881324768066406,-3.04062819480896,-0.04718300327658653,0.3677436411380768,1.7320533990859985,-1.7320514917373657,-0.04718300327658653,1.7320533990859985,-1.7320514917373657,95.93896484375,1024.0,3.0,0.00341796875,770.080078125,2048.0,407.0,0.005859375,35.93472577899229,11.71236939499795,1.1863150110002607,42.04973107999831,90.98092317899864,0.0006688714078148432,0.0066037004787407524,0.023708595579515816,0.1828897450618745,,
54,,,,,421398,451625,30227,435393,435394,435393.25,0.06142431125044823,0.001,0.12265374631221805,0.027128966187384713,0.020704873103698316,0.0661742357937263,118.24633777141571,0.3723008733120901,1e-06,2.690979480743408,4.0,-3.0,0.89306640625,1.0,0.0,1.7979133129119873,3.0,-3.0,0.0,0.0,0.0,2.7768754959106445,39.5137939453125,-3.0167768001556396,-0.024459753185510635,0.31757456064224243,1.732051134109497,-1.7320512533187866,-0.024459753185510635,1.732051134109497,-1.7320512533187866,91.82861328125,1024.0,17.0,0.0029296875,758.548828125,2048.0,393.0,0.00390625,29.25939361899509,10.989429788009147,1.188003179995576,42.247739172002184,83.77041381198796,0.0006821437746195973,0.006310059806858023,0.024258379736021508,0.1555812810411033,,
55,,,,,429174,453071,23897,442984,442985,442984.5,0.09778963774442673,0.001,0.1314720949479218,-0.05004937742868888,0.0004998155737070944,4.666803333121011e-05,69.65465185046196,0.3718853290271592,1e-06,2.6401984691619873,4.0,-3.0,0.89208984375,1.0,0.0,1.7481087446212769,3.0,-3.0,0.0,0.0,0.0,2.683259963989258,42.862144470214844,-3.0199756622314453,-0.018589984625577927,0.3251996338367462,1.732050895690918,-1.7320514917373657,-0.018589984625577927,1.732050895690918,-1.7320514917373657,95.9033203125,1024.0,18.0,0.001953125,769.30078125,2048.0,407.0,0.0078125,33.94582056198851,11.730291068990482,1.1799099549971288,43.047244580011466,89.98173295900051,0.0006658867042735856,0.006620034712834468,0.024293877426869035,0.17283142692321427,,
56,,,,,438047,457754,19707,448098,448099,448098.75,0.034897688776254654,0.001,0.14778758498529593,0.055672457441687584,0.021804625572015842,0.047494844854448576,53.72252967953682,0.370030260331804,1e-06,2.7012970447540283,4.0,-3.0,0.90087890625,1.0,0.0,1.8004182577133179,3.0,-3.0,0.0,0.0,0.0,2.8081820011138916,43.428680419921875,-3.041567802429199,-0.045390911400318146,0.35274538397789,1.7320510149002075,-1.7320526838302612,-0.045390911400318146,1.7320510149002075,-1.7320526838302612,100.58740234375,1024.0,20.0,0.0048828125,774.60546875,2048.0,421.0,0.001953125,37.39977163700678,11.814321176003432,1.200839076002012,43.808329970997875,94.3274516720121,0.0006699634154313151,0.006591360261551406,0.024441225271772057,0.18154964557315564,,
57,,,,,424341,460828,36487,446075,446076,446075.75,0.02933311089873314,0.001,0.11049548488470816,0.028353301038130725,0.0004764201190893448,-2.0876681740065257e-05,52.84763231873512,0.3749810037249045,1e-06,2.6713461875915527,4.0,-3.0,0.8837890625,1.0,0.0,1.7875570058822632,3.0,-3.0,0.0,0.0,0.0,2.785738468170166,48.413326263427734,-3.0352632999420166,-0.03591311350464821,0.3372623920440674,1.7320513725280762,-1.7320526838302612,-0.03591311350464821,1.7320513725280762,-1.7320526838302612,97.73779296875,1024.0,10.0,0.0029296875,773.50390625,2048.0,414.0,0.0078125,31.692855884000892,11.925160469007096,1.2257074710068991,43.00484962700284,87.93290372099727,0.0006869390854618857,0.006683371865096397,0.0241017638971648,0.15833207213976774,,
58,,,,,419966,453435,33469,432799,432800,432799.75,0.14047174155712128,0.001,0.1399960552567038,-0.02867352618867981,0.0006189943363504676,0.00018929503420591135,10.26834499835968,0.38415060203563384,1e-06,2.6428658962249756,4.0,-3.0,0.89697265625,1.0,0.0,1.7458934783935547,3.0,-3.0,0.0,0.0,0.0,2.652881383895874,45.62430953979492,-3.0230062007904053,-0.005856990814208984,0.2541379928588867,1.732050895690918,-1.732051134109497,-0.005856990814208984,1.732050895690918,-1.732051134109497,93.48388671875,1024.0,17.0,0.0009765625,751.828125,2048.0,393.0,0.005859375,34.8292139940022,11.079375132001587,1.1768575190071715,40.6991872080107,87.85228729799564,0.0006797933218579559,0.006399827594633307,0.023509248334830774,0.1819185395732794,,
59,,,,,427737,434581,6844,431986,431986,431986.0,0.08655513823032379,0.001,0.13359303905495576,0.042810089021388976,0.0006007628731562623,-2.681929597412948e-05,48.29581540822983,0.38831878928682206,1e-06,2.7801480293273926,4.0,-3.0,0.90869140625,1.0,0.0,1.8714563846588135,3.0,-3.0,0.0,0.0,0.0,2.8452165126800537,57.97474670410156,-3.0239479541778564,-0.01703185960650444,0.3018750548362732,1.732050895690918,-1.732050895690918,-0.01703185960650444,1.732050895690918,-1.732050895690918,90.609375,1024.0,16.0,0.00146484375,753.11328125,2048.0,389.0,0.00390625,29.03101609699661,10.909460431008483,1.1693632859969512,40.18207693599106,81.36680640099803,0.0006767367958666202,0.006313549762612957,0.023254270355978587,0.1564440857098024,,
60,2.7947942722588777,0.975,1.8197942689061164,0.0,420496,441823,21327,431885,431886,431885.5,0.08450620621442795,0.001,0.11465119756758213,0.0044313643925956315,0.014068811529016654,0.05614502028869798,84.08501076698303,0.3889170369445051,1e-06,2.6652700901031494,4.0,-3.0,0.89794921875,1.0,0.0,1.7673207521438599,3.0,-3.0,0.0,0.0,0.0,2.7288241386413574,56.92616271972656,-3.0356781482696533,-0.01682651974260807,0.29681435227394104,1.732050895690918,-1.7320514917373657,-0.01682651974260807,1.732050895690918,-1.7320514917373657,95.0791015625,1024.0,17.0,0.00146484375,748.447265625,2048.0,416.0,0.001953125,36.16165426099906,10.925378159998218,1.2398678369936533,40.12821488600457,110.27823854899907,0.0007177063347771882,0.006324233020093414,0.023228503206292276,0.18570913538788147,7.871211871999549,13.882801472995197
61,,,,,443713,449534,5821,447058,447059,447058.75,0.07162727415561676,0.001,0.12444564087256309,-0.004510294826280686,0.0005511201837385494,0.00014904903817354823,1039.124571442604,0.3743967930885817,1e-06,2.744662046432495,4.0,-3.0,0.9140625,1.0,0.0,1.8305997848510742,3.0,-3.0,0.0,0.0,0.0,2.8168270587921143,63.25550842285156,-3.0247507095336914,-4.923054439132102e-05,0.2573087513446808,1.7320514917373657,-1.732050895690918,-4.923054439132102e-05,1.7320514917373657,-1.732050895690918,97.10498046875,1024.0,22.0,0.00146484375,776.056640625,2048.0,407.0,0.0078125,33.89641053401283,11.448488908004947,1.217507093999302,43.18901192799967,89.85435258499638,0.0006808428948092963,0.006402116560745622,0.024151754063643577,0.17044421023685116,,
62,,,,,424570,453531,28961,439646,439647,439646.75,0.045799557119607925,0.001,0.08550447771946589,0.014337586735685666,0.00031662571321551997,0.00025936281623823256,98.55014488101006,0.3811987291979101,1e-06,2.8245179653167725,4.0,-3.0,0.94580078125,1.0,0.0,1.8787171840667725,3.0,-3.0,0.0,0.0,0.0,2.9247794151306152,61.54989242553711,-3.0225720405578613,-0.028705762699246407,0.2829988896846771,1.732050895690918,-1.732054352760315,-0.028705762699246407,1.732050895690918,-1.732054352760315,94.62060546875,1024.0,27.0,0.001953125,764.064453125,2048.0,423.0,0.00390625,28.996068173000822,11.278582588987774,1.4954934889974538,41.67886318999808,83.52996409901243,0.0008503949415055689,0.006413434529532957,0.023700199756962883,0.14963164040705748,,
63,,,,,446615,467501,20886,456928,456929,456928.5,0.09528793394565582,0.001,0.11647938276010175,0.006303409685290629,0.0006952329046813952,-9.64389853892968e-06,53.68039187788963,0.3858683513647956,1e-06,2.6195762157440186,4.0,-3.0,0.9248046875,1.0,0.0,1.6947715282440186,3.0,-3.0,0.0,0.0,0.0,2.669106960296631,67.31280517578125,-3.022219181060791,-0.008261044509708881,0.2833213806152344,1.7320510149002075,-1.7320513725280762,-0.008261044509708881,1.7320510149002075,-1.7320513725280762,99.3447265625,1024.0,32.0,0.0009765625,793.09375,2048.0,402.0,0.005859375,30.701094078991446,12.086120744002983,1.417643807013519,42.878673112994875,87.1726875359891,0.0007756376583062334,0.0066126980173063085,0.023460275028256542,0.15089647042137172,,
64,,,,,420213,465388,45175,440349,440350,440349.75,0.15623393654823303,0.001,0.12469480451076262,-0.004714977717207324,0.00028194563891438225,-3.485945266983171e-05,1.281849592924118,0.37300679647071494,1e-06,2.651125192642212,4.0,-3.0,0.9140625,1.0,0.0,1.7370625734329224,3.0,-3.0,0.0,0.0,0.0,2.638543128967285,3.996650218963623,-3.032055616378784,-0.0008750472334213555,0.20541515946388245,1.732050895690918,-1.7320512533187866,-0.0008750472334213555,1.732050895690918,-1.7320512533187866,96.84326171875,447.0,21.0,0.0,763.21484375,2048.0,389.0,0.0078125,27.824957672011806,11.732767415989656,1.3367650879954454,42.69677312699787,83.68372014799388,0.0007589223611432988,0.00666105034463495,0.024240261932133418,0.14029272529816628,,
65,,,,,436280,465965,29685,454462,454463,454462.25,0.030902422964572906,0.001,0.12861451422495226,0.015158277545725145,0.012895896721015414,0.028583924266727886,165.05051612854004,0.37576377713262094,1e-06,2.673635244369507,4.0,-3.0,0.9248046875,1.0,0.0,1.7488306760787964,3.0,-3.0,0.0,0.0,0.0,2.7896339893341064,70.17972564697266,-3.0185940265655518,-0.03317739814519882,0.2962088882923126,1.7320510149002075,-1.7320513725280762,-0.03317739814519882,1.7320510149002075,-1.7320513725280762,97.85791015625,1024.0,24.0,0.001953125,789.763671875,2048.0,421.0,0.009765625,32.0969779589941,12.071008516999427,1.2273152050038334,43.7727440840099,89.24338443099987,0.0006751469484010132,0.006640270185807197,0.024079416983484273,0.16015417143096558,,
66,,,,,424896,436694,11798,431435,431436,431435.25,0.028812646865844727,0.001,0.12433133793196507,0.01569511092800115,0.013278444343346305,0.030171604677239623,52.802561312913895,0.38351847130354433,1e-06,2.733513832092285,4.0,-3.0,0.9404296875,1.0,0.0,1.7930841445922852,3.0,-3.0,0.0,0.0,0.0,2.8511157035827637,73.68111419677734,-3.0218842029571533,-0.034832682460546494,0.3043235242366791,1.7320514917373657,-1.7320525646209717,-0.034832682460546494,1.7320514917373657,-1.7320525646209717,97.50048828125,1024.0,33.0,0.001953125,745.146484375,2048.0,420.0,0.00390625,29.90887859700888,11.410528228996554,1.1561030849989038,40.610874819001765,83.18286043300759,0.0006699169139511108,0.006611958705852474,0.023532427414659423,0.14978329734430856,,
67,,,,,421038,464787,43749,448201,448201,448201.0,0.05274105817079544,0.001,0.09427530114208499,-0.03788746427744627,0.0006029864551589614,-3.838078262032791e-05,84.31355795264244,0.38134642161709187,1e-06,2.80836820602417,4.0,-3.0,0.9375,1.0,0.0,1.8708677291870117,3.0,-3.0,0.0,0.0,0.0,2.8986809253692627,75.37596130371094,-3.023893117904663,-0.027608131989836693,0.27810338139533997,1.732050895690918,-1.7320520877838135,-0.027608131989836693,1.732050895690918,-1.7320520877838135,98.474609375,1024.0,24.0,0.00146484375,776.91796875,2047.0,399.0,0.0,29.93565834099718,11.316262695007026,1.1835046570049599,42.49155130299914,85.01828561999719,0.0006601416869914167,0.0063120467686412045,0.02370116939888529,0.14843441133797367,,
68,,,,,425056,452319,27263,442409,442410,442409.5,0.022320065647363663,0.001,0.12011415176093579,0.04254009357343117,0.00037689420472209655,2.597748122449654e-05,102.42162156105042,0.3773177332317402,1e-06,2.768791675567627,4.0,-3.0,0.93603515625,1.0,0.0,1.832756519317627,3.0,-3.0,0.0,0.0,0.0,2.8933866024017334,78.45187377929688,-3.031933069229126,-0.015583147294819355,0.26148974895477295,1.732050895690918,-1.732051134109497,-0.015583147294819355,1.732050895690918,-1.732051134109497,98.0537109375,1024.0,25.0,0.001953125,766.02734375,2048.0,413.0,0.00390625,29.259042588004377,11.242390650993912,1.1691348260064842,42.377941915998235,84.13310034500319,0.0006606632689886204,0.006352932436460967,0.023947237749188385,0.14570220496581104,,
