step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gdpo/pi_correctness,gdpo/w_correctness,gdpo/active_groups_correctness,gdpo/pi_format,gdpo/w_format,gdpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/ref,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,1.571452504582703,0.025,1.5464525045827031,0.0,417547,440257,22710,433579,433580,433579.25,0.10513274371623993,0.001,0.462890625,1.0,237.0,0.0078125,1.0,4.0,0.38856707718865624,0.06206392485584165,0.015859595108536427,0.025449467331656768,55.12700301408768,0.3764877314826971,1e-06,1.2224730253219604,3.0,-3.0,0.001953125,1.0,0.0,1.2205199003219604,3.0,-3.0,0.0,0.0,0.0,1.2175706624984741,2.9993295669555664,-3.0185885429382324,-5.757320842292302e-09,0.9999999403953552,2.3164520263671875,-2.2934014797210693,-5.757320842292302e-09,2.3164520263671875,-2.2934014797210693,82.82275390625,1024.0,1.0,0.00341796875,764.01171875,2048.0,402.0,0.00390625,34.16277373599587,10.90955435000069,1.638538088001951,41.610573959995236,112.81223938100447,0.00094477427598412,0.0062904038592717995,0.20140651060892148,0.023992484626510168,10.104679806005151,14.275566166004864
11,,,,,416876,448806,31930,430502,430503,430502.5,0.1153087243437767,0.001,0.40625,1.0,208.0,0.015625,1.0,8.0,0.35542674979259226,0.012683927755931327,0.001609477965193319,0.00016023071657400578,11.356763541698456,0.37493473757630025,1e-06,1.357552170753479,3.0,-3.0,0.005859375,1.0,0.0,1.351692795753479,3.0,-3.0,0.0,0.0,0.0,1.352853536605835,4.760494232177734,-3.0257413387298584,-4.747143123040587e-09,1.0,2.3433170318603516,-2.3339037895202637,-4.747143123040587e-09,2.3433170318603516,-2.3339037895202637,83.5751953125,1024.0,1.0,0.00390625,757.25,2048.0,419.0,0.0078125,40.146610273004626,10.887220541997522,1.3811005919997115,41.489126761996886,94.019573288002,0.0008020282065723843,0.006322391009342293,0.2345532902922648,0.024093429632811008,,
12,,,,,436900,459802,22902,447820,447821,447820.75,0.10161644965410233,0.001,0.423828125,1.0,217.0,0.009765625,1.0,5.0,0.29919701913992564,0.022403254499658944,0.0012199337147952368,-0.00011842572251528812,74.29099321365356,0.37174817599333426,1e-06,1.2701070308685303,3.0,-3.0,0.00439453125,1.0,0.0,1.2657124996185303,3.0,-3.0,0.0,0.0,0.0,1.2652286291122437,3.0006749629974365,-3.754744291305542,-2.2922545639403324e-08,1.0,2.398776054382324,-2.377720355987549,-2.2922545639403324e-08,2.398776054382324,-2.377720355987549,87.92138671875,1024.0,1.0,0.00341796875,786.728515625,2048.0,393.0,0.0078125,35.33829341099772,11.234877818002133,1.766931605998252,43.637569848004205,92.10648634799873,0.000986405613182424,0.006271972557101325,0.19625516297627899,0.024361069606535765,,
13,,,,,423227,442981,19754,436044,436045,436044.5,0.10338161885738373,0.001,0.40234375,1.0,206.0,0.0078125,1.0,4.0,0.29276811198464464,0.10135126496399087,0.003550041121863095,-0.0019443922131228777,125.00136405229568,0.389329461075804,1e-06,1.3132648468017578,3.0,-3.0,0.00439453125,1.0,0.0,1.3088703155517578,3.0,-3.0,0.0,0.0,0.0,1.3133351802825928,5.326763153076172,-3.018174171447754,1.5985612833446794e-08,1.0,2.443147659301758,-2.472221612930298,1.5985612833446794e-08,2.443147659301758,-2.472221612930298,85.7587890625,1024.0,1.0,0.0029296875,765.890625,2048.0,399.0,0.001953125,34.83573356799752,11.128375237996806,1.575327592996473,40.496014682998066,88.14901230399846,0.0009031919867103432,0.006380297904225834,0.19834276716351915,0.023217822196471956,,
14,,,,,425978,456358,30380,444414,444415,444414.75,0.11658335477113724,0.001,0.416015625,1.0,213.0,0.009765625,1.0,5.0,0.35066864086735633,-0.04172056667026012,0.0044155986247313836,-0.002015542653445605,138.9730858206749,0.3766464582739265,1e-06,1.4168378114700317,3.0,-3.0,0.00390625,1.0,0.0,1.4129315614700317,3.0,-3.0,0.0,0.0,0.0,1.4106959104537964,3.000542163848877,-3.0239760875701904,-1.2449357988941756e-08,0.9999998211860657,2.345914840698242,-2.3590941429138184,-1.2449357988941756e-08,2.345914840698242,-2.3590941429138184,95.75537109375,1024.0,1.0,0.00439453125,772.2421875,2048.0,407.0,0.005859375,39.8700281709971,11.3018808659981,1.858108472006279,42.72651283899904,96.32677473500371,0.001045255851660121,0.006357732763144169,0.2033075217661639,0.024035269328368962,,
15,,,,,425656,450562,24906,438011,438012,438011.25,0.1019156202673912,0.001,0.373046875,1.0,191.0,0.01953125,1.0,10.0,0.35470054786780786,-0.002216955289597912,0.001260256599474313,-2.9905712616364954e-05,44.16102623939514,0.37825485575669265,1e-06,1.3831534385681152,3.0,-3.0,0.0078125,1.0,0.0,1.3753409385681152,3.0,-3.0,0.0,0.0,0.0,1.3771041631698608,2.9987354278564453,-3.0208468437194824,-6.722932877067933e-09,1.0000001192092896,2.529651165008545,-2.502614736557007,-6.722932877067933e-09,2.529651165008545,-2.502614736557007,88.65869140625,1024.0,1.0,0.00537109375,766.83203125,2048.0,424.0,0.009765625,39.02048412300064,11.898113604998798,1.3313112879986875,41.87890214800427,94.22786855200684,0.0007598613551585077,0.006790986307428633,0.21490245864198224,0.02390286901763612,,
16,,,,,421640,442817,21177,430970,430971,430970.25,0.113807313144207,0.001,0.365234375,1.0,187.0,0.005859375,1.0,3.0,0.27813259166266235,0.06079417509525748,0.0008949631301220506,0.00024587217870118493,69.11516243219376,0.3811859345373345,1e-06,1.4670392274856567,3.0,-3.0,0.00146484375,1.0,0.0,1.4655743837356567,3.0,-3.0,0.0,0.0,0.0,1.4685178995132446,5.9133195877075195,-3.019639253616333,7.885514463623622e-09,0.9999998807907104,2.5311543941497803,-2.467674732208252,7.885514463623622e-09,2.5311543941497803,-2.467674732208252,81.72900390625,1024.0,1.0,0.00390625,760.009765625,2048.0,399.0,0.005859375,43.9056274320028,11.369953891000478,1.600815974001307,40.886148008998134,97.86300546100392,0.0009286116466283386,0.0065955561265542565,0.2623095060490904,0.02371750022710276,,
17,,,,,426542,439371,12829,435164,435165,435164.5,0.10606574267148972,0.001,0.359375,1.0,184.0,0.017578125,1.0,9.0,0.28812425304204226,0.050865129135282974,0.007511624612171934,0.0029678485801858706,36.37526196241379,0.3807044783147743,1e-06,1.4797903299331665,3.0,-3.0,0.0068359375,1.0,0.0,1.4729543924331665,3.0,-3.0,0.0,0.0,0.0,1.4829767942428589,6.378087997436523,-3.0216753482818604,1.1749251349613132e-08,1.0,2.5665109157562256,-2.554314136505127,1.1749251349613132e-08,2.5665109157562256,-2.554314136505127,81.1689453125,1024.0,1.0,0.00537109375,768.76171875,2048.0,389.0,0.00390625,36.00776921099896,10.965818832002697,1.380509450995305,41.34021786499943,89.82121177199588,0.0007930963181712348,0.006299812388190384,0.2166089320536049,0.023749764666579784,,
18,,,,,409284,457230,47946,436249,436250,436249.75,0.0981096401810646,0.001,0.416015625,1.0,213.0,0.01171875,1.0,6.0,0.22857413573988847,0.005639968273629036,0.0006892840756336227,3.850878163445616e-05,94.70056813955307,0.3883071611101103,1e-06,1.4511451721191406,3.0,-3.0,0.00927734375,1.0,0.0,1.4418678283691406,3.0,-3.0,0.0,0.0,0.0,1.4556221961975098,7.59329891204834,-3.026886463165283,2.8644413063716456e-08,1.0,2.2991268634796143,-2.3184163570404053,2.8644413063716456e-08,2.2991268634796143,-2.3184163570404053,83.23388671875,1024.0,1.0,0.00390625,768.81640625,2047.0,399.0,0.0,33.78722214199661,11.581214555997576,1.8589023699969403,40.6460871149975,87.98276125800476,0.0010652741749404672,0.006636802975816935,0.19820853875619113,0.023292899947219167,,
19,,,,,418334,432358,14024,426168,426169,426168.25,0.08676452934741974,0.001,0.326171875,1.0,167.0,0.01171875,1.0,6.0,0.31040496698447634,-0.030043103931737796,0.011618941113868329,0.006727385663128059,50.91877895593643,0.37676484181406483,1e-06,1.5754151344299316,3.0,-3.0,0.00830078125,1.0,0.0,1.5671143531799316,3.0,-3.0,0.0,0.0,0.0,1.5905588865280151,9.155755043029785,-3.0168280601501465,-8.62784244048953e-09,1.0000001192092896,2.5537848472595215,-2.530330181121826,-8.62784244048953e-09,2.5537848472595215,-2.530330181121826,82.90087890625,1024.0,1.0,0.00341796875,749.458984375,1981.0,407.0,0.0,42.55080362899753,11.229102517994761,1.3055781319999369,40.850002597995626,96.0463495139993,0.0007658818623864735,0.006587247242136622,0.250621704601796,0.023963541745540422,,
20,1.5541310774162411,0.025,1.5291310774162412,0.0,432695,464201,31506,441518,441519,441518.5,0.10425829142332077,0.001,0.35546875,1.0,182.0,0.017578125,1.0,9.0,0.3850817352790257,-0.002471694144709357,0.011432148754026676,-0.04043563898449065,160.69099581241608,0.37453529025181986,1e-06,1.4969137907028198,3.0,-3.0,0.0068359375,1.0,0.0,1.4900778532028198,3.0,-3.0,0.0,0.0,0.0,1.5140849351882935,10.267050743103027,-3.0203959941864014,1.700242258095841e-08,0.9999998807907104,2.585043430328369,-2.6369388103485107,1.700242258095841e-08,2.585043430328369,-2.6369388103485107,84.1357421875,1024.0,1.0,0.005859375,778.205078125,2048.0,416.0,0.01171875,47.4711604969998,11.311184575999505,1.342008439001802,42.67833195999992,136.53677812599926,0.000759882337320974,0.0064047059047353085,0.27549858102837793,0.024165653285196386,18.643692470999667,14.975447201999486
21,,,,,422326,441370,19044,431124,431125,431124.5,0.11326386034488678,0.001,0.365234375,1.0,187.0,0.017578125,1.0,9.0,0.23368665975119388,0.043956630929772346,0.0010550419891452683,-0.007914473261020507,95.63953286409378,0.3787842818743752,1e-06,1.5771329402923584,3.0,-3.0,0.0087890625,1.0,0.0,1.5683438777923584,3.0,-3.0,0.0,0.0,0.0,1.5774283409118652,6.4152750968933105,-3.0248820781707764,1.4098906042647741e-08,0.9999999403953552,2.4329140186309814,-2.4427618980407715,1.4098906042647741e-08,2.4329140186309814,-2.4427618980407715,75.0400390625,1024.0,1.0,0.0029296875,767.0,2034.0,402.0,0.0,35.958957948001625,10.834037332999287,1.5672357680014102,41.11827729599463,89.57352934499795,0.0009088069501973387,0.006282429630535546,0.2339828864018013,0.02384362132979837,,
22,,,,,425225,448978,23753,438048,438049,438048.75,0.12495766580104828,0.001,0.3203125,1.0,164.0,0.01953125,1.0,10.0,0.26139964664290694,-0.011651019822677662,0.005692899720903872,0.002224445395705547,3.7327171564102173,0.3777990702113079,1e-06,1.4908621311187744,3.0,-3.0,0.0087890625,1.0,0.0,1.4820730686187744,3.0,-3.0,0.0,0.0,0.0,1.490561842918396,6.656487464904785,-3.027176856994629,-1.2706805385676034e-08,1.0,5.31687068939209,-2.6895339488983154,-1.2706805385676034e-08,5.31687068939209,-2.6895339488983154,75.05224609375,1024.0,1.0,0.00390625,780.51171875,2048.0,389.0,0.00390625,35.69072778300324,11.20065855300345,1.338013601001876,41.926306620000105,90.29076531500323,0.0007636214011579053,0.006392358472089836,0.2321997552681611,0.02392787710271979,,
23,,,,,411744,457315,45571,435393,435394,435393.5,0.11164005845785141,0.001,0.30859375,1.0,158.0,0.0234375,1.0,12.0,0.3411536767457922,0.05986467410499851,0.009631209191866219,0.005362695670798227,26.367905497550964,0.3789343516288613,1e-06,1.5885862112045288,3.0,-3.0,0.01025390625,1.0,0.0,1.5783323049545288,3.0,-3.0,0.0,0.0,0.0,1.5934001207351685,8.27720832824707,-3.020634174346924,2.5913262646781732e-08,1.0000001192092896,2.505915403366089,-2.5071146488189697,2.5913262646781732e-08,2.505915403366089,-2.5071146488189697,75.9052734375,1024.0,1.0,0.0029296875,774.47265625,2048.0,399.0,0.00390625,39.14123526799813,10.947536606996437,1.324288115996751,41.538414385999204,93.05693622599938,0.0007603972705131972,0.006286001402752014,0.25178660740796716,0.0238510763171701,,
24,,,,,406455,435972,29517,423617,423617,423617.0,0.11346433311700821,0.001,0.2890625,1.0,148.0,0.01953125,1.0,10.0,0.2372941716041948,-0.054022288016442745,0.0011231560451311193,0.00013424759604926554,3.2908281683921814,0.3773615343534758,1e-06,1.6623928546905518,3.0,-3.0,0.01171875,1.0,0.0,1.6506741046905518,3.0,-3.0,0.0,0.0,0.0,1.6612974405288696,9.697426795959473,-3.022885322570801,-2.7557449655546407e-08,1.0000001192092896,2.7786247730255127,-2.7603180408477783,-2.7557449655546407e-08,2.7786247730255127,-2.7603180408477783,77.865234375,1024.0,1.0,0.00341796875,749.51171875,2048.0,402.0,0.0078125,38.089644414998475,10.84677937500237,1.4869793920006487,40.565912521997234,91.09499464599503,0.0008775494090184345,0.006401289003393614,0.2388544687021752,0.02394020572946626,,
25,,,,,406243,445461,39218,427604,427605,427604.25,0.10986408591270447,0.001,0.326171875,1.0,167.0,0.01171875,1.0,6.0,0.27141897646444185,-0.12553547555580735,0.006375773354583154,0.003596158693588742,4.776825129985809,0.38220931455514545,1e-06,1.4594004154205322,3.0,-3.0,0.00732421875,1.0,0.0,1.4520761966705322,3.0,-3.0,0.0,0.0,0.0,1.4660964012145996,10.681129455566406,-3.021094560623169,-7.47773665210616e-09,1.0,2.639512300491333,-2.666980743408203,-7.47773665210616e-09,2.639512300491333,-2.666980743408203,79.70947265625,1024.0,1.0,0.0048828125,755.455078125,2048.0,399.0,0.001953125,35.383526386001904,11.184894338999584,1.334452784001769,40.432125620995066,88.44022787399444,0.0007801914878078089,0.006539279216120738,0.2167510575270416,0.023638753368912416,,
26,,,,,411647,453477,41830,432492,432493,432492.25,0.12089815735816956,0.001,0.291015625,1.0,149.0,0.0234375,1.0,12.0,0.19026963938293712,-0.03050927578338555,0.0007183825073298067,-0.00027751162750584105,4.243055045604706,0.38108070099823266,1e-06,1.591095209121704,3.0,-3.0,0.01318359375,1.0,0.0,1.577911615371704,3.0,-3.0,0.0,0.0,0.0,1.5904338359832764,9.226263999938965,-3.0199756622314453,7.762077647299748e-10,1.000000238418579,2.791642904281616,-2.797966480255127,7.762077647299748e-10,2.791642904281616,-2.797966480255127,76.78955078125,1024.0,1.0,0.00390625,767.921875,2048.0,419.0,0.001953125,33.7366800689997,11.277375797995774,1.818989841005532,41.040684954001335,87.98675654499675,0.0010514580556099746,0.006518831145526754,0.21452122257972023,0.023723364380518572,,
27,,,,,410252,454113,43861,422529,422530,422529.5,0.11982396245002747,0.001,0.28125,1.0,144.0,0.01171875,1.0,6.0,0.16577549773300515,-0.04954368129757972,0.0008557059296310462,-0.005705268730801843,30.863453567028046,0.36973157022679,1e-06,1.7802982330322266,3.0,-3.0,0.00732421875,1.0,0.0,1.7729740142822266,3.0,-3.0,0.0,0.0,0.0,1.7848663330078125,8.943780899047852,-3.0161993503570557,7.371692589686063e-09,0.9999998807907104,2.807032346725464,-2.8255159854888916,7.371692589686063e-09,2.807032346725464,-2.8255159854888916,72.7705078125,1024.0,1.0,0.00390625,752.482421875,2048.0,393.0,0.0078125,38.76412302200333,10.788621677005722,1.341068225003255,41.25679973100341,92.26764133400138,0.0007934760916120976,0.006383354107231402,0.2601025472174358,0.02441060312416258,,
28,,,,,436916,444312,7396,440679,440680,440679.75,0.14128653705120087,0.001,0.2578125,1.0,132.0,0.00390625,1.0,2.0,0.17501140721142291,-0.03278151935276886,0.0008017186638123046,2.5576665461812808e-05,24.17275583744049,0.369896982567034,1e-06,1.769245982170105,3.0,-3.0,0.0078125,1.0,0.0,1.761433482170105,3.0,-3.0,0.0,0.0,0.0,1.7709933519363403,10.989686012268066,-3.020392894744873,2.0364502972824994e-08,0.9999998807907104,2.8682823181152344,-2.9456355571746826,2.0364502972824994e-08,2.8682823181152344,-2.9456355571746826,76.09912109375,1024.0,1.0,0.001953125,784.603515625,2048.0,425.0,0.00390625,43.19407922100072,11.2607096310021,1.3754662629944505,43.09425844300131,99.0400179549979,0.0007803094327538595,0.006388261334337521,0.2771498368377535,0.024447605343223343,,
29,,,,,419129,441328,22199,431080,431081,431080.75,0.12019294500350952,0.001,0.267578125,1.0,137.0,0.01171875,1.0,6.0,0.18263078900054097,-0.03003698041928666,0.0026371002646296154,0.0006933574515609767,3.1775683164596558,0.3802066730832274,1e-06,1.673150658607483,3.0,-3.0,0.01904296875,1.0,0.0,1.654107689857483,3.0,-3.0,0.0,0.0,0.0,1.6773453950881958,11.339170455932617,-3.02348256111145,-5.435182526269955e-09,0.9999999403953552,2.94604754447937,-2.995068073272705,-5.435182526269955e-09,2.94604754447937,-2.995068073272705,76.76513671875,1024.0,1.0,0.00244140625,765.189453125,2048.0,399.0,0.0078125,39.99631814400345,11.268735546000244,1.3399792030031676,40.991666260000784,93.71461121400353,0.0007771045233423017,0.006535165132054867,0.2544052294246952,0.02377261467834088,,
30,1.7465502213686706,0.0375,1.7090502213686705,0.0,411942,467856,55914,437150,437151,437150.25,0.1104612946510315,0.001,0.248046875,1.0,127.0,0.017578125,1.0,9.0,0.23827062882483005,0.013992273186643919,0.013015100848861039,0.006016686655736218,20.951846420764923,0.3690686777556381,1e-06,1.6592180728912354,3.0,-3.0,0.01953125,1.0,0.0,1.6396868228912354,3.0,-3.0,0.0,0.0,0.0,1.668218970298767,11.03445816040039,-3.0203027725219727,-4.520648300143648e-09,1.0,2.892244815826416,-2.963101387023926,-4.520648300143648e-09,2.892244815826416,-2.963101387023926,79.10986328125,1024.0,1.0,0.00244140625,774.69921875,2048.0,420.0,0.0078125,35.177976753999246,11.171902365997084,1.350862496998161,42.83501592600078,112.8634062899946,0.0007725390166185202,0.006389051799694204,0.21712521990901723,0.024496735347858532,7.552640174995759,14.663468771002954
