step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
10,1.4675239350646734,0.025,1.4425239350646735,0.0,428981,455510,26529,441016,441017,441016.25,0.13541899621486664,0.001,0.0107421875,0.9892578125,0.3683200932798847,0.02353959932412592,0.013633449914895238,-0.008897493632825753,37.15802425146103,0.38482366212333696,1e-06,1.1670418977737427,4.0,-3.0,0.0146484375,1.0,0.0,1.1523934602737427,3.0,-3.0,0.0,0.0,0.0,1.1576175689697266,4.000741481781006,-3.0764331817626953,-1.8076743657502448e-08,0.987015962600708,3.7801899909973145,-3.4109203815460205,-1.8076743657502448e-08,3.7801899909973145,-3.4109203815460205,92.32470703125,1024.0,1.0,0.00390625,769.03515625,2048.0,399.0,0.001953125,46.443597727,12.231912642999987,1.3462800620000053,41.43413896600009,163.88850721200015,0.0007631691927451683,0.24562805214167474,0.0069339353385504425,0.023487875427492803,18.178879485999914,44.14903951699989
11,,,,,430555,447993,17438,438726,438726,438726.0,0.10727716237306595,0.001,0.005859375,0.994140625,0.36172146126627924,0.026379412230259427,0.0015164154504115383,-9.977513764169998e-05,173.61515706777573,0.37384890642483126,1e-06,1.1760390996932983,4.0,-3.0,0.01513671875,1.0,0.0,1.1609023809432983,3.0,-3.0,0.0,0.0,0.0,1.1667970418930054,3.997100591659546,-5.178619384765625,3.4886002975298425e-09,0.9920037388801575,3.1359853744506836,-2.7799904346466064,3.4886002975298425e-09,3.1359853744506836,-2.7799904346466064,85.427734375,1024.0,1.0,0.00244140625,771.458984375,2048.0,419.0,0.005859375,35.89337516899991,12.158864285999925,1.3888705070000924,42.41829464800003,91.9832621779999,0.0007914224977549156,0.205156583192345,0.006928506793533963,0.02417129065065669,,
12,,,,,424307,441500,17193,433623,433624,433623.25,0.11918055266141891,0.001,0.01416015625,0.98583984375,0.416431352230055,-0.016526415154138312,0.0008809425635263324,0.00010199950468501941,3.8965446949005127,0.3759421321221406,1e-06,1.2375812530517578,4.0,-3.0,0.021484375,1.0,0.0,1.2160968780517578,3.0,-3.0,0.0,0.0,0.0,1.23085618019104,3.997699499130249,-3.0178489685058594,0.0,0.978548526763916,3.601431369781494,-4.152320384979248,0.0,3.601431369781494,-4.152320384979248,86.13330078125,1024.0,1.0,0.0029296875,760.787109375,2048.0,393.0,0.01171875,35.73520728199992,11.881189855999992,1.302519152000059,41.71308717800002,90.73985460499989,0.0007509509418602779,0.2025793917381416,0.00684994972940219,0.024049152794505382,,
13,,,,,417359,438952,21593,429667,429668,429667.25,0.10290493071079254,0.001,0.0146484375,0.9853515625,0.32816372965944224,-0.07315519876007376,0.0014263823295236919,-0.00023670020402340893,8.441870868206024,0.37374781947684393,1e-06,1.3670470714569092,4.0,-3.0,0.0283203125,1.0,0.0,1.3387267589569092,3.0,-3.0,0.0,0.0,0.0,1.359357237815857,4.000181198120117,-5.603756904602051,-1.4746620813355094e-08,0.9776448607444763,3.3863515853881836,-3.3384644985198975,-1.4746620813355094e-08,3.3863515853881836,-3.3384644985198975,80.83837890625,1024.0,1.0,0.00146484375,758.35546875,2034.0,418.0,0.0,35.48631903200021,11.81538043799992,1.340458647000105,41.50959013700003,90.24406635399987,0.0007799399692437026,0.2143450233575156,0.0068747271510686,0.02415217248754707,,
14,,,,,439435,457692,18257,448440,448441,448440.25,0.10372689366340637,0.001,0.0322265625,0.9677734375,0.23456117312113445,-0.011774158243982431,0.0012772952749704322,0.00017058321169921936,3.5311800837516785,0.3789941633122593,1e-06,1.380713701248169,4.0,-3.0,0.0546875,1.0,0.0,1.326026201248169,3.0,-3.0,0.0,0.0,0.0,1.37374746799469,3.99783992767334,-4.125161170959473,-1.42711376049931e-09,0.9435091614723206,3.218698263168335,-3.8807711601257324,-1.42711376049931e-09,3.218698263168335,-3.8807711601257324,83.53173828125,1024.0,1.0,0.00048828125,792.328125,2048.0,389.0,0.001953125,40.17214065799999,12.350232509000307,1.6472843740002645,42.82050520499979,97.09936878000008,0.0009183410576995845,0.23482455243083356,0.0068851048210995264,0.023871912258656414,,
15,,,,,440022,461361,21339,446273,446274,446273.5,0.10518022626638412,0.001,0.046875,0.953125,0.31427450229724246,-0.002011963383605083,0.0016003639728296548,-0.00026484001291464664,13.653501570224762,0.3738075080892358,1e-06,1.417842984199524,4.0,-3.0,0.0869140625,1.0,0.0,1.3309288024902344,3.0,-3.0,0.0,0.0,0.0,1.4106478691101074,3.999485492706299,-3.014908790588379,3.1227127550437217e-09,0.9322206974029541,2.9385030269622803,-3.7190749645233154,3.1227127550437217e-09,2.9385030269622803,-3.7190749645233154,85.8935546875,1024.0,1.0,0.00146484375,785.734375,2048.0,418.0,0.00390625,37.8708995359998,12.376196267000068,1.3950462109996806,43.1752971599999,95.13406504299974,0.0007814973390755225,0.2152856548007492,0.006933078183557879,0.02418656785581034,,
16,,,,,420372,455020,34648,436239,436239,436239.0,0.08810780942440033,0.001,0.04638671875,0.95361328125,0.30375875160098076,0.009340349336465199,0.0027987447528479,0.0006215016476403435,3.5795106887817383,0.38135403263887996,1e-06,1.4442745447158813,4.0,-3.0,0.12109375,1.0,0.0,1.3231807947158813,3.0,-3.0,0.0,0.0,0.0,1.4392503499984741,3.9995007514953613,-3.0266494750976562,-6.9834276139602025e-09,0.9402858018875122,3.612520933151245,-3.614774227142334,-6.9834276139602025e-09,3.612520933151245,-3.614774227142334,85.3515625,1024.0,1.0,0.001953125,766.677734375,2047.0,389.0,0.0,36.96743148300038,12.25877502100002,1.3245727379999153,41.353676261000146,92.00570490600012,0.0007590866119259828,0.2114841618020617,0.007025263113224643,0.023698979378849752,,
17,,,,,406578,457213,50635,433416,433416,433416.0,0.08053678274154663,0.001,0.103515625,0.896484375,0.23471157509705115,0.05562986698451227,0.004170594251200813,0.0009324020760812283,3.3553558588027954,0.37601296561466124,1e-06,1.7343052625656128,4.0,-3.0,0.2958984375,1.0,0.0,1.4384068250656128,3.0,-3.0,0.0,0.0,0.0,1.7286535501480103,3.999112129211426,-3.018533706665039,-1.3518606678530887e-08,0.8787451982498169,3.1334216594696045,-3.2082369327545166,-1.3518606678530887e-08,3.1334216594696045,-3.2082369327545166,88.181640625,1024.0,1.0,0.00244140625,758.333984375,2048.0,399.0,0.0078125,35.444432013000096,11.729417000000012,1.395759261999956,41.663634122000076,90.32760696200012,0.0008050921412684095,0.19626366039668708,0.006765680662458246,0.024032127403003162,,
18,,,,,432968,440244,7276,435712,435713,435712.75,0.07352186739444733,0.001,0.12744140625,0.87255859375,0.3100244128810508,0.05713808183957424,0.01875909881034334,0.012629025540653467,38.18961572647095,0.37943855985198066,1e-06,1.790836215019226,4.0,-3.0,0.533203125,1.0,0.0,1.2576333284378052,3.0,-3.0,0.0,0.0,0.0,1.787300944328308,4.067689895629883,-3.0217576026916504,-1.802795779326516e-08,0.8633264899253845,2.7327892780303955,-2.87827467918396,-1.802795779326516e-08,2.7327892780303955,-2.87827467918396,99.18701171875,1024.0,1.0,0.0029296875,751.814453125,2048.0,416.0,0.001953125,41.50982510199992,11.736161625000022,1.4222202269997979,41.48963409199996,96.26040241099963,0.0008160308752726412,0.20434600192975078,0.0067338869616507795,0.02380561166272961,,
19,,,,,432737,456753,24016,442005,442006,442005.25,0.08136233687400818,0.001,0.0751953125,0.9248046875,0.2569587955872218,-0.01579124981847902,0.0017142138812535753,0.00037200770284471216,7.215225994586945,0.36823622959241326,1e-06,1.9087398052215576,4.0,-3.0,0.71240234375,1.0,0.0,1.1963374614715576,3.0,-3.0,0.0,0.0,0.0,1.9048582315444946,6.589214324951172,-3.019216299057007,-4.724974633774082e-09,0.9164941310882568,2.9355006217956543,-3.0524439811706543,-4.724974633774082e-09,2.9355006217956543,-3.0524439811706543,100.91845703125,1024.0,10.0,0.00146484375,762.373046875,2048.0,407.0,0.0078125,33.22854688899997,11.66283817600015,1.4428620460003003,43.38918951799997,89.82102808399986,0.0008160887489460252,0.1607721410724739,0.006596549574920292,0.02454110529117017,,
20,2.5258072169497607,0.925,1.6008072143420577,0.0,424760,474991,50231,449475,449475,449475.0,0.08075538277626038,0.001,0.0263671875,0.9736328125,0.2887155586673367,-0.06778376076310393,0.012305325120612378,0.007904256216387429,63.40896564722061,0.3715742752334014,1e-06,2.06026029586792,4.0,-3.0,0.7734375,1.0,0.0,1.2868225574493408,3.0,-3.0,0.0,0.0,0.0,2.058007001876831,8.173542976379395,-3.0250649452209473,1.1327349724865599e-08,0.971985399723053,3.4705522060394287,-3.4745709896087646,1.1327349724865599e-08,3.4705522060394287,-3.4745709896087646,105.240234375,1024.0,9.0,0.00244140625,772.640625,2048.0,418.0,0.0078125,49.15979620799999,12.354182361999847,1.39455981600031,43.79815795800005,157.72206586899983,0.000775660390455704,0.22808583508713318,0.006871451338784052,0.02436073082930088,7.743324562999987,43.13954359299987
21,,,,,430376,466818,36442,448108,448109,448108.5,0.08375526964664459,0.001,0.02294921875,0.97705078125,0.2536039285361767,0.08757725702598691,0.006339112234612306,0.002874998287006747,73.53477537631989,0.39637244373793024,1e-06,2.21712064743042,4.0,-3.0,0.82373046875,1.0,0.0,1.39339017868042,3.0,-3.0,0.0,0.0,0.0,2.2165184020996094,6.181517601013184,-3.0167455673217773,-1.4364323064341988e-08,0.9698143601417542,2.359241008758545,-3.4925801753997803,-1.4364323064341988e-08,2.359241008758545,-3.4925801753997803,103.7373046875,1024.0,1.0,0.0029296875,771.474609375,2048.0,393.0,0.00390625,38.7451524879998,12.244016711999848,1.6177031710003575,40.88425790300016,93.60802718100012,0.0009025175660584198,0.18236960701139918,0.006830944242298376,0.022809351922023442,,
22,,,,,452895,462003,9108,458314,458315,458314.5,0.08316797018051147,0.001,0.01025390625,0.98974609375,0.28928731847554445,-0.05664055116358213,0.0012966636077180738,0.00026108164928473343,107.35439550876617,0.37978610547404207,1e-06,2.1100869178771973,4.0,-3.0,0.8310546875,1.0,0.0,1.2790323495864868,3.0,-3.0,0.0,0.0,0.0,2.1106369495391846,8.912357330322266,-3.0231850147247314,-1.8503582666085094e-08,0.9837316870689392,4.00466775894165,-3.9619839191436768,-1.8503582666085094e-08,4.00466775894165,-3.9619839191436768,109.5224609375,1024.0,3.0,0.00146484375,785.623046875,2048.0,399.0,0.00390625,35.57507722699984,12.624361970999871,1.427653355000075,43.69336885699977,93.4125832640002,0.0007787520114463294,0.15860347757487603,0.006886298584814506,0.023833725998740913,,
23,,,,,433342,456025,22683,442538,442539,442538.5,0.08995749056339264,0.001,0.00732421875,0.99267578125,0.21988147795200347,0.012335375882685184,0.0015527425702506056,-1.2254437024239452e-06,4.190012276172638,0.3807673160998842,1e-06,2.3782904148101807,4.0,-3.0,0.84228515625,1.0,0.0,1.5360052585601807,3.0,-3.0,0.0,0.0,0.0,2.3770852088928223,11.890336990356445,-3.016263008117676,2.2978590141775612e-09,0.9875666499137878,4.0076775550842285,-3.9603517055511475,2.2978590141775612e-09,4.0076775550842285,-3.9603517055511475,103.7568359375,1024.0,24.0,0.0029296875,760.576171875,2048.0,393.0,0.00390625,37.72283659999994,12.155934127999899,1.348375199000202,42.00866730400003,93.33664920499996,0.0007617276231334686,0.17752424350805168,0.006867161912466316,0.023731645554002662,,
24,,,,,423937,458564,34627,440138,440138,440138.0,0.07209835201501846,0.001,0.01025390625,0.98974609375,0.20342479954505788,-0.007411339310206601,0.0123409732347274,0.025974913921000452,128.0047591328621,0.38009190729534975,1e-06,2.4623937606811523,4.0,-3.0,0.8603515625,1.0,0.0,1.6020420789718628,3.0,-3.0,0.0,0.0,0.0,2.4849839210510254,15.822896957397461,-3.0148189067840576,1.055119636106383e-08,0.9714570045471191,3.002814769744873,-4.437827110290527,1.055119636106383e-08,3.002814769744873,-4.437827110290527,101.68359375,1024.0,17.0,0.00341796875,757.9609375,2048.0,402.0,0.00390625,33.01010934899978,12.198503934999735,1.391823581999688,41.873776289000034,88.59240664800018,0.0007905609047615112,0.15851345198513203,0.006928795022810877,0.023784458674892893,,
25,,,,,426535,449495,22960,441182,441183,441182.5,0.07437417656183243,0.001,0.00927734375,0.99072265625,0.18657557546131073,-0.02543977999518956,0.0017337457149199421,3.1089541387759267e-06,2.845057189464569,0.36988870237761345,1e-06,2.453481674194336,4.0,-3.0,0.87548828125,1.0,0.0,1.5779931545257568,3.0,-3.0,0.0,0.0,0.0,2.4721977710723877,15.012492179870605,-3.0190699100494385,3.9190060086014e-09,0.9733209609985352,3.4725966453552246,-4.235235691070557,3.9190060086014e-09,3.4725966453552246,-4.235235691070557,106.4638671875,1024.0,10.0,0.00341796875,755.220703125,2048.0,419.0,0.009765625,39.40987675500037,11.813280871000188,1.339581269000064,43.10922696699981,95.79516772699981,0.0007590856782624333,0.18074774468212132,0.006694101007519671,0.02442822809551592,,
26,,,,,426592,460496,33904,440432,440432,440432.0,0.08354169130325317,0.001,0.01171875,0.98828125,0.21637138261877256,-0.011962715231267542,0.0011634434581380979,0.0003112381121448787,488.0780037641525,0.38457889450516053,1e-06,2.3907108306884766,4.0,-3.0,0.86328125,1.0,0.0,1.527429461479187,3.0,-3.0,0.0,0.0,0.0,2.406960964202881,17.20891571044922,-3.0150179862976074,1.1580085779172578e-09,0.9841482043266296,4.38141393661499,-4.30256462097168,1.1580085779172578e-09,4.38141393661499,-4.30256462097168,102.943359375,1024.0,12.0,0.001953125,757.275390625,2048.0,418.0,0.005859375,34.832407704999696,12.072704424999756,1.3590800699998908,41.4158173159999,89.78822145699996,0.0007714471643749153,0.16521718037926508,0.006852762983275373,0.02350863318060444,,
27,,,,,432266,466858,34592,450564,450565,450564.5,0.08295699208974838,0.001,0.00634765625,0.99365234375,0.24837215500883758,-0.08061418864235748,0.012320019919570768,0.005179104657074163,138.81076312065125,0.3826707962404041,1e-06,2.31996488571167,4.0,-3.0,0.84326171875,1.0,0.0,1.4767032861709595,3.0,-3.0,0.0,0.0,0.0,2.3479909896850586,16.889936447143555,-3.01593279838562,-1.1230949503726606e-09,0.9935184121131897,4.326437473297119,-4.200711250305176,-1.1230949503726606e-09,4.326437473297119,-4.200711250305176,106.1435546875,1024.0,1.0,0.00341796875,773.865234375,2048.0,418.0,0.00390625,38.86487257899989,12.030039744000078,1.4314156899999944,42.626370895000036,95.07924416800006,0.0007942346156876509,0.17878606590702034,0.006674982019222596,0.023651647486098014,,
28,,,,,438419,460173,21754,451132,451133,451132.25,0.08289027214050293,0.001,0.0087890625,0.9912109375,0.22576568375031153,-0.062399090042648216,0.0009782616669933,0.029327839762239214,64.45961934328079,0.3828305847323353,1e-06,2.483628749847412,4.0,-3.0,0.87060546875,1.0,0.0,1.6130234003067017,3.0,-3.0,0.0,0.0,0.0,2.51259183883667,20.395904541015625,-3.017977237701416,-1.5553025534131848e-08,0.9862738847732544,3.7864463329315186,-4.179233074188232,-1.5553025534131848e-08,3.7864463329315186,-4.179233074188232,99.64111328125,1024.0,18.0,0.00341796875,781.4765625,2048.0,389.0,0.005859375,41.35180038699991,11.980130138999812,1.3746844970000893,43.15058932300008,97.96760565700015,0.0007617968439410447,0.20264033708377188,0.006638923585600348,0.023912383410297135,,
29,,,,,441733,457296,15563,449679,449680,449679.25,0.07009942084550858,0.001,0.0078125,0.9921875,0.22100596246309578,-0.07560709322569892,0.024791886091406923,0.035459692534629994,119.5972775220871,0.37651566377317125,1e-06,2.3856616020202637,4.0,-3.0,0.87841796875,1.0,0.0,1.5072437524795532,3.0,-3.0,0.0,0.0,0.0,2.4285225868225098,23.880781173706055,-3.0140738487243652,-1.8031945714369613e-08,0.9822272062301636,3.1622183322906494,-4.5641937255859375,-1.8031945714369613e-08,3.1622183322906494,-4.5641937255859375,104.94970703125,1024.0,7.0,0.00390625,773.330078125,2048.0,389.0,0.009765625,44.80957012300041,12.038115520999781,1.3948387969999203,43.25162762900027,101.59308524000016,0.0007754631756968552,0.20847769403592872,0.0066926123014347345,0.02404582134321312,,
30,2.640202820673585,0.9375,1.7027028184384108,0.0,430565,457069,26504,446736,446737,446736.75,0.08282224833965302,0.001,0.00732421875,0.99267578125,0.20185445323586465,-0.045547210859755674,0.0009990087477490307,-2.6274577309474503e-05,92.29363599419594,0.3805227114942878,1e-06,2.4645018577575684,4.0,-3.0,0.8515625,1.0,0.0,1.6129392385482788,3.0,-3.0,0.0,0.0,0.0,2.497647762298584,26.512739181518555,-3.018131971359253,9.503379416742064e-09,0.9865849614143372,4.649755477905273,-4.559108257293701,9.503379416742064e-09,4.649755477905273,-4.559108257293701,100.35107421875,1024.0,15.0,0.00341796875,772.181640625,2048.0,414.0,0.00390625,37.913497675000144,12.321307567000076,1.758169080999778,42.492694521999965,145.589869635,0.0009838954826303064,0.18447684970732703,0.006895172362135014,0.023779493472386122,8.244955108999875,42.74413553400018
31,,,,,423787,452910,29123,436893,436894,436893.25,0.05463774502277374,0.001,0.00732421875,0.99267578125,0.15751904914421694,0.01315549820927637,0.013883404871324143,0.051332729127092795,176.01001098752022,0.38915394154389166,1e-06,2.5589144229888916,4.0,-3.0,0.87548828125,1.0,0.0,1.6834261417388916,3.0,-3.0,0.0,0.0,0.0,2.6240479946136475,29.959697723388672,-3.0150692462921143,6.19567641635399e-09,0.9923967719078064,4.6360650062561035,-4.50874662399292,6.19567641635399e-09,4.6360650062561035,-4.50874662399292,96.20361328125,1024.0,19.0,0.00341796875,757.103515625,2048.0,407.0,0.001953125,37.58773170399991,12.128152994000175,1.6541116200000943,40.57991734400002,92.0604356050003,0.0009465193270896805,0.1907764583377739,0.006939997925122541,0.023220728029100943,,
32,,,,,433816,464747,30931,447883,447883,447883.0,0.07914140075445175,0.001,0.00732421875,0.99267578125,0.17829803377389908,-0.009018603479489684,0.0010402617663203273,8.611890689280699e-05,16.71283197402954,0.3730569582750917,1e-06,2.5899643898010254,4.0,-3.0,0.8662109375,1.0,0.0,1.7237534523010254,3.0,-3.0,0.0,0.0,0.0,2.6368634700775146,33.45060729980469,-3.0149972438812256,-2.5428667171922825e-08,0.9856315851211548,3.5866901874542236,-4.590263366699219,-2.5428667171922825e-08,3.5866901874542236,-4.590263366699219,93.759765625,1024.0,4.0,0.001953125,781.01171875,2048.0,399.0,0.00390625,39.51279905399997,12.066597643000023,2.088864487000137,43.39418440400004,97.16594053500012,0.0011659654904294966,0.20577439357358596,0.006735351443903889,0.024221830480281707,,
