step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gdpo/pi_correctness,gdpo/w_correctness,gdpo/active_groups_correctness,gdpo/pi_format,gdpo/w_format,gdpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/update_actor,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_s/testing,timing_s/save_checkpoint
32,,,,,436465,463705,27240,448453,448453,448453.0,0.06591629981994629,0.001,0.3359375,1.0,172.0,0.09765625,1.0,50.0,0.218468602001667,-0.04578647711314261,0.0017008667714738597,-5.503503859169238e-05,46.73075371980667,0.3862452889017143,1e-06,2.2861037254333496,4.0,-3.0,0.83447265625,1.0,0.0,1.4516311883926392,3.0,-3.0,0.0,0.0,0.0,2.330507755279541,27.354263305664062,-3.0255677700042725,-2.34637798079973e-09,1.0,2.964284658432007,-4.370090961456299,-2.34637798079973e-09,2.964284658432007,-4.370090961456299,101.611328125,1024.0,12.0,0.00341796875,774.2734375,2048.0,414.0,0.005859375,37.20584503200007,11.398279608001758,1.6902701139988494,42.05521088800015,92.68232882899974,0.000942278295606702,0.02344460338541617,0.1787882990485347,0.006354221963060654,,
33,,,,,432100,474037,41937,449780,449781,449780.25,0.04211863875389099,0.001,0.3359375,1.0,172.0,0.1171875,1.0,60.0,0.22870384373011127,-0.06750818206778457,0.014747894932365706,0.028481634533935932,68.65816986560822,0.3827491826802936,1e-06,2.438642740249634,4.0,-3.0,0.861328125,1.0,0.0,1.5773144960403442,3.0,-3.0,0.0,0.0,0.0,2.5087218284606934,31.363449096679688,-3.015104293823242,-2.4385148122973987e-08,0.9999998807907104,2.3457748889923096,-3.811065196990967,-2.4385148122973987e-08,2.3457748889923096,-3.811065196990967,102.66064453125,1024.0,24.0,0.00390625,775.81640625,1869.0,399.0,0.0,41.06569302799835,11.7516358210014,1.573293682999065,42.537117203999514,97.05707021800117,0.0008744790833963168,0.023643277580551566,0.1953193262655154,0.006531876300149573,,
34,,,,,435062,458505,23443,443626,443627,443626.25,0.09827820211648941,0.001,0.357421875,1.0,183.0,0.0859375,1.0,44.0,0.2718147926032543,-0.14518821756452477,0.0031188778889675935,0.00016941732307410953,12.328508019447327,0.3723637659230605,1e-06,2.5514867305755615,4.0,-3.0,0.88427734375,1.0,0.0,1.6672093868255615,3.0,-3.0,0.0,0.0,0.0,2.569192409515381,32.69688415527344,-3.0133743286132812,-6.028967325377721e-10,1.0000001192092896,4.430855751037598,-4.426487445831299,-6.028967325377721e-10,4.430855751037598,-4.426487445831299,98.86376953125,1024.0,17.0,0.001953125,767.59375,2048.0,413.0,0.0078125,35.46906714400029,11.741749740998785,1.3953277820000949,43.08804153299934,91.79866240099727,0.0007863194423234056,0.024281724499507943,0.17517924436344742,0.006616915557295575,,
35,,,,,441958,460902,18944,450580,450581,450580.5,0.07944001257419586,0.001,0.333984375,1.0,171.0,0.080078125,1.0,41.0,0.23401856686799757,0.004406503176376704,0.002216673488052742,0.00011654275541302687,133.32974487543106,0.38045627779605506,1e-06,2.4723947048187256,4.0,-3.0,0.85009765625,1.0,0.0,1.6222972869873047,3.0,-3.0,0.0,0.0,0.0,2.504960060119629,34.64483642578125,-3.0359256267547607,1.7511831984506898e-09,0.9999999403953552,4.424795150756836,-4.343591690063477,1.7511831984506898e-09,4.424795150756836,-4.343591690063477,102.1103515625,1024.0,12.0,0.00341796875,777.9296875,2048.0,393.0,0.01171875,43.17183439300061,11.775643632001447,1.334760716999881,42.88633639600084,99.28562963999866,0.000740578385549242,0.023795046831809656,0.20644329335507794,0.006533595901288143,,
36,,,,,444169,454691,10522,448186,448186,448186.0,0.10021724551916122,0.001,0.30078125,1.0,154.0,0.078125,1.0,40.0,0.16201995096860394,-0.07227638132509685,0.012603655311038657,0.017619386843791524,144.1313869357109,0.38170713547266505,1e-06,2.639921188354492,4.0,-3.0,0.9013671875,1.0,0.0,1.738553762435913,3.0,-3.0,0.0,0.0,0.0,2.6600143909454346,31.752567291259766,-3.024564743041992,9.70352243001571e-09,1.0,3.5242879390716553,-4.634453296661377,9.70352243001571e-09,3.5242879390716553,-4.634453296661377,98.28125,1024.0,16.0,0.0009765625,777.08203125,2048.0,418.0,0.00390625,34.59095302700007,11.727427426998474,1.3444688410017989,42.49261045899766,90.26189330600027,0.0007499502667429364,0.023702553437076158,0.171854893814587,0.006541607405741408,,
37,,,,,438562,458282,19720,448915,448916,448915.25,0.08354223519563675,0.001,0.314453125,1.0,161.0,0.083984375,1.0,43.0,0.2212960316288856,-0.04875553385805218,0.007001588567941179,0.002700892688798992,87.61560988426208,0.3903166857811635,1e-06,2.475498914718628,4.0,-3.0,0.87158203125,1.0,0.0,1.6039167642593384,3.0,-3.0,0.0,0.0,0.0,2.516352891921997,36.39429473876953,-3.0237555503845215,-4.763045513556108e-09,1.0000001192092896,4.414161205291748,-4.35648775100708,-4.763045513556108e-09,4.414161205291748,-4.35648775100708,100.11181640625,1024.0,12.0,0.00146484375,776.67578125,2048.0,399.0,0.005859375,36.31485374500335,11.762168780001957,1.3814554959972156,41.60422874300275,91.16540949599948,0.0007693297877479188,0.023169311324911967,0.17712057194349748,0.006550328141003206,,
38,,,,,419633,444759,25126,430904,430905,430904.25,0.06279754638671875,0.001,0.27734375,1.0,142.0,0.08984375,1.0,46.0,0.15800546003239496,-0.11100431194063276,0.002434210982755758,-1.766417483395344e-05,122.03688097000122,0.37634586117580876,1e-06,2.468684673309326,4.0,-3.0,0.8603515625,1.0,0.0,1.608332872390747,3.0,-3.0,0.0,0.0,0.0,2.535057783126831,43.70647048950195,-3.027523994445801,-1.589098985732562e-08,1.0,4.8419928550720215,-4.725507736206055,-1.589098985732562e-08,4.8419928550720215,-4.725507736206055,97.52197265625,1024.0,7.0,0.00390625,744.087890625,2048.0,399.0,0.00390625,34.9411748479979,11.055178399001306,1.388502231999155,41.37599403999775,88.9086271169981,0.0008055746908966174,0.02400532951345789,0.17494642557515533,0.006413941379669211,,
39,,,,,429483,460547,31064,445320,445321,445320.75,0.08518953621387482,0.001,0.28515625,1.0,146.0,0.091796875,1.0,47.0,0.1720713663380593,-0.0027353308396413922,0.002213991483586142,0.0003424587076281682,197.76371920108795,0.36720250695467005,1e-06,2.472139835357666,4.0,-3.0,0.87158203125,1.0,0.0,1.6005576848983765,3.0,-3.0,0.0,0.0,0.0,2.521596908569336,46.38418960571289,-3.0292844772338867,0.0,1.0,3.0386834144592285,-4.572805881500244,0.0,3.0386834144592285,-4.572805881500244,97.24755859375,1024.0,8.0,0.001953125,772.51953125,2048.0,389.0,0.00390625,36.653288705001614,11.307567135001591,1.36845833100233,43.84141165099936,93.28831271200033,0.0007682430759190594,0.024612266355766806,0.18403663685022628,0.006347990260391859,,
40,2.6984252247959377,0.9625,1.7359252210706473,0.0,414696,464666,49970,436513,436514,436513.5,0.11146927624940872,0.001,0.28125,1.0,144.0,0.0703125,1.0,36.0,0.15389384920227117,5.708224921166126,0.005195408196445426,-0.022491015106362314,59750.489355921745,0.3782032734323227,1e-06,2.5380969047546387,4.0,-3.0,0.8857421875,1.0,0.0,1.6523547172546387,3.0,-3.0,0.0,0.0,0.0,2.5672781467437744,45.75450897216797,-3.0281124114990234,1.6010817560641044e-08,1.0000001192092896,3.567537546157837,-4.84268856048584,1.6010817560641044e-08,3.567537546157837,-4.84268856048584,93.0693359375,1024.0,12.0,0.001953125,759.49609375,2048.0,413.0,0.009765625,37.044727983000485,11.230586620997201,1.6534292910000659,41.74627689400222,115.06991389299947,0.000946951979148449,0.023908926581882473,0.19435237077007275,0.006431981268046235,7.735455332000129,15.530059718999837
41,,,,,412674,462367,49693,438164,438164,438164.0,0.13628613948822021,0.001,0.26953125,1.0,138.0,0.060546875,1.0,31.0,0.16260974630713462,-0.028499059565365314,0.0024114570813253524,1.6351805485707396e-05,392.4452203512192,0.3798290547412442,1e-06,2.6087656021118164,4.0,-3.0,0.90283203125,1.0,0.0,1.705933690071106,3.0,-3.0,0.0,0.0,0.0,2.6204774379730225,50.17302322387695,-3.0156149864196777,-1.2147911121473953e-08,1.0,5.184333324432373,-5.14263391494751,-1.2147911121473953e-08,5.184333324432373,-5.14263391494751,88.318359375,1024.0,14.0,0.00244140625,767.470703125,2048.0,393.0,0.0078125,37.70459438800026,11.572359682999377,1.340936036001949,41.70291501700194,92.42950771600226,0.0007650879784749256,0.023794124469948434,0.20845548545965334,0.0066027558648128195,,
42,,,,,426184,437687,11503,433435,433436,433435.25,0.11453095078468323,0.001,0.2734375,1.0,140.0,0.0859375,1.0,44.0,0.17814984892805416,-0.023227035316328207,0.0019411637932838252,0.00019025009799709854,184.04433679580688,0.38183584043685437,1e-06,2.4795401096343994,4.0,-3.0,0.89697265625,1.0,0.0,1.5825674533843994,3.0,-3.0,0.0,0.0,0.0,2.515730142593384,51.561405181884766,-3.018707513809204,-1.2594630893758563e-09,1.0000001192092896,3.154442071914673,-4.756458282470703,-1.2594630893758563e-09,3.154442071914673,-4.756458282470703,94.65087890625,1024.0,4.0,0.001953125,751.90234375,1918.0,407.0,0.0,41.811382373001834,11.601441789000091,1.3632164619994,40.99136072900001,95.87551784199968,0.0007862861073247965,0.023643301236459198,0.21569492312415503,0.006691565688877457,,
43,,,,,436090,455622,19532,441974,441975,441974.25,0.01326991617679596,0.001,0.244140625,1.0,125.0,0.087890625,1.0,45.0,0.13558839932084082,-0.04322845028170074,0.002035028759079675,0.03963720611015257,155.43403923511505,0.37991024822962577,1e-06,2.6610054969787598,4.0,-3.0,0.8955078125,1.0,0.0,1.7654976844787598,3.0,-3.0,0.0,0.0,0.0,2.797358274459839,55.70863342285156,-3.02763032913208,-2.4834636569437407e-09,1.0,5.202715873718262,-5.116880893707275,-2.4834636569437407e-09,5.202715873718262,-5.116880893707275,96.00244140625,1024.0,19.0,0.00537109375,767.228515625,2048.0,407.0,0.00390625,43.911979717002396,11.272121467001853,1.338014237000607,42.058763364002516,98.68184534399916,0.0007568394748113759,0.02379027927758377,0.22334219872034095,0.006376005766739721,,
44,,,,,425799,465633,39834,452366,452367,452366.25,0.13754166662693024,0.001,0.2734375,1.0,140.0,0.083984375,1.0,43.0,0.16968249842043845,0.005188939544642644,0.002574959142704404,0.0002268343378091231,16.412523090839386,0.3882449663177822,1e-06,2.61187481880188,4.0,-3.0,0.89794921875,1.0,0.0,1.7139256000518799,3.0,-3.0,0.0,0.0,0.0,2.623904228210449,51.90232467651367,-3.02356219291687,2.5600250808111014e-09,0.9999999403953552,3.914858102798462,-4.849924087524414,2.5600250808111014e-09,3.914858102798462,-4.849924087524414,93.13134765625,1024.0,15.0,0.00244140625,790.396484375,2048.0,416.0,0.009765625,39.14445100699959,11.531917267999233,1.54693595000208,42.6597948660019,94.98903169500045,0.000854913441266938,0.02357591601163985,0.20523166419549627,0.006373108774139999,,
45,,,,,430179,457894,27715,444138,444139,444138.25,0.04101049154996872,0.001,0.2578125,1.0,132.0,0.0703125,1.0,36.0,0.16244994243606925,0.01014241951634176,0.0163498819583765,0.017534237318614032,182.81696951389313,0.3621708632995161,1e-06,2.5466175079345703,4.0,-3.0,0.9130859375,1.0,0.0,1.6335314512252808,3.0,-3.0,0.0,0.0,0.0,2.662672996520996,63.637474060058594,-3.027691125869751,-2.5411066584268838e-09,0.9999998807907104,4.0139079093933105,-4.966440200805664,-2.5411066584268838e-09,4.0139079093933105,-4.966440200805664,93.82470703125,1024.0,23.0,0.0029296875,773.6328125,2048.0,407.0,0.001953125,36.178361474001576,11.349977747999219,1.3290319759980775,44.3608076620003,93.32492502999958,0.0007480958778027324,0.02497015718754256,0.18827893123709533,0.0063887639423080645,,
46,,,,,418395,436270,17875,429994,429994,429994.0,0.1461721956729889,0.001,0.23046875,1.0,118.0,0.0625,1.0,32.0,0.17173579867397035,-0.018439112497227534,0.0027372260810807347,-4.828771287585758e-05,33.77193558216095,0.37421982808947224,1e-06,2.631889581680298,4.0,-3.0,0.919921875,1.0,0.0,1.7119678258895874,3.0,-3.0,0.0,0.0,0.0,2.6475119590759277,61.932804107666016,-3.017937183380127,-1.0457045007683519e-08,1.0000001192092896,5.450953960418701,-5.396525859832764,-1.0457045007683519e-08,5.450953960418701,-5.396525859832764,91.19921875,1024.0,13.0,0.0009765625,748.6328125,1828.0,389.0,0.0,43.18090584500169,10.911208301000443,1.3091080839985807,41.468301503002294,96.9796032459999,0.0007611199714406368,0.024109814034034366,0.23119086951750595,0.0063438142747343235,,
47,,,,,425938,443841,17903,437182,437183,437182.5,0.07267460227012634,0.001,0.2421875,1.0,124.0,0.068359375,1.0,35.0,0.14295995022569383,-0.008381706230076296,0.014951631368603557,0.02205890439212713,302.2508016228676,0.3692396989933661,1e-06,2.638087034225464,4.0,-3.0,0.93359375,1.0,0.0,1.704493522644043,3.0,-3.0,0.0,0.0,0.0,2.7395241260528564,66.5809555053711,-3.036468744277954,-9.717013860210955e-10,0.9999999403953552,3.3395304679870605,-4.857248306274414,-9.717013860210955e-10,3.3395304679870605,-4.857248306274414,92.0107421875,1024.0,20.0,0.00244140625,761.861328125,2048.0,399.0,0.00390625,34.70626262099904,11.232298958999309,1.3576982189988485,42.78211272200133,90.19041800200284,0.0007763909917476388,0.02446467592024002,0.18417868275506555,0.006423117896415861,,
48,,,,,418791,457243,38452,437918,437919,437918.5,0.18373386561870575,0.001,0.23828125,1.0,122.0,0.076171875,1.0,39.0,0.17249987223025026,-0.018808686399254305,0.002416019679191683,2.8483065072013514e-05,3.506351411342621,0.38424473882955124,1e-06,2.52815842628479,4.0,-3.0,0.91357421875,1.0,0.0,1.61458420753479,3.0,-3.0,0.0,0.0,0.0,2.51481032371521,3.9992048740386963,-3.034695863723755,1.0021644625268777e-09,0.9999998211860657,5.087967872619629,-5.0880351066589355,1.0021644625268777e-09,5.087967872619629,-5.0880351066589355,89.2138671875,1024.0,16.0,0.0009765625,766.095703125,2048.0,399.0,0.0078125,34.097077146998345,11.279149204001442,1.446145311001601,41.19658064599935,88.13593343200046,0.0008255790238375411,0.02351840619087761,0.18661856027036475,0.006439068687439239,,
49,,,,,423559,450120,26561,435062,435063,435062.75,0.1554088443517685,0.001,0.220703125,1.0,113.0,0.06640625,1.0,34.0,0.15522648120919863,-0.008998494098583857,0.003072284065031757,0.00018802600958830833,129.99046117067337,0.374290081196333,1e-06,2.6988093852996826,4.0,-3.0,0.9169921875,1.0,0.0,1.7818171977996826,3.0,-3.0,0.0,0.0,0.0,2.716813802719116,66.99209594726562,-3.0209031105041504,2.7452660145144137e-09,1.0000001192092896,3.009385108947754,-5.142141342163086,2.7452660145144137e-09,3.009385108947754,-5.142141342163086,86.84716796875,1024.0,17.0,0.0009765625,762.884765625,2048.0,422.0,0.00390625,34.868305071002396,11.035355618998437,1.4728199759993004,41.96840423199683,89.4755534520009,0.0008463261770855471,0.02411629370245834,0.19604023923470534,0.00634124365910345,,
50,2.7270355734974148,0.975,1.7520355708897113,0.0,415569,443122,27553,426510,426511,426510.5,0.08499667048454285,0.001,0.224609375,1.0,115.0,0.064453125,1.0,33.0,0.13676144182682037,0.07566347272534456,0.01695667513662816,0.0030871867835620443,198.4579223394394,0.373590447825031,1e-06,2.683260440826416,4.0,-3.0,0.93603515625,1.0,0.0,1.7472254037857056,3.0,-3.0,0.0,0.0,0.0,2.766392707824707,72.87269592285156,-3.028035879135132,-1.575253172347857e-08,1.0,2.870274782180786,-5.280442237854004,-1.575253172347857e-08,2.870274782180786,-5.280442237854004,90.8115234375,1024.0,18.0,0.001953125,742.216796875,2047.0,413.0,0.0,36.55001356499997,11.274343485001737,1.394394889997784,41.20479432299908,111.86836689100164,0.0008173274104610461,0.02415227428339928,0.19652446777107446,0.006608479442476643,7.14873524399809,14.18391542700192
51,,,,,426319,449739,23420,436466,436467,436466.25,0.14020563662052155,0.001,0.193359375,1.0,99.0,0.044921875,1.0,23.0,0.15758499366541703,0.009039554558694363,0.002334246508932362,0.00018868437534062346,237.01824539899826,0.366549607030748,1e-06,2.662186622619629,4.0,-3.0,0.9365234375,1.0,0.0,1.7256630659103394,3.0,-3.0,0.0,0.0,0.0,2.7094292640686035,67.6473388671875,-3.034418821334839,1.4021641625561188e-09,1.0,5.536518096923828,-5.405893325805664,1.4021641625561188e-09,5.536518096923828,-5.405893325805664,85.01806640625,1024.0,29.0,0.0009765625,767.455078125,2048.0,393.0,0.00390625,29.732083523002075,11.269597824997618,2.2271033719989646,43.069650630997785,86.41983806999997,0.0012756446643921292,0.024669519482318384,0.1707592223792167,0.006455022481691092,,
52,,,,,412267,459657,47390,431845,431846,431845.75,0.13544073700904846,0.001,0.224609375,1.0,115.0,0.037109375,1.0,19.0,0.129621174571843,0.08552929823254717,0.011078980197359261,0.0012730733373057868,195.2546340227127,0.38572296083724783,1e-06,2.651148796081543,4.0,-3.0,0.9296875,1.0,0.0,1.7214610576629639,3.0,-3.0,0.0,0.0,0.0,2.7062430381774902,73.58699035644531,-3.0165483951568604,1.3875804505403266e-08,1.0,5.851065158843994,-5.788906574249268,1.3875804505403266e-08,5.851065158843994,-5.788906574249268,85.91162109375,1024.0,19.0,0.0009765625,757.537109375,2048.0,407.0,0.005859375,28.562637662998895,10.951655569999275,1.3107977159997972,40.47478811400288,81.72536438200041,0.0007588344426220457,0.023431276164002354,0.16233659944755463,0.006340027411407473,,
53,,,,,415359,479692,64333,433392,433392,433392.0,0.045175276696681976,0.001,0.21484375,1.0,110.0,0.048828125,1.0,25.0,0.15617097770014116,-0.0473927253586871,0.013418791986506192,0.03019538067616351,346.79858833551407,0.35977870397287265,1e-06,2.7134196758270264,4.0,-3.0,0.9345703125,1.0,0.0,1.7788492441177368,3.0,-3.0,0.0,0.0,0.0,2.8417320251464844,82.03580474853516,-3.037017583847046,-9.295839653589155e-09,0.9999998211860657,3.505824565887451,-5.061871528625488,-9.295839653589155e-09,3.505824565887451,-5.061871528625488,89.767578125,1024.0,29.0,0.001953125,756.701171875,2048.0,389.0,0.001953125,32.05479221900168,10.954984705000243,1.6175835479989473,43.5215541869984,88.26926301500134,0.0009330949509906432,0.025105190097532027,0.17435865309176085,0.006319327943870816,,
54,,,,,421824,450195,28371,439485,439486,439485.75,0.05246426910161972,0.001,0.205078125,1.0,105.0,0.060546875,1.0,31.0,0.13030888636906943,-0.0459380762030681,0.0021760636048081023,0.0003611601117881946,61.19203382730484,0.3764459605970862,1e-06,2.7505249977111816,4.0,-3.0,0.92919921875,1.0,0.0,1.8213257789611816,3.0,-3.0,0.0,0.0,0.0,2.8835251331329346,84.69014739990234,-3.024836301803589,-7.416056657660874e-09,1.000000238418579,3.10296368598938,-5.272170066833496,-7.416056657660874e-09,3.10296368598938,-5.272170066833496,88.40966796875,1024.0,23.0,0.001953125,769.9609375,2048.0,424.0,0.005859375,27.915857659998437,11.232232771999406,1.339637656998093,42.218099415000324,82.84230866000144,0.0007620484037298667,0.024015624747218953,0.15417759376569723,0.006389418071006515,,
55,,,,,430835,475822,44987,446073,446074,446073.5,0.017914678901433945,0.001,0.18359375,1.0,94.0,0.05859375,1.0,30.0,0.1249636655052503,0.057355438452214004,0.039946672805429746,0.10193338899310524,103.87069302797318,0.37646745074357424,1e-06,2.6410646438598633,4.0,-3.0,0.91650390625,1.0,0.0,1.7245604991912842,3.0,-3.0,0.0,0.0,0.0,2.821363687515259,86.67825317382812,-3.028352975845337,-7.269630231121482e-09,0.9999998807907104,2.828498363494873,-5.411986351013184,-7.269630231121482e-09,2.828498363494873,-5.411986351013184,90.1904296875,1024.0,20.0,0.0029296875,781.046875,2048.0,420.0,0.0078125,37.00776078199851,11.505496670000866,1.6751238779979758,42.873211649999575,93.15211872200234,0.0009388160684270506,0.024028109521188536,0.20035602177466577,0.006448206780945778,,
56,,,,,425321,457375,32054,442418,442419,442418.5,-0.034076027572155,0.001,0.2421875,1.0,124.0,0.0546875,1.0,28.0,0.1512470245361328,0.039631388957301776,0.04321911027072929,0.10668404116007271,221.54423546791077,0.38706263049647877,1e-06,2.635143280029297,4.0,-3.0,0.91943359375,1.0,0.0,1.7157095670700073,3.0,-3.0,0.0,0.0,0.0,2.8630220890045166,88.68675231933594,-3.047633409500122,-2.327587189654423e-08,0.9999999403953552,4.035527229309082,-4.941271781921387,-2.327587189654423e-08,4.035527229309082,-4.941271781921387,92.1884765625,1024.0,25.0,0.0029296875,771.91015625,2048.0,399.0,0.00390625,30.64189999500013,11.234976894000283,1.5560928279992368,41.33521321799708,84.89149419599926,0.0008793104424878462,0.023357529815094237,0.16229647988368837,0.006348613865604785,,
57,,,,,424206,459410,35204,443621,443622,443621.5,0.11053094267845154,0.001,0.232421875,1.0,119.0,0.0546875,1.0,28.0,0.12703780805071194,0.012893949449062348,0.0018624538846779616,3.147036522174555e-05,89.45236110687256,0.38079229055918595,1e-06,2.6392972469329834,4.0,-3.0,0.9345703125,1.0,0.0,1.7047266960144043,3.0,-3.0,0.0,0.0,0.0,2.7303037643432617,90.45057678222656,-3.0247104167938232,2.8166049048650166e-08,0.9999998807907104,5.162392616271973,-5.095575332641602,2.8166049048650166e-08,5.162392616271973,-5.095575332641602,88.8798828125,1024.0,17.0,0.00146484375,777.568359375,2048.0,399.0,0.005859375,29.96959790300025,11.223670363000565,1.3979447679994337,42.14295836400197,84.8587748179998,0.0007878026470760737,0.02374938904223644,0.1646445996890568,0.006325026155743446,,
58,,,,,411667,435191,23524,424295,424295,424295.0,-0.0561240091919899,0.001,0.19140625,1.0,98.0,0.056640625,1.0,29.0,0.11752772969858986,-0.042279400663184266,0.002600348907955257,0.02350419202850418,153.19067251682281,0.3774541441955003,1e-06,2.6700401306152344,4.0,-3.0,0.91748046875,1.0,0.0,1.752559781074524,3.0,-3.0,0.0,0.0,0.0,2.921091079711914,94.68633270263672,-3.0269460678100586,9.345861862186666e-09,1.0,5.358162879943848,-5.187096118927002,9.345861862186666e-09,5.358162879943848,-5.187096118927002,89.287109375,1024.0,27.0,0.00341796875,739.4140625,2048.0,423.0,0.001953125,34.32458575599958,11.261818951999885,1.4363363159973233,40.57606995899914,87.71205326299969,0.0008463075902363469,0.023907935492404542,0.18770964538991347,0.006635606684028733,,
59,,,,,428151,445566,17415,435438,435438,435438.0,0.0737595483660698,0.001,0.158203125,1.0,81.0,0.03125,1.0,16.0,0.12111768075104418,-0.04039752236085719,0.012799218816859326,0.027685319442690374,204.57346534729004,0.37242501760479124,1e-06,2.805842876434326,4.0,-3.0,0.9345703125,1.0,0.0,1.8712724447250366,3.0,-3.0,0.0,0.0,0.0,2.9211478233337402,100.15669250488281,-3.023845672607422,1.786301062622897e-08,1.0,3.012584686279297,-5.782890796661377,1.786301062622897e-08,3.012584686279297,-5.782890796661377,86.755859375,1024.0,15.0,0.00244140625,763.708984375,2048.0,389.0,0.005859375,37.79983190100029,11.818063239003095,1.3875862290005898,42.20973209500153,93.34331613500035,0.0007966611945906132,0.024234065524254618,0.21274585144307778,0.006785158414632562,,
60,2.751142716780305,0.975,1.7761427138000727,0.0,436258,442022,5764,438963,438964,438963.75,0.154779851436615,0.001,0.197265625,1.0,101.0,0.046875,1.0,24.0,0.13450698400365896,0.0033816807774891115,0.003665438712703,0.0004747327136634528,44.45469123125076,0.3706985560512913,1e-06,2.612161636352539,4.0,-3.0,0.92041015625,1.0,0.0,1.6917513608932495,3.0,-3.0,0.0,0.0,0.0,2.6430938243865967,95.5677719116211,-3.0270750522613525,8.188837163913831e-09,0.9999999403953552,3.3422725200653076,-5.663944244384766,8.188837163913831e-09,3.3422725200653076,-5.663944244384766,87.34521484375,1024.0,16.0,0.0009765625,770.005859375,2048.0,393.0,0.005859375,35.38393734000056,11.233292119999533,1.4296045060000324,42.80941163100215,115.01295815499907,0.0008141928040755258,0.024380949241823584,0.19780491908119024,0.006397619461743442,7.382700975998887,16.65224165700056
61,,,,,422337,446714,24377,434671,434672,434671.25,0.12298816442489624,0.001,0.1796875,1.0,92.0,0.0234375,1.0,12.0,0.11483347329000632,-0.0486704271286726,0.004272228192227582,0.0015517629237971657,135.5847459435463,0.37460949988614395,1e-06,2.8114802837371826,4.0,-3.0,0.9443359375,1.0,0.0,1.8671444654464722,3.0,-3.0,0.0,0.0,0.0,2.869178295135498,93.6484146118164,-3.022299289703369,1.9801422723730866e-08,0.9999999403953552,3.579185962677002,-6.079127788543701,1.9801422723730866e-08,3.579185962677002,-6.079127788543701,87.29345703125,1024.0,26.0,0.00146484375,761.673828125,2048.0,407.0,0.001953125,33.76865200700195,11.323193620999518,1.7346221010011504,41.97925308499907,88.91128550199937,0.0009976632345716162,0.024144254471050865,0.18888700451960794,0.006512504347250663,,
62,,,,,421249,460328,39079,442349,442350,442349.5,0.08581899851560593,0.001,0.166015625,1.0,85.0,0.041015625,1.0,21.0,0.1104513036708037,-0.051306329170862836,0.002474123953531186,0.00044560555567538056,87.27388054132462,0.37458101962129503,1e-06,2.60062313079834,4.0,-3.0,0.9287109375,1.0,0.0,1.671912431716919,3.0,-3.0,0.0,0.0,0.0,2.684601068496704,104.17447662353516,-3.032559394836426,-2.0328220884380244e-08,0.9999998211860657,4.198291778564453,-6.190293788909912,-2.0328220884380244e-08,4.198291778564453,-6.190293788909912,90.8955078125,1024.0,23.0,0.00146484375,773.068359375,2048.0,402.0,0.0078125,39.03959033499996,11.80022741400171,1.8158453719988756,42.751526150001155,95.55089522100025,0.001026250381202463,0.024161622286224555,0.20971663426517806,0.006669063384270645,,
63,,,,,422943,451760,28817,437335,437335,437335.0,-0.0655936524271965,0.001,0.1875,1.0,96.0,0.046875,1.0,24.0,0.1270657824031238,0.05524875828996301,0.02837483006417109,0.046531560750015064,91.65211391448975,0.373961215917565,1e-06,2.797083616256714,4.0,-3.0,0.9404296875,1.0,0.0,1.8566539287567139,3.0,-3.0,0.0,0.0,0.0,3.037646532058716,108.6214599609375,-3.0304722785949707,-3.888827926346039e-09,0.9999998807907104,3.903512477874756,-5.6645731925964355,-3.888827926346039e-09,3.903512477874756,-5.6645731925964355,91.962890625,1024.0,15.0,0.00341796875,762.20703125,2048.0,399.0,0.00390625,34.97230768400186,11.222086120000313,1.6756777410009818,42.236302721001266,90.21753791499941,0.0009578913996141298,0.024144135914688548,0.18568709612404088,0.006415040026524468,,
