step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,gdpo/pi_correctness,gdpo/w_correctness,gdpo/active_groups_correctness,gdpo/pi_format,gdpo/w_format,gdpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/update_actor,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_s/testing,timing_s/save_checkpoint
10,1.452523934468627,0.025,1.427523934468627,0.0,410474,458803,48329,436256,436257,436256.75,0.12363258749246597,0.001,0.58203125,1.0,298.0,0.041015625,1.0,21.0,0.35001380407604676,-0.1696758247622899,0.008281428848618063,0.003630307452865587,60.75379425287247,0.37491814303413723,1e-06,1.2102447748184204,4.0,-3.0,0.01416015625,1.0,0.0,1.1960846185684204,3.0,-3.0,0.0,0.0,0.0,1.2109633684158325,6.206921577453613,-3.014467477798462,1.755104328537982e-08,1.0000001192092896,4.160134792327881,-2.7452950477600098,1.755104328537982e-08,4.160134792327881,-2.7452950477600098,84.90185546875,1024.0,1.0,0.005859375,767.162109375,2048.0,416.0,0.001953125,36.658680692002235,11.688794498997595,1.4820768819990917,42.09797370399974,124.03497250599685,0.0008493145848167918,0.024124540023735874,0.21082868369384591,0.00669834592759745,17.010669914001483,14.992075309000938
11,,,,,417611,424068,6457,420933,420934,420933.5,0.12226280570030212,0.001,0.48828125,1.0,250.0,0.01953125,1.0,10.0,0.36621218946363243,-0.00551226083189249,0.0011191131592827982,8.430698627697504e-05,2.921313464641571,0.36506557545762125,1e-06,1.2216148376464844,4.0,-3.0,0.005859375,1.0,0.0,1.2157554626464844,3.0,-3.0,0.0,0.0,0.0,1.2188228368759155,7.097864151000977,-3.017202138900757,8.323354450112674e-09,1.0,3.5633485317230225,-2.987874746322632,8.323354450112674e-09,3.5633485317230225,-2.987874746322632,78.7724609375,1024.0,1.0,0.00146484375,743.36328125,2048.0,399.0,0.0078125,35.008382254000026,10.865876752002805,1.3154285509990586,41.6123672850008,88.91497300300034,0.0007812567489871076,0.0247143356878229,0.2170039686969244,0.006453440241750066,,
12,,,,,414137,459985,45848,440647,440647,440647.0,0.10547521710395813,0.001,0.458984375,1.0,235.0,0.03515625,1.0,18.0,0.3085395872592926,-0.10545550767953198,0.0012648586125578731,0.00010238528999858923,74.02575224637985,0.3654356510612939,1e-06,1.2590619325637817,4.0,-3.0,0.01513671875,1.0,0.0,1.2439252138137817,3.0,-3.0,0.0,0.0,0.0,1.2555619478225708,3.9988300800323486,-3.015446901321411,1.3405481169570521e-09,1.0,2.509629726409912,-2.294644594192505,1.3405481169570521e-09,2.509629726409912,-2.294644594192505,88.92578125,1024.0,1.0,0.001953125,771.712890625,2048.0,393.0,0.001953125,37.94084047599972,11.265684665999288,1.6939488889984204,43.64203287900091,94.65942857300251,0.0009610577678949479,0.02476020084046919,0.2083287968152851,0.00639155870004748,,
13,,,,,431281,466984,35703,443807,443807,443807.0,0.09270291030406952,0.001,0.470703125,1.0,241.0,0.03125,1.0,16.0,0.294091664735348,-0.02086400324779172,0.001407023481724243,0.011977757506927799,3.4145480394363403,0.37606580722943594,1e-06,1.2750694751739502,4.0,-3.0,0.01171875,1.0,0.0,1.2633507251739502,3.0,-3.0,0.0,0.0,0.0,1.271303415298462,3.992426633834839,-3.0206868648529053,-2.1710228281790478e-08,1.0000001192092896,4.609443664550781,-2.26430606842041,-2.1710228281790478e-08,4.609443664550781,-2.26430606842041,85.109375,1024.0,1.0,0.005859375,781.701171875,2048.0,399.0,0.001953125,39.06318390800152,11.226012254002853,1.4450534069983405,42.691008354002406,94.54687818000093,0.0008140100353297383,0.024048183306033033,0.22410950929411558,0.006323701661985307,,
14,,,,,422206,476972,54766,444584,444585,444584.75,0.10356024652719498,0.001,0.423828125,1.0,217.0,0.029296875,1.0,15.0,0.2851389318704605,0.1236134455849727,0.0028440310969017448,-0.0009440162796333122,33.580637991428375,0.37886615214021263,1e-06,1.3219480514526367,4.0,-3.0,0.0087890625,1.0,0.0,1.3131589889526367,3.0,-3.0,0.0,0.0,0.0,1.3187613487243652,4.000553131103516,-3.018951416015625,-7.575376770319053e-09,1.0000001192092896,4.544469833374023,-2.997635841369629,-7.575376770319053e-09,4.544469833374023,-2.997635841369629,86.55029296875,1024.0,1.0,0.0029296875,781.779296875,2048.0,389.0,0.0078125,48.52445582300061,11.266185710002901,1.7566200090004713,42.50326762199984,104.75631734099807,0.0009877869230784859,0.023900542934727202,0.2737550750218646,0.006335229509110974,,
15,,,,,419660,445045,25385,431582,431583,431582.75,0.09867413341999054,0.001,0.36328125,1.0,186.0,0.033203125,1.0,17.0,0.2988906808729683,0.015612195911152022,0.0019038770655502699,0.008872865273263284,31.01848006248474,0.36557230767688775,1e-06,1.344859004020691,4.0,-3.0,0.0146484375,1.0,0.0,1.330210566520691,3.0,-3.0,0.0,0.0,0.0,1.349660873413086,7.351650714874268,-3.02372407913208,3.402676540531502e-08,0.9999998211860657,2.455078125,-3.8421809673309326,3.402676540531502e-08,2.455078125,-3.8421809673309326,84.08154296875,1024.0,1.0,0.00439453125,758.853515625,2048.0,418.0,0.001953125,34.898158805001,10.934393322000687,1.7467166999995243,42.6444682270012,90.32929164199959,0.00101180868558783,0.024702370650241,0.2026617971358777,0.006333891543395031,,
16,,,,,416511,448331,31820,433900,433901,433900.75,0.0907093733549118,0.001,0.390625,1.0,200.0,0.03125,1.0,16.0,0.36409119913975396,0.0964174690345923,0.008794496220070868,-0.006902785463898909,19.637499511241913,0.3809089817184343,1e-06,1.4671088457107544,4.0,-3.0,0.01171875,1.0,0.0,1.4553900957107544,3.0,-3.0,0.0,0.0,0.0,1.474104881286621,9.434452056884766,-3.0187132358551025,5.414548365223482e-09,1.0,4.656630039215088,-3.085763454437256,5.414548365223482e-09,4.656630039215088,-3.085763454437256,88.06591796875,1024.0,1.0,0.00390625,759.396484375,1847.0,389.0,0.0,35.9092216809986,10.918819246002386,1.4285727870010305,41.17544343600093,89.54033477800112,0.0008230988232914039,0.023723998769304346,0.1990985849389196,0.006291081108987704,,
17,,,,,408904,432005,23101,425514,425515,425514.75,0.10530904680490494,0.001,0.37890625,1.0,194.0,0.044921875,1.0,23.0,0.45446385868958067,-0.06413118182016271,0.03732774856533589,-0.048498331000311215,9.685403108596802,0.38112003122903776,1e-06,1.6391187906265259,4.0,-3.0,0.0166015625,1.0,0.0,1.6225172281265259,3.0,-3.0,0.0,0.0,0.0,1.6401439905166626,8.929777145385742,-3.031831979751587,-2.8780156036134485e-09,1.000000238418579,3.6417393684387207,-3.0575287342071533,-2.8780156036134485e-09,3.6417393684387207,-3.0575287342071533,82.84130859375,1024.0,1.0,0.00341796875,748.2421875,2048.0,407.0,0.001953125,35.1508056720013,10.913699053002347,1.4931833959999494,40.34607968599812,88.01827537400095,0.000877280632457482,0.02370427798683719,0.20718503393277868,0.006412056839981662,,
18,,,,,428762,453901,25139,440927,440928,440927.5,0.0940578356385231,0.001,0.408203125,1.0,209.0,0.052734375,1.0,27.0,0.28143944069743154,-0.11610808334856605,0.0014479669276624917,4.182891079835826e-05,72.22935980558395,0.3853280577294528,1e-06,1.4648058414459229,4.0,-3.0,0.0302734375,1.0,0.0,1.4345324039459229,3.0,-3.0,0.0,0.0,0.0,1.4642525911331177,8.691959381103516,-3.0203018188476562,9.266102551919175e-09,1.0,3.4027554988861084,-3.182584285736084,9.266102551919175e-09,3.4027554988861084,-3.182584285736084,90.0556640625,1024.0,1.0,0.00341796875,771.130859375,2048.0,407.0,0.0078125,35.34341388300163,11.344053701999655,1.5313695019976876,41.39571631199942,89.73365739899964,0.0008682660426020648,0.023470817941724786,0.19163177008036278,0.006431926848517985,,
19,,,,,412664,446863,34199,434299,434300,434299.25,0.0982515960931778,0.001,0.330078125,1.0,169.0,0.103515625,1.0,53.0,0.29652610678097296,-0.05221988007040887,0.0008785496044358046,0.00014860040642690426,41.05763757228851,0.3786114877444873,1e-06,1.5454069375991821,4.0,-3.0,0.04150390625,1.0,0.0,1.5039031505584717,3.0,-3.0,0.0,0.0,0.0,1.5398812294006348,4.3066205978393555,-3.349902629852295,1.871045007817429e-08,1.0,3.61061429977417,-3.684657573699951,1.871045007817429e-08,3.61061429977417,-3.684657573699951,89.19775390625,1024.0,1.0,0.00244140625,759.04296875,2048.0,393.0,0.005859375,42.2471316250012,10.987144017999526,1.4934996700030752,41.51875632700103,96.36244299199825,0.0008597180803346283,0.023899854954274633,0.23126683504218484,0.006324639069719511,,
20,1.714557213149965,0.075,1.6395572131499647,0.0,433188,456159,22971,443521,443522,443521.5,0.0961204543709755,0.001,0.373046875,1.0,191.0,0.173828125,1.0,89.0,0.268995929385225,0.017253145451347034,0.0019402632392787685,0.0002071925497148186,58.0099059343338,0.3855147889841891,1e-06,1.5076167583465576,4.0,-3.0,0.0654296875,1.0,0.0,1.442186951637268,3.0,-3.0,0.0,0.0,0.0,1.5072201490402222,7.857792854309082,-3.021751642227173,2.0244042886474745e-08,1.0,4.011356353759766,-3.5676183700561523,2.0244042886474745e-08,4.011356353759766,-3.5676183700561523,94.2177734375,1024.0,1.0,0.00537109375,772.03515625,2048.0,427.0,0.00390625,36.455511449999904,11.186436149000656,1.3447811740006728,41.668548347999604,121.0993968829971,0.0007580135202017674,0.023487332828284312,0.18892977461416424,0.006305464418861688,16.74588449300063,13.593416906998755
21,,,,,443596,466065,22469,452911,452912,452911.75,0.10123636573553085,0.001,0.380859375,1.0,195.0,0.189453125,1.0,97.0,0.2711612458806485,0.043580874655162916,0.0027650636075122748,0.0008050189426356269,108.61083161830902,0.38329787427738343,1e-06,1.6431398391723633,4.0,-3.0,0.08251953125,1.0,0.0,1.5606203079223633,3.0,-3.0,0.0,0.0,0.0,1.644441843032837,8.628175735473633,-3.02620792388916,1.3460544900922855e-09,0.9999999403953552,4.082510948181152,-4.151629447937012,1.3460544900922855e-09,4.082510948181152,-4.151629447937012,88.56201171875,1024.0,1.0,0.005859375,796.03125,2048.0,399.0,0.009765625,40.40177024700097,11.976360037999257,1.503053615000681,43.032133419001184,97.02165278299799,0.000829661415828073,0.02375304538853385,0.22275269605513973,0.0066107580770421925,,
22,,,,,434026,444524,10498,439412,439413,439412.5,0.08386686444282532,0.001,0.400390625,1.0,205.0,0.39453125,1.0,202.0,0.363655802855889,-0.0017397802943984668,0.010728485886162768,0.01784000775542154,346.87710094451904,0.3851995440256669,1e-06,1.6219501495361328,4.0,-3.0,0.1943359375,1.0,0.0,1.4276142120361328,3.0,-3.0,0.0,0.0,0.0,1.6248918771743774,9.777235984802246,-3.540778160095215,1.4633509515249443e-08,1.0000001192092896,3.4407799243927,-3.3809216022491455,1.4633509515249443e-08,3.4407799243927,-3.3809216022491455,92.1552734375,1024.0,1.0,0.005859375,766.072265625,1995.0,407.0,0.0,34.87048833799781,11.257056442002067,1.7606451850006124,41.28324582999994,89.29347770099776,0.0010017040850002063,0.023487751162062948,0.18475997084784837,0.006404606401730758,,
23,,,,,416161,442893,26732,430026,430027,430026.25,0.09726555645465851,0.001,0.3984375,1.0,204.0,0.43359375,1.0,222.0,0.25155107265916365,0.02311221799203034,0.011487550929124499,0.0116030314724224,58.965415716171265,0.38418857299753245,1e-06,1.630454421043396,4.0,-3.0,0.22314453125,1.0,0.0,1.4073097705841064,3.0,-3.0,0.0,0.0,0.0,1.6305944919586182,9.631325721740723,-3.349806547164917,4.1164640585122925e-09,1.0000001192092896,3.2401599884033203,-3.251779079437256,4.1164640585122925e-09,3.2401599884033203,-3.251779079437256,86.87744140625,1024.0,1.0,0.0029296875,753.017578125,2048.0,418.0,0.00390625,36.588846154998464,11.401355583999248,1.3953684249972866,40.52968219200193,90.05227958999967,0.0008112111905943455,0.023562330318208438,0.20564196237177723,0.006628290472964876,,
24,,,,,435386,453423,18037,443088,443089,443088.5,0.08687440305948257,0.001,0.43359375,1.0,222.0,0.494140625,1.0,253.0,0.24911442721883456,0.02603979662526399,0.024917477807806183,0.018366564398396196,94.31575959920883,0.37698680161309756,1e-06,1.694327473640442,4.0,-3.0,0.2939453125,1.0,0.0,1.400382161140442,3.0,-3.0,0.0,0.0,0.0,1.6978404521942139,10.375508308410645,-3.027507781982422,0.0,0.9999999403953552,3.2702910900115967,-3.336998462677002,0.0,3.2702910900115967,-3.336998462677002,89.1123046875,1024.0,1.0,0.001953125,776.294921875,2048.0,399.0,0.00390625,33.093048915998224,11.786485192998953,1.3320327369983715,42.52025919100197,88.8332174970019,0.0007515613342472054,0.02399083884540107,0.18132978770642635,0.006650186809745092,,
25,,,,,435274,457024,21750,447577,447578,447577.5,0.07995742559432983,0.001,0.41796875,1.0,214.0,0.58203125,1.0,298.0,0.3088329246928615,0.006592192013011945,0.008466132781318119,0.0026173121643237648,72.83728724718094,0.3706856975382484,1e-06,1.8339369297027588,4.0,-3.0,0.505859375,1.0,0.0,1.3280775547027588,3.0,-3.0,0.0,0.0,0.0,1.838397741317749,9.069662094116211,-3.034949541091919,-2.2885787487325615e-08,0.9999997615814209,2.9554386138916016,-3.076026201248169,-2.2885787487325615e-08,2.9554386138916016,-3.076026201248169,96.3642578125,1024.0,1.0,0.00341796875,777.810546875,2048.0,407.0,0.001953125,38.07285592300104,11.729732194999087,2.270930712002155,43.699061852999876,95.91163000300003,0.0012684566985617881,0.024408656519261957,0.1929165657802783,0.006551788346710395,,
26,,,,,413949,455187,41238,431871,431872,431871.5,0.07750330865383148,0.001,0.353515625,1.0,181.0,0.51953125,1.0,266.0,0.2545391670588789,-0.024244197997553594,0.0028846690527580933,0.0003545609800092844,36.532035291194916,0.39054064704248,1e-06,2.176053285598755,4.0,-3.0,0.6240234375,1.0,0.0,1.5520297288894653,3.0,-3.0,0.0,0.0,0.0,2.186683416366577,13.314617156982422,-3.024958848953247,1.343479216764365e-09,0.9999998211860657,3.38800048828125,-3.441697597503662,1.343479216764365e-09,3.38800048828125,-3.441697597503662,99.8232421875,1024.0,1.0,0.00390625,743.67578125,2048.0,416.0,0.00390625,39.72378524400119,11.410790830999758,1.3094015620008577,39.95217617999879,92.51816871799747,0.0007579809978204499,0.023127351642791193,0.1943072483784873,0.006605431726219349,,
27,,,,,445354,469994,24640,458231,458231,458231.0,0.06307610869407654,0.001,0.373046875,1.0,191.0,0.34375,1.0,176.0,0.3064668197184801,0.0007385457865893841,0.013454429361445364,0.00994175646263784,148.2103852033615,0.3775855591958924,1e-06,2.0216500759124756,4.0,-3.0,0.73779296875,1.0,0.0,1.283856987953186,3.0,-3.0,0.0,0.0,0.0,2.0494415760040283,14.135175704956055,-3.0201985836029053,-3.3334328630729715e-09,1.000000238418579,3.3397488594055176,-3.56939697265625,-3.3334328630729715e-09,3.3397488594055176,-3.56939697265625,107.28515625,1024.0,1.0,0.005859375,787.697265625,2048.0,393.0,0.009765625,41.50796984599947,11.701481583000714,1.4637815920032153,44.028579964997334,98.8064907140033,0.0007986046295444957,0.024020952295347398,0.18891302496813886,0.006384051702635086,,
28,,,,,425620,441903,16283,434178,434179,434178.5,0.09331053495407104,0.001,0.458984375,1.0,235.0,0.236328125,1.0,121.0,0.20868947303720883,-0.12241774985367167,0.0018783427554548585,5.917932087738466e-05,52.86610847711563,0.3884210641062569,1e-06,2.2066457271575928,4.0,-3.0,0.80419921875,1.0,0.0,1.4024465084075928,3.0,-3.0,0.0,0.0,0.0,2.2213590145111084,14.576187133789062,-3.0293984413146973,-1.0560020413663551e-08,0.9999998807907104,2.5662972927093506,-3.121326208114624,-1.0560020413663551e-08,2.5662972927093506,-3.121326208114624,101.5986328125,1024.0,1.0,0.00390625,746.40625,2048.0,399.0,0.0078125,35.76626774399847,10.984951962000196,1.3413585769994825,40.39118555200184,88.59981454199806,0.0007723543294978232,0.023257246473513682,0.17189205640300312,0.006325135838140416,,
29,,,,,427843,459088,31245,438721,438722,438721.25,0.05860964581370354,0.001,0.38671875,1.0,198.0,0.181640625,1.0,93.0,0.28074372919469043,-0.0782204993583005,0.022797075923178988,0.051177008383719705,57.287035048007965,0.38049362499890726,1e-06,2.297369956970215,4.0,-3.0,0.83251953125,1.0,0.0,1.4648503065109253,3.0,-3.0,0.0,0.0,0.0,2.333879232406616,20.31202507019043,-3.016695737838745,-1.7646833327944478e-08,0.9999999403953552,3.486830949783325,-3.518826484680176,-1.7646833327944478e-08,3.486830949783325,-3.518826484680176,108.08447265625,1024.0,3.0,0.00537109375,748.79296875,2047.0,389.0,0.0,38.544857517998025,11.248879441998724,1.3790608899980725,41.664372487000946,92.94968243900075,0.0007858411747767361,0.023741938923063872,0.17412983333708906,0.006410037946645349,,
30,2.532792105153203,0.9375,1.5952921032905578,0.0,441444,444850,3406,443111,443112,443111.75,0.09662135690450668,0.001,0.34765625,1.0,178.0,0.140625,1.0,72.0,0.21153641818091273,-0.018558795971330255,0.001841601657361025,0.00016417335291407653,11.938832640647888,0.376386267053561,1e-06,2.39357590675354,4.0,-3.0,0.8623046875,1.0,0.0,1.53127121925354,3.0,-3.0,0.0,0.0,0.0,2.4009218215942383,22.987089157104492,-3.018618583679199,0.0,1.0000001192092896,2.929489850997925,-3.974111795425415,0.0,2.929489850997925,-3.974111795425415,104.18505859375,1024.0,1.0,0.001953125,761.267578125,2048.0,407.0,0.00390625,35.95999658499932,11.239442911002698,1.4856598330006818,42.53087692400004,114.19617276299687,0.0008381970422814797,0.02399557048758019,0.168532727432497,0.006341201125338415,7.908022917999915,14.94116039599976
31,,,,,424870,456093,31223,444741,444741,444741.0,0.09239183366298676,0.001,0.345703125,1.0,177.0,0.126953125,1.0,65.0,0.252063918017572,-0.0013094897787537306,0.01018037521017475,0.00544862396524085,34.65194880962372,0.3772252233732311,1e-06,2.494326591491699,4.0,-3.0,0.849609375,1.0,0.0,1.6447169780731201,3.0,-3.0,0.0,0.0,0.0,2.5055456161499023,24.017318725585938,-3.018674373626709,8.27002644143704e-09,0.9999998211860657,2.7374191284179688,-4.000974178314209,8.27002644143704e-09,2.7374191284179688,-4.000974178314209,100.90234375,1024.0,14.0,0.00146484375,767.732421875,2048.0,399.0,0.00390625,37.77937644600024,11.232025600998895,1.8224836170011258,42.68692785899839,93.64388261800195,0.0010244634613185684,0.023995385999378508,0.18281994718555342,0.006313801516499994,,
